Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified,Date,Latitude,Longitude
BL0,NO,2018-11-10,3.4,ug m-3,R,2018-11-10,51.522287,-0.125848
BL0,NO,2018-11-11,1.8,ug m-3,R,2018-11-11,51.522287,-0.125848
BL0,NO,2018-11-12,3.9,ug m-3,R,2018-11-12,51.522287,-0.125848
BL0,NO,2018-11-13,3.4,ug m-3,R,2018-11-13,51.522287,-0.125848
BL0,NO,2018-11-14,9.1,ug m-3,R,2018-11-14,51.522287,-0.125848
BL0,NO,2018-11-15,13.9,ug m-3,R,2018-11-15,51.522287,-0.125848
BL0,NO,2018-11-16,27.4,ug m-3,R,2018-11-16,51.522287,-0.125848
BL0,NO,2018-11-17,28.3,ug m-3,R,2018-11-17,51.522287,-0.125848
BL0,NO,2018-11-18,12.7,ug m-3,R,2018-11-18,51.522287,-0.125848
BL0,NO,2018-11-19,13.0,ug m-3,R,2018-11-19,51.522287,-0.125848
BL0,NO,2018-11-20,18.6,ug m-3,R,2018-11-20,51.522287,-0.125848
BL0,NO,2018-11-21,37.2,ug m-3,R,2018-11-21,51.522287,-0.125848
BL0,NO,2018-11-22,78.1,ug m-3,R,2018-11-22,51.522287,-0.125848
BL0,NO,2018-11-23,50.8,ug m-3,R,2018-11-23,51.522287,-0.125848
BL0,NO,2018-11-24,24.8,ug m-3,R,2018-11-24,51.522287,-0.125848
BL0,NO,2018-11-25,12.8,ug m-3,R,2018-11-25,51.522287,-0.125848
BL0,NO,2018-11-26,24.3,ug m-3,R,2018-11-26,51.522287,-0.125848
BL0,NO,2018-11-27,27.3,ug m-3,R,2018-11-27,51.522287,-0.125848
BL0,NO,2018-11-28,2.8,ug m-3,R,2018-11-28,51.522287,-0.125848
BL0,NO,2018-11-29,2.2,ug m-3,R,2018-11-29,51.522287,-0.125848
BL0,NO,2018-11-30,4.0,ug m-3,R,2018-11-30,51.522287,-0.125848
BL0,NO,2018-12-01,2.2,ug m-3,R,2018-12-01,51.522287,-0.125848
BL0,NO,2018-12-02,1.7,ug m-3,R,2018-12-02,51.522287,-0.125848
BL0,NO,2018-12-03,5.8,ug m-3,R,2018-12-03,51.522287,-0.125848
BL0,NO,2018-12-04,9.9,ug m-3,R,2018-12-04,51.522287,-0.125848
BL0,NO,2018-12-05,14.0,ug m-3,R,2018-12-05,51.522287,-0.125848
BL0,NO,2018-12-06,2.9,ug m-3,R,2018-12-06,51.522287,-0.125848
BL0,NO,2018-12-07,7.1,ug m-3,R,2018-12-07,51.522287,-0.125848
BL0,NO,2018-12-08,3.1,ug m-3,R,2018-12-08,51.522287,-0.125848
BL0,NO,2018-12-09,10.8,ug m-3,R,2018-12-09,51.522287,-0.125848
BL0,NO,2018-12-10,22.4,ug m-3,R,2018-12-10,51.522287,-0.125848
BL0,NO,2018-12-11,50.7,ug m-3,R,2018-12-11,51.522287,-0.125848
BL0,NO,2018-12-12,16.3,ug m-3,R,2018-12-12,51.522287,-0.125848
BL0,NO,2018-12-13,43.6,ug m-3,R,2018-12-13,51.522287,-0.125848
BL0,NO,2018-12-14,24.5,ug m-3,R,2018-12-14,51.522287,-0.125848
BL0,NO,2018-12-15,9.7,ug m-3,R,2018-12-15,51.522287,-0.125848
BL0,NO,2018-12-16,4.1,ug m-3,R,2018-12-16,51.522287,-0.125848
BL0,NO,2018-12-17,8.8,ug m-3,R,2018-12-17,51.522287,-0.125848
BL0,NO,2018-12-18,3.8,ug m-3,R,2018-12-18,51.522287,-0.125848
BL0,NO,2018-12-19,2.9,ug m-3,R,2018-12-19,51.522287,-0.125848
BL0,NO,2018-12-20,2.8,ug m-3,R,2018-12-20,51.522287,-0.125848
BL0,NO,2018-12-21,3.0,ug m-3,R,2018-12-21,51.522287,-0.125848
BL0,NO,2018-12-22,5.1,ug m-3,R,2018-12-22,51.522287,-0.125848
BL0,NO,2018-12-23,4.2,ug m-3,R,2018-12-23,51.522287,-0.125848
BL0,NO,2018-12-24,23.2,ug m-3,R,2018-12-24,51.522287,-0.125848
BL0,NO,2018-12-25,58.9,ug m-3,R,2018-12-25,51.522287,-0.125848
BL0,NO,2018-12-26,4.3,ug m-3,R,2018-12-26,51.522287,-0.125848
BL0,NO,2018-12-27,120.4,ug m-3,R,2018-12-27,51.522287,-0.125848
BL0,NO,2018-12-28,71.0,ug m-3,R,2018-12-28,51.522287,-0.125848
BL0,NO,2018-12-29,9.2,ug m-3,R,2018-12-29,51.522287,-0.125848
BL0,NO,2018-12-30,12.0,ug m-3,R,2018-12-30,51.522287,-0.125848
BL0,NO,2018-12-31,8.0,ug m-3,R,2018-12-31,51.522287,-0.125848
BL0,NO,2019-01-01,8.4,ug m-3,R,2019-01-01,51.522287,-0.125848
BL0,NO,2019-01-02,10.1,ug m-3,R,2019-01-02,51.522287,-0.125848
BL0,NO,2019-01-03,8.1,ug m-3,R,2019-01-03,51.522287,-0.125848
BL0,NO,2019-01-04,15.6,ug m-3,R,2019-01-04,51.522287,-0.125848
BL0,NO,2019-01-05,13.4,ug m-3,R,2019-01-05,51.522287,-0.125848
BL0,NO,2019-01-06,14.4,ug m-3,R,2019-01-06,51.522287,-0.125848
BL0,NO,2019-01-07,7.8,ug m-3,R,2019-01-07,51.522287,-0.125848
BL0,NO,2019-01-08,14.9,ug m-3,R,2019-01-08,51.522287,-0.125848
BL0,NO,2019-01-09,15.4,ug m-3,R,2019-01-09,51.522287,-0.125848
BL0,NO,2019-01-10,37.1,ug m-3,R,2019-01-10,51.522287,-0.125848
BL0,NO,2019-01-11,21.6,ug m-3,R,2019-01-11,51.522287,-0.125848
BL0,NO,2019-01-12,8.0,ug m-3,R,2019-01-12,51.522287,-0.125848
BL0,NO,2019-01-13,5.4,ug m-3,R,2019-01-13,51.522287,-0.125848
BL0,NO,2019-01-14,14.5,ug m-3,R,2019-01-14,51.522287,-0.125848
BL0,NO,2019-01-15,3.6,ug m-3,R,2019-01-15,51.522287,-0.125848
BL0,NO,2019-01-16,4.1,ug m-3,R,2019-01-16,51.522287,-0.125848
BL0,NO,2019-01-17,19.5,ug m-3,R,2019-01-17,51.522287,-0.125848
BL0,NO,2019-01-18,19.6,ug m-3,R,2019-01-18,51.522287,-0.125848
BL0,NO,2019-01-19,13.6,ug m-3,R,2019-01-19,51.522287,-0.125848
BL0,NO,2019-01-20,24.6,ug m-3,R,2019-01-20,51.522287,-0.125848
BL0,NO,2019-01-21,31.2,ug m-3,R,2019-01-21,51.522287,-0.125848
BL0,NO,2019-01-22,12.5,ug m-3,R,2019-01-22,51.522287,-0.125848
BL0,NO,2019-01-23,29.8,ug m-3,R,2019-01-23,51.522287,-0.125848
BL0,NO,2019-01-24,56.6,ug m-3,R,2019-01-24,51.522287,-0.125848
BL0,NO,2019-01-25,20.0,ug m-3,R,2019-01-25,51.522287,-0.125848
BL0,NO,2019-01-26,1.8,ug m-3,R,2019-01-26,51.522287,-0.125848
BL0,NO,2019-01-27,8.0,ug m-3,R,2019-01-27,51.522287,-0.125848
BL0,NO,2019-01-28,15.3,ug m-3,R,2019-01-28,51.522287,-0.125848
BL0,NO,2019-01-29,22.6,ug m-3,R,2019-01-29,51.522287,-0.125848
BL0,NO,2019-01-30,29.9,ug m-3,R,2019-01-30,51.522287,-0.125848
BL0,NO,2019-01-31,71.3,ug m-3,R,2019-01-31,51.522287,-0.125848
BL0,NO,2019-02-01,19.0,ug m-3,R,2019-02-01,51.522287,-0.125848
BL0,NO,2019-02-02,14.1,ug m-3,R,2019-02-02,51.522287,-0.125848
BL0,NO,2019-02-03,9.3,ug m-3,R,2019-02-03,51.522287,-0.125848
BL0,NO,2019-02-04,6.5,ug m-3,R,2019-02-04,51.522287,-0.125848
BL0,NO,2019-02-05,7.7,ug m-3,R,2019-02-05,51.522287,-0.125848
BL0,NO,2019-02-06,4.9,ug m-3,R,2019-02-06,51.522287,-0.125848
BL0,NO,2019-02-07,3.2,ug m-3,R,2019-02-07,51.522287,-0.125848
BL0,NO,2019-02-08,1.6,ug m-3,R,2019-02-08,51.522287,-0.125848
BL0,NO,2019-02-09,1.7,ug m-3,R,2019-02-09,51.522287,-0.125848
BL0,NO,2019-02-10,8.1,ug m-3,R,2019-02-10,51.522287,-0.125848
BL0,NO,2019-02-11,12.5,ug m-3,R,2019-02-11,51.522287,-0.125848
BL0,NO,2019-02-12,6.3,ug m-3,R,2019-02-12,51.522287,-0.125848
BL0,NO,2019-02-13,4.7,ug m-3,R,2019-02-13,51.522287,-0.125848
BL0,NO,2019-02-14,22.7,ug m-3,R,2019-02-14,51.522287,-0.125848
BL0,NO,2019-02-15,35.9,ug m-3,R,2019-02-15,51.522287,-0.125848
BL0,NO,2019-02-16,5.1,ug m-3,R,2019-02-16,51.522287,-0.125848
BL0,NO,2019-02-17,4.1,ug m-3,R,2019-02-17,51.522287,-0.125848
BL0,NO,2019-02-18,3.9,ug m-3,R,2019-02-18,51.522287,-0.125848
BL0,NO,2019-02-19,3.9,ug m-3,R,2019-02-19,51.522287,-0.125848
BL0,NO,2019-02-20,2.8,ug m-3,R,2019-02-20,51.522287,-0.125848
BL0,NO,2019-02-21,3.0,ug m-3,R,2019-02-21,51.522287,-0.125848
BL0,NO,2019-02-22,42.2,ug m-3,R,2019-02-22,51.522287,-0.125848
BL0,NO,2019-02-23,27.9,ug m-3,R,2019-02-23,51.522287,-0.125848
BL0,NO,2019-02-24,47.8,ug m-3,R,2019-02-24,51.522287,-0.125848
BL0,NO,2019-02-25,74.9,ug m-3,R,2019-02-25,51.522287,-0.125848
BL0,NO,2019-02-26,92.6,ug m-3,R,2019-02-26,51.522287,-0.125848
BL0,NO,2019-02-27,58.6,ug m-3,R,2019-02-27,51.522287,-0.125848
BL0,NO,2019-02-28,8.4,ug m-3,R,2019-02-28,51.522287,-0.125848
BL0,NO,2019-03-01,10.7,ug m-3,R,2019-03-01,51.522287,-0.125848
BL0,NO,2019-03-02,2.8,ug m-3,R,2019-03-02,51.522287,-0.125848
BL0,NO,2019-03-03,0.9,ug m-3,R,2019-03-03,51.522287,-0.125848
BL0,NO,2019-03-04,5.8,ug m-3,R,2019-03-04,51.522287,-0.125848
BL0,NO,2019-03-05,2.4,ug m-3,R,2019-03-05,51.522287,-0.125848
BL0,NO,2019-03-06,2.1,ug m-3,R,2019-03-06,51.522287,-0.125848
BL0,NO,2019-03-07,4.7,ug m-3,R,2019-03-07,51.522287,-0.125848
BL0,NO,2019-03-08,4.8,ug m-3,R,2019-03-08,51.522287,-0.125848
BL0,NO,2019-03-09,3.2,ug m-3,R,2019-03-09,51.522287,-0.125848
BL0,NO,2019-03-10,5.4,ug m-3,R,2019-03-10,51.522287,-0.125848
BL0,NO,2019-03-11,8.8,ug m-3,R,2019-03-11,51.522287,-0.125848
BL0,NO,2019-03-12,3.7,ug m-3,R,2019-03-12,51.522287,-0.125848
BL0,NO,2019-03-13,8.0,ug m-3,R,2019-03-13,51.522287,-0.125848
BL0,NO,2019-03-14,6.7,ug m-3,R,2019-03-14,51.522287,-0.125848
BL0,NO,2019-03-15,4.6,ug m-3,R,2019-03-15,51.522287,-0.125848
BL0,NO,2019-03-16,1.0,ug m-3,R,2019-03-16,51.522287,-0.125848
BL0,NO,2019-03-17,7.2,ug m-3,R,2019-03-17,51.522287,-0.125848
BL0,NO,2019-03-18,13.4,ug m-3,R,2019-03-18,51.522287,-0.125848
BL0,NO,2019-03-19,4.8,ug m-3,R,2019-03-19,51.522287,-0.125848
BL0,NO,2019-03-20,4.4,ug m-3,R,2019-03-20,51.522287,-0.125848
BL0,NO,2019-03-21,8.7,ug m-3,R,2019-03-21,51.522287,-0.125848
BL0,NO,2019-03-22,2.4,ug m-3,R,2019-03-22,51.522287,-0.125848
BL0,NO,2019-03-23,11.5,ug m-3,R,2019-03-23,51.522287,-0.125848
BL0,NO,2019-03-24,7.7,ug m-3,R,2019-03-24,51.522287,-0.125848
BL0,NO,2019-03-25,8.8,ug m-3,R,2019-03-25,51.522287,-0.125848
BL0,NO,2019-03-26,15.0,ug m-3,R,2019-03-26,51.522287,-0.125848
BL0,NO,2019-03-27,10.5,ug m-3,R,2019-03-27,51.522287,-0.125848
BL0,NO,2019-03-28,6.6,ug m-3,R,2019-03-28,51.522287,-0.125848
BL0,NO,2019-03-29,16.9,ug m-3,R,2019-03-29,51.522287,-0.125848
BL0,NO,2019-03-30,34.4,ug m-3,R,2019-03-30,51.522287,-0.125848
BL0,NO,2019-03-31,4.0,ug m-3,R,2019-03-31,51.522287,-0.125848
BL0,NO,2019-04-01,8.5,ug m-3,R,2019-04-01,51.522287,-0.125848
BL0,NO,2019-04-02,9.3,ug m-3,R,2019-04-02,51.522287,-0.125848
BL0,NO,2019-04-03,10.6,ug m-3,R,2019-04-03,51.522287,-0.125848
BL0,NO,2019-04-04,4.0,ug m-3,R,2019-04-04,51.522287,-0.125848
BL0,NO,2019-04-05,6.4,ug m-3,R,2019-04-05,51.522287,-0.125848
BL0,NO,2019-04-06,5.4,ug m-3,R,2019-04-06,51.522287,-0.125848
BL0,NO,2019-04-07,8.5,ug m-3,R,2019-04-07,51.522287,-0.125848
BL0,NO,2019-04-08,13.9,ug m-3,R,2019-04-08,51.522287,-0.125848
BL0,NO,2019-04-09,9.7,ug m-3,R,2019-04-09,51.522287,-0.125848
BL0,NO,2019-04-10,6.8,ug m-3,R,2019-04-10,51.522287,-0.125848
BL0,NO,2019-04-11,6.4,ug m-3,R,2019-04-11,51.522287,-0.125848
BL0,NO,2019-04-12,6.8,ug m-3,R,2019-04-12,51.522287,-0.125848
BL0,NO,2019-04-13,5.0,ug m-3,R,2019-04-13,51.522287,-0.125848
BL0,NO,2019-04-14,4.2,ug m-3,R,2019-04-14,51.522287,-0.125848
BL0,NO,2019-04-15,10.1,ug m-3,R,2019-04-15,51.522287,-0.125848
BL0,NO,2019-04-16,16.8,ug m-3,R,2019-04-16,51.522287,-0.125848
BL0,NO,2019-04-17,11.3,ug m-3,R,2019-04-17,51.522287,-0.125848
BL0,NO,2019-04-18,12.3,ug m-3,R,2019-04-18,51.522287,-0.125848
BL0,NO,2019-04-19,4.4,ug m-3,R,2019-04-19,51.522287,-0.125848
BL0,NO,2019-04-20,2.9,ug m-3,R,2019-04-20,51.522287,-0.125848
BL0,NO,2019-04-21,2.6,ug m-3,R,2019-04-21,51.522287,-0.125848
BL0,NO,2019-04-22,5.0,ug m-3,R,2019-04-22,51.522287,-0.125848
BL0,NO,2019-04-23,11.9,ug m-3,R,2019-04-23,51.522287,-0.125848
BL0,NO,2019-04-24,8.6,ug m-3,R,2019-04-24,51.522287,-0.125848
BL0,NO,2019-04-25,1.8,ug m-3,R,2019-04-25,51.522287,-0.125848
BL0,NO,2019-04-26,1.8,ug m-3,R,2019-04-26,51.522287,-0.125848
BL0,NO,2019-04-27,5.7,ug m-3,R,2019-04-27,51.522287,-0.125848
BL0,NO,2019-04-28,5.5,ug m-3,R,2019-04-28,51.522287,-0.125848
BL0,NO,2019-04-29,8.6,ug m-3,R,2019-04-29,51.522287,-0.125848
BL0,NO,2019-04-30,7.3,ug m-3,R,2019-04-30,51.522287,-0.125848
BL0,NO,2019-05-01,7.4,ug m-3,R,2019-05-01,51.522287,-0.125848
BL0,NO,2019-05-02,8.5,ug m-3,R,2019-05-02,51.522287,-0.125848
BL0,NO,2019-05-03,9.6,ug m-3,R,2019-05-03,51.522287,-0.125848
BL0,NO,2019-05-04,5.4,ug m-3,R,2019-05-04,51.522287,-0.125848
BL0,NO,2019-05-05,3.3,ug m-3,R,2019-05-05,51.522287,-0.125848
BL0,NO,2019-05-06,9.4,ug m-3,R,2019-05-06,51.522287,-0.125848
BL0,NO,2019-05-07,2.6,ug m-3,R,2019-05-07,51.522287,-0.125848
BL0,NO,2019-05-08,3.0,ug m-3,R,2019-05-08,51.522287,-0.125848
BL0,NO,2019-05-09,7.7,ug m-3,R,2019-05-09,51.522287,-0.125848
BL0,NO,2019-05-10,3.0,ug m-3,R,2019-05-10,51.522287,-0.125848
BL0,NO,2019-05-11,3.5,ug m-3,R,2019-05-11,51.522287,-0.125848
BL0,NO,2019-05-12,4.0,ug m-3,R,2019-05-12,51.522287,-0.125848
BL0,NO,2019-05-13,7.2,ug m-3,R,2019-05-13,51.522287,-0.125848
BL0,NO,2019-05-14,11.4,ug m-3,R,2019-05-14,51.522287,-0.125848
BL0,NO,2019-05-15,9.9,ug m-3,R,2019-05-15,51.522287,-0.125848
BL0,NO,2019-05-16,8.4,ug m-3,R,2019-05-16,51.522287,-0.125848
BL0,NO,2019-05-17,5.4,ug m-3,R,2019-05-17,51.522287,-0.125848
BL0,NO,2019-05-18,3.9,ug m-3,R,2019-05-18,51.522287,-0.125848
BL0,NO,2019-05-19,3.9,ug m-3,R,2019-05-19,51.522287,-0.125848
BL0,NO,2019-05-20,5.4,ug m-3,R,2019-05-20,51.522287,-0.125848
BL0,NO,2019-05-21,4.7,ug m-3,R,2019-05-21,51.522287,-0.125848
BL0,NO,2019-05-22,3.0,ug m-3,R,2019-05-22,51.522287,-0.125848
BL0,NO,2019-05-23,2.3,ug m-3,R,2019-05-23,51.522287,-0.125848
BL0,NO,2019-05-24,4.4,ug m-3,R,2019-05-24,51.522287,-0.125848
BL0,NO,2019-05-25,5.3,ug m-3,R,2019-05-25,51.522287,-0.125848
BL0,NO,2019-05-26,1.4,ug m-3,R,2019-05-26,51.522287,-0.125848
BL0,NO,2019-05-27,2.1,ug m-3,R,2019-05-27,51.522287,-0.125848
BL0,NO,2019-05-28,5.3,ug m-3,R,2019-05-28,51.522287,-0.125848
BL0,NO,2019-05-29,2.0,ug m-3,R,2019-05-29,51.522287,-0.125848
BL0,NO,2019-05-30,2.3,ug m-3,R,2019-05-30,51.522287,-0.125848
BL0,NO,2019-05-31,2.0,ug m-3,R,2019-05-31,51.522287,-0.125848
BL0,NO,2019-06-01,2.7,ug m-3,R,2019-06-01,51.522287,-0.125848
BL0,NO,2019-06-02,0.9,ug m-3,R,2019-06-02,51.522287,-0.125848
BL0,NO,2019-06-03,1.3,ug m-3,R,2019-06-03,51.522287,-0.125848
BL0,NO,2019-06-04,5.7,ug m-3,R,2019-06-04,51.522287,-0.125848
BL0,NO,2019-06-05,1.2,ug m-3,R,2019-06-05,51.522287,-0.125848
BL0,NO,2019-06-06,1.9,ug m-3,R,2019-06-06,51.522287,-0.125848
BL0,NO,2019-06-07,7.7,ug m-3,R,2019-06-07,51.522287,-0.125848
BL0,NO,2019-06-08,1.3,ug m-3,R,2019-06-08,51.522287,-0.125848
BL0,NO,2019-06-09,1.4,ug m-3,R,2019-06-09,51.522287,-0.125848
BL0,NO,2019-06-10,7.1,ug m-3,R,2019-06-10,51.522287,-0.125848
BL0,NO,2019-06-11,5.2,ug m-3,R,2019-06-11,51.522287,-0.125848
BL0,NO,2019-06-12,4.4,ug m-3,R,2019-06-12,51.522287,-0.125848
BL0,NO,2019-06-13,1.8,ug m-3,R,2019-06-13,51.522287,-0.125848
BL0,NO,2019-06-14,1.7,ug m-3,R,2019-06-14,51.522287,-0.125848
BL0,NO,2019-06-15,1.5,ug m-3,R,2019-06-15,51.522287,-0.125848
BL0,NO,2019-06-16,1.4,ug m-3,R,2019-06-16,51.522287,-0.125848
BL0,NO,2019-06-17,1.5,ug m-3,R,2019-06-17,51.522287,-0.125848
BL0,NO,2019-06-18,4.7,ug m-3,R,2019-06-18,51.522287,-0.125848
BL0,NO,2019-06-19,3.9,ug m-3,R,2019-06-19,51.522287,-0.125848
BL0,NO,2019-06-20,2.5,ug m-3,R,2019-06-20,51.522287,-0.125848
BL0,NO,2019-06-21,3.8,ug m-3,R,2019-06-21,51.522287,-0.125848
BL0,NO,2019-06-22,1.8,ug m-3,R,2019-06-22,51.522287,-0.125848
BL0,NO,2019-06-23,2.4,ug m-3,R,2019-06-23,51.522287,-0.125848
BL0,NO,2019-06-24,4.4,ug m-3,R,2019-06-24,51.522287,-0.125848
BL0,NO,2019-06-25,4.7,ug m-3,R,2019-06-25,51.522287,-0.125848
BL0,NO,2019-06-26,4.6,ug m-3,R,2019-06-26,51.522287,-0.125848
BL0,NO,2019-06-27,4.2,ug m-3,R,2019-06-27,51.522287,-0.125848
BL0,NO,2019-06-28,6.7,ug m-3,R,2019-06-28,51.522287,-0.125848
BL0,NO,2019-06-29,5.2,ug m-3,R,2019-06-29,51.522287,-0.125848
BL0,NO,2019-06-30,1.3,ug m-3,R,2019-06-30,51.522287,-0.125848
BL0,NO,2019-07-01,3.5,ug m-3,R,2019-07-01,51.522287,-0.125848
BL0,NO,2019-07-02,4.7,ug m-3,R,2019-07-02,51.522287,-0.125848
BL0,NO,2019-07-03,5.5,ug m-3,R,2019-07-03,51.522287,-0.125848
BL0,NO,2019-07-04,4.8,ug m-3,R,2019-07-04,51.522287,-0.125848
BL0,NO,2019-07-05,2.7,ug m-3,R,2019-07-05,51.522287,-0.125848
BL0,NO,2019-07-06,4.7,ug m-3,R,2019-07-06,51.522287,-0.125848
BL0,NO,2019-07-07,3.6,ug m-3,R,2019-07-07,51.522287,-0.125848
BL0,NO,2019-07-08,5.1,ug m-3,R,2019-07-08,51.522287,-0.125848
BL0,NO,2019-07-09,2.4,ug m-3,R,2019-07-09,51.522287,-0.125848
BL0,NO,2019-07-10,3.0,ug m-3,R,2019-07-10,51.522287,-0.125848
BL0,NO,2019-07-11,3.5,ug m-3,R,2019-07-11,51.522287,-0.125848
BL0,NO,2019-07-12,5.3,ug m-3,R,2019-07-12,51.522287,-0.125848
BL0,NO,2019-07-13,4.1,ug m-3,R,2019-07-13,51.522287,-0.125848
BL0,NO,2019-07-14,3.1,ug m-3,R,2019-07-14,51.522287,-0.125848
BL0,NO,2019-07-15,3.8,ug m-3,R,2019-07-15,51.522287,-0.125848
BL0,NO,2019-07-16,3.4,ug m-3,R,2019-07-16,51.522287,-0.125848
BL0,NO,2019-07-17,2.0,ug m-3,R,2019-07-17,51.522287,-0.125848
BL0,NO,2019-07-18,3.5,ug m-3,R,2019-07-18,51.522287,-0.125848
BL0,NO,2019-07-19,3.8,ug m-3,R,2019-07-19,51.522287,-0.125848
BL0,NO,2019-07-20,1.9,ug m-3,R,2019-07-20,51.522287,-0.125848
BL0,NO,2019-07-21,1.5,ug m-3,R,2019-07-21,51.522287,-0.125848
BL0,NO,2019-07-22,1.7,ug m-3,R,2019-07-22,51.522287,-0.125848
BL0,NO,2019-07-23,6.6,ug m-3,R,2019-07-23,51.522287,-0.125848
BL0,NO,2019-07-24,6.09,ug m-3,R,2019-07-24,51.522287,-0.125848
BL0,NO,2019-07-25,5.57,ug m-3,R,2019-07-25,51.522287,-0.125848
BL0,NO,2019-07-26,5.06,ug m-3,R,2019-07-26,51.522287,-0.125848
BL0,NO,2019-07-27,4.55,ug m-3,R,2019-07-27,51.522287,-0.125848
BL0,NO,2019-07-28,4.04,ug m-3,R,2019-07-28,51.522287,-0.125848
BL0,NO,2019-07-29,3.52,ug m-3,R,2019-07-29,51.522287,-0.125848
BL0,NO,2019-07-30,3.01,ug m-3,R,2019-07-30,51.522287,-0.125848
BL0,NO,2019-07-31,2.5,ug m-3,R,2019-07-31,51.522287,-0.125848
BL0,NO,2019-08-01,4.1,ug m-3,R,2019-08-01,51.522287,-0.125848
BL0,NO,2019-08-02,4.4,ug m-3,R,2019-08-02,51.522287,-0.125848
BL0,NO,2019-08-03,4.0,ug m-3,R,2019-08-03,51.522287,-0.125848
BL0,NO,2019-08-04,2.5,ug m-3,R,2019-08-04,51.522287,-0.125848
BL0,NO,2019-08-05,1.6,ug m-3,R,2019-08-05,51.522287,-0.125848
BL0,NO,2019-08-06,1.4,ug m-3,R,2019-08-06,51.522287,-0.125848
BL0,NO,2019-08-07,1.7,ug m-3,R,2019-08-07,51.522287,-0.125848
BL0,NO,2019-08-08,2.1,ug m-3,R,2019-08-08,51.522287,-0.125848
BL0,NO,2019-08-09,1.8,ug m-3,R,2019-08-09,51.522287,-0.125848
BL0,NO,2019-08-10,1.1,ug m-3,R,2019-08-10,51.522287,-0.125848
BL0,NO,2019-08-11,1.0,ug m-3,R,2019-08-11,51.522287,-0.125848
BL0,NO,2019-08-12,4.2,ug m-3,R,2019-08-12,51.522287,-0.125848
BL0,NO,2019-08-13,3.3,ug m-3,R,2019-08-13,51.522287,-0.125848
BL0,NO,2019-08-14,2.7,ug m-3,R,2019-08-14,51.522287,-0.125848
BL0,NO,2019-08-15,3.7,ug m-3,R,2019-08-15,51.522287,-0.125848
BL0,NO,2019-08-16,2.9,ug m-3,R,2019-08-16,51.522287,-0.125848
BL0,NO,2019-08-17,1.4,ug m-3,R,2019-08-17,51.522287,-0.125848
BL0,NO,2019-08-18,1.1,ug m-3,R,2019-08-18,51.522287,-0.125848
BL0,NO,2019-08-19,1.7,ug m-3,R,2019-08-19,51.522287,-0.125848
BL0,NO,2019-08-20,2.1,ug m-3,R,2019-08-20,51.522287,-0.125848
BL0,NO,2019-08-21,1.7,ug m-3,R,2019-08-21,51.522287,-0.125848
BL0,NO,2019-08-22,1.2,ug m-3,R,2019-08-22,51.522287,-0.125848
BL0,NO,2019-08-23,6.4,ug m-3,R,2019-08-23,51.522287,-0.125848
BL0,NO,2019-08-24,7.4,ug m-3,R,2019-08-24,51.522287,-0.125848
BL0,NO,2019-08-25,2.8,ug m-3,R,2019-08-25,51.522287,-0.125848
BL0,NO,2019-08-26,2.8,ug m-3,R,2019-08-26,51.522287,-0.125848
BL0,NO,2019-08-27,5.7,ug m-3,R,2019-08-27,51.522287,-0.125848
BL0,NO,2019-08-28,1.3,ug m-3,R,2019-08-28,51.522287,-0.125848
BL0,NO,2019-08-29,2.1,ug m-3,R,2019-08-29,51.522287,-0.125848
BL0,NO,2019-08-30,1.4,ug m-3,R,2019-08-30,51.522287,-0.125848
BL0,NO,2019-08-31,1.3,ug m-3,R,2019-08-31,51.522287,-0.125848
BL0,NO,2019-09-01,2.0,ug m-3,R,2019-09-01,51.522287,-0.125848
BL0,NO,2019-09-02,2.4,ug m-3,R,2019-09-02,51.522287,-0.125848
BL0,NO,2019-09-03,1.6,ug m-3,R,2019-09-03,51.522287,-0.125848
BL0,NO,2019-09-04,3.2,ug m-3,R,2019-09-04,51.522287,-0.125848
BL0,NO,2019-09-05,6.4,ug m-3,R,2019-09-05,51.522287,-0.125848
BL0,NO,2019-09-06,2.8,ug m-3,R,2019-09-06,51.522287,-0.125848
BL0,NO,2019-09-07,5.1,ug m-3,R,2019-09-07,51.522287,-0.125848
BL0,NO,2019-09-08,2.4,ug m-3,R,2019-09-08,51.522287,-0.125848
BL0,NO,2019-09-09,2.0,ug m-3,R,2019-09-09,51.522287,-0.125848
BL0,NO,2019-09-10,10.6,ug m-3,R,2019-09-10,51.522287,-0.125848
BL0,NO,2019-09-11,2.2,ug m-3,R,2019-09-11,51.522287,-0.125848
BL0,NO,2019-09-12,2.7,ug m-3,R,2019-09-12,51.522287,-0.125848
BL0,NO,2019-09-13,8.7,ug m-3,R,2019-09-13,51.522287,-0.125848
BL0,NO,2019-09-14,4.7,ug m-3,R,2019-09-14,51.522287,-0.125848
BL0,NO,2019-09-15,3.7,ug m-3,R,2019-09-15,51.522287,-0.125848
BL0,NO,2019-09-16,8.4,ug m-3,R,2019-09-16,51.522287,-0.125848
BL0,NO,2019-09-17,7.0,ug m-3,R,2019-09-17,51.522287,-0.125848
BL0,NO,2019-09-18,7.5,ug m-3,R,2019-09-18,51.522287,-0.125848
BL0,NO,2019-09-19,15.9,ug m-3,R,2019-09-19,51.522287,-0.125848
BL0,NO,2019-09-20,19.6,ug m-3,R,2019-09-20,51.522287,-0.125848
BL0,NO,2019-09-21,19.9,ug m-3,R,2019-09-21,51.522287,-0.125848
BL0,NO,2019-09-22,2.5,ug m-3,R,2019-09-22,51.522287,-0.125848
