Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
BL0,FINE,23/09/2018 00:00,,ug/m3,P
BL0,FINE,24/09/2018 00:00,,ug/m3,P
BL0,FINE,25/09/2018 00:00,,ug/m3,P
BL0,FINE,26/09/2018 00:00,,ug/m3,P
BL0,FINE,27/09/2018 00:00,,ug/m3,P
BL0,FINE,28/09/2018 00:00,,ug/m3,P
BL0,FINE,29/09/2018 00:00,,ug/m3,P
BL0,FINE,30/09/2018 00:00,,ug/m3,P
BL0,FINE,01/10/2018 00:00,,ug/m3,P
BL0,FINE,02/10/2018 00:00,,ug/m3,P
BL0,FINE,03/10/2018 00:00,,ug/m3,P
BL0,FINE,04/10/2018 00:00,,ug/m3,P
BL0,FINE,05/10/2018 00:00,,ug/m3,P
BL0,FINE,06/10/2018 00:00,,ug/m3,P
BL0,FINE,07/10/2018 00:00,,ug/m3,P
BL0,FINE,08/10/2018 00:00,,ug/m3,P
BL0,FINE,09/10/2018 00:00,,ug/m3,P
BL0,FINE,10/10/2018 00:00,,ug/m3,P
BL0,FINE,11/10/2018 00:00,,ug/m3,P
BL0,FINE,12/10/2018 00:00,,ug/m3,P
BL0,FINE,13/10/2018 00:00,,ug/m3,P
BL0,FINE,14/10/2018 00:00,,ug/m3,P
BL0,FINE,15/10/2018 00:00,,ug/m3,P
BL0,FINE,16/10/2018 00:00,,ug/m3,P
BL0,FINE,17/10/2018 00:00,,ug/m3,P
BL0,FINE,18/10/2018 00:00,,ug/m3,P
BL0,FINE,19/10/2018 00:00,,ug/m3,P
BL0,FINE,20/10/2018 00:00,,ug/m3,P
BL0,FINE,21/10/2018 00:00,,ug/m3,P
BL0,FINE,22/10/2018 00:00,,ug/m3,P
BL0,FINE,23/10/2018 00:00,,ug/m3,P
BL0,FINE,24/10/2018 00:00,,ug/m3,P
BL0,FINE,25/10/2018 00:00,,ug/m3,P
BL0,FINE,26/10/2018 00:00,,ug/m3,P
BL0,FINE,27/10/2018 00:00,,ug/m3,P
BL0,FINE,28/10/2018 00:00,,ug/m3,P
BL0,FINE,29/10/2018 00:00,,ug/m3,P
BL0,FINE,30/10/2018 00:00,,ug/m3,P
BL0,FINE,31/10/2018 00:00,,ug/m3,P
BL0,FINE,01/11/2018 00:00,,ug/m3,P
BL0,FINE,02/11/2018 00:00,,ug/m3,P
BL0,FINE,03/11/2018 00:00,,ug/m3,P
BL0,FINE,04/11/2018 00:00,,ug/m3,P
BL0,FINE,05/11/2018 00:00,,ug/m3,P
BL0,FINE,06/11/2018 00:00,,ug/m3,P
BL0,FINE,07/11/2018 00:00,,ug/m3,P
BL0,FINE,08/11/2018 00:00,,ug/m3,P
BL0,FINE,09/11/2018 00:00,,ug/m3,P
BL0,FINE,10/11/2018 00:00,,ug/m3,P
BL0,FINE,11/11/2018 00:00,,ug/m3,P
BL0,FINE,12/11/2018 00:00,,ug/m3,P
BL0,FINE,13/11/2018 00:00,,ug/m3,P
BL0,FINE,14/11/2018 00:00,,ug/m3,P
BL0,FINE,15/11/2018 00:00,,ug/m3,P
BL0,FINE,16/11/2018 00:00,,ug/m3,P
BL0,FINE,17/11/2018 00:00,,ug/m3,P
BL0,FINE,18/11/2018 00:00,,ug/m3,P
BL0,FINE,19/11/2018 00:00,,ug/m3,P
BL0,FINE,20/11/2018 00:00,,ug/m3,P
BL0,FINE,21/11/2018 00:00,,ug/m3,P
BL0,FINE,22/11/2018 00:00,,ug/m3,P
BL0,FINE,23/11/2018 00:00,,ug/m3,P
