count_point_id,direction_of_travel,year,count_date,hour,region_id,region_name,local_authority_id,local_authority_name,road_name,road_type,start_junction_road_name,end_junction_road_name,easting,northing,latitude,longitude,link_length_km,link_length_miles,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs,hgvs_2_rigid_axle,hgvs_3_rigid_axle,hgvs_4_or_more_rigid_axle,hgvs_3_or_4_articulated_axle,hgvs_5_articulated_axle,hgvs_6_articulated_axle,all_hgvs,all_motor_vehicles
6108,N,2018,2018-03-16,7,6,London,107,Lambeth,A3,Major,A23,A3204,531400,178000,51.485694,-0.10893855,0.9,0.56,375,104,169,26,110,14,0,4,1,0,1.0,20.0,429.0
6108,N,2018,2018-03-16,8,6,London,107,Lambeth,A3,Major,A23,A3204,531400,178000,51.485694,-0.10893855,0.9,0.56,728,180,271,44,132,12,3,4,0,1,0.0,20.0,647.0
6108,N,2018,2018-03-16,9,6,London,107,Lambeth,A3,Major,A23,A3204,531400,178000,51.485694,-0.10893855,0.9,0.56,235,74,237,30,133,8,1,0,1,2,0.0,12.0,486.0
6108,N,2018,2018-03-16,10,6,London,107,Lambeth,A3,Major,A23,A3204,531400,178000,51.485694,-0.10893855,0.9,0.56,44,21,266,21,112,6,4,1,1,3,0.0,15.0,435.0
6108,N,2018,2018-03-16,11,6,London,107,Lambeth,A3,Major,A23,A3204,531400,178000,51.485694,-0.10893855,0.9,0.56,51,32,244,31,158,13,5,6,0,1,0.0,25.0,490.0
6108,N,2018,2018-03-16,12,6,London,107,Lambeth,A3,Major,A23,A3204,531400,178000,51.485694,-0.10893855,0.9,0.56,33,35,273,27,162,15,1,3,0,1,0.0,20.0,517.0
6108,N,2018,2018-03-16,13,6,London,107,Lambeth,A3,Major,A23,A3204,531400,178000,51.485694,-0.10893855,0.9,0.56,40,26,236,23,154,14,0,2,1,1,1.0,19.0,458.0
6108,N,2018,2018-03-16,14,6,London,107,Lambeth,A3,Major,A23,A3204,531400,178000,51.485694,-0.10893855,0.9,0.56,29,37,358,33,188,14,0,5,0,1,1.0,21.0,637.0
6108,N,2018,2018-03-16,15,6,London,107,Lambeth,A3,Major,A23,A3204,531400,178000,51.485694,-0.10893855,0.9,0.56,24,31,304,23,148,11,0,4,1,1,1.0,18.0,524.0
6108,N,2018,2018-03-16,16,6,London,107,Lambeth,A3,Major,A23,A3204,531400,178000,51.485694,-0.10893855,0.9,0.56,36,33,366,36,127,0,1,0,0,0,0.0,1.0,563.0
6108,N,2018,2018-03-16,17,6,London,107,Lambeth,A3,Major,A23,A3204,531400,178000,51.485694,-0.10893855,0.9,0.56,52,44,341,28,118,1,0,2,1,0,0.0,4.0,535.0
6108,N,2018,2018-03-16,18,6,London,107,Lambeth,A3,Major,A23,A3204,531400,178000,51.485694,-0.10893855,0.9,0.56,75,39,358,24,69,1,0,1,1,0,0.0,3.0,493.0
6108,S,2018,2018-03-16,7,6,London,107,Lambeth,A3,Major,A23,A3204,531400,178000,51.485694,-0.10893855,0.9,0.56,23,35,504,28,314,16,2,3,0,2,3.0,26.0,907.0
6108,S,2018,2018-03-16,8,6,London,107,Lambeth,A3,Major,A23,A3204,531400,178000,51.485694,-0.10893855,0.9,0.56,58,36,411,32,232,30,2,2,0,1,1.0,36.0,747.0
6108,S,2018,2018-03-16,9,6,London,107,Lambeth,A3,Major,A23,A3204,531400,178000,51.485694,-0.10893855,0.9,0.56,45,33,406,41,280,22,2,3,2,1,1.0,31.0,791.0
6108,S,2018,2018-03-16,10,6,London,107,Lambeth,A3,Major,A23,A3204,531400,178000,51.485694,-0.10893855,0.9,0.56,30,31,410,34,226,21,2,9,0,0,0.0,32.0,733.0
6108,S,2018,2018-03-16,11,6,London,107,Lambeth,A3,Major,A23,A3204,531400,178000,51.485694,-0.10893855,0.9,0.56,25,35,416,28,247,22,3,5,0,1,2.0,33.0,759.0
6108,S,2018,2018-03-16,12,6,London,107,Lambeth,A3,Major,A23,A3204,531400,178000,51.485694,-0.10893855,0.9,0.56,33,31,358,32,198,17,2,6,1,1,1.0,28.0,647.0
6108,S,2018,2018-03-16,13,6,London,107,Lambeth,A3,Major,A23,A3204,531400,178000,51.485694,-0.10893855,0.9,0.56,38,46,413,26,186,19,0,7,0,1,3.0,30.0,701.0
6108,S,2018,2018-03-16,14,6,London,107,Lambeth,A3,Major,A23,A3204,531400,178000,51.485694,-0.10893855,0.9,0.56,39,56,418,30,229,17,1,4,0,2,0.0,24.0,757.0
6108,S,2018,2018-03-16,15,6,London,107,Lambeth,A3,Major,A23,A3204,531400,178000,51.485694,-0.10893855,0.9,0.56,62,73,482,33,205,5,2,3,3,0,0.0,13.0,806.0
6108,S,2018,2018-03-16,16,6,London,107,Lambeth,A3,Major,A23,A3204,531400,178000,51.485694,-0.10893855,0.9,0.56,155,108,494,32,191,9,0,1,0,0,0.0,10.0,835.0
6108,S,2018,2018-03-16,17,6,London,107,Lambeth,A3,Major,A23,A3204,531400,178000,51.485694,-0.10893855,0.9,0.56,485,197,511,34,132,1,2,0,1,0,0.0,4.0,878.0
6108,S,2018,2018-03-16,18,6,London,107,Lambeth,A3,Major,A23,A3204,531400,178000,51.485694,-0.10893855,0.9,0.56,590,175,590,29,109,1,0,0,0,0,0.0,1.0,904.0
6266,N,2020,2020-06-11,7,6,London,107,Lambeth,A23,Major,A203,A202,531200,176000,51.467767,-0.1125594,1.7,1.06,125,44,251,50,145,8,6,2,1,0,0.0,17.0,507.0
6266,N,2020,2020-06-11,8,6,London,107,Lambeth,A23,Major,A203,A202,531200,176000,51.467767,-0.1125594,1.7,1.06,151,38,259,46,84,12,3,4,0,0,1.0,20.0,447.0
6266,N,2020,2020-06-11,9,6,London,107,Lambeth,A23,Major,A203,A202,531200,176000,51.467767,-0.1125594,1.7,1.06,69,30,274,40,85,15,0,2,0,0,0.0,17.0,446.0
6266,N,2020,2020-06-11,10,6,London,107,Lambeth,A23,Major,A203,A202,531200,176000,51.467767,-0.1125594,1.7,1.06,52,22,198,41,66,13,2,1,0,0,1.0,17.0,344.0
6266,N,2020,2020-06-11,11,6,London,107,Lambeth,A23,Major,A203,A202,531200,176000,51.467767,-0.1125594,1.7,1.06,64,27,205,37,73,22,1,1,0,0,3.0,27.0,369.0
6266,N,2020,2020-06-11,12,6,London,107,Lambeth,A23,Major,A203,A202,531200,176000,51.467767,-0.1125594,1.7,1.06,47,27,219,39,62,16,3,1,0,0,2.0,22.0,369.0
6266,N,2020,2020-06-11,13,6,London,107,Lambeth,A23,Major,A203,A202,531200,176000,51.467767,-0.1125594,1.7,1.06,47,35,248,37,65,12,3,3,1,0,0.0,19.0,404.0
6266,N,2020,2020-06-11,14,6,London,107,Lambeth,A23,Major,A203,A202,531200,176000,51.467767,-0.1125594,1.7,1.06,62,33,239,40,47,20,0,0,0,0,3.0,23.0,382.0
6266,N,2020,2020-06-11,15,6,London,107,Lambeth,A23,Major,A203,A202,531200,176000,51.467767,-0.1125594,1.7,1.06,52,37,238,45,60,9,1,1,1,0,1.0,13.0,393.0
6266,N,2020,2020-06-11,16,6,London,107,Lambeth,A23,Major,A203,A202,531200,176000,51.467767,-0.1125594,1.7,1.06,74,26,265,46,71,7,0,0,0,0,0.0,7.0,415.0
6266,N,2020,2020-06-11,17,6,London,107,Lambeth,A23,Major,A203,A202,531200,176000,51.467767,-0.1125594,1.7,1.06,85,33,282,39,46,7,1,0,0,0,0.0,8.0,408.0
6266,N,2020,2020-06-11,18,6,London,107,Lambeth,A23,Major,A203,A202,531200,176000,51.467767,-0.1125594,1.7,1.06,101,56,348,39,37,5,0,0,0,0,0.0,5.0,485.0
6266,S,2020,2020-06-11,7,6,London,107,Lambeth,A23,Major,A203,A202,531200,176000,51.467767,-0.1125594,1.7,1.06,27,13,193,30,64,15,1,2,1,0,0.0,19.0,319.0
6266,S,2020,2020-06-11,8,6,London,107,Lambeth,A23,Major,A203,A202,531200,176000,51.467767,-0.1125594,1.7,1.06,45,9,199,51,59,17,3,0,0,0,1.0,21.0,339.0
6266,S,2020,2020-06-11,9,6,London,107,Lambeth,A23,Major,A203,A202,531200,176000,51.467767,-0.1125594,1.7,1.06,41,22,204,46,67,17,0,2,0,1,1.0,21.0,360.0
6266,S,2020,2020-06-11,10,6,London,107,Lambeth,A23,Major,A203,A202,531200,176000,51.467767,-0.1125594,1.7,1.06,32,12,190,40,74,15,1,1,0,0,1.0,18.0,334.0
6266,S,2020,2020-06-11,11,6,London,107,Lambeth,A23,Major,A203,A202,531200,176000,51.467767,-0.1125594,1.7,1.06,30,24,236,41,89,21,5,1,1,0,1.0,29.0,419.0
6266,S,2020,2020-06-11,12,6,London,107,Lambeth,A23,Major,A203,A202,531200,176000,51.467767,-0.1125594,1.7,1.06,46,30,203,40,87,15,2,0,0,0,1.0,18.0,378.0
6266,S,2020,2020-06-11,16,6,London,107,Lambeth,A23,Major,A203,A202,531200,176000,51.467767,-0.1125594,1.7,1.06,118,42,342,41,86,4,0,0,0,0,0.0,4.0,515.0
6266,S,2020,2020-06-11,17,6,London,107,Lambeth,A23,Major,A203,A202,531200,176000,51.467767,-0.1125594,1.7,1.06,161,48,346,43,70,7,2,1,0,0,1.0,11.0,518.0
6266,S,2020,2020-06-11,18,6,London,107,Lambeth,A23,Major,A203,A202,531200,176000,51.467767,-0.1125594,1.7,1.06,164,64,362,45,54,2,2,0,0,0,0.0,4.0,529.0
6266,S,2020,2020-06-11,13,6,London,107,Lambeth,A23,Major,A203,A202,531200,176000,51.467767,-0.1125594,1.7,1.06,44,35,281,40,81,15,1,0,0,1,1.0,18.0,455.0
6266,S,2020,2020-06-11,14,6,London,107,Lambeth,A23,Major,A203,A202,531200,176000,51.467767,-0.1125594,1.7,1.06,47,42,290,38,91,18,1,3,0,0,1.0,23.0,484.0
6266,S,2020,2020-06-11,15,6,London,107,Lambeth,A23,Major,A203,A202,531200,176000,51.467767,-0.1125594,1.7,1.06,83,50,333,39,95,15,2,0,1,0,0.0,18.0,535.0
7570,N,2020,2020-06-11,7,6,London,107,Lambeth,A3036,Major,A202/A203,A3203,530430,178500,51.490412,-0.12271606,0.9,0.56,185,68,380,22,199,37,6,7,0,0,4.0,54.0,723.0
7570,N,2020,2020-06-11,8,6,London,107,Lambeth,A3036,Major,A202/A203,A3203,530430,178500,51.490412,-0.12271606,0.9,0.56,202,39,358,21,168,29,4,16,1,0,2.0,52.0,638.0
7570,N,2020,2020-06-11,9,6,London,107,Lambeth,A3036,Major,A202/A203,A3203,530430,178500,51.490412,-0.12271606,0.9,0.56,98,46,293,24,134,27,5,9,0,1,3.0,45.0,542.0
7570,S,2020,2020-06-11,7,6,London,107,Lambeth,A3036,Major,A202/A203,A3203,530430,178500,51.490412,-0.12271606,0.9,0.56,48,18,174,20,84,20,1,10,0,0,1.0,32.0,328.0
7570,S,2020,2020-06-11,8,6,London,107,Lambeth,A3036,Major,A202/A203,A3203,530430,178500,51.490412,-0.12271606,0.9,0.56,68,19,232,20,116,24,2,11,1,1,3.0,42.0,429.0
7570,S,2020,2020-06-11,9,6,London,107,Lambeth,A3036,Major,A202/A203,A3203,530430,178500,51.490412,-0.12271606,0.9,0.56,35,25,191,23,86,28,2,11,1,1,2.0,45.0,370.0
7570,S,2020,2020-06-11,10,6,London,107,Lambeth,A3036,Major,A202/A203,A3203,530430,178500,51.490412,-0.12271606,0.9,0.56,32,27,196,21,96,31,5,4,1,0,0.0,41.0,381.0
7570,S,2020,2020-06-11,11,6,London,107,Lambeth,A3036,Major,A202/A203,A3203,530430,178500,51.490412,-0.12271606,0.9,0.56,21,18,186,21,98,20,3,10,1,0,1.0,35.0,358.0
7570,S,2020,2020-06-11,12,6,London,107,Lambeth,A3036,Major,A202/A203,A3203,530430,178500,51.490412,-0.12271606,0.9,0.56,40,28,182,20,93,25,0,7,0,0,1.0,33.0,356.0
7570,S,2020,2020-06-11,13,6,London,107,Lambeth,A3036,Major,A202/A203,A3203,530430,178500,51.490412,-0.12271606,0.9,0.56,43,33,205,21,85,18,1,12,1,0,0.0,32.0,376.0
7570,S,2020,2020-06-11,14,6,London,107,Lambeth,A3036,Major,A202/A203,A3203,530430,178500,51.490412,-0.12271606,0.9,0.56,57,41,224,21,112,21,0,4,1,0,2.0,28.0,426.0
7570,S,2020,2020-06-11,15,6,London,107,Lambeth,A3036,Major,A202/A203,A3203,530430,178500,51.490412,-0.12271606,0.9,0.56,95,45,246,20,134,18,2,6,0,0,0.0,26.0,471.0
7570,S,2020,2020-06-11,16,6,London,107,Lambeth,A3036,Major,A202/A203,A3203,530430,178500,51.490412,-0.12271606,0.9,0.56,127,65,266,21,97,7,0,1,0,0,1.0,9.0,458.0
7570,S,2020,2020-06-11,17,6,London,107,Lambeth,A3036,Major,A202/A203,A3203,530430,178500,51.490412,-0.12271606,0.9,0.56,195,65,308,18,58,11,0,1,0,0,0.0,12.0,461.0
7570,S,2020,2020-06-11,18,6,London,107,Lambeth,A3036,Major,A202/A203,A3203,530430,178500,51.490412,-0.12271606,0.9,0.56,176,71,377,21,41,4,0,0,0,0,0.0,4.0,514.0
7570,N,2020,2020-06-11,10,6,London,107,Lambeth,A3036,Major,A202/A203,A3203,530430,178500,51.490412,-0.12271606,0.9,0.56,48,30,252,24,112,25,3,11,2,0,3.0,44.0,462.0
7570,N,2020,2020-06-11,11,6,London,107,Lambeth,A3036,Major,A202/A203,A3203,530430,178500,51.490412,-0.12271606,0.9,0.56,34,28,236,20,107,23,4,3,0,1,1.0,32.0,423.0
7570,N,2020,2020-06-11,12,6,London,107,Lambeth,A3036,Major,A202/A203,A3203,530430,178500,51.490412,-0.12271606,0.9,0.56,42,37,226,19,104,19,4,10,0,0,4.0,37.0,423.0
7570,N,2020,2020-06-11,13,6,London,107,Lambeth,A3036,Major,A202/A203,A3203,530430,178500,51.490412,-0.12271606,0.9,0.56,37,38,241,22,96,12,1,12,2,0,2.0,29.0,426.0
7570,N,2020,2020-06-11,14,6,London,107,Lambeth,A3036,Major,A202/A203,A3203,530430,178500,51.490412,-0.12271606,0.9,0.56,70,46,252,20,102,21,2,13,0,0,3.0,39.0,459.0
7570,N,2020,2020-06-11,15,6,London,107,Lambeth,A3036,Major,A202/A203,A3203,530430,178500,51.490412,-0.12271606,0.9,0.56,73,32,260,20,101,15,2,5,1,0,3.0,26.0,439.0
7570,N,2020,2020-06-11,16,6,London,107,Lambeth,A3036,Major,A202/A203,A3203,530430,178500,51.490412,-0.12271606,0.9,0.56,85,44,235,19,67,14,1,1,0,1,3.0,20.0,385.0
7570,N,2020,2020-06-11,17,6,London,107,Lambeth,A3036,Major,A202/A203,A3203,530430,178500,51.490412,-0.12271606,0.9,0.56,107,46,278,21,75,13,4,1,0,0,0.0,18.0,438.0
7570,N,2020,2020-06-11,18,6,London,107,Lambeth,A3036,Major,A202/A203,A3203,530430,178500,51.490412,-0.12271606,0.9,0.56,99,47,493,22,54,9,3,0,0,0,1.0,13.0,629.0
8182,W,2020,2020-05-13,8,6,London,107,Lambeth,A23,Major,A3202,A3036/A3200 roundabout,531020,179530,51.499532,-0.11384076,0.5,0.31,74,26,292,45,107,15,3,5,0,0,0.0,23.0,493.0
