Date,NO2_weighted_value(ug m-3)
2021-06-19,8.9
2021-06-20,8.0
2021-06-21,10.1
2021-06-22,7.4
2021-06-23,13.4
2021-06-24,20.1
2021-06-25,10.6
2021-06-26,10.8
2021-06-27,9.1
2021-06-28,12.3
2021-06-29,10.9
2021-06-30,12.0
2021-07-01,17.3
2021-07-02,12.2
2021-07-03,9.4
2021-07-04,4.5
2021-07-05,6.6
2021-07-06,6.7
2021-07-07,5.4
2021-07-08,8.3
2021-07-09,11.0
2021-07-10,21.0
2021-07-11,10.2
2021-07-12,22.8
2021-07-13,13.1
2021-07-14,12.2
2021-07-15,10.0
2021-07-16,11.1
2021-07-17,13.8
2021-07-18,22.2
2021-07-19,23.2
2021-07-20,26.9
2021-07-21,26.0
2021-07-22,23.0
2021-07-23,10.7
2021-07-24,14.9
2021-07-25,12.0
2021-07-26,11.3
2021-07-27,7.8
2021-07-28,8.1
2021-07-29,6.7
2021-07-30,7.5
2021-07-31,12.0
2021-08-01,9.7
2021-08-02,13.7
2021-08-03,19.4
2021-08-04,19.4
2021-08-05,9.4
2021-08-06,5.5
2021-08-07,6.7
2021-08-08,4.7
2021-08-09,9.8
2021-08-10,10.6
2021-08-11,10.7
2021-08-12,8.9
2021-08-13,9.9
2021-08-14,8.9
2021-08-15,7.1
2021-08-16,15.2
2021-08-17,18.4
2021-08-18,12.4
2021-08-19,10.6
2021-08-20,12.1
2021-08-21,15.0
2021-08-22,11.4
2021-08-23,6.9
2021-08-24,9.0
2021-08-25,7.1
2021-08-26,5.2
2021-08-27,8.1
2021-08-28,11.0
2021-08-29,12.7
2021-08-30,4.1
2021-08-31,6.5
2021-09-01,7.5
2021-09-02,7.1
2021-09-03,14.4
2021-09-04,12.8
2021-09-05,20.4
2021-09-06,45.3
2021-09-07,45.7
2021-09-08,37.7
2021-09-09,10.5
2021-09-10,10.7
2021-09-11,9.0
2021-09-12,15.5
2021-09-13,15.2
2021-09-14,28.3
2021-09-15,22.4
2021-09-16,22.6
2021-09-17,12.9
2021-09-18,31.8
2021-09-19,24.5
2021-09-20,17.0
2021-09-21,32.0
2021-09-22,23.6
2021-09-23,19.4
2021-09-24,14.7
2021-09-25,16.4
2021-09-26,16.9
2021-09-27,7.2
2021-09-28,10.7
2021-09-29,15.3
2021-09-30,10.8
2021-10-01,13.2
2021-10-02,14.0
2021-10-03,8.2
2021-10-04,11.6
2021-10-05,9.3
2021-10-06,20.9
2021-10-07,20.4
2021-10-08,22.5
2021-10-09,37.7
2021-10-10,25.4
2021-10-11,28.3
2021-10-12,27.5
2021-10-13,31.6
2021-10-14,20.8
2021-10-15,26.5
2021-10-16,40.5
2021-10-17,23.7
2021-10-18,23.6
2021-10-19,5.9
2021-10-20,10.1
2021-10-21,21.3
2021-10-22,23.8
2021-10-23,19.2
2021-10-24,8.9
2021-10-25,20.7
2021-10-26,13.7
2021-10-27,7.7
2021-10-28,11.0
2021-10-29,12.7
2021-10-30,16.1
2021-10-31,7.0
2021-11-01,21.1
2021-11-02,47.6
2021-11-03,33.1
2021-11-04,21.1
2021-11-05,42.1
2021-11-06,12.5
2021-11-07,17.2
2021-11-08,33.3
2021-11-09,19.0
2021-11-10,26.4
2021-11-11,19.5
2021-11-12,13.3
2021-11-13,15.0
2021-11-14,13.9
2021-11-15,36.1
2021-11-16,43.9
2021-11-17,38.5
2021-11-18,31.3
2021-11-19,22.0
2021-11-20,16.4
2021-11-21,11.2
2021-11-22,19.5
2021-11-23,47.4
2021-11-24,44.1
2021-11-25,33.8
2021-11-26,19.8
2021-11-27,7.5
2021-11-28,16.8
2021-11-29,41.8
2021-11-30,16.9
2021-12-01,13.7
2021-12-02,32.0
2021-12-03,38.8
2021-12-04,21.7
2021-12-05,11.5
2021-12-06,28.1
2021-12-07,25.2
2021-12-08,10.5
2021-12-09,27.7
2021-12-10,20.7
2021-12-11,32.4
2021-12-12,11.1
2021-12-13,13.7
2021-12-14,20.2
2021-12-15,24.8
2021-12-16,35.8
2021-12-17,19.8
2021-12-18,17.1
2021-12-19,19.3
2021-12-20,19.9
2021-12-21,32.0
2021-12-22,40.6
2021-12-23,23.3
2021-12-24,28.7
2021-12-25,17.9
2021-12-26,31.5
2021-12-27,16.5
2021-12-28,8.7
2021-12-29,12.8
2021-12-30,5.2
2021-12-31,6.8
2022-01-01,6.1
2022-01-02,4.7
2022-01-03,10.3
2022-01-04,21.3
2022-01-05,30.8
2022-01-06,25.083333333333332
2022-01-07,20.783333333333335
2022-01-08,24.266666666666666
2022-01-09,26.2
2022-01-10,32.699999999999996
2022-01-11,24.900000000000002
2022-01-12,21.2
2022-01-13,20.816666666666666
2022-01-14,22.166666666666668
2022-01-15,30.080000000000002
2022-01-16,28.566666666666666
2022-01-17,37.63333333333333
2022-01-18,39.78333333333333
2022-01-19,39.28333333333333
2022-01-20,35.85
2022-01-21,38.85
2022-01-22,41.93333333333333
2022-01-23,37.766666666666666
2022-01-24,36.3
2022-01-25,35.833333333333336
2022-01-26,28.483333333333334
2022-01-27,27.316666666666666
2022-01-28,26.016666666666666
2022-01-29,27.566666666666666
2022-01-30,33.699999999999996
2022-01-31,27.599999999999998
2022-02-01,24.833333333333332
2022-02-02,22.1
2022-02-03,29.48
2022-02-04,16.6
2022-02-05,14.0
2022-02-06,5.7
2022-02-07,24.8
2022-02-08,13.0
2022-02-09,19.1
2022-02-10,26.0
2022-02-11,35.6
2022-02-12,15.3
2022-02-13,8.3
2022-02-14,15.1
2022-02-15,19.6
2022-02-16,8.8
2022-02-17,12.1
2022-02-18,7.0
2022-02-19,12.9
2022-02-20,5.1
2022-02-21,13.5
2022-02-22,21.4
2022-02-23,17.9
2022-02-24,12.2
2022-02-25,37.3
2022-02-26,32.3
2022-02-27,13.0
2022-02-28,18.8
2022-03-01,20.9
2022-03-02,43.7
2022-03-03,36.0
2022-03-04,24.0
2022-03-05,11.3
2022-03-06,7.8
2022-03-07,18.1
2022-03-08,28.660000000000004
2022-03-09,27.933333333333334
2022-03-10,19.0
2022-03-11,16.2
2022-03-12,8.9
2022-03-13,11.4
2022-03-14,30.1
2022-03-15,37.6
2022-03-16,26.2
2022-03-17,29.4
2022-03-18,32.5
2022-03-19,17.2
2022-03-20,18.8
2022-03-21,52.8
2022-03-22,46.4
2022-03-23,54.8
2022-03-24,67.5
2022-03-25,36.6
2022-03-26,17.6
2022-03-27,18.3
2022-03-28,42.0
2022-03-29,16.9
2022-03-30,13.6
2022-03-31,7.5
2022-04-01,10.4
2022-04-02,21.9
2022-04-03,22.3
2022-04-04,9.8
2022-04-05,8.6
2022-04-06,5.6
2022-04-07,7.7
2022-04-08,21.3
2022-04-09,19.2
2022-04-10,18.5
2022-04-11,33.1
2022-04-12,22.9
2022-04-13,13.8
2022-04-14,24.3
2022-04-15,37.6
2022-04-16,32.5
2022-04-17,19.8
2022-04-18,14.4
2022-04-19,16.8
2022-04-20,11.5
2022-04-21,14.1
2022-04-22,9.8
2022-04-23,9.0
2022-04-24,7.1
2022-04-25,9.7
2022-04-26,10.1
2022-04-27,9.3
2022-04-28,9.8
2022-04-29,11.1
2022-04-30,9.6
2022-05-01,6.9
2022-05-02,11.6
2022-05-03,18.516666666666666
2022-05-04,15.433333333333332
2022-05-05,19.2
2022-05-06,12.4
2022-05-07,6.7
2022-05-08,6.3
2022-05-09,11.2
2022-05-10,4.8
2022-05-11,9.1
2022-05-12,8.3
2022-05-13,6.0
2022-05-14,10.2
2022-05-15,27.9
2022-05-16,12.7
2022-05-17,9.8
2022-05-18,6.7
2022-05-19,9.3
2022-05-20,10.4
2022-05-21,8.6
2022-05-22,8.4
2022-05-23,12.1
2022-05-24,8.8
2022-05-25,7.3
2022-05-26,5.3
2022-05-27,4.7
2022-05-28,5.3
2022-05-29,3.9
2022-05-30,15.8
2022-05-31,14.9
2022-06-01,19.1
2022-06-02,21.5
2022-06-03,9.8
2022-06-04,3.2
2022-06-05,6.3
2022-06-06,9.0
2022-06-07,6.9
2022-06-08,3.0
2022-06-09,5.3
2022-06-10,13.4
2022-06-11,15.333333333333334
2022-06-12,2.9
2022-06-13,9.1
2022-06-14,7.1
2022-06-15,20.1
2022-06-16,20.8
2022-06-17,10.7
2022-06-18,9.9
2022-06-19,3.6
2022-06-20,8.3
2022-06-21,19.3
2022-06-22,16.3
2022-06-23,15.1
2022-06-24,4.5
2022-06-25,2.2
2022-06-26,2.4
2022-06-27,5.4
2022-06-28,4.0
2022-06-29,6.1
2022-06-30,5.4
2022-07-01,3.4
2022-07-02,1.4
2022-07-03,3.1
2022-07-04,7.8
2022-07-05,7.6
2022-07-06,6.9
2022-07-07,7.9
2022-07-08,7.9
2022-07-09,6.1
2022-07-10,3.7
2022-07-11,6.4
2022-07-12,9.6
2022-07-13,6.1
2022-07-14,5.3
2022-07-15,5.4
2022-07-16,13.833333333333334
2022-07-17,13.266666666666666
2022-07-18,14.783333333333333
2022-07-19,21.5
2022-07-20,3.1
2022-07-21,8.3
2022-07-22,12.700000000000001
2022-07-23,2.3
2022-07-24,3.0
2022-07-25,5.5
2022-07-26,9.8
2022-07-27,14.5
2022-07-28,13.8
2022-07-29,13.1
2022-07-30,7.7
2022-07-31,4.3
2022-08-01,9.0
2022-08-02,4.3
2022-08-03,6.1
2022-08-04,7.1
2022-08-05,5.9
2022-08-06,9.6
2022-08-07,16.0
2022-08-08,10.2
2022-08-09,12.0
2022-08-10,13.5
2022-08-11,15.6
2022-08-12,15.8
2022-08-13,18.5
2022-08-14,18.0
2022-08-15,15.0
2022-08-16,15.5
2022-08-17,18.0
2022-08-18,7.1
2022-08-19,5.5
2022-08-20,6.5
2022-08-21,6.2
2022-08-22,7.6
2022-08-23,5.1
2022-08-24,6.7
2022-08-25,14.5
2022-08-26,16.6
2022-08-27,16.6
2022-08-28,11.6
2022-08-29,11.1
2022-08-30,4.1
2022-08-31,3.8
2022-09-01,9.7
2022-09-02,19.7
2022-09-03,9.8
2022-09-04,6.5
2022-09-05,15.2
2022-09-06,10.9
2022-09-07,6.8
2022-09-08,10.8
2022-09-09,15.6
2022-09-10,16.5
2022-09-11,9.8
2022-09-12,17.0
2022-09-13,18.5
2022-09-14,11.0
2022-09-15,13.1
2022-09-16,12.7
2022-09-17,15.2
2022-09-18,7.6
2022-09-19,6.6
2022-09-20,26.4
2022-09-21,29.2
2022-09-22,15.1
2022-09-23,10.6
2022-09-24,5.3
2022-09-25,6.4
2022-09-26,11.0
2022-09-27,17.9
2022-09-28,29.0
2022-09-29,34.6
2022-09-30,19.6
2022-10-01,10.7
2022-10-02,20.86
2022-10-03,28.5
2022-10-04,9.1
2022-10-05,7.6
2022-10-06,11.3
2022-10-07,10.9
2022-10-08,20.7
2022-10-09,20.6
2022-10-10,25.5
2022-10-11,41.1
2022-10-12,29.3
2022-10-13,35.9
2022-10-14,28.5
2022-10-15,11.7
2022-10-16,7.8
2022-10-17,14.1
2022-10-18,32.7
2022-10-19,24.9
2022-10-20,32.9
2022-10-21,19.3
2022-10-22,11.0
2022-10-23,17.0
2022-10-24,7.0
2022-10-25,11.5
2022-10-26,9.1
2022-10-27,16.0
2022-10-28,15.9
2022-10-29,17.9
2022-10-30,6.8
2022-10-31,15.1
2022-11-01,3.9
2022-11-02,5.1
2022-11-03,28.419999999999998
2022-11-04,32.18
2022-11-05,21.0
2022-11-06,10.4
2022-11-07,11.2
2022-11-08,8.2
2022-11-09,14.7
2022-11-10,11.5
2022-11-11,10.7
2022-11-12,26.8
2022-11-13,29.6
2022-11-14,34.5
2022-11-15,14.7
2022-11-16,18.0
2022-11-17,20.2
2022-11-18,12.8
2022-11-19,20.7
2022-11-20,17.8
2022-11-21,21.6
2022-11-22,23.2
2022-11-23,15.1
2022-11-24,12.6
2022-11-25,20.8
2022-11-26,13.5
2022-11-27,13.8
2022-11-28,35.9
2022-11-29,26.9
2022-11-30,37.6
2022-12-01,27.4
2022-12-02,16.5
2022-12-03,8.7
2022-12-04,11.1
2022-12-05,16.7
2022-12-06,28.580000000000002
2022-12-07,25.119999999999997
2022-12-08,19.84
2022-12-09,24.94
2022-12-10,26.76
2022-12-11,40.480000000000004
2022-12-12,29.8
2022-12-13,51.0
2022-12-14,31.7
2022-12-15,53.0
2022-12-16,59.0
2022-12-17,56.8
2022-12-18,24.5
2022-12-19,5.8
2022-12-20,21.2
2022-12-21,21.2
2022-12-22,23.4
2022-12-23,17.1
2022-12-24,15.7
2022-12-25,7.4
2022-12-26,24.14
2022-12-27,27.660000000000004
2022-12-28,24.2
2022-12-29,19.52
2022-12-30,22.44
2022-12-31,17.65
2023-01-01,6.3
2023-01-02,22.4
2023-01-03,17.5
2023-01-04,7.5
2023-01-05,9.4
2023-01-06,11.4
2023-01-07,4.3
2023-01-08,8.0
2023-01-09,16.7
2023-01-10,11.0
2023-01-11,8.0
2023-01-12,5.6
2023-01-13,9.7
2023-01-14,8.1
2023-01-15,8.6
2023-01-16,24.6
2023-01-17,68.9
2023-01-18,44.2
2023-01-19,45.2
2023-01-20,31.2
2023-01-21,38.3
2023-01-22,69.0
2023-01-23,72.6
2023-01-24,34.0
2023-01-25,45.0
2023-01-26,16.4
2023-01-27,22.9
2023-01-28,30.1
2023-01-29,20.1
2023-01-30,28.3
2023-01-31,24.3
2023-02-01,16.8
2023-02-02,19.4
2023-02-03,19.3
2023-02-04,23.8
2023-02-05,21.9
2023-02-06,54.8
2023-02-07,60.1
2023-02-08,54.5
2023-02-09,45.8
2023-02-10,46.9
2023-02-11,20.3
2023-02-12,13.7
2023-02-13,19.8
2023-02-14,54.3
2023-02-15,32.0
2023-02-16,11.7
2023-02-17,10.0
2023-02-18,8.9
2023-02-19,12.2
2023-02-20,12.1
2023-02-21,13.0
2023-02-22,23.4
2023-02-23,13.0
2023-02-24,31.9
2023-02-25,5.9
2023-02-26,7.5
2023-02-27,14.9
2023-02-28,14.5
2023-03-01,13.3
2023-03-02,14.0
2023-03-03,12.4
2023-03-04,9.7
2023-03-05,12.7
2023-03-06,23.8
2023-03-07,25.5
2023-03-08,31.4
2023-03-09,27.9
2023-03-10,23.9
2023-03-11,30.9
2023-03-12,8.6
2023-03-13,4.1
2023-03-14,11.1
2023-03-15,23.0
2023-03-16,22.96666666666667
2023-03-17,18.566666666666666
2023-03-18,18.7
2023-03-19,13.0
2023-03-20,19.666666666666668
2023-03-21,9.0
2023-03-22,6.9
2023-03-23,6.9
2023-03-24,9.6
2023-03-25,7.3
2023-03-26,27.599999999999998
2023-03-27,20.366666666666667
2023-03-28,14.4
2023-03-29,12.7
2023-03-30,7.8
2023-03-31,11.0
2023-04-01,9.7
2023-04-02,6.9
2023-04-03,19.8
2023-04-04,32.3
2023-04-05,18.3
2023-04-06,16.4
2023-04-07,17.7
2023-04-08,20.2
2023-04-09,13.3
2023-04-10,9.3
2023-04-11,13.7
2023-04-12,9.0
2023-04-13,5.5
2023-04-14,12.4
2023-04-15,14.3
2023-04-16,15.3
2023-04-17,18.0
2023-04-18,6.6
2023-04-19,9.2
2023-04-20,8.7
2023-04-21,17.6
2023-04-22,21.9
2023-04-23,8.2
2023-04-24,12.7
2023-04-25,9.8
2023-04-26,16.1
2023-04-27,20.6
2023-04-28,10.4
2023-04-29,22.6
2023-04-30,8.2
2023-05-01,5.1
2023-05-02,10.5
2023-05-03,13.0
2023-05-04,14.4
2023-05-05,4.2
2023-05-06,9.1
2023-05-07,8.5
2023-05-08,5.6
2023-05-09,10.6
2023-05-10,11.5
2023-05-11,14.5
2023-05-12,3.9
2023-05-13,2.4
2023-05-14,4.8
2023-05-15,7.1
2023-05-16,13.5
2023-05-17,16.6
2023-05-18,13.4
2023-05-19,16.4
2023-05-20,3.3
2023-05-21,1.7
2023-05-22,4.9
2023-05-23,7.4
2023-05-24,10.5
2023-05-25,7.7
2023-05-26,6.7
2023-05-27,10.0
2023-05-28,7.0
2023-05-29,2.6
2023-05-30,3.7
2023-05-31,3.8
2023-06-01,3.5
2023-06-02,3.8
2023-06-03,4.6
2023-06-04,4.9
2023-06-05,3.3
2023-06-06,3.4
2023-06-07,6.9
2023-06-08,5.1
2023-06-09,7.9
2023-06-10,12.1
2023-06-11,22.1
2023-06-12,21.0
2023-06-13,10.9
2023-06-14,11.5
2023-06-15,11.6
2023-06-16,14.5
2023-06-17,25.6
2023-06-18,14.7
2023-06-19,3.9
2023-06-20,12.8
2023-06-21,5.3
2023-06-22,12.9
2023-06-23,13.3
2023-06-24,5.5
2023-06-25,4.9
2023-06-26,5.1
2023-06-27,10.3
2023-06-28,12.0
2023-06-29,12.8
2023-06-30,11.9
2023-07-01,6.4
2023-07-02,6.6
2023-07-03,8.1
2023-07-04,12.3
2023-07-05,11.1
2023-07-06,9.5
2023-07-07,25.2
2023-07-08,23.8
2023-07-09,7.5
2023-07-10,6.6
2023-07-11,5.7
2023-07-12,8.3
2023-07-13,9.0
2023-07-14,13.5
2023-07-15,3.7
2023-07-16,4.5
2023-07-17,9.9
2023-07-18,11.7
2023-07-19,9.1
2023-07-20,11.9
2023-07-21,13.3
2023-07-22,6.9
2023-07-23,4.2
2023-07-24,10.0
2023-07-25,15.4
2023-07-26,17.2
2023-07-27,6.7
2023-07-28,7.1
2023-07-29,5.5
2023-07-30,4.5
2023-07-31,8.9
2023-08-01,5.4
2023-08-02,9.0
2023-08-03,8.1
2023-08-04,11.8
2023-08-05,7.7
2023-08-06,7.4
2023-08-07,10.8
2023-08-08,13.8
2023-08-09,13.7
2023-08-10,9.4
2023-08-11,5.7
2023-08-12,4.3
2023-08-13,3.4
2023-08-14,7.8
2023-08-15,11.6
2023-08-16,16.3
2023-08-17,10.0
2023-08-18,17.7
2023-08-19,4.9
2023-08-20,5.6
2023-08-21,5.9
2023-08-22,8.9
2023-08-23,12.9
2023-08-24,25.9
2023-08-25,8.7
2023-08-26,11.8
2023-08-27,10.8
2023-08-28,14.6
2023-08-29,12.3
2023-08-30,11.7
2023-08-31,16.5
2023-09-01,18.9
2023-09-02,8.9
2023-09-03,12.4
2023-09-04,13.1
2023-09-05,19.04
2023-09-06,33.4
2023-09-07,29.0
2023-09-08,38.5
2023-09-09,30.0
2023-09-10,30.0
2023-09-11,11.3
2023-09-12,15.0
2023-09-13,12.3
2023-09-14,13.1
2023-09-15,28.3
2023-09-16,21.8
2023-09-17,16.5
2023-09-18,9.2
2023-09-19,6.2
2023-09-20,5.9
2023-09-21,17.5
2023-09-22,17.2
2023-09-23,12.5
2023-09-24,7.2
2023-09-25,10.0
2023-09-26,10.8
2023-09-27,12.5
2023-09-28,8.0
2023-09-29,13.2
2023-09-30,13.0
2023-10-01,9.4
2023-10-02,19.8
2023-10-03,11.6
2023-10-04,12.5
2023-10-05,11.4
2023-10-06,10.8
2023-10-07,12.1
2023-10-08,22.0
2023-10-09,34.9
2023-10-10,17.9
2023-10-11,10.9
2023-10-12,19.6
2023-10-13,7.9
2023-10-14,16.1
2023-10-15,24.1
2023-10-16,30.3
2023-10-17,21.5
2023-10-18,22.5
2023-10-19,13.8
2023-10-20,15.4
2023-10-21,11.9
2023-10-22,16.1
2023-10-23,34.2
2023-10-24,33.6
2023-10-25,32.2
2023-10-26,26.8
2023-10-27,23.5
2023-10-28,12.0
2023-10-29,9.2
2023-10-30,23.9
2023-10-31,25.6
2023-11-01,10.1
2023-11-02,13.4
2023-11-03,18.0
2023-11-04,18.0
2023-11-05,16.4
2023-11-06,16.4
2023-11-07,21.5
2023-11-08,23.5
2023-11-09,16.6
2023-11-10,26.2
2023-11-11,33.8
2023-11-12,34.8
2023-11-13,9.6
2023-11-14,19.3
2023-11-15,24.5
2023-11-16,40.9
2023-11-17,37.6
2023-11-18,10.7
2023-11-19,7.0
2023-11-20,16.3
2023-11-21,13.8
2023-11-22,31.0
2023-11-23,20.7
2023-11-24,16.5
2023-11-25,32.2
2023-11-26,38.1
2023-11-27,18.3
2023-11-28,30.8
2023-11-29,40.6
2023-11-30,31.6
2023-12-01,27.0
2023-12-02,29.9
2023-12-03,25.0
2023-12-04,19.4
2023-12-05,20.7
2023-12-06,38.3
2023-12-07,16.9
2023-12-08,20.9
2023-12-09,9.8
2023-12-10,10.2
2023-12-11,28.1
2023-12-12,23.0
2023-12-13,15.2
2023-12-14,35.4
2023-12-15,40.6
2023-12-16,11.2
2023-12-17,6.9
2023-12-18,10.5
2023-12-19,18.6
2023-12-20,15.6
2023-12-21,6.6
2023-12-22,5.4
2023-12-23,4.7
2023-12-24,2.6
2023-12-25,3.4
2023-12-26,19.8
2023-12-27,5.6
2023-12-28,4.2
2023-12-29,8.4
2023-12-30,7.2
2023-12-31,4.7
2024-01-01,7.3
2024-01-02,9.1
2024-01-03,12.0
2024-01-04,18.1
2024-01-05,21.3
2024-01-06,19.4
2024-01-07,9.9
2024-01-08,11.6
2024-01-09,12.8
2024-01-10,15.7
2024-01-11,18.5
2024-01-12,13.1
2024-01-13,15.4
2024-01-14,15.1
2024-01-15,37.0
2024-01-16,47.1
2024-01-17,46.8
2024-01-18,48.2
2024-01-19,48.3
2024-01-20,13.9
2024-01-21,4.2
2024-01-22,9.8
2024-01-23,10.2
2024-01-24,14.4
2024-01-25,20.0
2024-01-26,22.5
2024-01-27,30.7
2024-01-28,29.6
2024-01-29,19.9
2024-01-30,16.9
2024-01-31,15.7
2024-02-01,32.6
2024-02-02,13.0
2024-02-03,13.4
2024-02-04,10.3
2024-02-05,7.8
2024-02-06,6.2
2024-02-07,23.3
2024-02-08,26.2
2024-02-09,9.7
2024-02-10,17.6
2024-02-11,25.9
2024-02-12,20.7
2024-02-13,14.9
2024-02-14,13.3
2024-02-15,18.5
2024-02-16,25.2
2024-02-17,13.1
2024-02-18,15.0
2024-02-19,21.4
2024-02-20,14.9
2024-02-21,9.3
2024-02-22,14.1
2024-02-23,16.2
2024-02-24,26.9
2024-02-25,26.7
2024-02-26,6.3
2024-02-27,24.0
2024-02-28,16.3
2024-02-29,16.6
2024-03-01,11.2
2024-03-02,14.6
2024-03-03,31.9
2024-03-04,24.0
2024-03-05,21.2
2024-03-06,25.2
2024-03-07,23.7
2024-03-08,20.6
2024-03-09,23.4
2024-03-10,22.8
2024-03-11,18.9
2024-03-12,17.6
2024-03-13,8.8
2024-03-14,10.0
2024-03-15,8.9
2024-03-16,16.3
2024-03-17,9.6
2024-03-18,9.4
2024-03-19,9.1
2024-03-20,13.7
2024-03-21,11.7
2024-03-22,13.9
2024-03-23,4.6
2024-03-24,11.5
2024-03-25,12.8
2024-03-26,21.4
2024-03-27,7.7
2024-03-28,4.0
2024-03-29,3.9
2024-03-30,12.5
2024-03-31,14.8
2024-04-01,5.2
2024-04-02,5.0
2024-04-03,6.1
2024-04-04,5.6
2024-04-05,4.5
2024-04-06,4.5
2024-04-07,3.3
2024-04-08,9.2
2024-04-09,6.5
2024-04-10,8.2
2024-04-11,6.9
2024-04-12,6.7
2024-04-13,5.6
2024-04-14,6.4
2024-04-15,4.0
2024-04-16,9.5
2024-04-17,9.4
2024-04-18,7.8
2024-04-19,7.8
2024-04-20,6.7
2024-04-21,4.2
2024-04-22,10.9
2024-04-23,12.4
2024-04-24,10.6
2024-04-25,21.9
2024-04-26,17.0
2024-04-27,9.5
2024-04-28,6.3
2024-04-29,8.8
2024-04-30,11.7
2024-05-01,25.7
2024-05-02,11.4
2024-05-03,13.6
2024-05-04,13.3
2024-05-05,17.7
2024-05-06,19.6
2024-05-07,11.0
2024-05-08,13.6
2024-05-09,11.1
2024-05-10,25.1
2024-05-11,14.8
2024-05-12,16.4
2024-05-13,5.3
2024-05-14,8.2
2024-05-15,12.0
2024-05-16,24.4
2024-05-17,14.2
2024-05-18,10.6
2024-05-19,4.7
2024-05-20,5.7
2024-05-21,13.0
2024-05-22,15.0
2024-05-23,6.4
2024-05-24,12.0
2024-05-25,16.6
2024-05-26,4.7
2024-05-27,3.2
2024-05-28,6.9
2024-05-29,5.2
2024-05-30,6.3
2024-05-31,5.2
2024-06-01,3.4
2024-06-02,3.5
2024-06-03,13.1
2024-06-04,11.4
2024-06-05,13.9
2024-06-06,10.7
2024-06-07,11.4
2024-06-08,5.0
2024-06-09,6.9
2024-06-10,9.3
2024-06-11,14.4
2024-06-12,23.1
2024-06-13,7.6
2024-06-14,4.0
2024-06-15,3.5
2024-06-16,3.7
2024-06-17,7.1
2024-06-18,9.0
2024-06-19,7.0
2024-06-20,12.5
2024-06-21,12.3
2024-06-22,4.2
2024-06-23,7.6
2024-06-24,10.4
2024-06-25,16.2
2024-06-26,10.4
2024-06-27,7.4
2024-06-28,7.7
2024-06-29,9.8
2024-06-30,4.1
2024-07-01,5.3
2024-07-02,9.0
2024-07-03,10.0
2024-07-04,6.9
2024-07-05,6.0
2024-07-06,7.3
2024-07-07,3.8
2024-07-08,8.9
2024-07-09,9.7
2024-07-10,4.2
2024-07-11,6.6
2024-07-12,4.0
2024-07-13,8.3
2024-07-14,7.5
2024-07-15,18.6
2024-07-16,9.6
2024-07-17,10.4
2024-07-18,11.1
2024-07-19,21.4
2024-07-20,4.6
2024-07-21,4.2
2024-07-22,3.7
2024-07-23,6.6
2024-07-24,11.6
2024-07-25,5.4
2024-07-26,7.6
2024-07-27,9.3
2024-07-28,15.1
2024-07-29,10.766666666666666
2024-07-30,10.533333333333333
