Date,NO2_weighted_value(ug m-3)
2021-06-11,12.2
2021-06-12,13.4
2021-06-13,18.7
2021-06-14,16.3
2021-06-15,19.2
2021-06-16,25.5
2021-06-17,15.5
2021-06-18,11.6
2021-06-19,10.1
2021-06-20,7.1
2021-06-21,7.1
2021-06-22,6.4
2021-06-23,15.9
2021-06-24,26.9
2021-06-25,16.3
2021-06-26,13.3
2021-06-27,9.0
2021-06-28,13.0
2021-06-29,11.0
2021-06-30,16.4
2021-07-01,19.2
2021-07-02,19.6
2021-07-03,17.2
2021-07-04,10.5
2021-07-05,12.2
2021-07-06,15.0
2021-07-07,14.1
2021-07-08,16.3
2021-07-09,20.2
2021-07-10,29.2
2021-07-11,17.7
2021-07-12,21.6
2021-07-13,13.6
2021-07-14,15.4
2021-07-15,11.4
2021-07-16,11.8
2021-07-17,15.7
2021-07-18,29.3
2021-07-19,31.1
2021-07-20,32.5
2021-07-21,45.6
2021-07-22,35.4
2021-07-23,16.6
2021-07-24,17.5
2021-07-25,14.7
2021-07-26,19.2
2021-07-27,10.6
2021-07-28,11.7
2021-07-29,8.5
2021-07-30,9.2
2021-07-31,16.3
2021-08-01,12.3
2021-08-02,11.4
2021-08-03,13.5
2021-08-04,20.5
2021-08-05,10.5
2021-08-06,6.9
2021-08-07,8.1
2021-08-08,4.3
2021-08-09,9.9
2021-08-10,11.9
2021-08-11,12.8
2021-08-12,9.3
2021-08-13,10.6
2021-08-14,8.4
2021-08-15,6.9
2021-08-16,13.2
2021-08-17,21.0
2021-08-18,15.8
2021-08-19,13.1
2021-08-20,14.8
2021-08-21,17.1
2021-08-22,13.1
2021-08-23,8.2
2021-08-24,10.4
2021-08-25,7.5
2021-08-26,6.8
2021-08-27,13.5
2021-08-28,10.8
2021-08-29,10.7
2021-08-30,6.9
2021-08-31,10.0
2021-09-01,10.1
2021-09-02,10.2
2021-09-03,15.7
2021-09-04,13.1
2021-09-05,19.6
2021-09-06,46.8
2021-09-07,52.8
2021-09-08,41.6
2021-09-09,14.3
2021-09-10,15.5
2021-09-11,15.1
2021-09-12,19.3
2021-09-13,17.6
2021-09-14,34.8
2021-09-15,26.7
2021-09-16,33.3
2021-09-17,18.6
2021-09-18,34.1
2021-09-19,33.3
2021-09-20,20.4
2021-09-21,38.2
2021-09-22,31.6
2021-09-23,26.6
2021-09-24,21.1
2021-09-25,23.8
2021-09-26,18.3
2021-09-27,11.6
2021-09-28,13.7
2021-09-29,23.5
2021-09-30,16.3
2021-10-01,18.9
2021-10-02,17.7
2021-10-03,13.8
2021-10-04,19.6
2021-10-05,18.5
2021-10-06,30.8
2021-10-07,33.1
2021-10-08,32.3
2021-10-09,35.7
2021-10-10,29.7
2021-10-11,32.3
2021-10-12,31.2
2021-10-13,36.4
2021-10-14,29.0
2021-10-15,29.8
2021-10-16,48.4
2021-10-17,32.7
2021-10-18,23.9
2021-10-19,10.9
2021-10-20,14.2
2021-10-21,30.2
2021-10-22,33.4
2021-10-23,34.9
2021-10-24,22.3
2021-10-25,30.1
2021-10-26,22.0
2021-10-27,17.6
2021-10-28,23.3
2021-10-29,23.5
2021-10-30,23.1
2021-10-31,12.4
2021-11-01,26.0
2021-11-02,52.1
2021-11-03,42.3
2021-11-04,27.1
2021-11-05,50.6
2021-11-06,18.4
2021-11-07,21.0
2021-11-08,41.1
2021-11-09,33.1
2021-11-10,40.0
2021-11-11,36.9
2021-11-12,24.2
2021-11-13,28.0
2021-11-14,13.8
2021-11-15,35.0
2021-11-16,44.2
2021-11-17,45.1
2021-11-18,36.0
2021-11-19,39.3
2021-11-20,29.4
2021-11-21,11.7
2021-11-22,25.9
2021-11-23,51.6
2021-11-24,54.9
2021-11-25,34.7
2021-11-26,31.8
2021-11-27,12.5
2021-11-28,21.0
2021-11-29,47.6
2021-11-30,28.7
2021-12-01,21.8
2021-12-02,39.4
2021-12-03,48.1
2021-12-04,33.5
2021-12-05,15.8
2021-12-06,36.4
2021-12-07,32.2
2021-12-08,21.5
2021-12-09,33.0
2021-12-10,31.7
2021-12-11,38.2
2021-12-12,20.7
2021-12-13,28.0
2021-12-14,28.8
2021-12-15,33.8
2021-12-16,29.4
2021-12-17,23.8
2021-12-18,22.2
2021-12-19,22.0
2021-12-20,19.5
2021-12-21,32.4
2021-12-22,42.4
2021-12-23,26.5
2021-12-24,33.6
2021-12-25,18.2
2021-12-26,33.2
2021-12-27,26.6
2021-12-28,16.6
2021-12-29,19.8
2021-12-30,12.2
2021-12-31,15.6
2022-01-01,13.7
2022-01-02,10.6
2022-01-03,15.0
2022-01-04,26.0
2022-01-05,35.5
2022-01-06,40.9
2022-01-07,28.8
2022-01-08,23.8
2022-01-09,33.7
2022-01-10,54.3
2022-01-11,30.4
2022-01-12,63.5
2022-01-13,69.1
2022-01-14,84.4
2022-01-15,50.2
2022-01-16,33.8
2022-01-17,65.4
2022-01-18,68.8
2022-01-19,36.9
2022-01-20,29.4
2022-01-21,59.1
2022-01-22,28.3
2022-01-23,17.1
2022-01-24,28.9
2022-01-25,37.9
2022-01-26,42.0
2022-01-27,35.7
2022-01-28,48.3
2022-01-29,19.7
2022-01-30,29.0
2022-01-31,26.3
2022-02-01,25.9
2022-02-02,36.1
2022-02-03,31.0
2022-02-04,25.4
2022-02-05,20.2
2022-02-06,10.6
2022-02-07,30.1
2022-02-08,20.2
2022-02-09,25.7
2022-02-10,31.9
2022-02-11,37.6
2022-02-12,14.9
2022-02-13,8.9
2022-02-14,22.7
2022-02-15,25.9
2022-02-16,13.1
2022-02-17,18.9
2022-02-18,10.4
2022-02-19,15.5
2022-02-20,7.8
2022-02-21,19.7
2022-02-22,25.3
2022-02-23,28.3
2022-02-24,22.5
2022-02-25,38.3
2022-02-26,32.8
2022-02-27,16.1
2022-02-28,29.2
2022-03-01,24.5
2022-03-02,47.7
2022-03-03,39.6
2022-03-04,33.1
2022-03-05,12.6
2022-03-06,8.4
2022-03-07,18.1
2022-03-08,26.1
2022-03-09,22.5
2022-03-10,21.6
2022-03-11,22.4
2022-03-12,14.6
2022-03-13,22.1
2022-03-14,38.7
2022-03-15,39.6
2022-03-16,30.8
2022-03-17,33.4
2022-03-18,38.0
2022-03-19,19.8
2022-03-20,25.0
2022-03-21,50.8
2022-03-22,55.5
2022-03-23,28.839999999999996
2022-03-24,70.1
2022-03-25,45.8
2022-03-26,22.7
2022-03-27,20.7
2022-03-28,45.9
2022-03-29,22.1
2022-03-30,18.2
2022-03-31,11.3
2022-04-01,13.8
2022-04-02,20.9
2022-04-03,24.5
2022-04-04,23.5
2022-04-05,18.7
2022-04-06,14.8
2022-04-07,13.1
2022-04-08,24.2
2022-04-09,22.5
2022-04-10,19.9
2022-04-11,38.8
2022-04-12,30.8
2022-04-13,19.8
2022-04-14,28.1
2022-04-15,39.5
2022-04-16,35.2
2022-04-17,23.7
2022-04-18,18.7
2022-04-19,18.3
2022-04-20,17.0
2022-04-21,17.0
2022-04-22,10.9
2022-04-23,9.3
2022-04-24,7.6
2022-04-25,13.4
2022-04-26,16.0
2022-04-27,14.1
2022-04-28,15.9
2022-04-29,13.1
2022-04-30,18.9
2022-05-01,20.9
2022-05-02,29.3
2022-05-03,23.0
2022-05-04,24.8
2022-05-05,24.8
2022-05-06,24.0
2022-05-07,14.0
2022-05-08,10.7
2022-05-09,27.3
2022-05-10,16.0
2022-05-11,18.8
2022-05-12,19.0
2022-05-13,14.1
2022-05-14,19.9
2022-05-15,32.3
2022-05-16,23.6
2022-05-17,15.7
2022-05-18,15.0
2022-05-19,22.0
2022-05-20,24.2
2022-05-21,15.3
2022-05-22,22.2
2022-05-23,21.6
2022-05-24,20.8
2022-05-25,16.6
2022-05-26,12.2
2022-05-27,14.7
2022-05-28,8.7
2022-05-29,8.0
2022-05-30,25.6
2022-05-31,24.3
2022-06-01,24.6
2022-06-02,24.2
2022-06-03,12.6
2022-06-04,5.0
2022-06-05,12.0
2022-06-06,24.1
2022-06-07,22.0
2022-06-08,11.0
2022-06-09,13.1
2022-06-10,14.4
2022-06-11,10.8
2022-06-12,8.7
2022-06-13,16.1
2022-06-14,16.4
2022-06-15,28.0
2022-06-16,29.2
2022-06-17,20.0
2022-06-18,11.6
2022-06-19,5.7
2022-06-20,10.3
2022-06-21,22.5
2022-06-22,20.4
2022-06-23,26.9
2022-06-24,18.8
2022-06-25,14.5
2022-06-26,14.1
2022-06-27,14.2
2022-06-28,10.7
2022-06-29,9.6
2022-06-30,19.0
2022-07-01,13.9
2022-07-02,11.5
2022-07-03,9.7
2022-07-04,15.6
2022-07-05,15.7
2022-07-06,15.3
2022-07-07,11.9
2022-07-08,19.3
2022-07-09,11.2
2022-07-10,16.9
2022-07-11,23.4
2022-07-12,22.7
2022-07-13,18.5
2022-07-14,13.0
2022-07-15,14.6
2022-07-16,12.6
2022-07-17,19.2
2022-07-18,22.475
2022-07-19,24.925
2022-07-20,24.675
2022-07-21,13.5
2022-07-22,10.2
2022-07-23,11.5
2022-07-24,8.0
2022-07-25,8.0
2022-07-26,11.2
2022-07-27,14.0
2022-07-28,15.0
2022-07-29,14.1
2022-07-30,12.5
2022-07-31,5.8
2022-08-01,11.5
2022-08-02,7.1
2022-08-03,8.9
2022-08-04,11.8
2022-08-05,11.6
2022-08-06,10.2
2022-08-07,14.4
2022-08-08,14.9
2022-08-09,13.2
2022-08-10,15.2
2022-08-11,17.5
2022-08-12,18.6
2022-08-13,24.9
2022-08-14,23.0
2022-08-15,22.8
2022-08-16,21.7
2022-08-17,21.0
2022-08-18,14.1
2022-08-19,12.9
2022-08-20,14.1
2022-08-21,12.6
2022-08-22,20.8
2022-08-23,12.1
2022-08-24,12.6
2022-08-25,20.4
2022-08-26,23.1
2022-08-27,17.8
2022-08-28,10.7
2022-08-29,7.1
2022-08-30,10.0
2022-08-31,9.7
2022-09-01,14.1
2022-09-02,26.4
2022-09-03,20.9
2022-09-04,12.7
2022-09-05,24.0
2022-09-06,12.9
2022-09-07,12.5
2022-09-08,22.5
2022-09-09,19.5
2022-09-10,19.0
2022-09-11,20.8
2022-09-12,29.2
2022-09-13,17.3
2022-09-14,19.1
2022-09-15,21.7
2022-09-16,19.0
2022-09-17,20.2
2022-09-18,13.8
2022-09-19,12.5
2022-09-20,24.2
2022-09-21,41.3
2022-09-22,29.6
2022-09-23,17.5
2022-09-24,10.9
2022-09-25,11.4
2022-09-26,18.6
2022-09-27,21.8
2022-09-28,31.3
2022-09-29,35.7
2022-09-30,25.5
2022-10-01,11.9
2022-10-02,15.6
2022-10-03,30.4
2022-10-04,16.4
2022-10-05,11.8
2022-10-06,18.2
2022-10-07,17.2
2022-10-08,25.9
2022-10-09,21.5
2022-10-10,26.4
2022-10-11,50.4
2022-10-12,39.4
2022-10-13,36.4
2022-10-14,40.7
2022-10-15,20.8
2022-10-16,13.5
2022-10-17,20.3
2022-10-18,38.2
2022-10-19,27.4
2022-10-20,37.7
2022-10-21,22.4
2022-10-22,14.5
2022-10-23,16.7
2022-10-24,15.2
2022-10-25,17.8
2022-10-26,15.6
2022-10-27,21.1
2022-10-28,22.6
2022-10-29,23.7
2022-10-30,14.6
2022-10-31,19.7
2022-11-01,10.5
2022-11-02,12.4
2022-11-03,36.8
2022-11-04,40.9
2022-11-05,21.9
2022-11-06,10.8
2022-11-07,13.3
2022-11-08,12.0
2022-11-09,20.6
2022-11-10,15.7
2022-11-11,15.7
2022-11-12,23.0
2022-11-13,30.2
2022-11-14,34.7
2022-11-15,14.4
2022-11-16,20.5
2022-11-17,23.0
2022-11-18,26.2
2022-11-19,32.3
2022-11-20,24.7
2022-11-21,25.2
2022-11-22,35.0
2022-11-23,19.9
2022-11-24,17.9
2022-11-25,28.4
2022-11-26,16.7
2022-11-27,17.8
2022-11-28,44.5
2022-11-29,31.7
2022-11-30,37.4
2022-12-01,33.5
2022-12-02,23.0
2022-12-03,12.4
2022-12-04,14.1
2022-12-05,18.2
2022-12-06,26.4
2022-12-07,40.3
2022-12-08,56.2
2022-12-09,51.6
2022-12-10,53.1
2022-12-11,45.175
2022-12-12,32.3
2022-12-13,53.7
2022-12-14,37.8
2022-12-15,52.6
2022-12-16,66.8
2022-12-17,54.1
2022-12-18,22.6
2022-12-19,11.3
2022-12-20,26.6
2022-12-21,27.0
2022-12-22,30.1
2022-12-23,23.5
2022-12-24,17.9
2022-12-25,10.0
2022-12-26,16.4
2022-12-27,13.8
2022-12-28,9.2
2022-12-29,13.6
2022-12-30,10.9
2022-12-31,7.5
2023-01-01,13.0
2023-01-02,27.6
2023-01-03,17.0
2023-01-04,13.3
2023-01-05,16.2
2023-01-06,16.9
2023-01-07,7.4
2023-01-08,9.9
2023-01-09,24.3
2023-01-10,14.5
2023-01-11,16.8
2023-01-12,13.0
2023-01-13,17.6
2023-01-14,12.3
2023-01-15,14.1
2023-01-16,29.1
2023-01-17,58.8
2023-01-18,46.1
2023-01-19,47.6
2023-01-20,36.5
2023-01-21,40.3
2023-01-22,53.9
2023-01-23,61.9
2023-01-24,26.4
2023-01-25,51.1
2023-01-26,19.4
2023-01-27,25.7
2023-01-28,29.7
2023-01-29,25.7
2023-01-30,38.2
2023-01-31,31.6
2023-02-01,26.2
2023-02-02,24.5
2023-02-03,28.3
2023-02-04,30.7
2023-02-05,20.8
2023-02-06,55.3
2023-02-07,61.8
2023-02-08,53.4
2023-02-09,46.9
2023-02-10,52.6
2023-02-11,33.5
2023-02-12,20.5
2023-02-13,28.1
2023-02-14,54.6
2023-02-15,37.9
2023-02-16,20.6
2023-02-17,16.9
2023-02-18,15.8
2023-02-19,17.9
2023-02-20,21.6
2023-02-21,27.2
2023-02-22,34.7
2023-02-23,17.1
2023-02-24,37.6
2023-02-25,12.6
2023-02-26,16.8
2023-02-27,23.2
2023-02-28,23.4
2023-03-01,20.7
2023-03-02,20.9
2023-03-03,19.2
2023-03-04,16.9
2023-03-05,25.2
2023-03-06,37.2
2023-03-07,39.3
2023-03-08,35.5
2023-03-09,33.5
2023-03-10,23.26
2023-03-11,34.8
2023-03-12,12.7
2023-03-13,9.6
2023-03-14,22.5
2023-03-15,28.5
2023-03-16,23.3
2023-03-17,29.5
2023-03-18,27.4
2023-03-19,21.8
2023-03-20,21.2
2023-03-21,16.1
2023-03-22,11.4
2023-03-23,11.0
2023-03-24,13.9
2023-03-25,17.5
2023-03-26,12.5
2023-03-27,19.3
2023-03-28,17.5
2023-03-29,19.0
2023-03-30,12.6
2023-03-31,20.2
2023-04-01,14.1
2023-04-02,7.5
2023-04-03,22.0
2023-04-04,36.0
2023-04-05,28.8
2023-04-06,26.9
2023-04-07,19.5
2023-04-08,23.0
2023-04-09,15.9
2023-04-10,11.0
2023-04-11,13.8
2023-04-12,13.4
2023-04-13,17.2
2023-04-14,20.5
2023-04-15,19.7
2023-04-16,25.5
2023-04-17,25.0
2023-04-18,11.1
2023-04-19,14.5
2023-04-20,10.3
2023-04-21,21.2
2023-04-22,30.7
2023-04-23,15.9
2023-04-24,19.1
2023-04-25,15.1
2023-04-26,21.0
2023-04-27,30.7
2023-04-28,21.7
2023-04-29,23.5
2023-04-30,14.7
2023-05-01,14.2
2023-05-02,14.6
2023-05-03,20.4
2023-05-04,20.4
2023-05-05,15.1
2023-05-06,17.3
2023-05-07,15.5
2023-05-08,17.7
2023-05-09,20.2
2023-05-10,22.8
2023-05-11,25.5
2023-05-12,9.9
2023-05-13,10.4
2023-05-14,15.8
2023-05-15,11.7
2023-05-16,18.9
2023-05-17,23.8
2023-05-18,22.5
2023-05-19,24.0
2023-05-20,7.7
2023-05-21,7.2
2023-05-22,11.8
2023-05-23,12.7
2023-05-24,16.5
2023-05-25,12.8
2023-05-26,9.6
2023-05-27,12.3
2023-05-28,9.4
2023-05-29,2.8
2023-05-30,4.7
2023-05-31,5.0
2023-06-01,5.7
2023-06-02,4.7
2023-06-03,7.2
2023-06-04,8.2
2023-06-05,5.5
2023-06-06,5.0
2023-06-07,10.4
2023-06-08,9.5
2023-06-09,9.9
2023-06-10,16.0
2023-06-11,24.0
2023-06-12,25.2
2023-06-13,14.3
2023-06-14,16.7
2023-06-15,17.6
2023-06-16,20.0
2023-06-17,30.9
2023-06-18,27.8
2023-06-19,10.4
2023-06-20,19.0
2023-06-21,11.8
2023-06-22,20.2
2023-06-23,25.8
2023-06-24,12.9
2023-06-25,11.8
2023-06-26,11.7
2023-06-27,15.2
2023-06-28,15.5
2023-06-29,13.3
2023-06-30,16.2
2023-07-01,17.66
2023-07-02,18.34
2023-07-03,17.48
2023-07-04,19.36
2023-07-05,22.16
2023-07-06,20.080000000000002
2023-07-07,19.72
2023-07-08,19.96
2023-07-09,21.9
2023-07-10,20.66
2023-07-11,19.96
2023-07-12,23.78
2023-07-13,18.78
2023-07-14,15.5
2023-07-15,16.380000000000003
2023-07-16,20.36
2023-07-17,19.66
2023-07-18,22.475
2023-07-19,24.925
2023-07-20,24.675
2023-07-21,24.4
2023-07-22,20.240000000000002
2023-07-23,19.259999999999998
2023-07-24,17.6
2023-07-25,19.46
2023-07-26,20.56
2023-07-27,16.96
2023-07-28,11.64
2023-07-29,13.16
2023-07-30,14.919999999999998
2023-07-31,17.4
2023-08-01,14.0
2023-08-02,15.12
2023-08-03,17.08
2023-08-04,16.259999999999998
2023-08-05,13.540000000000001
2023-08-06,16.94
2023-08-07,24.32
2023-08-08,18.56
2023-08-09,16.98
2023-08-10,16.64
2023-08-11,20.16
2023-08-12,21.36
2023-08-13,19.880000000000003
2023-08-14,18.919999999999998
2023-08-15,16.84
2023-08-16,19.119999999999997
2023-08-17,19.02
2023-08-18,12.84
2023-08-19,13.959999999999999
2023-08-20,17.240000000000002
2023-08-21,16.84
2023-08-22,16.32
2023-08-23,16.48
2023-08-24,20.56
2023-08-25,18.86
2023-08-26,20.48
2023-08-27,22.04
2023-08-28,15.780000000000001
2023-08-29,16.16
2023-08-30,10.975000000000001
2023-08-31,13.8
2023-09-01,20.1
2023-09-02,22.54
2023-09-03,25.475
2023-09-04,16.44
2023-09-05,22.04
2023-09-06,28.380000000000003
2023-09-07,27.860000000000003
2023-09-08,25.259999999999998
2023-09-09,19.68
2023-09-10,22.520000000000003
2023-09-11,20.580000000000002
2023-09-12,21.740000000000002
2023-09-13,23.160000000000004
2023-09-14,32.82
2023-09-15,30.560000000000002
2023-09-16,22.919999999999998
2023-09-17,18.96
2023-09-18,22.2
2023-09-19,22.52
2023-09-20,22.14
2023-09-21,36.660000000000004
2023-09-22,30.160000000000004
2023-09-23,19.119999999999997
2023-09-24,22.580000000000002
2023-09-25,25.04
2023-09-26,24.62
2023-09-27,23.8
2023-09-28,21.56
2023-09-29,29.5
2023-09-30,26.1
2023-10-01,22.78
2023-10-02,23.72
2023-10-03,28.68
2023-10-04,23.26
2023-10-05,25.1
2023-10-06,21.4
2023-10-07,25.880000000000003
2023-10-08,26.1
2023-10-09,31.020000000000003
2023-10-10,31.9
2023-10-11,27.9
2023-10-12,31.339999999999996
2023-10-13,26.380000000000003
2023-10-14,27.160000000000004
2023-10-15,26.02
2023-10-16,29.32
2023-10-17,29.660000000000004
2023-10-18,28.919999999999998
2023-10-19,28.880000000000003
2023-10-20,30.139999999999997
2023-10-21,27.580000000000002
2023-10-22,29.880000000000003
2023-10-23,32.760000000000005
2023-10-24,26.560000000000002
2023-10-25,27.22
2023-10-26,24.04
2023-10-27,22.660000000000004
2023-10-28,22.880000000000003
2023-10-29,23.85
2023-10-30,22.975
2023-10-31,22.475
2023-11-01,25.259999999999998
2023-11-02,29.78
2023-11-03,34.739999999999995
2023-11-04,37.92
2023-11-05,41.519999999999996
2023-11-06,31.919999999999998
2023-11-07,28.860000000000003
2023-11-08,34.739999999999995
2023-11-09,30.119999999999997
2023-11-10,30.96
2023-11-11,26.98
2023-11-12,28.259999999999998
2023-11-13,34.019999999999996
2023-11-14,28.560000000000002
2023-11-15,25.46
2023-11-16,32.88
2023-11-17,36.38
2023-11-18,30.32
2023-11-19,38.1
2023-11-20,33.0
2023-11-21,27.4
2023-11-22,36.04
2023-11-23,42.760000000000005
2023-11-24,35.519999999999996
2023-11-25,32.38
2023-11-26,33.8
2023-11-27,34.260000000000005
2023-11-28,37.7
2023-11-29,39.339999999999996
2023-11-30,40.06
2023-12-01,28.919999999999998
2023-12-02,38.8
2023-12-03,39.839999999999996
2023-12-04,40.74
2023-12-05,27.82
2023-12-06,30.9
2023-12-07,34.019999999999996
2023-12-08,32.36
2023-12-09,38.160000000000004
2023-12-10,37.54
2023-12-11,45.175
2023-12-12,31.879999999999995
2023-12-13,36.94
2023-12-14,33.4
2023-12-15,33.339999999999996
2023-12-16,41.559999999999995
2023-12-17,38.86
2023-12-18,24.84
2023-12-19,21.94
2023-12-20,26.2
2023-12-21,24.48
2023-12-22,32.5
2023-12-23,25.919999999999998
2023-12-24,25.560000000000002
2023-12-25,25.76
2023-12-26,24.580000000000002
2023-12-27,30.080000000000002
2023-12-28,26.9
2023-12-29,22.86
2023-12-30,26.2
2023-12-31,24.46
2024-01-01,25.2
2024-01-02,22.5
2024-01-03,23.150000000000002
2024-01-04,23.880000000000003
2024-01-05,26.68
2024-01-06,32.05
2024-01-07,19.15
2024-01-08,24.775
2024-01-09,28.7
2024-01-10,40.55
2024-01-11,25.799999999999997
2024-01-12,32.0
2024-01-13,32.699999999999996
2024-01-14,36.725
2024-01-15,31.650000000000002
2024-01-16,30.066666666666666
2024-01-17,42.916666666666664
2024-01-18,46.833333333333336
2024-01-19,35.666666666666664
2024-01-20,39.68333333333333
2024-01-21,48.56666666666666
2024-01-22,45.25
2024-01-23,37.93333333333333
2024-01-24,37.88333333333333
2024-01-25,41.666666666666664
2024-01-26,31.883333333333336
2024-01-27,31.099999999999998
2024-01-28,33.86666666666667
2024-01-29,30.633333333333336
2024-01-30,37.61666666666667
2024-01-31,32.483333333333334
2024-02-01,27.883333333333336
2024-02-02,28.96666666666667
2024-02-03,35.88333333333333
2024-02-04,28.799999999999997
2024-02-05,30.633333333333336
2024-02-06,37.81666666666666
2024-02-07,34.63333333333333
2024-02-08,28.516666666666666
2024-02-09,26.333333333333332
2024-02-10,30.26666666666667
2024-02-11,32.800000000000004
2024-02-12,28.633333333333336
2024-02-13,24.616666666666664
2024-02-14,35.11666666666667
2024-02-15,32.0
2024-02-16,25.883333333333336
2024-02-17,26.599999999999998
2024-02-18,22.7
2024-02-19,26.53333333333333
2024-02-20,21.01666666666667
2024-02-21,26.45
2024-02-22,35.35
2024-02-23,29.03333333333333
2024-02-24,34.15
2024-02-25,35.699999999999996
2024-02-26,41.48333333333333
2024-02-27,42.85
2024-02-28,33.9
2024-02-29,14.2
2024-03-01,29.333333333333332
2024-03-02,34.1
2024-03-03,36.11666666666667
2024-03-04,32.65
2024-03-05,25.116666666666664
2024-03-06,31.28333333333333
2024-03-07,35.35
2024-03-08,36.03333333333334
2024-03-09,33.5
2024-03-10,23.26
2024-03-11,31.166666666666668
2024-03-12,24.816666666666666
2024-03-13,26.833333333333332
2024-03-14,26.400000000000002
2024-03-15,30.633333333333336
2024-03-16,27.400000000000002
2024-03-17,26.26666666666667
2024-03-18,31.166666666666668
2024-03-19,25.46666666666667
2024-03-20,25.71666666666667
2024-03-21,34.68333333333333
2024-03-22,34.53333333333334
2024-03-23,28.839999999999996
2024-03-24,35.949999999999996
2024-03-25,33.916666666666664
2024-03-26,32.660000000000004
2024-03-27,28.45
2024-03-28,34.275
2024-03-29,28.266666666666666
2024-03-30,31.233333333333334
2024-03-31,26.916666666666668
2024-04-01,21.416666666666668
2024-04-02,22.939999999999998
2024-04-03,25.880000000000003
2024-04-04,25.9
2024-04-05,24.16
2024-04-06,23.520000000000003
2024-04-07,26.139999999999997
2024-04-08,33.42
2024-04-09,29.733333333333334
2024-04-10,24.233333333333334
2024-04-11,28.349999999999998
2024-04-12,26.78333333333333
2024-04-13,27.75
2024-04-14,26.95
2024-04-15,30.433333333333334
2024-04-16,34.63333333333333
2024-04-17,26.483333333333334
2024-04-18,27.383333333333336
2024-04-19,27.7
2024-04-20,26.7
2024-04-21,25.919999999999998
2024-04-22,28.139999999999997
2024-04-23,27.5
2024-04-24,22.55
2024-04-25,17.316666666666666
2024-04-26,20.0
2024-04-27,27.683333333333334
2024-04-28,21.666666666666668
2024-04-29,20.333333333333332
2024-04-30,27.4
2024-05-01,28.419999999999998
2024-05-02,30.78
2024-05-03,29.22
2024-05-04,24.74
2024-05-05,24.025
2024-05-06,26.4
2024-05-07,23.4
2024-05-08,19.04
2024-05-09,26.183333333333334
2024-05-10,21.333333333333332
2024-05-11,20.400000000000002
2024-05-12,19.383333333333336
2024-05-13,20.783333333333335
2024-05-14,18.266666666666666
2024-05-15,21.650000000000002
2024-05-16,18.8
2024-05-17,20.516666666666666
2024-05-18,23.383333333333336
2024-05-19,25.78333333333333
2024-05-20,22.733333333333334
2024-05-21,20.683333333333334
2024-05-22,18.5
2024-05-23,17.266666666666666
2024-05-24,21.53333333333333
2024-05-25,21.666666666666668
2024-05-26,17.650000000000002
2024-05-27,21.099999999999998
2024-05-28,18.666666666666668
2024-05-29,16.816666666666666
2024-05-30,18.616666666666667
2024-05-31,20.400000000000002
2024-06-01,22.183333333333334
2024-06-02,21.416666666666668
2024-06-03,17.849999999999998
2024-06-04,16.483333333333334
2024-06-05,14.700000000000001
2024-06-06,18.766666666666666
2024-06-07,20.083333333333332
2024-06-08,14.883333333333333
2024-06-09,15.716666666666667
2024-06-10,17.099999999999998
2024-06-11,17.816666666666666
2024-06-12,20.183333333333334
2024-06-13,21.0
2024-06-14,19.183333333333334
2024-06-15,24.0
2024-06-16,21.0
2024-06-17,21.3
2024-06-18,21.166666666666668
2024-06-19,15.816666666666668
2024-06-20,15.016666666666666
2024-06-21,17.416666666666668
2024-06-22,17.55
2024-06-23,23.400000000000002
2024-06-24,27.2
2024-06-25,23.46666666666667
2024-06-26,18.05
2024-06-27,14.333333333333334
2024-06-28,14.183333333333332
2024-06-29,15.566666666666668
2024-06-30,16.2
2024-07-01,17.66
2024-07-02,18.34
2024-07-03,17.48
2024-07-04,19.36
2024-07-05,22.16
2024-07-06,20.080000000000002
2024-07-07,19.72
2024-07-08,19.96
2024-07-09,21.9
2024-07-10,20.66
2024-07-11,19.96
2024-07-12,23.78
2024-07-13,18.78
2024-07-14,15.5
2024-07-15,16.380000000000003
2024-07-16,20.36
2024-07-17,19.66
2024-07-18,22.475
2024-07-19,24.925
2024-07-20,24.675
2024-07-21,24.4
2024-07-22,20.240000000000002
2024-07-23,19.259999999999998
2024-07-24,17.6
2024-07-25,19.46
2024-07-26,20.56
2024-07-27,16.96
2024-07-28,11.64
2024-07-29,13.16
2024-07-30,14.919999999999998
