Date,NO2_weighted_value(ug m-3)
2018-09-03,48.0
2018-09-04,39.3
2018-09-05,35.8
2018-09-06,31.6
2018-09-07,34.3
2018-09-08,25.7
2018-09-09,17.9
2018-09-10,17.6
2018-09-11,15.2
2018-09-12,36.4
2018-09-13,40.9
2018-09-14,29.5
2018-09-15,20.4
2018-09-16,15.8
2018-09-17,23.4
2018-09-18,13.7
2018-09-19,13.3
2018-09-20,13.5
2018-09-21,17.4
2018-09-22,25.9
2018-09-23,30.9
2018-09-24,45.4
2018-09-25,56.2
2018-09-26,48.8
2018-09-27,51.4
2018-09-28,32.2
2018-09-29,48.8
2018-09-30,37.7
2018-10-01,31.7
2018-10-02,25.4
2018-10-03,35.8
2018-10-04,24.5
2018-10-05,42.4
2018-10-06,31.6
2018-10-07,33.0
2018-10-08,30.5
2018-10-09,40.7
2018-10-10,71.0
2018-10-11,27.5
2018-10-12,18.1
2018-10-13,18.7
2018-10-14,24.1
2018-10-15,37.7
2018-10-16,27.5
2018-10-17,41.8
2018-10-18,37.9
2018-10-19,57.5
2018-10-20,62.9
2018-10-21,40.2
2018-10-22,43.5
2018-10-23,47.6
2018-10-24,43.1
2018-10-25,46.5
2018-10-26,41.9
2018-10-27,31.3
2018-10-28,29.4
2018-10-29,39.9
2018-10-30,37.6
2018-10-31,52.4
2018-11-01,50.2
2018-11-02,58.6
2018-11-03,35.9
2018-11-04,30.8
2018-11-05,49.1
2018-11-06,35.3
2018-11-07,23.9
2018-11-08,35.3
2018-11-09,31.7
2018-11-10,30.4
2018-11-11,24.2
2018-11-12,34.5
2018-11-13,31.6
2018-11-14,35.8
2018-11-15,37.8
2018-11-16,33.7
2018-11-17,44.0
2018-11-18,36.4
2018-11-19,27.8
2018-11-20,34.8
2018-11-21,44.2
2018-11-22,51.8
2018-11-23,49.6
2018-11-24,44.3
2018-11-25,30.8
2018-11-26,40.8
2018-11-27,43.8
2018-11-28,29.3
2018-11-29,23.6
2018-11-30,32.8
2018-12-01,27.4
2018-12-02,18.2
2018-12-03,42.05
2018-12-04,43.525
2018-12-05,39.1
2018-12-06,28.1
2018-12-07,29.4
2018-12-08,21.8
2018-12-09,34.3
2018-12-10,55.9
2018-12-11,56.9
2018-12-12,41.8
2018-12-13,47.1
2018-12-14,42.1
2018-12-15,31.6
2018-12-16,36.0
2018-12-17,41.2
2018-12-18,24.2
2018-12-19,34.5
2018-12-20,30.2
2018-12-21,26.9
2018-12-22,35.6
2018-12-23,31.5
2018-12-24,46.4
2018-12-25,47.1
2018-12-26,33.1
2018-12-27,67.0
2018-12-28,54.6
2018-12-29,39.7
2018-12-30,41.6
2018-12-31,36.0
2019-01-01,37.2
2019-01-02,42.7
2019-01-03,43.6
2019-01-04,50.0
2019-01-05,51.6
2019-01-06,55.1
2019-01-07,46.9
2019-01-08,44.6
2019-01-09,47.9
2019-01-10,60.6
2019-01-11,54.3
2019-01-12,41.8
2019-01-13,29.0
2019-01-14,47.1
2019-01-15,36.3
2019-01-16,31.2
2019-01-17,51.0
2019-01-18,52.6
2019-01-19,37.9
2019-01-20,51.0
2019-01-21,48.4
2019-01-22,48.1
2019-01-23,53.2
2019-01-24,69.2
2019-01-25,55.2
2019-01-26,23.7
2019-01-27,25.9
2019-01-28,34.38
2019-01-29,30.8
2019-01-30,58.8
2019-01-31,63.3
2019-02-01,42.1
2019-02-02,37.7
2019-02-03,37.4
2019-02-04,33.3
2019-02-05,35.3
2019-02-06,34.2
2019-02-07,22.5
2019-02-08,17.5
2019-02-09,15.2
2019-02-10,34.7
2019-02-11,42.4
2019-02-12,37.7
2019-02-13,33.1
2019-02-14,52.8
2019-02-15,56.8
2019-02-16,40.7
2019-02-17,30.8
2019-02-18,32.9
2019-02-19,28.7
2019-02-20,24.3
2019-02-21,29.1
2019-02-22,56.8
2019-02-23,45.6
2019-02-24,64.5
2019-02-25,81.3
2019-02-26,89.7
2019-02-27,75.3
2019-02-28,50.4
2019-03-01,45.3
2019-03-02,20.1
2019-03-03,9.8
2019-03-04,25.5
2019-03-05,21.4
2019-03-06,19.5
2019-03-07,24.8
2019-03-08,31.3
2019-03-09,23.6
2019-03-10,27.1
2019-03-11,36.0
2019-03-12,24.2
2019-03-13,32.4
2019-03-14,32.0
2019-03-15,23.5
2019-03-16,9.4
2019-03-17,35.8
2019-03-18,54.3
2019-03-19,35.5
2019-03-20,31.6
2019-03-21,34.8
2019-03-22,23.5
2019-03-23,43.6
2019-03-24,41.8
2019-03-25,38.1
2019-03-26,57.9
2019-03-27,47.4
2019-03-28,46.3
2019-03-29,51.8
2019-03-30,58.4
2019-03-31,24.5
2019-04-01,37.3
2019-04-02,45.8
2019-04-03,45.9
2019-04-04,28.7
2019-04-05,35.6
2019-04-06,28.5
2019-04-07,29.6
2019-04-08,47.5
2019-04-09,37.2
2019-04-10,25.5
2019-04-11,33.8
2019-04-12,36.2
2019-04-13,28.7
2019-04-14,29.0
2019-04-15,46.5
2019-04-16,59.4
2019-04-17,53.6
2019-04-18,51.3
2019-04-19,45.3
2019-04-20,38.5
2019-04-21,42.9
2019-04-22,60.0
2019-04-23,58.9
2019-04-24,39.2
2019-04-25,18.6
2019-04-26,18.5
2019-04-27,26.6
2019-04-28,29.9
2019-04-29,38.6
2019-04-30,45.9
2019-05-01,44.8
2019-05-02,42.3
2019-05-03,38.3
2019-05-04,24.6
2019-05-05,22.2
2019-05-06,37.3
2019-05-07,22.8
2019-05-08,27.8
2019-05-09,37.1
2019-05-10,21.2
2019-05-11,30.5
2019-05-12,29.1
2019-05-13,37.0
2019-05-14,40.0
2019-05-15,44.4
2019-05-16,36.0
2019-05-17,28.6
2019-05-18,36.1
2019-05-19,30.6
2019-05-20,33.8
2019-05-21,28.9
2019-05-22,24.7
2019-05-23,20.1
2019-05-24,28.1
2019-05-25,25.0
2019-05-26,10.6
2019-05-27,16.1
2019-05-28,22.2
2019-05-29,17.7
2019-05-30,11.9
2019-05-31,10.9
2019-06-01,14.5
2019-06-02,9.8
2019-06-03,9.4
2019-06-04,27.0
2019-06-05,9.0
2019-06-06,13.2
2019-06-07,35.7
2019-06-08,6.6
2019-06-09,9.5
2019-06-10,30.3
2019-06-11,22.1
2019-06-12,26.7
2019-06-13,16.9
2019-06-14,13.1
2019-06-15,11.7
2019-06-16,7.7
2019-06-17,10.6
2019-06-18,33.1
2019-06-19,27.7
2019-06-20,17.4
2019-06-21,20.5
2019-06-22,19.1
2019-06-23,26.2
2019-06-24,31.2
2019-06-25,31.5
2019-06-26,16.8
2019-06-27,15.2
2019-06-28,25.9
2019-06-29,27.6
2019-06-30,7.9
2019-07-01,13.1
2019-07-02,18.6
2019-07-03,27.3
2019-07-04,28.1
2019-07-05,21.9
2019-07-06,17.6
2019-07-07,16.0
2019-07-08,24.7
2019-07-09,18.8
2019-07-10,17.5
2019-07-11,18.7
2019-07-12,17.6
2019-07-13,13.6
2019-07-14,11.5
2019-07-15,13.5
2019-07-16,22.3
2019-07-17,16.5
2019-07-18,17.3
2019-07-19,17.6
2019-07-20,7.7
2019-07-21,8.0
2019-07-22,8.0
2019-07-23,40.3
2019-07-24,14.475000000000001
2019-07-25,21.700000000000003
2019-07-26,24.125
2019-07-27,18.8
2019-07-28,14.525
2019-07-29,14.325
2019-07-30,14.719999999999999
2019-07-31,14.8
2019-08-01,26.4
2019-08-02,27.3
2019-08-03,25.2
2019-08-04,22.8
2019-08-05,13.7
2019-08-06,10.1
2019-08-07,13.2
2019-08-08,15.2
2019-08-09,14.0
2019-08-10,6.5
2019-08-11,8.2
2019-08-12,29.4
2019-08-13,20.6
2019-08-14,22.2
2019-08-15,20.5
2019-08-16,18.6
2019-08-17,8.6
2019-08-18,8.9
2019-08-19,13.9
2019-08-20,21.8
2019-08-21,17.8
2019-08-22,13.3
2019-08-23,33.8
2019-08-24,53.6
2019-08-25,50.9
2019-08-26,43.3
2019-08-27,51.2
2019-08-28,14.2
2019-08-29,14.6
2019-08-30,13.6
2019-08-31,14.1
2019-09-01,14.0
2019-09-02,19.2
2019-09-03,14.4
2019-09-04,14.0
2019-09-05,27.9
2019-09-06,24.6
2019-09-07,22.5
2019-09-08,19.6
2019-09-09,24.2
2019-09-10,35.7
2019-09-11,15.9
2019-09-12,14.0
2019-09-13,30.1
2019-09-14,39.5
2019-09-15,31.3
2019-09-16,28.3
2019-09-17,26.0
2019-09-18,34.5
2019-09-19,45.8
2019-09-20,56.3
2019-09-21,65.7
2019-09-22,26.6
2019-09-23,11.8
2019-09-24,19.1
2019-09-25,16.0
2019-09-26,16.6
2019-09-27,14.6
2019-09-28,10.2
2019-09-29,10.4
2019-09-30,19.9
2019-10-01,22.9
2019-10-02,34.9
2019-10-03,38.4
2019-10-04,30.8
2019-10-05,30.7
2019-10-06,20.8
2019-10-07,24.8
2019-10-08,16.8
2019-10-09,16.3
2019-10-10,16.3
2019-10-11,16.8
2019-10-12,25.8
2019-10-13,21.6
2019-10-14,37.5
2019-10-15,23.6
2019-10-16,39.5
2019-10-17,31.6
2019-10-18,17.6
2019-10-19,28.9
2019-10-20,32.3
2019-10-21,31.7
2019-10-22,41.0
2019-10-23,57.0
2019-10-24,40.9
2019-10-25,20.4
2019-10-26,13.5
2019-10-27,30.7
2019-10-28,39.6
2019-10-29,39.4
2019-10-30,50.4
2019-10-31,49.7
2019-11-01,33.3
2019-11-02,10.9
2019-11-03,25.7
2019-11-04,35.0
2019-11-05,38.1
2019-11-06,37.6
2019-11-07,31.2
2019-11-08,47.6
2019-11-09,40.0
2019-11-10,36.5
2019-11-11,38.2
2019-11-12,33.7
2019-11-13,44.5
2019-11-14,41.5
2019-11-15,35.8
2019-11-16,39.3
2019-11-17,51.5
2019-11-18,43.8
2019-11-19,59.6
2019-11-20,42.1
2019-11-21,44.1
2019-11-22,45.6
2019-11-23,47.2
2019-11-24,31.8
2019-11-25,29.7
2019-11-26,26.9
2019-11-27,34.9
2019-11-28,37.7
2019-11-29,44.6
2019-11-30,56.8
2019-12-01,37.0
2019-12-02,61.2
2019-12-03,56.8
2019-12-04,64.0
2019-12-05,41.1
2019-12-06,27.7
2019-12-07,24.4
2019-12-08,11.8
2019-12-09,45.9
2019-12-10,26.8
2019-12-11,37.9
2019-12-12,35.4
2019-12-13,49.7
2019-12-14,31.6
2019-12-15,14.4
2019-12-16,39.6
2019-12-17,44.5
2019-12-18,36.7
2019-12-19,19.7
2019-12-20,35.9
2019-12-21,21.0
2019-12-22,30.3
2019-12-23,32.6
2019-12-24,24.6
2019-12-25,39.2
2019-12-26,29.8
2019-12-27,34.0
2019-12-28,26.9
2019-12-29,22.1
2019-12-30,35.5
2019-12-31,38.4
2020-01-01,37.6
2020-01-02,21.3
2020-01-03,44.0
2020-01-04,46.3
2020-01-05,22.7
2020-01-06,25.4
2020-01-07,26.3
2020-01-08,35.1
2020-01-09,19.3
2020-01-10,39.6
2020-01-11,14.8
2020-01-12,20.4
2020-01-13,19.4
2020-01-14,17.4
2020-01-15,34.4
2020-01-16,25.7
2020-01-17,35.6
2020-01-18,54.7
2020-01-19,50.4
2020-01-20,76.1
2020-01-21,77.8
2020-01-22,48.28
2020-01-23,41.0
2020-01-24,50.6
2020-01-25,31.5
2020-01-26,25.4
2020-01-27,34.1
2020-01-28,41.7
2020-01-29,36.1
2020-01-30,31.8
2020-01-31,22.0
2020-02-01,25.5
2020-02-02,24.4
2020-02-03,44.8
2020-02-04,53.9
2020-02-05,55.0
2020-02-06,64.4
2020-02-07,47.3
2020-02-08,22.1
2020-02-09,9.8
2020-02-10,33.0
2020-02-11,34.6
2020-02-12,34.8
2020-02-13,50.6
2020-02-14,40.3
2020-02-15,12.2
2020-02-16,13.4
2020-02-17,25.7
2020-02-18,30.2
2020-02-19,42.4
2020-02-20,36.9
2020-02-21,19.6
2020-02-22,25.9
2020-02-23,30.5
2020-02-24,27.4
2020-02-25,38.4
2020-02-26,58.6
2020-02-27,47.4
2020-02-28,31.2
2020-02-29,21.4
2020-03-01,16.0
2020-03-02,43.8
2020-03-03,54.0
2020-03-04,45.8
2020-03-05,36.4
2020-03-06,51.9
2020-03-07,30.2
2020-03-08,14.0
2020-03-09,30.7
2020-03-10,26.4
2020-03-11,27.7
2020-03-12,29.3
2020-03-13,44.0
2020-03-14,16.6
2020-03-15,27.9
2020-03-16,43.9
2020-03-17,17.2
2020-03-18,16.5
2020-03-19,26.0
2020-03-20,16.2
2020-03-21,21.7
2020-03-22,24.3
2020-03-23,46.2
2020-03-24,24.6
2020-03-25,50.9
2020-03-26,32.2
2020-03-27,24.4
2020-03-28,13.0
2020-03-29,9.4
2020-03-30,19.8
2020-03-31,24.1
2020-04-01,28.3
2020-04-02,64.5
2020-04-03,39.3
2020-04-04,20.4
2020-04-05,13.3
2020-04-06,45.6
2020-04-07,38.4
2020-04-08,50.6
2020-04-09,52.0
2020-04-10,48.1
2020-04-11,43.2
2020-04-12,23.8
2020-04-13,9.4
2020-04-14,17.6
2020-04-15,36.9
2020-04-16,45.1
2020-04-17,22.4
2020-04-18,21.6
2020-04-19,16.6
2020-04-20,18.3
2020-04-21,19.9
2020-04-22,25.1
2020-04-23,32.6
2020-04-24,29.1
2020-04-25,21.9
2020-04-26,16.9
2020-04-27,28.4
2020-04-28,21.5
2020-04-29,13.8
2020-04-30,12.1
2020-05-01,33.8
2020-05-02,37.7
2020-05-03,18.9
2020-05-04,22.5
2020-05-05,23.3
2020-05-06,25.6
2020-05-07,27.6
2020-05-08,25.2
2020-05-09,41.5
2020-05-10,16.1
2020-05-11,12.8
2020-05-12,24.8
2020-05-13,15.8
2020-05-14,19.6
2020-05-15,28.5
2020-05-16,39.2
2020-05-17,34.2
2020-05-18,39.3
2020-05-19,42.2
2020-05-20,21.9
2020-05-21,26.4
2020-05-22,9.8
2020-05-23,17.5
2020-05-24,26.1
2020-05-25,21.4
2020-05-26,28.4
2020-05-27,28.9
2020-05-28,23.0
2020-05-29,25.8
2020-05-30,20.7
2020-05-31,16.5
2020-06-01,23.3
2020-06-02,22.6
2020-06-03,26.7
2020-06-04,27.5
2020-06-05,47.5
2020-06-06,29.8
2020-06-07,30.3
2020-06-08,15.1
2020-06-09,17.8
2020-06-10,14.9
2020-06-11,19.6
2020-06-12,31.3
2020-06-13,25.6
2020-06-14,15.5
2020-06-15,21.7
2020-06-16,13.4
2020-06-17,28.8
2020-06-18,18.6
2020-06-19,9.7
2020-06-20,8.8
2020-06-21,22.3
2020-06-22,10.9
2020-06-23,18.9
2020-06-24,42.8
2020-06-25,38.6
2020-06-26,18.8
2020-06-27,5.4
2020-06-28,4.6
2020-06-29,9.4
2020-06-30,10.2
2020-07-01,9.2
2020-07-02,23.0
2020-07-03,11.9
2020-07-04,8.0
2020-07-05,7.9
2020-07-06,22.6
2020-07-07,22.4
2020-07-08,19.8
2020-07-09,12.4
2020-07-10,22.8
2020-07-11,25.1
2020-07-12,21.3
2020-07-13,23.0
2020-07-14,20.6
2020-07-15,28.1
2020-07-16,21.9
2020-07-17,28.7
2020-07-18,20.0
2020-07-19,16.3
2020-07-20,18.0
2020-07-21,21.2
2020-07-22,14.1
2020-07-23,14.3
2020-07-24,14.475000000000001
2020-07-25,21.700000000000003
2020-07-26,24.125
2020-07-27,18.8
2020-07-28,19.7
2020-07-29,20.9
2020-07-30,24.9
2020-07-31,32.1
2020-08-01,9.2
2020-08-02,9.3
2020-08-03,25.733333333333334
2020-08-04,21.275
2020-08-05,7.7
2020-08-06,15.8
2020-08-07,52.3
2020-08-08,41.5
2020-08-09,17.4
2020-08-10,30.0
2020-08-11,38.3
2020-08-12,39.6
2020-08-13,24.3
2020-08-14,16.675
2020-08-15,14.7
2020-08-16,24.825
2020-08-17,24.64
2020-08-18,17.919999999999998
2020-08-19,21.2
2020-08-20,13.0
2020-08-21,8.7
2020-08-22,10.6
2020-08-23,10.7
2020-08-24,14.5
2020-08-25,9.3
2020-08-26,17.6
2020-08-27,24.2
2020-08-28,20.0
2020-08-29,16.4
2020-08-30,16.5
2020-08-31,26.0
2020-09-01,37.6
2020-09-02,23.4
2020-09-03,14.6
2020-09-04,18.0
2020-09-05,26.2
2020-09-06,21.2
2020-09-07,22.3
2020-09-08,13.3
2020-09-09,21.9
2020-09-10,28.0
2020-09-11,26.5
2020-09-12,16.7
2020-09-13,16.2
2020-09-14,50.5
2020-09-15,27.975
2020-09-16,24.525
2020-09-17,24.375
2020-09-18,26.2
2020-09-19,27.15
2020-09-20,33.15
2020-09-21,40.725
2020-09-22,26.25
2020-09-23,22.775
2020-09-24,25.5
2020-09-25,27.975
2020-09-26,26.65
2020-09-27,28.25
2020-09-28,24.650000000000002
2020-09-29,32.85
2020-09-30,25.15
2020-10-01,21.625
2020-10-02,26.125
2020-10-03,29.7
2020-10-04,21.25
2020-10-05,26.9
2020-10-06,26.55
2020-10-07,23.95
2020-10-08,24.175
2020-10-09,29.0
2020-10-10,37.95
2020-10-11,28.65
2020-10-12,24.5
2020-10-13,25.2
2020-10-14,30.46666666666667
2020-10-15,25.5
2020-10-16,31.2
2020-10-17,29.075
2020-10-18,31.25
2020-10-19,33.225
2020-10-20,36.625
2020-10-21,34.15
2020-10-22,35.05
2020-10-23,37.75
2020-10-24,27.4
2020-10-25,27.75
2020-10-26,22.575
2020-10-27,25.2
2020-10-28,27.825
2020-10-29,31.75
2020-10-30,30.75
2020-10-31,34.55
2020-11-01,29.3
2020-11-02,33.675
2020-11-03,35.3
2020-11-04,35.1
2020-11-05,40.4
2020-11-06,25.775
2020-11-07,27.175
2020-11-08,33.175
2020-11-09,27.900000000000002
2020-11-10,28.7
2020-11-11,26.5
2020-11-12,29.75
2020-11-13,35.75
2020-11-14,32.9
2020-11-15,33.8
2020-11-16,36.15
2020-11-17,43.05
2020-11-18,37.949999999999996
2020-11-19,41.0
2020-11-20,40.125
2020-11-21,34.925
2020-11-22,41.75
2020-11-23,42.525
2020-11-24,37.475
2020-11-25,32.725
2020-11-26,31.9
2020-11-27,58.6
2020-11-28,59.0
2020-11-29,51.4
2020-11-30,42.8
2020-12-01,41.8
2020-12-02,60.6
2020-12-03,43.9
2020-12-04,42.8
2020-12-05,37.5
2020-12-06,41.8
2020-12-07,50.8
2020-12-08,55.3
2020-12-09,46.2
2020-12-10,33.5
2020-12-11,48.7
2020-12-12,65.7
2020-12-13,29.7
2020-12-14,27.1
2020-12-15,35.3
2020-12-16,31.5
2020-12-17,25.6
2020-12-18,18.2
2020-12-19,18.8
2020-12-20,21.5
2020-12-21,20.2
2020-12-22,45.4
2020-12-23,22.8
2020-12-24,21.1
2020-12-25,30.3
2020-12-26,13.8
2020-12-27,25.6
2020-12-28,35.7
2020-12-29,39.3
2020-12-30,62.2
2020-12-31,23.85
2021-01-01,53.4
2021-01-02,32.6
2021-01-03,25.6
2021-01-04,22.1
2021-01-05,23.0
2021-01-06,29.6
2021-01-07,53.3
2021-01-08,43.1
2021-01-09,46.6
2021-01-10,43.5
2021-01-11,26.6
2021-01-12,44.1
2021-01-13,51.7
2021-01-14,45.9
2021-01-15,49.0
2021-01-16,49.3
2021-01-17,54.6
2021-01-18,31.6
2021-01-19,17.0
2021-01-20,52.1
2021-01-21,57.96
2021-01-22,32.7
2021-01-23,43.7
2021-01-24,44.1
2021-01-25,57.4
2021-01-26,33.8
2021-01-27,38.7
2021-01-28,24.6
2021-01-29,31.0
2021-01-30,21.2
2021-01-31,26.1
2021-02-01,29.0
2021-02-02,21.3
2021-02-03,33.9
2021-02-04,29.9
2021-02-05,22.8
2021-02-06,25.8
2021-02-07,11.7
2021-02-08,19.6
2021-02-09,30.76
2021-02-10,32.0
2021-02-11,39.3
2021-02-12,38.8
2021-02-13,23.6
2021-02-14,18.9
2021-02-15,26.1
2021-02-16,20.5
2021-02-17,15.3
2021-02-18,19.6
2021-02-19,19.9
2021-02-20,15.2
2021-02-21,21.8
2021-02-22,42.6
2021-02-23,19.7
2021-02-24,18.2
2021-02-25,48.8
2021-02-26,47.1
2021-02-27,45.6
2021-02-28,28.6
2021-03-01,32.1
2021-03-02,34.4
2021-03-03,46.4
2021-03-04,32.7
2021-03-05,25.3
2021-03-06,26.4
2021-03-07,31.0
2021-03-08,57.8
2021-03-09,50.9
2021-03-10,14.1
2021-03-11,17.9
2021-03-12,13.8
2021-03-13,28.3
2021-03-14,49.8
2021-03-15,37.4
2021-03-16,36.5
2021-03-17,33.7
2021-03-18,34.6
2021-03-19,23.4
2021-03-20,34.6
2021-03-21,22.0
2021-03-22,41.9
2021-03-23,25.8
2021-03-24,21.2
2021-03-25,20.9
2021-03-26,14.2
2021-03-27,12.9
2021-03-28,8.0
2021-03-29,16.8
2021-03-30,56.7
2021-03-31,73.6
2021-04-01,28.1
2021-04-02,12.5
2021-04-03,15.4
2021-04-04,20.0
2021-04-05,25.0
2021-04-06,28.1
2021-04-07,56.0
2021-04-08,21.6
2021-04-09,26.4
2021-04-10,19.4
2021-04-11,23.4
2021-04-12,38.6
2021-04-13,48.5
2021-04-14,37.5
2021-04-15,29.5
2021-04-16,31.6
2021-04-17,27.5
2021-04-18,26.9
2021-04-19,42.7
2021-04-20,50.9
2021-04-21,41.9
2021-04-22,23.2
2021-04-23,35.5
2021-04-24,27.6
2021-04-25,14.9
2021-04-26,20.0
2021-04-27,41.0
2021-04-28,32.6
2021-04-29,26.2
2021-04-30,27.4
2021-05-01,24.1
2021-05-02,27.0
2021-05-03,10.5
2021-05-04,31.7
2021-05-05,36.5
2021-05-06,30.9
2021-05-07,35.2
2021-05-08,13.1
2021-05-09,13.5
2021-05-10,10.6
2021-05-11,19.4
2021-05-12,12.2
2021-05-13,31.7
2021-05-14,24.4
2021-05-15,19.8
2021-05-16,14.5
2021-05-17,40.3
2021-05-18,21.6
2021-05-19,36.1
2021-05-20,16.8
2021-05-21,9.2
2021-05-22,29.2
2021-05-23,11.3
2021-05-24,22.5
2021-05-25,28.2
2021-05-26,39.5
2021-05-27,45.6
2021-05-28,35.4
2021-05-29,25.2
2021-05-30,14.1
2021-05-31,18.6
2021-06-01,26.8
2021-06-02,33.7
2021-06-03,17.7
2021-06-04,23.4
2021-06-05,22.6
2021-06-06,18.8
2021-06-07,14.6
2021-06-08,18.2
2021-06-09,18.6
2021-06-10,11.4
2021-06-11,14.2
2021-06-12,20.0
2021-06-13,16.3
2021-06-14,18.9
2021-06-15,20.8
2021-06-16,19.2
2021-06-17,22.5
2021-06-18,22.5
