Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
KC1,NO,03/06/2018 00:00,1.90000,ug m-3,R
KC1,NO,04/06/2018 00:00,1.30000,ug m-3,R
KC1,NO,05/06/2018 00:00,1.60000,ug m-3,R
KC1,NO,06/06/2018 00:00,1.90000,ug m-3,R
KC1,NO,07/06/2018 00:00,2.00000,ug m-3,R
KC1,NO,08/06/2018 00:00,2.00000,ug m-3,R
KC1,NO,09/06/2018 00:00,1.50000,ug m-3,R
KC1,NO,10/06/2018 00:00,1.20000,ug m-3,R
KC1,NO,11/06/2018 00:00,2.70000,ug m-3,R
KC1,NO,12/06/2018 00:00,1.90000,ug m-3,R
KC1,NO,13/06/2018 00:00,3.90000,ug m-3,R
KC1,NO,14/06/2018 00:00,1.80000,ug m-3,R
KC1,NO,15/06/2018 00:00,4.80000,ug m-3,R
KC1,NO,16/06/2018 00:00,0.90000,ug m-3,R
KC1,NO,17/06/2018 00:00,0.70000,ug m-3,R
KC1,NO,18/06/2018 00:00,1.30000,ug m-3,R
KC1,NO,19/06/2018 00:00,2.00000,ug m-3,R
KC1,NO,20/06/2018 00:00,3.20000,ug m-3,R
KC1,NO,21/06/2018 00:00,1.70000,ug m-3,R
KC1,NO,22/06/2018 00:00,2.40000,ug m-3,R
KC1,NO,23/06/2018 00:00,1.50000,ug m-3,R
KC1,NO,24/06/2018 00:00,1.10000,ug m-3,R
KC1,NO,25/06/2018 00:00,2.00000,ug m-3,R
KC1,NO,26/06/2018 00:00,6.50000,ug m-3,R
KC1,NO,27/06/2018 00:00,2.50000,ug m-3,R
KC1,NO,28/06/2018 00:00,2.00000,ug m-3,R
KC1,NO,29/06/2018 00:00,2.20000,ug m-3,R
KC1,NO,30/06/2018 00:00,1.10000,ug m-3,R
KC1,NO,01/07/2018 00:00,1.20000,ug m-3,R
KC1,NO,02/07/2018 00:00,1.90000,ug m-3,R
KC1,NO,03/07/2018 00:00,1.80000,ug m-3,R
