Hourly Data,,London N. Kensington,,,
02/01/2019,19:00:00,12.625,R ugm-3 (FIDAS),7.712,R ugm-3 (Ref.eq)
02/01/2019,20:00:00,13.075,R ugm-3 (FIDAS),7.972,R ugm-3 (Ref.eq)
02/01/2019,21:00:00,13.975,R ugm-3 (FIDAS),9.033,R ugm-3 (Ref.eq)
02/01/2019,22:00:00,13.1,R ugm-3 (FIDAS),8.184,R ugm-3 (Ref.eq)
02/01/2019,23:00:00,12.6,R ugm-3 (FIDAS),8.396,R ugm-3 (Ref.eq)
02/01/2019,24:00:00,12.65,R ugm-3 (FIDAS),7.807,R ugm-3 (Ref.eq)
03/01/2019,1:00:00,12.15,R ugm-3 (FIDAS),7.571,R ugm-3 (Ref.eq)
03/01/2019,2:00:00,11.15,R ugm-3 (FIDAS),7.005,R ugm-3 (Ref.eq)
03/01/2019,3:00:00,9.05,R ugm-3 (FIDAS),5.637,R ugm-3 (Ref.eq)
03/01/2019,4:00:00,8.825,R ugm-3 (FIDAS),5.283,R ugm-3 (Ref.eq)
03/01/2019,5:00:00,9.125,R ugm-3 (FIDAS),5.708,R ugm-3 (Ref.eq)
03/01/2019,6:00:00,8.1,R ugm-3 (FIDAS),5.259,R ugm-3 (Ref.eq)
03/01/2019,7:00:00,8.075,R ugm-3 (FIDAS),5.071,R ugm-3 (Ref.eq)
03/01/2019,8:00:00,7.725,R ugm-3 (FIDAS),4.67,R ugm-3 (Ref.eq)
03/01/2019,9:00:00,6.425,R ugm-3 (FIDAS),3.844,R ugm-3 (Ref.eq)
03/01/2019,10:00:00,8.25,R ugm-3 (FIDAS),4.505,R ugm-3 (Ref.eq)
03/01/2019,11:00:00,9.3,R ugm-3 (FIDAS),4.67,R ugm-3 (Ref.eq)
03/01/2019,12:00:00,8.4,R ugm-3 (FIDAS),4.505,R ugm-3 (Ref.eq)
03/01/2019,13:00:00,6.825,R ugm-3 (FIDAS),3.797,R ugm-3 (Ref.eq)
03/01/2019,14:00:00,5.325,R ugm-3 (FIDAS),3.302,R ugm-3 (Ref.eq)
03/01/2019,15:00:00,4.65,R ugm-3 (FIDAS),2.901,R ugm-3 (Ref.eq)
03/01/2019,16:00:00,12.8,R ugm-3 (FIDAS),7.783,R ugm-3 (Ref.eq)
03/01/2019,17:00:00,13.275,R ugm-3 (FIDAS),9.104,R ugm-3 (Ref.eq)
03/01/2019,18:00:00,15.1,R ugm-3 (FIDAS),10.542,R ugm-3 (Ref.eq)
03/01/2019,19:00:00,14.975,R ugm-3 (FIDAS),11.274,R ugm-3 (Ref.eq)
03/01/2019,20:00:00,17.45,R ugm-3 (FIDAS),14.458,R ugm-3 (Ref.eq)
03/01/2019,21:00:00,21.95,R ugm-3 (FIDAS),17.217,R ugm-3 (Ref.eq)
03/01/2019,22:00:00,24.4,R ugm-3 (FIDAS),19.906,R ugm-3 (Ref.eq)
03/01/2019,23:00:00,24.3,R ugm-3 (FIDAS),19.316,R ugm-3 (Ref.eq)
03/01/2019,24:00:00,19.325,R ugm-3 (FIDAS),16.226,R ugm-3 (Ref.eq)
04/01/2019,1:00:00,18.425,R ugm-3 (FIDAS),15.212,R ugm-3 (Ref.eq)
04/01/2019,2:00:00,15.575,R ugm-3 (FIDAS),13.019,R ugm-3 (Ref.eq)
04/01/2019,3:00:00,15.375,R ugm-3 (FIDAS),12.807,R ugm-3 (Ref.eq)
04/01/2019,4:00:00,17.725,R ugm-3 (FIDAS),15.118,R ugm-3 (Ref.eq)
04/01/2019,5:00:00,18.9,R ugm-3 (FIDAS),16.109,R ugm-3 (Ref.eq)
04/01/2019,6:00:00,21.925,R ugm-3 (FIDAS),18.656,R ugm-3 (Ref.eq)
04/01/2019,7:00:00,25.125,R ugm-3 (FIDAS),21.085,R ugm-3 (Ref.eq)
04/01/2019,8:00:00,26.05,R ugm-3 (FIDAS),22.099,R ugm-3 (Ref.eq)
04/01/2019,9:00:00,31.5,R ugm-3 (FIDAS),25.519,R ugm-3 (Ref.eq)
04/01/2019,10:00:00,37.175,R ugm-3 (FIDAS),29.316,R ugm-3 (Ref.eq)
04/01/2019,11:00:00,34.15,R ugm-3 (FIDAS),26.156,R ugm-3 (Ref.eq)
04/01/2019,12:00:00,24.875,R ugm-3 (FIDAS),19.245,R ugm-3 (Ref.eq)
04/01/2019,13:00:00,19.5,R ugm-3 (FIDAS),15.094,R ugm-3 (Ref.eq)
04/01/2019,14:00:00,19.8,R ugm-3 (FIDAS),15.613,R ugm-3 (Ref.eq)
04/01/2019,15:00:00,18.275,R ugm-3 (FIDAS),14.316,R ugm-3 (Ref.eq)
04/01/2019,16:00:00,16.75,R ugm-3 (FIDAS),13.326,R ugm-3 (Ref.eq)
04/01/2019,17:00:00,19.6,R ugm-3 (FIDAS),14.835,R ugm-3 (Ref.eq)
04/01/2019,18:00:00,23.825,R ugm-3 (FIDAS),17.689,R ugm-3 (Ref.eq)
04/01/2019,19:00:00,31.05,R ugm-3 (FIDAS),25.118,R ugm-3 (Ref.eq)
04/01/2019,20:00:00,34.7,R ugm-3 (FIDAS),28.396,R ugm-3 (Ref.eq)
04/01/2019,21:00:00,34.075,R ugm-3 (FIDAS),28.184,R ugm-3 (Ref.eq)
04/01/2019,22:00:00,35.3,R ugm-3 (FIDAS),28.774,R ugm-3 (Ref.eq)
04/01/2019,23:00:00,37.575,R ugm-3 (FIDAS),30.094,R ugm-3 (Ref.eq)
04/01/2019,24:00:00,37.025,R ugm-3 (FIDAS),30.684,R ugm-3 (Ref.eq)
05/01/2019,1:00:00,36.575,R ugm-3 (FIDAS),30.212,R ugm-3 (Ref.eq)
05/01/2019,2:00:00,34.375,R ugm-3 (FIDAS),29.293,R ugm-3 (Ref.eq)
05/01/2019,3:00:00,33.5,R ugm-3 (FIDAS),28.514,R ugm-3 (Ref.eq)
05/01/2019,4:00:00,31.675,R ugm-3 (FIDAS),27.217,R ugm-3 (Ref.eq)
05/01/2019,5:00:00,29.575,R ugm-3 (FIDAS),25.543,R ugm-3 (Ref.eq)
05/01/2019,6:00:00,35.1,R ugm-3 (FIDAS),25.755,R ugm-3 (Ref.eq)
05/01/2019,7:00:00,28.775,R ugm-3 (FIDAS),24.01,R ugm-3 (Ref.eq)
05/01/2019,8:00:00,26.45,R ugm-3 (FIDAS),21.934,R ugm-3 (Ref.eq)
05/01/2019,9:00:00,24.35,R ugm-3 (FIDAS),20.307,R ugm-3 (Ref.eq)
05/01/2019,10:00:00,24.25,R ugm-3 (FIDAS),20.613,R ugm-3 (Ref.eq)
05/01/2019,11:00:00,23.825,R ugm-3 (FIDAS),20.613,R ugm-3 (Ref.eq)
05/01/2019,12:00:00,17.575,R ugm-3 (FIDAS),14.528,R ugm-3 (Ref.eq)
05/01/2019,13:00:00,15.3,R ugm-3 (FIDAS),12.665,R ugm-3 (Ref.eq)
05/01/2019,14:00:00,16.075,R ugm-3 (FIDAS),13.066,R ugm-3 (Ref.eq)
05/01/2019,15:00:00,16.525,R ugm-3 (FIDAS),13.42,R ugm-3 (Ref.eq)
05/01/2019,16:00:00,17.675,R ugm-3 (FIDAS),13.349,R ugm-3 (Ref.eq)
05/01/2019,17:00:00,17.275,R ugm-3 (FIDAS),13.679,R ugm-3 (Ref.eq)
05/01/2019,18:00:00,20.475,R ugm-3 (FIDAS),16.675,R ugm-3 (Ref.eq)
05/01/2019,19:00:00,23.1,R ugm-3 (FIDAS),19.151,R ugm-3 (Ref.eq)
05/01/2019,20:00:00,22.375,R ugm-3 (FIDAS),18.797,R ugm-3 (Ref.eq)
05/01/2019,21:00:00,23.675,R ugm-3 (FIDAS),19.646,R ugm-3 (Ref.eq)
05/01/2019,22:00:00,24.625,R ugm-3 (FIDAS),20.472,R ugm-3 (Ref.eq)
05/01/2019,23:00:00,23.925,R ugm-3 (FIDAS),20.118,R ugm-3 (Ref.eq)
05/01/2019,24:00:00,29.225,R ugm-3 (FIDAS),25.33,R ugm-3 (Ref.eq)
06/01/2019,1:00:00,27.225,R ugm-3 (FIDAS),23.09,R ugm-3 (Ref.eq)
06/01/2019,2:00:00,25.525,R ugm-3 (FIDAS),21.934,R ugm-3 (Ref.eq)
06/01/2019,3:00:00,23.6,R ugm-3 (FIDAS),20.212,R ugm-3 (Ref.eq)
06/01/2019,4:00:00,21.125,R ugm-3 (FIDAS),18.113,R ugm-3 (Ref.eq)
06/01/2019,5:00:00,21.3,R ugm-3 (FIDAS),17.736,R ugm-3 (Ref.eq)
06/01/2019,6:00:00,21.1,R ugm-3 (FIDAS),17.925,R ugm-3 (Ref.eq)
06/01/2019,7:00:00,21.275,R ugm-3 (FIDAS),18.16,R ugm-3 (Ref.eq)
06/01/2019,8:00:00,20.95,R ugm-3 (FIDAS),17.712,R ugm-3 (Ref.eq)
06/01/2019,9:00:00,20.45,R ugm-3 (FIDAS),17.005,R ugm-3 (Ref.eq)
06/01/2019,10:00:00,19.25,R ugm-3 (FIDAS),15.943,R ugm-3 (Ref.eq)
06/01/2019,11:00:00,18.7,R ugm-3 (FIDAS),14.505,R ugm-3 (Ref.eq)
06/01/2019,12:00:00,16.875,R ugm-3 (FIDAS),12.076,R ugm-3 (Ref.eq)
06/01/2019,13:00:00,14.925,R ugm-3 (FIDAS),8.986,R ugm-3 (Ref.eq)
06/01/2019,14:00:00,15.45,R ugm-3 (FIDAS),8.656,R ugm-3 (Ref.eq)
06/01/2019,15:00:00,16.075,R ugm-3 (FIDAS),9.599,R ugm-3 (Ref.eq)
06/01/2019,16:00:00,17.7,R ugm-3 (FIDAS),10.259,R ugm-3 (Ref.eq)
06/01/2019,17:00:00,18.375,R ugm-3 (FIDAS),10.943,R ugm-3 (Ref.eq)
06/01/2019,18:00:00,19.575,R ugm-3 (FIDAS),12.995,R ugm-3 (Ref.eq)
06/01/2019,19:00:00,22.175,R ugm-3 (FIDAS),14.623,R ugm-3 (Ref.eq)
06/01/2019,20:00:00,25.275,R ugm-3 (FIDAS),17.547,R ugm-3 (Ref.eq)
06/01/2019,21:00:00,25,R ugm-3 (FIDAS),15.778,R ugm-3 (Ref.eq)
06/01/2019,22:00:00,24.675,R ugm-3 (FIDAS),15.425,R ugm-3 (Ref.eq)
06/01/2019,23:00:00,25.4,R ugm-3 (FIDAS),15.943,R ugm-3 (Ref.eq)
06/01/2019,24:00:00,24.075,R ugm-3 (FIDAS),15.094,R ugm-3 (Ref.eq)
07/01/2019,1:00:00,22.975,R ugm-3 (FIDAS),14.693,R ugm-3 (Ref.eq)
07/01/2019,2:00:00,20.65,R ugm-3 (FIDAS),13.467,R ugm-3 (Ref.eq)
07/01/2019,3:00:00,18.225,R ugm-3 (FIDAS),11.274,R ugm-3 (Ref.eq)
07/01/2019,4:00:00,12.4,R ugm-3 (FIDAS),7.665,R ugm-3 (Ref.eq)
07/01/2019,5:00:00,13.925,R ugm-3 (FIDAS),7.854,R ugm-3 (Ref.eq)
07/01/2019,6:00:00,17.1,R ugm-3 (FIDAS),9.646,R ugm-3 (Ref.eq)
07/01/2019,7:00:00,17.275,R ugm-3 (FIDAS),9.976,R ugm-3 (Ref.eq)
07/01/2019,8:00:00,17,R ugm-3 (FIDAS),9.458,R ugm-3 (Ref.eq)
07/01/2019,9:00:00,17.35,R ugm-3 (FIDAS),9.811,R ugm-3 (Ref.eq)
07/01/2019,10:00:00,21.3,R ugm-3 (FIDAS),10.731,R ugm-3 (Ref.eq)
07/01/2019,11:00:00,18.65,R ugm-3 (FIDAS),9.835,R ugm-3 (Ref.eq)
07/01/2019,12:00:00,17,R ugm-3 (FIDAS),9.67,R ugm-3 (Ref.eq)
07/01/2019,13:00:00,17.55,R ugm-3 (FIDAS),11.344,R ugm-3 (Ref.eq)
07/01/2019,14:00:00,12.475,R ugm-3 (FIDAS),8.184,R ugm-3 (Ref.eq)
07/01/2019,15:00:00,8.875,R ugm-3 (FIDAS),5.873,R ugm-3 (Ref.eq)
07/01/2019,16:00:00,7.05,R ugm-3 (FIDAS),4.67,R ugm-3 (Ref.eq)
07/01/2019,17:00:00,8.225,R ugm-3 (FIDAS),5.613,R ugm-3 (Ref.eq)
07/01/2019,18:00:00,12.2,R ugm-3 (FIDAS),7.594,R ugm-3 (Ref.eq)
07/01/2019,19:00:00,12.3,R ugm-3 (FIDAS),7.382,R ugm-3 (Ref.eq)
07/01/2019,20:00:00,11.7,R ugm-3 (FIDAS),6.934,R ugm-3 (Ref.eq)
07/01/2019,21:00:00,11.225,R ugm-3 (FIDAS),6.627,R ugm-3 (Ref.eq)
07/01/2019,22:00:00,9.95,R ugm-3 (FIDAS),5.825,R ugm-3 (Ref.eq)
07/01/2019,23:00:00,6.45,R ugm-3 (FIDAS),4.481,R ugm-3 (Ref.eq)
07/01/2019,24:00:00,8.925,R ugm-3 (FIDAS),4.693,R ugm-3 (Ref.eq)
08/01/2019,1:00:00,13,R ugm-3 (FIDAS),5.59,R ugm-3 (Ref.eq)
08/01/2019,2:00:00,10.2,R ugm-3 (FIDAS),5.024,R ugm-3 (Ref.eq)
08/01/2019,3:00:00,9.925,R ugm-3 (FIDAS),4.859,R ugm-3 (Ref.eq)
08/01/2019,4:00:00,10.9,R ugm-3 (FIDAS),5.047,R ugm-3 (Ref.eq)
08/01/2019,5:00:00,9.725,R ugm-3 (FIDAS),4.929,R ugm-3 (Ref.eq)
08/01/2019,6:00:00,11.05,R ugm-3 (FIDAS),4.764,R ugm-3 (Ref.eq)
08/01/2019,7:00:00,9.025,R ugm-3 (FIDAS),4.623,R ugm-3 (Ref.eq)
08/01/2019,8:00:00,8.85,R ugm-3 (FIDAS),4.835,R ugm-3 (Ref.eq)
08/01/2019,9:00:00,11.825,R ugm-3 (FIDAS),5.637,R ugm-3 (Ref.eq)
08/01/2019,10:00:00,17.775,R ugm-3 (FIDAS),8.019,R ugm-3 (Ref.eq)
08/01/2019,11:00:00,19.25,R ugm-3 (FIDAS),9.599,R ugm-3 (Ref.eq)
08/01/2019,12:00:00,20.575,R ugm-3 (FIDAS),10.401,R ugm-3 (Ref.eq)
08/01/2019,13:00:00,17.875,R ugm-3 (FIDAS),9.033,R ugm-3 (Ref.eq)
08/01/2019,14:00:00,15.75,R ugm-3 (FIDAS),7.995,R ugm-3 (Ref.eq)
08/01/2019,15:00:00,15.8,R ugm-3 (FIDAS),7.689,R ugm-3 (Ref.eq)
08/01/2019,16:00:00,16,R ugm-3 (FIDAS),7.901,R ugm-3 (Ref.eq)
08/01/2019,17:00:00,19.425,R ugm-3 (FIDAS),9.363,R ugm-3 (Ref.eq)
08/01/2019,18:00:00,21.05,R ugm-3 (FIDAS),11.486,R ugm-3 (Ref.eq)
08/01/2019,19:00:00,22,R ugm-3 (FIDAS),12.382,R ugm-3 (Ref.eq)
08/01/2019,20:00:00,23.575,R ugm-3 (FIDAS),13.208,R ugm-3 (Ref.eq)
08/01/2019,21:00:00,22.025,R ugm-3 (FIDAS),12.995,R ugm-3 (Ref.eq)
08/01/2019,22:00:00,20.425,R ugm-3 (FIDAS),12.689,R ugm-3 (Ref.eq)
08/01/2019,23:00:00,20.55,R ugm-3 (FIDAS),12.547,R ugm-3 (Ref.eq)
08/01/2019,24:00:00,18.325,R ugm-3 (FIDAS),11.84,R ugm-3 (Ref.eq)
09/01/2019,1:00:00,14.75,R ugm-3 (FIDAS),9.646,R ugm-3 (Ref.eq)
09/01/2019,2:00:00,12.775,R ugm-3 (FIDAS),8.396,R ugm-3 (Ref.eq)
09/01/2019,3:00:00,16.1,R ugm-3 (FIDAS),7.193,R ugm-3 (Ref.eq)
09/01/2019,4:00:00,8.375,R ugm-3 (FIDAS),5.613,R ugm-3 (Ref.eq)
09/01/2019,5:00:00,8.2,R ugm-3 (FIDAS),5.094,R ugm-3 (Ref.eq)
09/01/2019,6:00:00,8.8,R ugm-3 (FIDAS),5.259,R ugm-3 (Ref.eq)
09/01/2019,7:00:00,9,R ugm-3 (FIDAS),4.976,R ugm-3 (Ref.eq)
09/01/2019,8:00:00,10.8,R ugm-3 (FIDAS),5.259,R ugm-3 (Ref.eq)
09/01/2019,9:00:00,16.575,R ugm-3 (FIDAS),6.651,R ugm-3 (Ref.eq)
09/01/2019,10:00:00,11.3,R ugm-3 (FIDAS),6.038,R ugm-3 (Ref.eq)
09/01/2019,11:00:00,10.225,R ugm-3 (FIDAS),5.778,R ugm-3 (Ref.eq)
09/01/2019,12:00:00,11.85,R ugm-3 (FIDAS),5.283,R ugm-3 (Ref.eq)
09/01/2019,13:00:00,10.6,R ugm-3 (FIDAS),5.495,R ugm-3 (Ref.eq)
09/01/2019,14:00:00,10.25,R ugm-3 (FIDAS),5.519,R ugm-3 (Ref.eq)
09/01/2019,15:00:00,11.45,R ugm-3 (FIDAS),5.59,R ugm-3 (Ref.eq)
09/01/2019,16:00:00,11.825,R ugm-3 (FIDAS),5.613,R ugm-3 (Ref.eq)
09/01/2019,17:00:00,10.45,R ugm-3 (FIDAS),5.519,R ugm-3 (Ref.eq)
09/01/2019,18:00:00,12.6,R ugm-3 (FIDAS),7.028,R ugm-3 (Ref.eq)
09/01/2019,19:00:00,14.2,R ugm-3 (FIDAS),8.326,R ugm-3 (Ref.eq)
09/01/2019,20:00:00,14.325,R ugm-3 (FIDAS),9.623,R ugm-3 (Ref.eq)
09/01/2019,21:00:00,14.575,R ugm-3 (FIDAS),10.33,R ugm-3 (Ref.eq)
09/01/2019,22:00:00,15.175,R ugm-3 (FIDAS),10.967,R ugm-3 (Ref.eq)
09/01/2019,23:00:00,14.825,R ugm-3 (FIDAS),11.25,R ugm-3 (Ref.eq)
09/01/2019,24:00:00,14.9,R ugm-3 (FIDAS),11.179,R ugm-3 (Ref.eq)
10/01/2019,1:00:00,15.65,R ugm-3 (FIDAS),12.052,R ugm-3 (Ref.eq)
10/01/2019,2:00:00,17.2,R ugm-3 (FIDAS),13.349,R ugm-3 (Ref.eq)
10/01/2019,3:00:00,18.5,R ugm-3 (FIDAS),14.835,R ugm-3 (Ref.eq)
10/01/2019,4:00:00,19.75,R ugm-3 (FIDAS),15.613,R ugm-3 (Ref.eq)
10/01/2019,5:00:00,21.5,R ugm-3 (FIDAS),16.769,R ugm-3 (Ref.eq)
10/01/2019,6:00:00,24.3,R ugm-3 (FIDAS),20.59,R ugm-3 (Ref.eq)
10/01/2019,7:00:00,29.4,R ugm-3 (FIDAS),24.67,R ugm-3 (Ref.eq)
10/01/2019,8:00:00,32.025,R ugm-3 (FIDAS),26.627,R ugm-3 (Ref.eq)
10/01/2019,9:00:00,31.05,R ugm-3 (FIDAS),25.024,R ugm-3 (Ref.eq)
10/01/2019,10:00:00,42.575,R ugm-3 (FIDAS),25.849,R ugm-3 (Ref.eq)
10/01/2019,11:00:00,40.2,R ugm-3 (FIDAS),26.793,R ugm-3 (Ref.eq)
10/01/2019,12:00:00,35.025,R ugm-3 (FIDAS),24.977,R ugm-3 (Ref.eq)
10/01/2019,13:00:00,29.1,R ugm-3 (FIDAS),21.156,R ugm-3 (Ref.eq)
10/01/2019,14:00:00,31.325,R ugm-3 (FIDAS),20.943,R ugm-3 (Ref.eq)
10/01/2019,15:00:00,24.625,R ugm-3 (FIDAS),17.382,R ugm-3 (Ref.eq)
10/01/2019,16:00:00,25.5,R ugm-3 (FIDAS),18.278,R ugm-3 (Ref.eq)
10/01/2019,17:00:00,28.875,R ugm-3 (FIDAS),21.227,R ugm-3 (Ref.eq)
10/01/2019,18:00:00,28.675,R ugm-3 (FIDAS),21.981,R ugm-3 (Ref.eq)
10/01/2019,19:00:00,28.95,R ugm-3 (FIDAS),23.043,R ugm-3 (Ref.eq)
10/01/2019,20:00:00,29.05,R ugm-3 (FIDAS),23.538,R ugm-3 (Ref.eq)
10/01/2019,21:00:00,29.6,R ugm-3 (FIDAS),23.632,R ugm-3 (Ref.eq)
10/01/2019,22:00:00,30.55,R ugm-3 (FIDAS),24.033,R ugm-3 (Ref.eq)
10/01/2019,23:00:00,29.225,R ugm-3 (FIDAS),25.024,R ugm-3 (Ref.eq)
10/01/2019,24:00:00,24.225,R ugm-3 (FIDAS),21.179,R ugm-3 (Ref.eq)
11/01/2019,1:00:00,13.2,R ugm-3 (FIDAS),11.392,R ugm-3 (Ref.eq)
11/01/2019,2:00:00,12.85,R ugm-3 (FIDAS),10.542,R ugm-3 (Ref.eq)
11/01/2019,3:00:00,14.9,R ugm-3 (FIDAS),12.807,R ugm-3 (Ref.eq)
11/01/2019,4:00:00,16.35,R ugm-3 (FIDAS),14.599,R ugm-3 (Ref.eq)
11/01/2019,5:00:00,18,R ugm-3 (FIDAS),15.849,R ugm-3 (Ref.eq)
11/01/2019,6:00:00,19.05,R ugm-3 (FIDAS),16.769,R ugm-3 (Ref.eq)
11/01/2019,7:00:00,18.9,R ugm-3 (FIDAS),16.061,R ugm-3 (Ref.eq)
11/01/2019,8:00:00,17.9,R ugm-3 (FIDAS),15.472,R ugm-3 (Ref.eq)
11/01/2019,9:00:00,17.975,R ugm-3 (FIDAS),14.528,R ugm-3 (Ref.eq)
11/01/2019,10:00:00,18.3,R ugm-3 (FIDAS),14.245,R ugm-3 (Ref.eq)
11/01/2019,11:00:00,18.425,R ugm-3 (FIDAS),13.915,R ugm-3 (Ref.eq)
11/01/2019,12:00:00,18.025,R ugm-3 (FIDAS),13.703,R ugm-3 (Ref.eq)
11/01/2019,13:00:00,23.5,R ugm-3 (FIDAS),13.703,R ugm-3 (Ref.eq)
11/01/2019,14:00:00,21.35,R ugm-3 (FIDAS),14.552,R ugm-3 (Ref.eq)
11/01/2019,15:00:00,19.8,R ugm-3 (FIDAS),13.703,R ugm-3 (Ref.eq)
11/01/2019,16:00:00,20.75,R ugm-3 (FIDAS),15.165,R ugm-3 (Ref.eq)
11/01/2019,17:00:00,20.775,R ugm-3 (FIDAS),14.505,R ugm-3 (Ref.eq)
11/01/2019,18:00:00,19.375,R ugm-3 (FIDAS),12.925,R ugm-3 (Ref.eq)
11/01/2019,19:00:00,20.325,R ugm-3 (FIDAS),10.802,R ugm-3 (Ref.eq)
11/01/2019,20:00:00,14.9,R ugm-3 (FIDAS),10.071,R ugm-3 (Ref.eq)
11/01/2019,21:00:00,11.075,R ugm-3 (FIDAS),8.892,R ugm-3 (Ref.eq)
11/01/2019,22:00:00,12.475,R ugm-3 (FIDAS),9.458,R ugm-3 (Ref.eq)
11/01/2019,23:00:00,14,R ugm-3 (FIDAS),9.788,R ugm-3 (Ref.eq)
11/01/2019,24:00:00,12.5,R ugm-3 (FIDAS),9.151,R ugm-3 (Ref.eq)
12/01/2019,1:00:00,10.9,R ugm-3 (FIDAS),8.349,R ugm-3 (Ref.eq)
12/01/2019,2:00:00,8.775,R ugm-3 (FIDAS),6.604,R ugm-3 (Ref.eq)
12/01/2019,3:00:00,7.025,R ugm-3 (FIDAS),5.354,R ugm-3 (Ref.eq)
12/01/2019,4:00:00,6.175,R ugm-3 (FIDAS),4.788,R ugm-3 (Ref.eq)
12/01/2019,5:00:00,5.275,R ugm-3 (FIDAS),4.198,R ugm-3 (Ref.eq)
12/01/2019,6:00:00,6.25,R ugm-3 (FIDAS),4.552,R ugm-3 (Ref.eq)
12/01/2019,7:00:00,5.375,R ugm-3 (FIDAS),4.434,R ugm-3 (Ref.eq)
12/01/2019,8:00:00,5.65,R ugm-3 (FIDAS),4.434,R ugm-3 (Ref.eq)
12/01/2019,9:00:00,6.225,R ugm-3 (FIDAS),4.646,R ugm-3 (Ref.eq)
