Hourly Data,,London N. Kensington,,,
06/01/2022,2:00:00,20.3,R ugm-3 (FIDAS),15.189,R ugm-3 (Ref.eq)
06/01/2022,3:00:00,19,R ugm-3 (FIDAS),14.245,R ugm-3 (Ref.eq)
06/01/2022,4:00:00,18.3,R ugm-3 (FIDAS),13.302,R ugm-3 (Ref.eq)
06/01/2022,5:00:00,16.8,R ugm-3 (FIDAS),12.547,R ugm-3 (Ref.eq)
06/01/2022,6:00:00,15.9,R ugm-3 (FIDAS),12.17,R ugm-3 (Ref.eq)
06/01/2022,7:00:00,14.2,R ugm-3 (FIDAS),10.849,R ugm-3 (Ref.eq)
06/01/2022,8:00:00,14.3,R ugm-3 (FIDAS),10.943,R ugm-3 (Ref.eq)
06/01/2022,9:00:00,14.8,R ugm-3 (FIDAS),11.415,R ugm-3 (Ref.eq)
06/01/2022,10:00:00,21,R ugm-3 (FIDAS),12.83,R ugm-3 (Ref.eq)
06/01/2022,11:00:00,18.9,R ugm-3 (FIDAS),11.226,R ugm-3 (Ref.eq)
06/01/2022,12:00:00,18.7,R ugm-3 (FIDAS),9.528,R ugm-3 (Ref.eq)
06/01/2022,13:00:00,17.5,R ugm-3 (FIDAS),9.057,R ugm-3 (Ref.eq)
06/01/2022,14:00:00,12.7,R ugm-3 (FIDAS),6.887,R ugm-3 (Ref.eq)
06/01/2022,15:00:00,10.9,R ugm-3 (FIDAS),6.792,R ugm-3 (Ref.eq)
06/01/2022,16:00:00,11.1,R ugm-3 (FIDAS),5.943,R ugm-3 (Ref.eq)
06/01/2022,17:00:00,9,R ugm-3 (FIDAS),4.717,R ugm-3 (Ref.eq)
06/01/2022,18:00:00,10.4,R ugm-3 (FIDAS),5,R ugm-3 (Ref.eq)
06/01/2022,19:00:00,8.5,R ugm-3 (FIDAS),5,R ugm-3 (Ref.eq)
06/01/2022,20:00:00,4.7,R ugm-3 (FIDAS),3.302,R ugm-3 (Ref.eq)
06/01/2022,21:00:00,2.5,R ugm-3 (FIDAS),1.981,R ugm-3 (Ref.eq)
06/01/2022,22:00:00,2.8,R ugm-3 (FIDAS),1.981,R ugm-3 (Ref.eq)
06/01/2022,23:00:00,4.6,R ugm-3 (FIDAS),3.302,R ugm-3 (Ref.eq)
06/01/2022,24:00:00,7.6,R ugm-3 (FIDAS),4.34,R ugm-3 (Ref.eq)
07/01/2022,1:00:00,5.3,R ugm-3 (FIDAS),3.113,R ugm-3 (Ref.eq)
07/01/2022,2:00:00,4.2,R ugm-3 (FIDAS),2.075,R ugm-3 (Ref.eq)
07/01/2022,3:00:00,6.6,R ugm-3 (FIDAS),2.925,R ugm-3 (Ref.eq)
07/01/2022,4:00:00,8.5,R ugm-3 (FIDAS),3.962,R ugm-3 (Ref.eq)
07/01/2022,5:00:00,7.5,R ugm-3 (FIDAS),3.868,R ugm-3 (Ref.eq)
07/01/2022,6:00:00,4.8,R ugm-3 (FIDAS),2.547,R ugm-3 (Ref.eq)
07/01/2022,7:00:00,3.7,R ugm-3 (FIDAS),1.887,R ugm-3 (Ref.eq)
07/01/2022,8:00:00,4,R ugm-3 (FIDAS),2.17,R ugm-3 (Ref.eq)
07/01/2022,9:00:00,5.3,R ugm-3 (FIDAS),2.642,R ugm-3 (Ref.eq)
07/01/2022,10:00:00,5.5,R ugm-3 (FIDAS),2.83,R ugm-3 (Ref.eq)
07/01/2022,11:00:00,5.9,R ugm-3 (FIDAS),2.83,R ugm-3 (Ref.eq)
07/01/2022,12:00:00,6.8,R ugm-3 (FIDAS),3.113,R ugm-3 (Ref.eq)
07/01/2022,13:00:00,9.8,R ugm-3 (FIDAS),3.868,R ugm-3 (Ref.eq)
07/01/2022,14:00:00,10.2,R ugm-3 (FIDAS),4.528,R ugm-3 (Ref.eq)
07/01/2022,15:00:00,11.6,R ugm-3 (FIDAS),4.811,R ugm-3 (Ref.eq)
07/01/2022,16:00:00,9.9,R ugm-3 (FIDAS),5.283,R ugm-3 (Ref.eq)
07/01/2022,17:00:00,5.8,R ugm-3 (FIDAS),3.113,R ugm-3 (Ref.eq)
07/01/2022,18:00:00,2.9,R ugm-3 (FIDAS),1.887,R ugm-3 (Ref.eq)
07/01/2022,19:00:00,4.9,R ugm-3 (FIDAS),3.585,R ugm-3 (Ref.eq)
07/01/2022,20:00:00,6.6,R ugm-3 (FIDAS),5.66,R ugm-3 (Ref.eq)
07/01/2022,21:00:00,7.6,R ugm-3 (FIDAS),6.132,R ugm-3 (Ref.eq)
07/01/2022,22:00:00,7.8,R ugm-3 (FIDAS),6.792,R ugm-3 (Ref.eq)
07/01/2022,23:00:00,9.7,R ugm-3 (FIDAS),8.585,R ugm-3 (Ref.eq)
07/01/2022,24:00:00,10.3,R ugm-3 (FIDAS),8.774,R ugm-3 (Ref.eq)
08/01/2022,1:00:00,10.6,R ugm-3 (FIDAS),9.434,R ugm-3 (Ref.eq)
08/01/2022,2:00:00,11.1,R ugm-3 (FIDAS),9.811,R ugm-3 (Ref.eq)
08/01/2022,3:00:00,10.4,R ugm-3 (FIDAS),8.868,R ugm-3 (Ref.eq)
08/01/2022,4:00:00,9.2,R ugm-3 (FIDAS),7.264,R ugm-3 (Ref.eq)
08/01/2022,5:00:00,8.3,R ugm-3 (FIDAS),5.943,R ugm-3 (Ref.eq)
08/01/2022,6:00:00,7.9,R ugm-3 (FIDAS),4.34,R ugm-3 (Ref.eq)
08/01/2022,7:00:00,8.1,R ugm-3 (FIDAS),4.434,R ugm-3 (Ref.eq)
08/01/2022,8:00:00,8.6,R ugm-3 (FIDAS),5.283,R ugm-3 (Ref.eq)
08/01/2022,9:00:00,10.1,R ugm-3 (FIDAS),6.509,R ugm-3 (Ref.eq)
08/01/2022,10:00:00,10.7,R ugm-3 (FIDAS),6.604,R ugm-3 (Ref.eq)
08/01/2022,11:00:00,8.3,R ugm-3 (FIDAS),5.377,R ugm-3 (Ref.eq)
08/01/2022,12:00:00,4.5,R ugm-3 (FIDAS),2.925,R ugm-3 (Ref.eq)
08/01/2022,13:00:00,3.4,R ugm-3 (FIDAS),2.17,R ugm-3 (Ref.eq)
08/01/2022,14:00:00,2.5,R ugm-3 (FIDAS),1.604,R ugm-3 (Ref.eq)
08/01/2022,15:00:00,3.2,R ugm-3 (FIDAS),1.981,R ugm-3 (Ref.eq)
08/01/2022,16:00:00,4.8,R ugm-3 (FIDAS),3.019,R ugm-3 (Ref.eq)
08/01/2022,17:00:00,7.5,R ugm-3 (FIDAS),4.906,R ugm-3 (Ref.eq)
08/01/2022,18:00:00,8.5,R ugm-3 (FIDAS),5.472,R ugm-3 (Ref.eq)
08/01/2022,19:00:00,12.4,R ugm-3 (FIDAS),7.359,R ugm-3 (Ref.eq)
08/01/2022,20:00:00,16.9,R ugm-3 (FIDAS),9.34,R ugm-3 (Ref.eq)
08/01/2022,21:00:00,8.6,R ugm-3 (FIDAS),5.189,R ugm-3 (Ref.eq)
08/01/2022,22:00:00,7.4,R ugm-3 (FIDAS),4.245,R ugm-3 (Ref.eq)
08/01/2022,23:00:00,9.8,R ugm-3 (FIDAS),5.189,R ugm-3 (Ref.eq)
08/01/2022,24:00:00,9.5,R ugm-3 (FIDAS),5.094,R ugm-3 (Ref.eq)
09/01/2022,1:00:00,9.6,R ugm-3 (FIDAS),5.094,R ugm-3 (Ref.eq)
09/01/2022,2:00:00,9.4,R ugm-3 (FIDAS),5,R ugm-3 (Ref.eq)
09/01/2022,3:00:00,9.9,R ugm-3 (FIDAS),5,R ugm-3 (Ref.eq)
09/01/2022,4:00:00,10,R ugm-3 (FIDAS),5.094,R ugm-3 (Ref.eq)
09/01/2022,5:00:00,10.5,R ugm-3 (FIDAS),5.189,R ugm-3 (Ref.eq)
09/01/2022,6:00:00,10.9,R ugm-3 (FIDAS),5.377,R ugm-3 (Ref.eq)
09/01/2022,7:00:00,11.1,R ugm-3 (FIDAS),5.472,R ugm-3 (Ref.eq)
09/01/2022,8:00:00,10.7,R ugm-3 (FIDAS),5.566,R ugm-3 (Ref.eq)
09/01/2022,9:00:00,10.8,R ugm-3 (FIDAS),5.66,R ugm-3 (Ref.eq)
09/01/2022,10:00:00,11.8,R ugm-3 (FIDAS),5.943,R ugm-3 (Ref.eq)
09/01/2022,11:00:00,12.1,R ugm-3 (FIDAS),6.132,R ugm-3 (Ref.eq)
09/01/2022,12:00:00,11.1,R ugm-3 (FIDAS),5.755,R ugm-3 (Ref.eq)
09/01/2022,13:00:00,10.8,R ugm-3 (FIDAS),5.472,R ugm-3 (Ref.eq)
09/01/2022,14:00:00,10.2,R ugm-3 (FIDAS),5.377,R ugm-3 (Ref.eq)
09/01/2022,15:00:00,12.2,R ugm-3 (FIDAS),5.849,R ugm-3 (Ref.eq)
09/01/2022,16:00:00,11.5,R ugm-3 (FIDAS),6.038,R ugm-3 (Ref.eq)
09/01/2022,17:00:00,13.5,R ugm-3 (FIDAS),7.642,R ugm-3 (Ref.eq)
09/01/2022,18:00:00,16.8,R ugm-3 (FIDAS),10.566,R ugm-3 (Ref.eq)
09/01/2022,19:00:00,22.7,R ugm-3 (FIDAS),16.132,R ugm-3 (Ref.eq)
09/01/2022,20:00:00,28.4,R ugm-3 (FIDAS),22.264,R ugm-3 (Ref.eq)
09/01/2022,21:00:00,31.3,R ugm-3 (FIDAS),25.189,R ugm-3 (Ref.eq)
09/01/2022,22:00:00,33,R ugm-3 (FIDAS),26.698,R ugm-3 (Ref.eq)
09/01/2022,23:00:00,34.1,R ugm-3 (FIDAS),27.83,R ugm-3 (Ref.eq)
09/01/2022,24:00:00,34.4,R ugm-3 (FIDAS),28.302,R ugm-3 (Ref.eq)
10/01/2022,1:00:00,27.5,R ugm-3 (FIDAS),22.547,R ugm-3 (Ref.eq)
10/01/2022,2:00:00,28.7,R ugm-3 (FIDAS),23.302,R ugm-3 (Ref.eq)
10/01/2022,3:00:00,25.9,R ugm-3 (FIDAS),21.227,R ugm-3 (Ref.eq)
10/01/2022,4:00:00,22.3,R ugm-3 (FIDAS),17.642,R ugm-3 (Ref.eq)
10/01/2022,5:00:00,21,R ugm-3 (FIDAS),15.943,R ugm-3 (Ref.eq)
10/01/2022,6:00:00,20.4,R ugm-3 (FIDAS),16.038,R ugm-3 (Ref.eq)
10/01/2022,7:00:00,20.1,R ugm-3 (FIDAS),15.566,R ugm-3 (Ref.eq)
10/01/2022,8:00:00,19.8,R ugm-3 (FIDAS),15,R ugm-3 (Ref.eq)
10/01/2022,9:00:00,21.9,R ugm-3 (FIDAS),13.302,R ugm-3 (Ref.eq)
10/01/2022,10:00:00,23.2,R ugm-3 (FIDAS),12.925,R ugm-3 (Ref.eq)
10/01/2022,11:00:00,21.6,R ugm-3 (FIDAS),11.038,R ugm-3 (Ref.eq)
10/01/2022,12:00:00,24.2,R ugm-3 (FIDAS),11.698,R ugm-3 (Ref.eq)
10/01/2022,13:00:00,23.7,R ugm-3 (FIDAS),11.887,R ugm-3 (Ref.eq)
10/01/2022,14:00:00,21.2,R ugm-3 (FIDAS),11.509,R ugm-3 (Ref.eq)
10/01/2022,15:00:00,21.5,R ugm-3 (FIDAS),12.547,R ugm-3 (Ref.eq)
10/01/2022,16:00:00,22.1,R ugm-3 (FIDAS),12.736,R ugm-3 (Ref.eq)
10/01/2022,17:00:00,19.1,R ugm-3 (FIDAS),11.321,R ugm-3 (Ref.eq)
10/01/2022,18:00:00,17.6,R ugm-3 (FIDAS),11.415,R ugm-3 (Ref.eq)
10/01/2022,19:00:00,18.8,R ugm-3 (FIDAS),12.83,R ugm-3 (Ref.eq)
10/01/2022,20:00:00,20.2,R ugm-3 (FIDAS),14.151,R ugm-3 (Ref.eq)
10/01/2022,21:00:00,19.4,R ugm-3 (FIDAS),14.906,R ugm-3 (Ref.eq)
10/01/2022,22:00:00,16.2,R ugm-3 (FIDAS),12.83,R ugm-3 (Ref.eq)
10/01/2022,23:00:00,16,R ugm-3 (FIDAS),12.736,R ugm-3 (Ref.eq)
10/01/2022,24:00:00,15.4,R ugm-3 (FIDAS),11.698,R ugm-3 (Ref.eq)
11/01/2022,1:00:00,18.3,R ugm-3 (FIDAS),13.774,R ugm-3 (Ref.eq)
11/01/2022,2:00:00,16.9,R ugm-3 (FIDAS),13.585,R ugm-3 (Ref.eq)
11/01/2022,3:00:00,20.7,R ugm-3 (FIDAS),15.472,R ugm-3 (Ref.eq)
11/01/2022,4:00:00,15.7,R ugm-3 (FIDAS),11.415,R ugm-3 (Ref.eq)
11/01/2022,5:00:00,11.2,R ugm-3 (FIDAS),7.925,R ugm-3 (Ref.eq)
11/01/2022,6:00:00,11.1,R ugm-3 (FIDAS),7.642,R ugm-3 (Ref.eq)
11/01/2022,7:00:00,8.4,R ugm-3 (FIDAS),6.415,R ugm-3 (Ref.eq)
11/01/2022,8:00:00,7.8,R ugm-3 (FIDAS),6.415,R ugm-3 (Ref.eq)
11/01/2022,9:00:00,6.9,R ugm-3 (FIDAS),5.755,R ugm-3 (Ref.eq)
11/01/2022,10:00:00,6.8,R ugm-3 (FIDAS),5.472,R ugm-3 (Ref.eq)
11/01/2022,11:00:00,8,R ugm-3 (FIDAS),6.038,R ugm-3 (Ref.eq)
11/01/2022,12:00:00,7.8,R ugm-3 (FIDAS),5.849,R ugm-3 (Ref.eq)
11/01/2022,13:00:00,8.3,R ugm-3 (FIDAS),6.321,R ugm-3 (Ref.eq)
11/01/2022,14:00:00,8.1,R ugm-3 (FIDAS),5.943,R ugm-3 (Ref.eq)
11/01/2022,15:00:00,9.8,R ugm-3 (FIDAS),7.17,R ugm-3 (Ref.eq)
11/01/2022,16:00:00,12.3,R ugm-3 (FIDAS),8.774,R ugm-3 (Ref.eq)
11/01/2022,17:00:00,10.7,R ugm-3 (FIDAS),7.264,R ugm-3 (Ref.eq)
11/01/2022,18:00:00,6.2,R ugm-3 (FIDAS),4.717,R ugm-3 (Ref.eq)
11/01/2022,19:00:00,9.5,R ugm-3 (FIDAS),8.113,R ugm-3 (Ref.eq)
11/01/2022,20:00:00,14.1,R ugm-3 (FIDAS),11.038,R ugm-3 (Ref.eq)
11/01/2022,21:00:00,18,R ugm-3 (FIDAS),13.019,R ugm-3 (Ref.eq)
11/01/2022,22:00:00,17.9,R ugm-3 (FIDAS),12.17,R ugm-3 (Ref.eq)
11/01/2022,23:00:00,19.3,R ugm-3 (FIDAS),12.736,R ugm-3 (Ref.eq)
11/01/2022,24:00:00,18,R ugm-3 (FIDAS),10.943,R ugm-3 (Ref.eq)
12/01/2022,1:00:00,19.4,R ugm-3 (FIDAS),12.925,R ugm-3 (Ref.eq)
12/01/2022,2:00:00,20.9,R ugm-3 (FIDAS),14.811,R ugm-3 (Ref.eq)
12/01/2022,3:00:00,21.5,R ugm-3 (FIDAS),14.906,R ugm-3 (Ref.eq)
12/01/2022,4:00:00,21.1,R ugm-3 (FIDAS),14.906,R ugm-3 (Ref.eq)
12/01/2022,5:00:00,20.3,R ugm-3 (FIDAS),14.34,R ugm-3 (Ref.eq)
12/01/2022,6:00:00,17.9,R ugm-3 (FIDAS),12.83,R ugm-3 (Ref.eq)
12/01/2022,7:00:00,15.6,R ugm-3 (FIDAS),11.226,R ugm-3 (Ref.eq)
12/01/2022,8:00:00,18.4,R ugm-3 (FIDAS),12.547,R ugm-3 (Ref.eq)
12/01/2022,9:00:00,22.9,R ugm-3 (FIDAS),14.528,R ugm-3 (Ref.eq)
12/01/2022,10:00:00,25,R ugm-3 (FIDAS),15.377,R ugm-3 (Ref.eq)
