TravelDate,DayOFWeek,Station,EntryTapCount,ExitTapCount,Borough
20200105,Sunday,Blackfriars,0,11,City of London
20200105,Sunday,Chancery Lane,3274,3562,City of London
20200105,Sunday,Liverpool Street,33318,34605,City of London
20200105,Sunday,Mansion House,0,6,City of London
20200105,Sunday,Monument,0,7,City of London
20200105,Sunday,Moorgate,5573,6119,City of London
20200106,Monday,Aldgate,14391,15098,City of London
20200106,Monday,Bank,66691,64594,City of London
20200106,Monday,Barbican,13653,14364,City of London
20200106,Monday,Blackfriars,11977,21778,City of London
20200106,Monday,Chancery Lane,24162,25207,City of London
20200106,Monday,Liverpool Street,86331,89731,City of London
20200106,Monday,Mansion House,9701,10499,City of London
20200106,Monday,Monument,19928,23673,City of London
20200106,Monday,Moorgate,38628,38256,City of London
20200107,Tuesday,Aldgate,15279,15627,City of London
20200107,Tuesday,Bank,72370,71645,City of London
20200107,Tuesday,Barbican,15758,15996,City of London
20200107,Tuesday,Blackfriars,13221,23212,City of London
20200107,Tuesday,Chancery Lane,25865,27805,City of London
20200107,Tuesday,Liverpool Street,89308,95535,City of London
20200107,Tuesday,Mansion House,10588,11295,City of London
20200107,Tuesday,Monument,22196,26050,City of London
20200107,Tuesday,Moorgate,41309,41220,City of London
20200108,Wednesday,Aldgate,15446,16320,City of London
20200108,Wednesday,Bank,75513,74095,City of London
20200108,Wednesday,Barbican,15877,16479,City of London
20200108,Wednesday,Blackfriars,13708,24332,City of London
20200108,Wednesday,Chancery Lane,27147,28696,City of London
20200108,Wednesday,Liverpool Street,92832,98516,City of London
20200108,Wednesday,Mansion House,10774,11556,City of London
20200108,Wednesday,Monument,22646,27167,City of London
20200108,Wednesday,Moorgate,42587,43033,City of London
20200109,Thursday,Aldgate,15901,16395,City of London
20200109,Thursday,Bank,81084,76756,City of London
20200109,Thursday,Barbican,17637,17616,City of London
20200109,Thursday,Blackfriars,14296,25076,City of London
20200109,Thursday,Chancery Lane,27773,29354,City of London
20200109,Thursday,Liverpool Street,98168,104831,City of London
20200109,Thursday,Mansion House,11338,12314,City of London
20200109,Thursday,Monument,23659,28771,City of London
20200109,Thursday,Moorgate,44248,44475,City of London
20200110,Friday,Aldgate,14611,15390,City of London
20200110,Friday,Bank,72666,69637,City of London
20200110,Friday,Barbican,15701,16086,City of London
20200110,Friday,Blackfriars,13111,23281,City of London
20200110,Friday,Chancery Lane,25529,27682,City of London
20200110,Friday,Liverpool Street,98650,101017,City of London
20200110,Friday,Mansion House,10628,11514,City of London
20200110,Friday,Monument,21702,27358,City of London
20200110,Friday,Moorgate,38398,39905,City of London
20200111,Saturday,Aldgate,3374,3626,City of London
20200111,Saturday,Bank,22655,18543,City of London
20200111,Saturday,Barbican,5165,5635,City of London
20200111,Saturday,Blackfriars,6280,9047,City of London
20200111,Saturday,Chancery Lane,6891,7206,City of London
20200111,Saturday,Liverpool Street,53760,56173,City of London
20200111,Saturday,Mansion House,2557,2834,City of London
20200111,Saturday,Monument,8373,15201,City of London
20200111,Saturday,Moorgate,9884,11738,City of London
20200112,Sunday,Aldgate,2091,2289,City of London
20200112,Sunday,Bank,12811,9467,City of London
20200112,Sunday,Barbican,3281,3707,City of London
20200112,Sunday,Blackfriars,4172,6356,City of London
20200112,Sunday,Chancery Lane,3524,3752,City of London
20200112,Sunday,Liverpool Street,29851,34559,City of London
20200112,Sunday,Mansion House,1991,1989,City of London
20200112,Sunday,Monument,5947,10119,City of London
20200112,Sunday,Moorgate,6383,7019,City of London
20200113,Monday,Aldgate,15659,16501,City of London
20200113,Monday,Bank,76760,73142,City of London
20200113,Monday,Barbican,17210,17675,City of London
20200113,Monday,Blackfriars,13604,24747,City of London
20200113,Monday,Chancery Lane,27548,28796,City of London
20200113,Monday,Liverpool Street,95350,103002,City of London
20200113,Monday,Mansion House,11192,11830,City of London
20200113,Monday,Monument,22740,28487,City of London
20200113,Monday,Moorgate,43560,43386,City of London
20200114,Tuesday,Aldgate,16872,17150,City of London
20200114,Tuesday,Bank,83864,79835,City of London
20200114,Tuesday,Barbican,18830,19466,City of London
20200114,Tuesday,Blackfriars,14748,26337,City of London
20200114,Tuesday,Chancery Lane,29617,31363,City of London
20200114,Tuesday,Liverpool Street,102157,110819,City of London
20200114,Tuesday,Mansion House,12092,12709,City of London
20200114,Tuesday,Monument,24449,30704,City of London
20200114,Tuesday,Moorgate,47151,46998,City of London
20200115,Wednesday,Aldgate,16794,17708,City of London
20200115,Wednesday,Bank,84824,81732,City of London
20200115,Wednesday,Barbican,18477,19334,City of London
20200115,Wednesday,Blackfriars,15370,27027,City of London
20200115,Wednesday,Chancery Lane,29524,32187,City of London
20200115,Wednesday,Liverpool Street,102656,111832,City of London
20200115,Wednesday,Mansion House,11722,13331,City of London
20200115,Wednesday,Monument,24290,31135,City of London
20200115,Wednesday,Moorgate,45974,46990,City of London
20200116,Thursday,Aldgate,17074,17897,City of London
20200116,Thursday,Bank,87132,82171,City of London
20200116,Thursday,Barbican,19033,19406,City of London
20200116,Thursday,Blackfriars,15135,26989,City of London
20200116,Thursday,Chancery Lane,30638,31774,City of London
20200116,Thursday,Liverpool Street,107733,113890,City of London
20200116,Thursday,Mansion House,12070,13103,City of London
20200116,Thursday,Monument,24933,31657,City of London
20200116,Thursday,Moorgate,46699,47381,City of London
20200117,Friday,Aldgate,14989,15622,City of London
20200117,Friday,Bank,77900,73590,City of London
20200117,Friday,Barbican,16443,16746,City of London
20200117,Friday,Blackfriars,13723,24520,City of London
20200117,Friday,Chancery Lane,27931,29519,City of London
20200117,Friday,Liverpool Street,107657,108758,City of London
20200117,Friday,Mansion House,10809,11747,City of London
20200117,Friday,Monument,22355,29841,City of London
20200117,Friday,Moorgate,40387,42125,City of London
20200118,Saturday,Aldgate,4668,6262,City of London
20200118,Saturday,Bank,27253,22943,City of London
20200118,Saturday,Barbican,6185,7207,City of London
20200118,Saturday,Blackfriars,5758,8366,City of London
20200118,Saturday,Chancery Lane,7946,8398,City of London
20200118,Saturday,Liverpool Street,59283,60813,City of London
20200118,Saturday,Mansion House,3066,3205,City of London
20200118,Saturday,Monument,8107,14875,City of London
20200118,Saturday,Moorgate,9420,11366,City of London
20200119,Sunday,Aldgate,3116,4284,City of London
20200119,Sunday,Bank,12948,9804,City of London
20200119,Sunday,Barbican,4856,5299,City of London
20200119,Sunday,Blackfriars,3841,5526,City of London
20200119,Sunday,Chancery Lane,3932,4140,City of London
20200119,Sunday,Liverpool Street,37203,40501,City of London
20200119,Sunday,Mansion House,2164,2211,City of London
20200119,Sunday,Monument,5782,9258,City of London
20200119,Sunday,Moorgate,6688,7472,City of London
20200120,Monday,Aldgate,15501,16185,City of London
20200120,Monday,Bank,77022,73343,City of London
20200120,Monday,Barbican,17513,18247,City of London
20200120,Monday,Blackfriars,14250,24695,City of London
20200120,Monday,Chancery Lane,27746,29591,City of London
20200120,Monday,Liverpool Street,95823,102871,City of London
20200120,Monday,Mansion House,11063,11812,City of London
20200120,Monday,Monument,22763,28095,City of London
20200120,Monday,Moorgate,42500,43257,City of London
20200121,Tuesday,Aldgate,16867,16869,City of London
20200121,Tuesday,Bank,87795,81481,City of London
20200121,Tuesday,Barbican,18927,20351,City of London
20200121,Tuesday,Blackfriars,15749,26785,City of London
20200121,Tuesday,Chancery Lane,30677,32293,City of London
20200121,Tuesday,Liverpool Street,103056,110451,City of London
20200121,Tuesday,Mansion House,12220,13120,City of London
20200121,Tuesday,Monument,24896,34264,City of London
20200121,Tuesday,Moorgate,45083,39477,City of London
20200122,Wednesday,Aldgate,16748,17917,City of London
20200122,Wednesday,Bank,88253,81560,City of London
20200122,Wednesday,Barbican,18148,18432,City of London
20200122,Wednesday,Blackfriars,14882,26194,City of London
20200122,Wednesday,Chancery Lane,30837,32521,City of London
20200122,Wednesday,Liverpool Street,106618,114444,City of London
20200122,Wednesday,Mansion House,11671,12834,City of London
20200122,Wednesday,Monument,23990,32199,City of London
20200122,Wednesday,Moorgate,45696,46571,City of London
20200123,Thursday,Aldgate,16946,17558,City of London
20200123,Thursday,Bank,86803,81829,City of London
20200123,Thursday,Barbican,19191,20048,City of London
20200123,Thursday,Blackfriars,15805,27034,City of London
20200123,Thursday,Chancery Lane,30706,31248,City of London
20200123,Thursday,Liverpool Street,108228,114359,City of London
20200123,Thursday,Mansion House,12199,13443,City of London
20200123,Thursday,Monument,24577,31780,City of London
20200123,Thursday,Moorgate,46319,46376,City of London
20200124,Friday,Aldgate,14989,16562,City of London
20200124,Friday,Bank,79852,73265,City of London
20200124,Friday,Barbican,16569,17141,City of London
20200124,Friday,Blackfriars,13632,24256,City of London
20200124,Friday,Chancery Lane,28047,28950,City of London
20200124,Friday,Liverpool Street,107357,111627,City of London
20200124,Friday,Mansion House,10308,11469,City of London
20200124,Friday,Monument,21898,29490,City of London
20200124,Friday,Moorgate,39212,40753,City of London
20200125,Saturday,Aldgate,3597,3683,City of London
20200125,Saturday,Bank,25094,20139,City of London
20200125,Saturday,Barbican,5293,5885,City of London
20200125,Saturday,Blackfriars,5547,8653,City of London
20200125,Saturday,Chancery Lane,9080,9380,City of London
20200125,Saturday,Liverpool Street,61377,62431,City of London
20200125,Saturday,Mansion House,3164,3389,City of London
20200125,Saturday,Monument,8577,14880,City of London
20200125,Saturday,Moorgate,8705,10901,City of London
20200126,Sunday,Aldgate,2404,2706,City of London
20200126,Sunday,Bank,12835,9874,City of London
20200126,Sunday,Barbican,3682,4146,City of London
20200126,Sunday,Blackfriars,3585,5619,City of London
20200126,Sunday,Chancery Lane,4233,4269,City of London
20200126,Sunday,Liverpool Street,37451,40395,City of London
20200126,Sunday,Mansion House,2103,2213,City of London
20200126,Sunday,Monument,5665,9147,City of London
20200126,Sunday,Moorgate,5550,6529,City of London
20200127,Monday,Aldgate,15787,16242,City of London
20200127,Monday,Bank,78815,73792,City of London
20200127,Monday,Barbican,16966,17698,City of London
20200127,Monday,Blackfriars,13931,25038,City of London
20200127,Monday,Chancery Lane,27651,28714,City of London
20200127,Monday,Liverpool Street,98803,105032,City of London
20200127,Monday,Mansion House,11298,12109,City of London
20200127,Monday,Monument,23310,28848,City of London
20200127,Monday,Moorgate,41438,40495,City of London
20200128,Tuesday,Aldgate,16712,17811,City of London
20200128,Tuesday,Bank,86331,80200,City of London
20200128,Tuesday,Barbican,18701,19457,City of London
20200128,Tuesday,Blackfriars,14698,26289,City of London
20200128,Tuesday,Chancery Lane,30443,31477,City of London
20200128,Tuesday,Liverpool Street,107897,109654,City of London
20200128,Tuesday,Mansion House,11899,13024,City of London
20200128,Tuesday,Monument,24437,30993,City of London
20200128,Tuesday,Moorgate,46082,46482,City of London
20200129,Wednesday,Aldgate,16634,17595,City of London
20200129,Wednesday,Bank,84057,78913,City of London
20200129,Wednesday,Barbican,17881,18406,City of London
20200129,Wednesday,Blackfriars,14406,25962,City of London
20200129,Wednesday,Chancery Lane,30636,31697,City of London
20200129,Wednesday,Liverpool Street,110647,112278,City of London
20200129,Wednesday,Mansion House,11818,12905,City of London
20200129,Wednesday,Monument,24477,31095,City of London
20200129,Wednesday,Moorgate,45502,45798,City of London
20200130,Thursday,Aldgate,16897,16408,City of London
20200130,Thursday,Bank,86786,81631,City of London
20200130,Thursday,Barbican,18717,18419,City of London
20200130,Thursday,Blackfriars,14774,26654,City of London
20200130,Thursday,Chancery Lane,30347,32978,City of London
20200130,Thursday,Liverpool Street,107729,117113,City of London
20200130,Thursday,Mansion House,11821,12968,City of London
20200130,Thursday,Monument,24846,32403,City of London
20200130,Thursday,Moorgate,46094,46778,City of London
20200131,Friday,Aldgate,15365,16395,City of London
20200131,Friday,Bank,75123,73232,City of London
20200131,Friday,Barbican,17095,16767,City of London
20200131,Friday,Blackfriars,14363,25950,City of London
20200131,Friday,Chancery Lane,24328,31137,City of London
20200131,Friday,Liverpool Street,114330,114939,City of London
20200131,Friday,Mansion House,12094,11761,City of London
20200131,Friday,Monument,23241,30303,City of London
20200131,Friday,Moorgate,40557,41551,City of London
20200201,Saturday,Aldgate,4842,7233,City of London
20200201,Saturday,Bank,23776,20468,City of London
20200201,Saturday,Barbican,6083,6789,City of London
20200201,Saturday,Blackfriars,4765,7414,City of London
20200201,Saturday,Chancery Lane,7695,8348,City of London
20200201,Saturday,Liverpool Street,60569,62128,City of London
20200201,Saturday,Mansion House,2627,2857,City of London
20200201,Saturday,Monument,7478,13822,City of London
20200201,Saturday,Moorgate,9072,10791,City of London
20200202,Sunday,Aldgate,3503,4664,City of London
20200202,Sunday,Bank,12325,9591,City of London
20200202,Sunday,Barbican,4395,4610,City of London
20200202,Sunday,Blackfriars,2879,4425,City of London
20200202,Sunday,Chancery Lane,3472,3865,City of London
20200202,Sunday,Liverpool Street,36169,41178,City of London
20200202,Sunday,Mansion House,1910,1831,City of London
20200202,Sunday,Monument,5187,8622,City of London
20200202,Sunday,Moorgate,6165,6820,City of London
20200203,Monday,Aldgate,15516,16259,City of London
20200203,Monday,Bank,74485,69326,City of London
20200203,Monday,Barbican,16509,17188,City of London
20200203,Monday,Blackfriars,13292,23466,City of London
20200203,Monday,Chancery Lane,26383,28424,City of London
20200203,Monday,Liverpool Street,95162,101838,City of London
20200203,Monday,Mansion House,10906,11998,City of London
20200203,Monday,Monument,21242,27209,City of London
20200203,Monday,Moorgate,40664,40610,City of London
20200204,Tuesday,Aldgate,16811,17484,City of London
20200204,Tuesday,Bank,86930,79386,City of London
20200204,Tuesday,Barbican,18173,19264,City of London
20200204,Tuesday,Blackfriars,15026,26577,City of London
20200204,Tuesday,Chancery Lane,29426,31162,City of London
20200204,Tuesday,Liverpool Street,102811,111459,City of London
20200204,Tuesday,Mansion House,11813,12780,City of London
20200204,Tuesday,Monument,24774,33121,City of London
20200204,Tuesday,Moorgate,44455,40903,City of London
20200205,Wednesday,Aldgate,16688,17631,City of London
20200205,Wednesday,Bank,84277,78817,City of London
20200205,Wednesday,Barbican,17976,18454,City of London
20200205,Wednesday,Blackfriars,14953,26246,City of London
20200205,Wednesday,Chancery Lane,31508,32072,City of London
20200205,Wednesday,Liverpool Street,106796,114605,City of London
20200205,Wednesday,Mansion House,11883,12726,City of London
20200205,Wednesday,Monument,23100,29631,City of London
20200205,Wednesday,Moorgate,43892,44818,City of London
20200206,Thursday,Aldgate,16396,15015,City of London
20200206,Thursday,Bank,88871,81581,City of London
20200206,Thursday,Barbican,18710,18121,City of London
20200206,Thursday,Blackfriars,14027,26828,City of London
20200206,Thursday,Chancery Lane,30266,32818,City of London
20200206,Thursday,Liverpool Street,108617,117040,City of London
20200206,Thursday,Mansion House,12279,13378,City of London
20200206,Thursday,Monument,26019,34925,City of London
20200206,Thursday,Moorgate,45126,45113,City of London
20200207,Friday,Aldgate,14906,16538,City of London
20200207,Friday,Bank,78006,72137,City of London
20200207,Friday,Barbican,16376,16850,City of London
20200207,Friday,Blackfriars,13091,23475,City of London
20200207,Friday,Chancery Lane,27455,28968,City of London
20200207,Friday,Liverpool Street,108108,111820,City of London
20200207,Friday,Mansion House,10360,11368,City of London
20200207,Friday,Monument,21929,29720,City of London
20200207,Friday,Moorgate,38995,40734,City of London
20200208,Saturday,Aldgate,16695,17947,City of London
20200208,Saturday,Bank,31372,33121,City of London
20200208,Saturday,Barbican,5170,5532,City of London
20200208,Saturday,Blackfriars,2,22,City of London
20200208,Saturday,Chancery Lane,8838,9425,City of London
20200208,Saturday,Liverpool Street,75045,77613,City of London
20200208,Saturday,Mansion House,0,6,City of London
20200208,Saturday,Monument,22,40,City of London
20200208,Saturday,Moorgate,12616,16013,City of London
20200209,Sunday,Aldgate,9890,8566,City of London
20200209,Sunday,Bank,13574,14148,City of London
20200209,Sunday,Barbican,3139,3237,City of London
20200209,Sunday,Blackfriars,0,5,City of London
20200209,Sunday,Chancery Lane,3439,3674,City of London
20200209,Sunday,Liverpool Street,29194,31586,City of London
20200209,Sunday,Mansion House,0,2,City of London
20200209,Sunday,Monument,15,22,City of London
20200209,Sunday,Moorgate,5699,6318,City of London
20200210,Monday,Aldgate,15405,15251,City of London
20200210,Monday,Bank,71488,70842,City of London
20200210,Monday,Barbican,17448,17598,City of London
20200210,Monday,Blackfriars,13108,24492,City of London
20200210,Monday,Chancery Lane,27675,28958,City of London
20200210,Monday,Liverpool Street,97847,104499,City of London
20200210,Monday,Mansion House,10961,11477,City of London
20200210,Monday,Monument,23070,27802,City of London
20200210,Monday,Moorgate,41093,41600,City of London
20200211,Tuesday,Aldgate,16454,16371,City of London
20200211,Tuesday,Bank,84790,79313,City of London
20200211,Tuesday,Barbican,18905,19303,City of London
20200211,Tuesday,Blackfriars,14960,26155,City of London
20200211,Tuesday,Chancery Lane,30266,31485,City of London
20200211,Tuesday,Liverpool Street,105765,110499,City of London
20200211,Tuesday,Mansion House,11758,12736,City of London
20200211,Tuesday,Monument,24261,30111,City of London
20200211,Tuesday,Moorgate,45563,45823,City of London
20200212,Wednesday,Aldgate,16829,17682,City of London
20200212,Wednesday,Bank,87141,79686,City of London
20200212,Wednesday,Barbican,18489,19116,City of London
20200212,Wednesday,Blackfriars,14776,26163,City of London
20200212,Wednesday,Chancery Lane,30438,31682,City of London
20200212,Wednesday,Liverpool Street,105163,112012,City of London
20200212,Wednesday,Mansion House,11869,12687,City of London
20200212,Wednesday,Monument,23974,30797,City of London
20200212,Wednesday,Moorgate,44797,45722,City of London
20200213,Thursday,Aldgate,16694,17252,City of London
20200213,Thursday,Bank,86962,81241,City of London
20200213,Thursday,Barbican,18728,19419,City of London
20200213,Thursday,Blackfriars,14888,26733,City of London
20200213,Thursday,Chancery Lane,29805,32618,City of London
20200213,Thursday,Liverpool Street,107391,113926,City of London
20200213,Thursday,Mansion House,11828,13182,City of London
20200213,Thursday,Monument,24361,30553,City of London
20200213,Thursday,Moorgate,45423,42748,City of London
20200214,Friday,Aldgate,14286,16208,City of London
20200214,Friday,Bank,62016,68850,City of London
20200214,Friday,Barbican,15932,16484,City of London
20200214,Friday,Blackfriars,13014,23031,City of London
20200214,Friday,Chancery Lane,26391,27667,City of London
20200214,Friday,Liverpool Street,105256,109924,City of London
20200214,Friday,Mansion House,11117,11048,City of London
20200214,Friday,Monument,19552,27860,City of London
20200214,Friday,Moorgate,39754,40166,City of London
20200215,Saturday,Aldgate,5288,8694,City of London
20200215,Saturday,Bank,23103,19860,City of London
20200215,Saturday,Barbican,6852,7525,City of London
20200215,Saturday,Blackfriars,4433,6503,City of London
20200215,Saturday,Chancery Lane,7472,7927,City of London
20200215,Saturday,Liverpool Street,47278,46417,City of London
20200215,Saturday,Mansion House,2311,2259,City of London
20200215,Saturday,Monument,6419,12439,City of London
20200215,Saturday,Moorgate,9674,10952,City of London
20200216,Sunday,Aldgate,3843,5656,City of London
20200216,Sunday,Bank,12840,10119,City of London
20200216,Sunday,Barbican,4620,4775,City of London
20200216,Sunday,Blackfriars,3173,5473,City of London
20200216,Sunday,Chancery Lane,3906,4065,City of London
20200216,Sunday,Liverpool Street,28153,28482,City of London
20200216,Sunday,Mansion House,1675,1754,City of London
20200216,Sunday,Monument,4735,8408,City of London
20200216,Sunday,Moorgate,6301,6846,City of London
20200217,Monday,Aldgate,14930,16367,City of London
20200217,Monday,Bank,71545,71659,City of London
20200217,Monday,Barbican,16425,17156,City of London
20200217,Monday,Blackfriars,13612,23103,City of London
20200217,Monday,Chancery Lane,26283,28917,City of London
20200217,Monday,Liverpool Street,99152,103606,City of London
20200217,Monday,Mansion House,10710,10232,City of London
20200217,Monday,Monument,23259,27438,City of London
20200217,Monday,Moorgate,38350,38189,City of London
20200218,Tuesday,Aldgate,16524,17594,City of London
20200218,Tuesday,Bank,80733,77135,City of London
20200218,Tuesday,Barbican,17674,17781,City of London
20200218,Tuesday,Blackfriars,15074,25841,City of London
20200218,Tuesday,Chancery Lane,28676,30446,City of London
20200218,Tuesday,Liverpool Street,103581,108989,City of London
20200218,Tuesday,Mansion House,11637,12004,City of London
20200218,Tuesday,Monument,25226,30927,City of London
20200218,Tuesday,Moorgate,42607,42761,City of London
20200219,Wednesday,Aldgate,16650,16987,City of London
20200219,Wednesday,Bank,81844,75499,City of London
20200219,Wednesday,Barbican,17621,18010,City of London
20200219,Wednesday,Blackfriars,14733,25481,City of London
20200219,Wednesday,Chancery Lane,29030,30485,City of London
20200219,Wednesday,Liverpool Street,107457,115571,City of London
20200219,Wednesday,Mansion House,11418,12301,City of London
20200219,Wednesday,Monument,24366,32039,City of London
20200219,Wednesday,Moorgate,42218,43122,City of London
20200220,Thursday,Aldgate,16773,17486,City of London
20200220,Thursday,Bank,83212,78703,City of London
20200220,Thursday,Barbican,17848,18486,City of London
20200220,Thursday,Blackfriars,14836,26832,City of London
20200220,Thursday,Chancery Lane,29815,31197,City of London
20200220,Thursday,Liverpool Street,108252,113892,City of London
20200220,Thursday,Mansion House,11049,12218,City of London
20200220,Thursday,Monument,25768,32453,City of London
20200220,Thursday,Moorgate,42343,43170,City of London
20200221,Friday,Aldgate,14263,15442,City of London
20200221,Friday,Bank,73306,69468,City of London
20200221,Friday,Barbican,16083,16381,City of London
20200221,Friday,Blackfriars,13356,23463,City of London
20200221,Friday,Chancery Lane,25851,27526,City of London
20200221,Friday,Liverpool Street,103521,109498,City of London
20200221,Friday,Mansion House,9918,10698,City of London
20200221,Friday,Monument,22213,30061,City of London
20200221,Friday,Moorgate,36526,38501,City of London
20200222,Saturday,Aldgate,1,8,City of London
20200222,Saturday,Bank,34992,35338,City of London
20200222,Saturday,Barbican,1,9,City of London
20200222,Saturday,Blackfriars,2,14,City of London
20200222,Saturday,Chancery Lane,11212,11721,City of London
20200222,Saturday,Liverpool Street,57332,54340,City of London
20200222,Saturday,Mansion House,0,7,City of London
20200222,Saturday,Monument,2,33,City of London
20200222,Saturday,Moorgate,9581,26163,City of London
20200223,Sunday,Aldgate,0,4,City of London
20200223,Sunday,Bank,19425,19243,City of London
20200223,Sunday,Barbican,1,5,City of London
20200223,Sunday,Blackfriars,1,13,City of London
20200223,Sunday,Chancery Lane,4945,4864,City of London
20200223,Sunday,Liverpool Street,36527,35400,City of London
20200223,Sunday,Monument,39,36,City of London
20200223,Sunday,Moorgate,5716,15794,City of London
20200224,Monday,Aldgate,15436,16556,City of London
20200224,Monday,Bank,75430,72734,City of London
20200224,Monday,Barbican,16879,17687,City of London
20200224,Monday,Blackfriars,13677,23695,City of London
20200224,Monday,Chancery Lane,27093,29083,City of London
20200224,Monday,Liverpool Street,95330,102135,City of London
20200224,Monday,Mansion House,10770,11275,City of London
20200224,Monday,Monument,21747,26762,City of London
20200224,Monday,Moorgate,41553,42238,City of London
20200225,Tuesday,Aldgate,16829,17444,City of London
20200225,Tuesday,Bank,85415,79261,City of London
20200225,Tuesday,Barbican,18407,19019,City of London
20200225,Tuesday,Blackfriars,15016,26739,City of London
20200225,Tuesday,Chancery Lane,31107,31936,City of London
20200225,Tuesday,Liverpool Street,104643,111409,City of London
20200225,Tuesday,Mansion House,11922,13201,City of London
20200225,Tuesday,Monument,24381,29713,City of London
20200225,Tuesday,Moorgate,44913,44910,City of London
20200226,Wednesday,Aldgate,16815,17079,City of London
20200226,Wednesday,Bank,85627,80651,City of London
20200226,Wednesday,Barbican,18187,18929,City of London
20200226,Wednesday,Blackfriars,15287,26826,City of London
20200226,Wednesday,Chancery Lane,29858,31931,City of London
20200226,Wednesday,Liverpool Street,105314,112237,City of London
20200226,Wednesday,Mansion House,12165,12984,City of London
20200226,Wednesday,Monument,24186,30594,City of London
20200226,Wednesday,Moorgate,44592,44787,City of London
20200227,Thursday,Aldgate,17075,18469,City of London
20200227,Thursday,Bank,87408,82631,City of London
20200227,Thursday,Barbican,18446,19421,City of London
20200227,Thursday,Blackfriars,15364,28129,City of London
20200227,Thursday,Chancery Lane,31291,32820,City of London
20200227,Thursday,Liverpool Street,111446,118933,City of London
20200227,Thursday,Mansion House,11945,13516,City of London
20200227,Thursday,Monument,24705,32601,City of London
20200227,Thursday,Moorgate,46036,46314,City of London
20200228,Friday,Aldgate,14915,16074,City of London
20200228,Friday,Bank,75651,71781,City of London
20200228,Friday,Barbican,16136,16770,City of London
20200228,Friday,Blackfriars,12750,24097,City of London
20200228,Friday,Chancery Lane,26738,29043,City of London
20200228,Friday,Liverpool Street,107129,112489,City of London
20200228,Friday,Mansion House,10399,11503,City of London
20200228,Friday,Monument,21620,29561,City of London
20200228,Friday,Moorgate,38417,40119,City of London
20200229,Saturday,Aldgate,4973,6636,City of London
20200229,Saturday,Bank,22642,19323,City of London
20200229,Saturday,Barbican,6111,7011,City of London
20200229,Saturday,Blackfriars,5562,8733,City of London
20200229,Saturday,Chancery Lane,7861,7927,City of London
20200229,Saturday,Liverpool Street,57472,58361,City of London
20200229,Saturday,Mansion House,3263,3569,City of London
20200229,Saturday,Monument,8234,13890,City of London
20200229,Saturday,Moorgate,8891,10566,City of London
20200301,Sunday,Aldgate,3588,4766,City of London
20200301,Sunday,Bank,13180,10737,City of London
20200301,Sunday,Barbican,4215,4600,City of London
20200301,Sunday,Blackfriars,5131,8353,City of London
20200301,Sunday,Chancery Lane,3641,4039,City of London
20200301,Sunday,Liverpool Street,40680,43245,City of London
20200301,Sunday,Mansion House,2127,2094,City of London
20200301,Sunday,Monument,6261,9983,City of London
20200301,Sunday,Moorgate,6388,7254,City of London
20200302,Monday,Aldgate,15267,15795,City of London
20200302,Monday,Bank,71855,67214,City of London
20200302,Monday,Barbican,16584,17075,City of London
20200302,Monday,Blackfriars,13332,23432,City of London
20200302,Monday,Chancery Lane,26340,28175,City of London
20200302,Monday,Liverpool Street,90885,98412,City of London
20200302,Monday,Mansion House,10530,11473,City of London
20200302,Monday,Monument,20775,25190,City of London
20200302,Monday,Moorgate,40117,40171,City of London
20200303,Tuesday,Aldgate,16134,16459,City of London
20200303,Tuesday,Bank,80001,75990,City of London
