TravelDate,DayOfWeek,Station,EntryTapCount,ExitTapCount
20240327,Wednesday,Burnham Bucks,932,859
20240327,Wednesday,Burnt Oak,5094,4997
20240327,Wednesday,Bush Hill Park,1966,1734
20240327,Wednesday,Bushey,2041,1258
20240327,Wednesday,Caledonian Road,6678,6357
20240327,Wednesday,Caledonian Road & Barnsbury,2255,2377
20240327,Wednesday,Cambridge Heath,1414,1481
20240327,Wednesday,Camden Road,6380,6635
20240327,Wednesday,Camden Town,27279,28557
20240327,Wednesday,Canada Water,13204,14039
20240327,Wednesday,Canary Wharf,51197,51484
20240327,Wednesday,Canary Wharf DLR,10309,11026
20240327,Wednesday,Canary Wharf EL,24189,24408
20240327,Wednesday,Canning Town,17498,17715
20240327,Wednesday,Cannon Street,8251,7387
20240327,Wednesday,Canonbury,4150,3752
20240327,Wednesday,Canons Park,3421,3393
20240327,Wednesday,Carpenders Park,1493,1816
20240327,Wednesday,Chadwell Heath,7205,6997
20240327,Wednesday,Chalfont & Latimer,2203,2188
20240327,Wednesday,Chalk Farm,7850,6472
20240327,Wednesday,Chancery Lane,15258,16310
20240327,Wednesday,Charing Cross,26316,25183
20240327,Wednesday,Chesham,1828,1690
20240327,Wednesday,Cheshunt,2896,2944
20240327,Wednesday,Chigwell,542,448
20240327,Wednesday,Chingford,3366,3278
20240327,Wednesday,Chiswick Park,3842,3945
20240327,Wednesday,Chorleywood,1564,1437
20240327,Wednesday,Clapham Common,11481,12604
20240327,Wednesday,Clapham High Street,2097,1920
20240327,Wednesday,Clapham Junction,29005,28313
20240327,Wednesday,Clapham North,7256,8014
20240327,Wednesday,Clapham South,10601,10280
20240327,Wednesday,Clapton,3231,2865
20240327,Wednesday,Cockfosters,2256,2309
20240327,Wednesday,Colindale,10450,10036
20240327,Wednesday,Colliers Wood,8822,8613
20240327,Wednesday,Covent Garden,16985,19633
20240327,Wednesday,Crossharbour,3600,3182
20240327,Wednesday,Crouch Hill,1345,1344
20240327,Wednesday,Croxley,1604,1593
20240327,Wednesday,Crystal Palace,3927,3807
20240327,Wednesday,Custom House DLR,5338,3774
20240327,Wednesday,Custom House EL,14418,14045
20240327,Wednesday,Cutty Sark,7878,7523
20240327,Wednesday,Cyprus,1329,1228
20240327,Wednesday,Dagenham East,4793,4565
20240327,Wednesday,Dagenham Heathway,7831,7950
20240327,Wednesday,Dalston Junction,6970,6954
20240327,Wednesday,Dalston Kingsland,8342,8500
20240327,Wednesday,Debden,3248,3148
20240327,Wednesday,Denmark Hill,8965,8797
20240327,Wednesday,Deptford Bridge,2783,2335
20240327,Wednesday,Devons Road,2389,2174
20240327,Wednesday,Dollis Hill,5073,4706
20240327,Wednesday,Ealing Broadway,22647,27776
20240327,Wednesday,Ealing Common,3117,3289
20240327,Wednesday,Earls Court,24451,24360
20240327,Wednesday,East Acton,4866,4947
20240327,Wednesday,East Finchley,9040,8799
20240327,Wednesday,East Ham,17229,16496
20240327,Wednesday,East India,3872,3524
20240327,Wednesday,East Putney,9731,9520
20240327,Wednesday,Eastcote,3822,3784
20240327,Wednesday,Edgware,6779,6842
20240327,Wednesday,Edgware Road B,5164,5542
20240327,Wednesday,Edgware Road C&H,9908,9399
20240327,Wednesday,Edmonton Green,5615,5542
20240327,Wednesday,Elephant & Castle,19728,18994
20240327,Wednesday,Elm Park,4631,4533
20240327,Wednesday,Elverson Road,1292,1037
20240327,Wednesday,Embankment,26955,27347
20240327,Wednesday,Emerson Park,454,278
20240327,Wednesday,Enfield Town,3826,3573
20240327,Wednesday,Epping,4498,4344
20240327,Wednesday,Euston,46258,49661
20240327,Wednesday,Euston NR,10710,13503
20240327,Wednesday,Euston Square,17153,18642
20240327,Wednesday,Fairlop,1462,1413
20240327,Wednesday,Farringdon,71903,69744
20240327,Wednesday,Finchley Central,7115,7262
20240327,Wednesday,Finchley Road,11217,10673
20240327,Wednesday,Finchley Road & Frognal,2842,2889
20240327,Wednesday,Finsbury Park,27991,26449
20240327,Wednesday,Forest Gate,8999,8338
20240327,Wednesday,Forest Hill,6592,5966
20240327,Wednesday,Fulham Broadway,16251,16676
20240327,Wednesday,Gallions Reach,2076,1868
20240327,Wednesday,Gants Hill,7598,7440
20240327,Wednesday,Gidea Park,4944,4613
20240327,Wednesday,Gloucester Road,17919,17039
20240327,Wednesday,Golders Green,9978,10123
20240327,Wednesday,Goldhawk Road,3002,2888
20240327,Wednesday,Goodge Street,7957,8558
20240327,Wednesday,Goodmayes,6918,6615
20240327,Wednesday,Gospel Oak,4001,3902
20240327,Wednesday,Grange Hill,599,513
20240327,Wednesday,Great Portland Street,9872,9846
20240327,Wednesday,Green Park,43675,49646
20240327,Wednesday,Greenford,4905,5310
20240327,Wednesday,Greenwich,5323,4599
20240327,Wednesday,Gunnersbury,6551,6624
20240327,Wednesday,Hackney Central,7870,7881
20240327,Wednesday,Hackney Downs,3628,3448
20240327,Wednesday,Hackney Wick,4850,4898
20240327,Wednesday,Haggerston,4468,4075
20240327,Wednesday,Hainault,4984,4823
20240327,Wednesday,Hammersmith C&H,15189,15127
20240327,Wednesday,Hammersmith D&P,35035,34035
20240327,Wednesday,Hampstead,5601,6247
20240327,Wednesday,Hampstead Heath,4854,4721
20240327,Wednesday,Hanger Lane,4247,4096
20240327,Wednesday,Hanwell,1951,589
20240327,Wednesday,Harlesden,3660,3554
20240327,Wednesday,Harold Wood,5783,5463
20240327,Wednesday,Harringay Green Lanes,2169,2111
20240327,Wednesday,Harrow & Wealdstone,6387,5474
20240327,Wednesday,Harrow-on-the-Hill,13336,14195
20240327,Wednesday,Hatch End,849,1023
20240327,Wednesday,Hatton Cross,4617,4808
20240327,Wednesday,Hayes & Harlington,10239,6886
20240327,Wednesday,Headstone Lane,697,648
20240327,Wednesday,Heathrow T2&3 TfL Rail/HEx,6039,7517
20240327,Wednesday,Heathrow T4 TfL Rail/HEx,1461,1524
20240327,Wednesday,Heathrow T5 TfL Rail/HEx,2780,3747
20240327,Wednesday,Heathrow Terminal 4,3150,3093
20240327,Wednesday,Heathrow Terminal 5,7940,7520
20240327,Wednesday,Heathrow Terminals 2&3,11728,10404
20240327,Wednesday,Hendon Central,8031,7379
20240327,Wednesday,Heron Quays,5829,6077
20240327,Wednesday,High Barnet,5628,5559
20240327,Wednesday,High Street Kensington,15754,15178
20240327,Wednesday,Highams Park,4686,4576
20240327,Wednesday,Highbury & Islington,20757,21759
20240327,Wednesday,Highgate,6881,6942
20240327,Wednesday,Hillingdon,2487,2361
20240327,Wednesday,Holborn,33438,34759
20240327,Wednesday,Holland Park,4305,4229
20240327,Wednesday,Holloway Road,6765,6521
20240327,Wednesday,Homerton,6922,6553
20240327,Wednesday,Honor Oak Park,4463,4269
20240327,Wednesday,Hornchurch,2886,3010
20240327,Wednesday,Hounslow Central,4649,4719
20240327,Wednesday,Hounslow East,4984,5411
20240327,Wednesday,Hounslow West,4196,4544
20240327,Wednesday,Hoxton,4621,5011
20240327,Wednesday,Hyde Park Corner,5388,5625
20240327,Wednesday,Ickenham,1460,1575
20240327,Wednesday,Ilford,14349,14504
20240327,Wednesday,Imperial Wharf,4637,4442
20240327,Wednesday,Island Gardens,2579,1999
20240327,Wednesday,Iver,290,225
20240327,Wednesday,Kennington,6831,6477
20240327,Wednesday,Kensal Green,2744,2430
20240327,Wednesday,Kensal Rise,4111,4152
20240327,Wednesday,Kensington Olympia,5931,5193
20240327,Wednesday,Kentish Town,2778,2417
20240327,Wednesday,Kentish Town West,3145,3098
20240327,Wednesday,Kenton,2385,2374
20240327,Wednesday,Kew Gardens,4755,4384
20240327,Wednesday,Kilburn,8571,8581
20240327,Wednesday,Kilburn High Road,1172,1461
20240327,Wednesday,Kilburn Park,4176,3702
20240327,Wednesday,King George V,1650,1494
20240327,Wednesday,Kings Cross St Pancras,106069,112616
20240327,Wednesday,Kingsbury,5678,5689
20240327,Wednesday,Knightsbridge,20118,18614
20240327,Wednesday,Ladbroke Grove,8471,8361
20240327,Wednesday,Lambeth North,4644,4307
20240327,Wednesday,Lancaster Gate,5306,5020
20240327,Wednesday,Langdon Park,2830,2501
20240327,Wednesday,Langley Berks,762,608
20240327,Wednesday,Latimer Road,3636,3488
20240327,Wednesday,Leicester Square,40009,35732
20240327,Wednesday,Lewisham DLR,7715,6751
20240327,Wednesday,Leyton,12763,12365
20240327,Wednesday,Leyton Midland Road,2519,2387
20240327,Wednesday,Leytonstone,10909,10973
20240327,Wednesday,Leytonstone High Road,1829,1810
20240327,Wednesday,Limehouse DLR,8737,7422
20240327,Wednesday,Liverpool St NR,32768,32062
20240327,Wednesday,Liverpool Street,96031,96187
20240327,Wednesday,London Bridge,86549,85454
20240327,Wednesday,London City Airport,3506,4033
20240327,Wednesday,London Fields,2324,2417
20240327,Wednesday,Loughton,4514,4574
20240327,Wednesday,Maida Vale,4430,4019
20240327,Wednesday,Maidenhead,1963,1779
20240327,Wednesday,Manor House,9084,8781
20240327,Wednesday,Manor Park,6418,5977
20240327,Wednesday,Mansion House,8122,9076
20240327,Wednesday,Marble Arch,13719,13540
20240327,Wednesday,Maryland,6081,5417
20240327,Wednesday,Marylebone,13460,14567
20240327,Wednesday,Mile End,16384,15686
20240327,Wednesday,Mill Hill East,2368,2196
20240327,Wednesday,Monument,17799,16343
20240327,Wednesday,Moor Park,1614,1529
20240327,Wednesday,Moorgate,43305,47359
20240327,Wednesday,Morden,13526,13174
20240327,Wednesday,Mornington Crescent,5113,4533
20240327,Wednesday,Mudchute,1922,1599
20240327,Wednesday,Neasden,4277,3951
20240327,Wednesday,New Cross,4034,3688
20240327,Wednesday,New Cross Gate,5846,5847
20240327,Wednesday,Newbury Park,5467,5140
20240327,Wednesday,Nine Elms,6109,5862
20240327,Wednesday,North Acton,8227,8638
20240327,Wednesday,North Ealing,981,965
20240327,Wednesday,North Greenwich,24664,25826
20240327,Wednesday,North Harrow,2542,2413
20240327,Wednesday,North Wembley,2074,1943
20240327,Wednesday,Northfields,4299,4579
20240327,Wednesday,Northolt,6424,6934
20240327,Wednesday,Northwick Park,5586,5525
20240327,Wednesday,Northwood,3799,3773
20240327,Wednesday,Northwood Hills,2545,2429
20240327,Wednesday,Norwood Junction,6800,6327
20240327,Wednesday,Notting Hill Gate,16376,17025
20240327,Wednesday,Oakwood,3770,3696
20240327,Wednesday,Old Street,27214,26659
20240327,Wednesday,Osterley,2800,2868
20240327,Wednesday,Oval,9298,9088
20240327,Wednesday,Oxford Circus,75041,81740
20240327,Wednesday,Paddington,45833,43930
20240327,Wednesday,Paddington EL,33115,39119
20240327,Wednesday,Park Royal,2538,2616
20240327,Wednesday,Parsons Green,9251,9013
20240327,Wednesday,Peckham Rye,8835,8863
20240327,Wednesday,Penge West,871,752
20240327,Wednesday,Perivale,2792,2840
20240327,Wednesday,Piccadilly Circus,39056,37095
20240327,Wednesday,Pimlico,12353,12004
20240327,Wednesday,Pinner,3990,3947
20240327,Wednesday,Plaistow,7250,6979
20240327,Wednesday,Pontoon Dock DLR,3502,3375
20240327,Wednesday,Poplar,1432,1385
20240327,Wednesday,Preston Road,3956,3922
20240327,Wednesday,Prince Regent,1560,1475
20240327,Wednesday,Pudding Mill Lane,1540,1449
20240327,Wednesday,Putney Bridge,7610,8196
20240327,Wednesday,Queens Park,7613,7940
20240327,Wednesday,Queens Rd Peckham,4440,3855
20240327,Wednesday,Queensbury,4906,4818
20240327,Wednesday,Queensway,8476,8446
20240327,Wednesday,Ravenscourt Park,4185,4382
20240327,Wednesday,Rayners Lane,5296,5104
20240327,Wednesday,Reading,1248,1342
20240327,Wednesday,Rectory Road,2086,1863
20240327,Wednesday,Redbridge,3248,3032
20240327,Wednesday,Regents Park,3723,4076
20240327,Wednesday,Richmond,16574,16157
20240327,Wednesday,Rickmansworth,3447,3314
20240327,Wednesday,Roding Valley,268,243
20240327,Wednesday,Romford,15253,15630
20240327,Wednesday,Rotherhithe,2612,2108
20240327,Wednesday,Royal Albert,1416,1338
20240327,Wednesday,Royal Oak,3581,3336
20240327,Wednesday,Royal Victoria,2266,2018
20240327,Wednesday,Ruislip,2456,2505
20240327,Wednesday,Ruislip Gardens,1435,1292
20240327,Wednesday,Ruislip Manor,2322,2377
20240327,Wednesday,Russell Square,11448,12166
20240327,Wednesday,Seven Kings,5921,5596
20240327,Wednesday,Seven Sisters,18896,18779
20240327,Wednesday,Shadwell DLR,6726,6622
20240327,Wednesday,Shadwell LO,5255,5165
20240327,Wednesday,Shenfield,3770,3871
20240327,Wednesday,Shepherds Bush,19576,18338
20240327,Wednesday,Shepherds Bush LO,10357,10862
20240327,Wednesday,Shepherds Bush Market,5234,4983
20240327,Wednesday,Shoreditch High Street,8981,10915
20240327,Wednesday,Silver Street,3232,2964
20240327,Wednesday,Sloane Square,19890,19607
20240327,Wednesday,Slough,2602,2408
20240327,Wednesday,Snaresbrook,2715,2647
20240327,Wednesday,South Acton,1098,1165
20240327,Wednesday,South Ealing,3498,3572
20240327,Wednesday,South Hampstead,749,630
20240327,Wednesday,South Harrow,3195,3180
20240327,Wednesday,South Kensington,37758,38931
20240327,Wednesday,South Kenton,988,899
20240327,Wednesday,South Quay,5020,4835
20240327,Wednesday,South Ruislip,2500,2505
20240327,Wednesday,South Tottenham,2237,2359
20240327,Wednesday,South Wimbledon,6176,5712
20240327,Wednesday,South Woodford,6356,6656
20240327,Wednesday,Southall,9156,5831
20240327,Wednesday,Southbury,1576,1748
20240327,Wednesday,Southfields,8636,8081
20240327,Wednesday,Southgate,6204,6700
20240327,Wednesday,Southwark,15959,16369
20240327,Wednesday,St James Street,2518,2517
20240327,Wednesday,St James's Park,18568,19269
20240327,Wednesday,St Johns Wood,10119,10482
20240327,Wednesday,St Pauls,16023,15920
20240327,Wednesday,Stamford Brook,3705,3518
20240327,Wednesday,Stamford Hill,1136,994
20240327,Wednesday,Stanmore,4961,4979
20240327,Wednesday,Star Lane DLR,1822,1726
20240327,Wednesday,Stepney Green,8174,8210
20240327,Wednesday,Stockwell,12350,10383
20240327,Wednesday,Stoke Newington,2375,2049
20240327,Wednesday,Stonebridge Park,3555,3403
20240327,Wednesday,Stratford,72232,72632
20240327,Wednesday,Stratford High Street,815,966
20240327,Wednesday,Stratford International,3589,3016
20240327,Wednesday,Sudbury Hill,2637,2706
20240327,Wednesday,Sudbury Town,2663,2412
20240327,Wednesday,Surrey Quays,7959,6796
20240327,Wednesday,Swiss Cottage,8817,8773
20240327,Wednesday,Sydenham SR,5241,5162
20240327,Wednesday,Taplow,332,257
20240327,Wednesday,Temple,12816,13613
20240327,Wednesday,Theobalds Grove,1236,1121
20240327,Wednesday,Theydon Bois,1211,1150
20240327,Wednesday,Tooting Bec,10577,9793
20240327,Wednesday,Tooting Broadway,19886,18719
20240327,Wednesday,Tottenham Court Road,89745,91677
20240327,Wednesday,Tottenham Hale,19769,20616
20240327,Wednesday,Totteridge & Whetstone,3641,3494
20240327,Wednesday,Tower Gateway,3021,2907
20240327,Wednesday,Tower Hill,26968,28152
20240327,Wednesday,Tufnell Park,7890,7498
20240327,Wednesday,Turkey Street,1688,1582
20240327,Wednesday,Turnham Green,7902,8029
20240327,Wednesday,Turnpike Lane,12199,12419
20240327,Wednesday,Twyford,536,404
20240327,Wednesday,Upminster,6396,6651
20240327,Wednesday,Upminster Bridge,1613,1596
20240327,Wednesday,Upney,3835,3406
20240327,Wednesday,Upper Holloway,2247,2244
20240327,Wednesday,Upton Park,14414,14020
20240327,Wednesday,Uxbridge,8765,9178
20240327,Wednesday,Vauxhall,35624,32843
20240327,Wednesday,Victoria,94720,99164
20240327,Wednesday,W Silvertown,2879,2638
20240327,Wednesday,Walthamstow Central,21309,21024
20240327,Wednesday,Walthamstow Queens Road,1557,1717
20240327,Wednesday,Wandsworth Road,859,813
20240327,Wednesday,Wanstead,3093,3325
20240327,Wednesday,Wanstead Park,2271,2312
20240327,Wednesday,Wapping,3079,2714
20240327,Wednesday,Warren Street,22907,23940
20240327,Wednesday,Warwick Avenue,5090,4868
20240327,Wednesday,Waterloo,94977,98644
20240327,Wednesday,Watford High Street,1798,1587
20240327,Wednesday,Watford Junction,7332,6785
20240327,Wednesday,Watford Met,4013,3403
20240327,Wednesday,Wembley Central,5784,6558
20240327,Wednesday,Wembley Park,27028,25799
20240327,Wednesday,West Acton,1677,1775
20240327,Wednesday,West Brompton,6486,6517
20240327,Wednesday,West Croydon,6738,6247
20240327,Wednesday,West Drayton,4555,3644
20240327,Wednesday,West Ealing,3126,1202
20240327,Wednesday,West Finchley,2269,2076
20240327,Wednesday,West Ham,8925,8545
20240327,Wednesday,West Hampstead,12645,11980
20240327,Wednesday,West Hampstead LO,7373,7529
20240327,Wednesday,West Harrow,1557,1488
20240327,Wednesday,West India Quay,1302,1299
20240327,Wednesday,West Kensington,6354,5849
20240327,Wednesday,West Ruislip,2049,2061
20240327,Wednesday,Westbourne Park,6309,5848
20240327,Wednesday,Westferry,4018,3471
20240327,Wednesday,Westminster,29672,29923
20240327,Wednesday,White City,13587,13175
20240327,Wednesday,White Hart Lane,3316,3133
20240327,Wednesday,Whitechapel,28216,28694
20240327,Wednesday,Willesden Green,8800,8576
20240327,Wednesday,Willesden Junction,7485,7066
20240327,Wednesday,Wimbledon,25814,25208
20240327,Wednesday,Wimbledon Park,3268,3178
20240327,Wednesday,Wood Green,13670,13624
20240327,Wednesday,Wood Lane,7904,8385
20240327,Wednesday,Wood Street,3214,3192
20240327,Wednesday,Woodford,7387,7216
20240327,Wednesday,Woodgrange Park,1560,1395
20240327,Wednesday,Woodside Park,4210,3563
20240327,Wednesday,Woolwich Arsenal DLR,7982,8386
20240327,Wednesday,Woolwich Arsenal NR,1853,1683
20240327,Wednesday,Woolwich EL,19310,18581
20240328,Thursday,Abbey Road DLR,890,806
20240328,Thursday,Abbey Wood,16347,15273
20240328,Thursday,Acton Central,1725,1483
20240328,Thursday,Acton Main Line,4001,3273
20240328,Thursday,Acton Town,7791,7494
20240328,Thursday,Aldgate,11101,12488
20240328,Thursday,Aldgate East,19533,19075
20240328,Thursday,All Saints,1417,1231
20240328,Thursday,Alperton,3828,4082
20240328,Thursday,Amersham,2964,2353
20240328,Thursday,Anerley,1378,1100
20240328,Thursday,Angel,19198,20687
20240328,Thursday,Archway,12256,10984
20240328,Thursday,Arnos Grove,5572,5072
20240328,Thursday,Arsenal,3730,3232
20240328,Thursday,Baker Street,34057,34251
20240328,Thursday,Balham,17048,15946
20240328,Thursday,Bank,50878,54543
20240328,Thursday,Barbican,8731,9257
20240328,Thursday,Barking,24711,24995
20240328,Thursday,Barking Riverside,1500,1120
20240328,Thursday,Barkingside,1890,1971
20240328,Thursday,Barons Court,8334,7625
20240328,Thursday,Battersea Power Station,12878,11509
20240328,Thursday,Bayswater,5831,5367
20240328,Thursday,Beckton,2294,2129
20240328,Thursday,Beckton Park,545,467
20240328,Thursday,Becontree,4961,4746
20240328,Thursday,Belsize Park,7814,7651
20240328,Thursday,Bermondsey,11762,11089
20240328,Thursday,Bethnal Green,15703,14668
20240328,Thursday,Bethnal Green NR,2555,2806
20240328,Thursday,Blackfriars,18269,18147
20240328,Thursday,Blackhorse Road,14546,12612
20240328,Thursday,Blackwall,1515,1244
20240328,Thursday,Bond Street,54202,57496
20240328,Thursday,Borough,7165,6963
20240328,Thursday,Boston Manor,2186,2256
20240328,Thursday,Bounds Green,5437,6176
20240328,Thursday,Bow Church,2340,2127
20240328,Thursday,Bow Road,7107,6579
20240328,Thursday,Brent Cross,3011,2968
20240328,Thursday,Brentwood,4646,3975
20240328,Thursday,Brixton,31991,30204
20240328,Thursday,Brockley,5301,4534
20240328,Thursday,Bromley-by-Bow,6125,5814
20240328,Thursday,Brondesbury,3627,3054
20240328,Thursday,Brondesbury Park,1476,1520
20240328,Thursday,Bruce Grove,2202,1929
20240328,Thursday,Buckhurst Hill,3107,2911
20240328,Thursday,Burnham Bucks,867,875
20240328,Thursday,Burnt Oak,5231,5129
20240328,Thursday,Bush Hill Park,1944,1596
20240328,Thursday,Bushey,1723,1235
20240328,Thursday,Caledonian Road,6788,6329
20240328,Thursday,Caledonian Road & Barnsbury,2036,2085
20240328,Thursday,Cambridge Heath,1480,1519
20240328,Thursday,Camden Road,5639,6329
20240328,Thursday,Camden Town,28846,30045
20240328,Thursday,Canada Water,13096,13800
20240328,Thursday,Canary Wharf,45011,45449
20240328,Thursday,Canary Wharf DLR,9637,10601
20240328,Thursday,Canary Wharf EL,23574,23347
20240328,Thursday,Canning Town,18002,18061
20240328,Thursday,Cannon Street,7331,6179
20240328,Thursday,Canonbury,4067,3443
20240328,Thursday,Canons Park,3225,3175
20240328,Thursday,Carpenders Park,1734,1715
20240328,Thursday,Chadwell Heath,7212,6360
20240328,Thursday,Chalfont & Latimer,2002,1503
20240328,Thursday,Chalk Farm,8707,7089
20240328,Thursday,Chancery Lane,13745,14555
20240328,Thursday,Charing Cross,27119,26492
20240328,Thursday,Chesham,1606,1153
20240328,Thursday,Cheshunt,2879,2804
20240328,Thursday,Chigwell,587,392
20240328,Thursday,Chingford,3149,2997
20240328,Thursday,Chiswick Park,3945,3693
20240328,Thursday,Chorleywood,1404,943
20240328,Thursday,Clapham Common,11864,13027
20240328,Thursday,Clapham High Street,2071,1764
20240328,Thursday,Clapham Junction,28393,26768
20240328,Thursday,Clapham North,8105,8536
20240328,Thursday,Clapham South,10499,9349
20240328,Thursday,Clapton,3314,2766
20240328,Thursday,Cockfosters,2387,2391
20240328,Thursday,Colindale,10216,9511
20240328,Thursday,Colliers Wood,9191,8640
20240328,Thursday,Covent Garden,18854,22593
20240328,Thursday,Crossharbour,3609,3226
20240328,Thursday,Crouch Hill,1141,1139
20240328,Thursday,Croxley,1473,1620
20240328,Thursday,Crystal Palace,3766,3521
20240328,Thursday,Custom House DLR,3932,2732
20240328,Thursday,Custom House EL,12517,11827
20240328,Thursday,Cutty Sark,8248,7806
20240328,Thursday,Cyprus,1213,1074
20240328,Thursday,Dagenham East,4749,4369
20240328,Thursday,Dagenham Heathway,8179,8221
20240328,Thursday,Dalston Junction,7608,8037
20240328,Thursday,Dalston Kingsland,8212,7773
20240328,Thursday,Debden,3090,2999
20240328,Thursday,Denmark Hill,8850,8204
20240328,Thursday,Deptford Bridge,2726,2354
20240328,Thursday,Devons Road,2473,2119
20240328,Thursday,Dollis Hill,5124,4617
20240328,Thursday,Ealing Broadway,21656,22885
20240328,Thursday,Ealing Common,3131,2983
20240328,Thursday,Earls Court,24091,24071
20240328,Thursday,East Acton,4764,4580
20240328,Thursday,East Finchley,8888,8445
20240328,Thursday,East Ham,17171,16731
20240328,Thursday,East India,3673,3298
20240328,Thursday,East Putney,9098,8530
20240328,Thursday,Eastcote,3771,3637
20240328,Thursday,Edgware,6758,6736
20240328,Thursday,Edgware Road B,5104,5392
20240328,Thursday,Edgware Road C&H,9220,8909
20240328,Thursday,Edmonton Green,5445,5329
20240328,Thursday,Elephant & Castle,20777,18991
20240328,Thursday,Elm Park,4363,4333
20240328,Thursday,Elverson Road,1298,974
20240328,Thursday,Embankment,24801,26031
20240328,Thursday,Emerson Park,448,235
20240328,Thursday,Enfield Town,3817,3521
20240328,Thursday,Epping,4673,4889
20240328,Thursday,Euston,45214,54469
20240328,Thursday,Euston NR,9880,12030
20240328,Thursday,Euston Square,14681,16777
20240328,Thursday,Fairlop,1403,1367
20240328,Thursday,Farringdon,67976,66224
20240328,Thursday,Finchley Central,7094,7160
20240328,Thursday,Finchley Road,11083,10548
20240328,Thursday,Finchley Road & Frognal,2450,2411
20240328,Thursday,Finsbury Park,29398,26956
20240328,Thursday,Forest Gate,8886,7994
20240328,Thursday,Forest Hill,6423,5510
20240328,Thursday,Fulham Broadway,11578,11032
20240328,Thursday,Gallions Reach,2023,1751
20240328,Thursday,Gants Hill,7438,7518
20240328,Thursday,Gidea Park,4929,3935
20240328,Thursday,Gloucester Road,17323,16418
20240328,Thursday,Golders Green,9912,9750
20240328,Thursday,Goldhawk Road,3044,2694
20240328,Thursday,Goodge Street,7400,8193
20240328,Thursday,Goodmayes,6784,6191
20240328,Thursday,Gospel Oak,3688,3410
20240328,Thursday,Grange Hill,585,504
20240328,Thursday,Great Portland Street,9062,9181
20240328,Thursday,Green Park,38275,43883
20240328,Thursday,Greenford,4640,4688
20240328,Thursday,Greenwich,5260,4386
20240328,Thursday,Gunnersbury,4262,4517
20240328,Thursday,Hackney Central,8348,8411
20240328,Thursday,Hackney Downs,3917,3761
20240328,Thursday,Hackney Wick,5385,5292
20240328,Thursday,Haggerston,4503,4063
20240328,Thursday,Hainault,4773,4704
20240328,Thursday,Hammersmith C&H,13999,12988
20240328,Thursday,Hammersmith D&P,30745,30192
20240328,Thursday,Hampstead,5355,5905
20240328,Thursday,Hampstead Heath,4079,4019
20240328,Thursday,Hanger Lane,3866,3628
20240328,Thursday,Hanwell,2619,1961
20240328,Thursday,Harlesden,4011,3877
20240328,Thursday,Harold Wood,5484,4749
20240328,Thursday,Harringay Green Lanes,1915,1825
20240328,Thursday,Harrow & Wealdstone,6238,5496
20240328,Thursday,Harrow-on-the-Hill,13266,14567
20240328,Thursday,Hatch End,857,892
20240328,Thursday,Hatton Cross,4520,4509
20240328,Thursday,Hayes & Harlington,10663,10392
20240328,Thursday,Headstone Lane,749,629
20240328,Thursday,Heathrow T2&3 TfL Rail/HEx,8259,9831
20240328,Thursday,Heathrow T4 TfL Rail/HEx,2078,2294
20240328,Thursday,Heathrow T5 TfL Rail/HEx,4462,6206
20240328,Thursday,Heathrow Terminal 4,2405,2161
20240328,Thursday,Heathrow Terminal 5,7585,5967
20240328,Thursday,Heathrow Terminals 2&3,11206,8408
20240328,Thursday,Hendon Central,7836,7316
20240328,Thursday,Heron Quays,5278,5542
20240328,Thursday,High Barnet,5533,5329
20240328,Thursday,High Street Kensington,15082,14506
20240328,Thursday,Highams Park,4600,4196
20240328,Thursday,Highbury & Islington,21372,22236
20240328,Thursday,Highgate,6925,6581
20240328,Thursday,Hillingdon,2316,2091
20240328,Thursday,Holborn,31839,34321
20240328,Thursday,Holland Park,3946,3744
20240328,Thursday,Holloway Road,6613,6141
20240328,Thursday,Homerton,6438,5678
20240328,Thursday,Honor Oak Park,3830,3389
20240328,Thursday,Hornchurch,2926,3190
20240328,Thursday,Hounslow Central,4550,4659
20240328,Thursday,Hounslow East,4992,5267
20240328,Thursday,Hounslow West,4023,4087
20240328,Thursday,Hoxton,4948,5214
20240328,Thursday,Hyde Park Corner,4898,4874
20240328,Thursday,Ickenham,1392,1370
20240328,Thursday,Ilford,14579,14266
20240328,Thursday,Imperial Wharf,3912,3955
20240328,Thursday,Island Gardens,2492,1892
20240328,Thursday,Iver,316,278
20240328,Thursday,Kennington,7263,6855
20240328,Thursday,Kensal Green,3096,2971
20240328,Thursday,Kensal Rise,3701,3512
20240328,Thursday,Kensington Olympia,4664,4979
20240328,Thursday,Kentish Town,2383,2028
20240328,Thursday,Kentish Town West,2745,2695
20240328,Thursday,Kenton,2603,2539
20240328,Thursday,Kew Gardens,3949,4029
20240328,Thursday,Kilburn,8294,8202
20240328,Thursday,Kilburn High Road,1101,1046
20240328,Thursday,Kilburn Park,4199,4035
20240328,Thursday,King George V,1647,1403
20240328,Thursday,Kings Cross St Pancras,107177,122208
20240328,Thursday,Kingsbury,5572,5491
20240328,Thursday,Knightsbridge,21090,19820
20240328,Thursday,Ladbroke Grove,8691,8098
20240328,Thursday,Lambeth North,4799,4477
20240328,Thursday,Lancaster Gate,4425,4707
20240328,Thursday,Langdon Park,2962,2358
20240328,Thursday,Langley Berks,762,713
20240328,Thursday,Latimer Road,3492,3281
20240328,Thursday,Leicester Square,44449,40521
20240328,Thursday,Lewisham DLR,7180,6215
20240328,Thursday,Leyton,12948,12333
20240328,Thursday,Leyton Midland Road,2288,1960
