TravelDate,DayOFWeek,Station,EntryTapCount,ExitTapCount,Borough,LINES,NETWORK,Zone,x,y
20210120,Wednesday,Aldgate,1687,2076,City of London,"Metropolitan, Circle",London Underground,1.0,-0.0742363,51.51398203
20210120,Wednesday,Bank,3504,3730,City of London,"Waterloo & City, Northern, Central",London Underground,1.0,-0.08729695,51.51291511
20210120,Wednesday,Barbican,1721,1779,City of London,"Metropolitan, Circle, Hammersmith & City",London Underground,1.0,-0.097189673,51.51969921
20210120,Wednesday,Blackfriars,2059,2106,City of London,"District, Circle",London Underground,1.0,-0.102020251,51.51111447
20210120,Wednesday,Chancery Lane,2548,2980,City of London,Central,London Underground,1.0,-0.109960547,51.5177395
20210120,Wednesday,Liverpool Street,10822,12191,City of London,"Metropolitan, Central, Circle, Hammersmith & City",London Underground,1.0,-0.081601363,51.5168424
20210120,Wednesday,Liverpool Street,10822,12191,City of London,,London Overground,1.0,-0.080013644,51.51752768
20210120,Wednesday,Liverpool Street,10822,12191,City of London,,TfL Rail,1.0,-0.081601363,51.5168424
20210120,Wednesday,Mansion House,600,658,City of London,"District, Circle",London Underground,1.0,-0.092495313,51.51130597
20210120,Wednesday,Monument,1469,1730,City of London,"District, Circle",London Underground,1.0,-0.084502291,51.51020898
20210120,Wednesday,Moorgate,3744,4587,City of London,"Metropolitan, Northern, Circle, Hammersmith & City",London Underground,1.0,-0.087700241,51.5178533
20210121,Thursday,Aldgate,1727,2133,City of London,"Metropolitan, Circle",London Underground,1.0,-0.0742363,51.51398203
20210121,Thursday,Bank,3384,3595,City of London,"Waterloo & City, Northern, Central",London Underground,1.0,-0.08729695,51.51291511
20210121,Thursday,Barbican,1737,1844,City of London,"Metropolitan, Circle, Hammersmith & City",London Underground,1.0,-0.097189673,51.51969921
20210121,Thursday,Blackfriars,2102,2110,City of London,"District, Circle",London Underground,1.0,-0.102020251,51.51111447
20210121,Thursday,Chancery Lane,2486,2785,City of London,Central,London Underground,1.0,-0.109960547,51.5177395
20210121,Thursday,Liverpool Street,11044,12393,City of London,"Metropolitan, Central, Circle, Hammersmith & City",London Underground,1.0,-0.081601363,51.5168424
20210121,Thursday,Liverpool Street,11044,12393,City of London,,London Overground,1.0,-0.080013644,51.51752768
20210121,Thursday,Liverpool Street,11044,12393,City of London,,TfL Rail,1.0,-0.081601363,51.5168424
20210121,Thursday,Mansion House,638,676,City of London,"District, Circle",London Underground,1.0,-0.092495313,51.51130597
20210121,Thursday,Monument,1523,2020,City of London,"District, Circle",London Underground,1.0,-0.084502291,51.51020898
20210121,Thursday,Moorgate,3747,4095,City of London,"Metropolitan, Northern, Circle, Hammersmith & City",London Underground,1.0,-0.087700241,51.5178533
20210122,Friday,Aldgate,1671,2146,City of London,"Metropolitan, Circle",London Underground,1.0,-0.0742363,51.51398203
20210122,Friday,Bank,3491,3549,City of London,"Waterloo & City, Northern, Central",London Underground,1.0,-0.08729695,51.51291511
20210122,Friday,Barbican,1700,1838,City of London,"Metropolitan, Circle, Hammersmith & City",London Underground,1.0,-0.097189673,51.51969921
20210122,Friday,Blackfriars,2055,2004,City of London,"District, Circle",London Underground,1.0,-0.102020251,51.51111447
20210122,Friday,Chancery Lane,2523,2721,City of London,Central,London Underground,1.0,-0.109960547,51.5177395
