TravelDate,DayOfWeek,Station,EntryTapCount,ExitTapCount,Borough
20240411,Thursday,Charing Cross,25954,25650,Westminster
20240411,Thursday,Covent Garden,18869,22726,Westminster
20240411,Thursday,Embankment,29487,29624,Westminster
20240411,Thursday,Great Portland Street,9749,10075,Westminster
20240411,Thursday,Green Park,45625,51895,Westminster
20240411,Thursday,Hyde Park Corner,5326,5456,Westminster
20240411,Thursday,Lancaster Gate,4913,4742,Westminster
20240411,Thursday,Leicester Square,42861,39037,Westminster
20240411,Thursday,Maida Vale,4187,3873,Westminster
20240411,Thursday,Marble Arch,13755,13947,Westminster
20240411,Thursday,Marylebone,13260,14183,Westminster
20240411,Thursday,Oxford Circus,77419,88006,Westminster
20240411,Thursday,Paddington,42973,43572,Westminster
20240411,Thursday,Piccadilly Circus,40760,38271,Westminster
20240411,Thursday,Pimlico,11039,10932,Westminster
20240411,Thursday,Queensway,8802,8916,Westminster
20240411,Thursday,Royal Oak,3378,3095,Westminster
20240411,Thursday,St James's Park,16730,17936,Westminster
20240411,Thursday,Temple,10319,11083,Westminster
20240411,Thursday,Victoria,98387,101477,Westminster
20240411,Thursday,Warwick Avenue,4627,4549,Westminster
20240411,Thursday,Westbourne Park,5870,5243,Westminster
20240411,Thursday,Westminster,29341,31289,Westminster
20240412,Friday,Baker Street,32522,33036,Westminster
20240412,Friday,Bayswater,5900,5177,Westminster
20240412,Friday,Bond Street,53523,56123,Westminster
20240412,Friday,Charing Cross,23991,23088,Westminster
20240412,Friday,Covent Garden,18207,22135,Westminster
20240412,Friday,Embankment,27411,26804,Westminster
20240412,Friday,Great Portland Street,7946,8217,Westminster
20240412,Friday,Green Park,41187,48214,Westminster
20240412,Friday,Hyde Park Corner,6391,6846,Westminster
20240412,Friday,Lancaster Gate,5226,5109,Westminster
20240412,Friday,Leicester Square,46937,41981,Westminster
20240412,Friday,Maida Vale,4282,4291,Westminster
20240412,Friday,Marble Arch,14296,13486,Westminster
20240412,Friday,Marylebone,11051,11847,Westminster
20240412,Friday,Oxford Circus,69355,79974,Westminster
20240412,Friday,Paddington,39332,40306,Westminster
20240412,Friday,Piccadilly Circus,39148,37877,Westminster
20240412,Friday,Pimlico,10337,9765,Westminster
20240412,Friday,Queensway,8962,9444,Westminster
20240412,Friday,Royal Oak,3244,3336,Westminster
20240412,Friday,St James's Park,13416,15949,Westminster
20240412,Friday,Temple,7976,8715,Westminster
20240412,Friday,Victoria,90964,92185,Westminster
20240412,Friday,Warwick Avenue,3683,3828,Westminster
20240412,Friday,Westbourne Park,5984,5413,Westminster
20240412,Friday,Westminster,27295,29320,Westminster
20240413,Saturday,Baker Street,27940,27544,Westminster
20240413,Saturday,Bayswater,5481,4722,Westminster
20240413,Saturday,Bond Street,43502,45683,Westminster
20240413,Saturday,Charing Cross,25804,23196,Westminster
20240413,Saturday,Covent Garden,20954,28034,Westminster
20240413,Saturday,Embankment,28958,28640,Westminster
20240413,Saturday,Great Portland Street,4655,4127,Westminster
20240413,Saturday,Green Park,32556,37576,Westminster
20240413,Saturday,Hyde Park Corner,6964,7719,Westminster
20240413,Saturday,Lancaster Gate,4500,3898,Westminster
20240413,Saturday,Leicester Square,57578,49770,Westminster
20240413,Saturday,Maida Vale,3492,3176,Westminster
20240413,Saturday,Marble Arch,14508,13625,Westminster
20240413,Saturday,Marylebone,14794,14327,Westminster
20240413,Saturday,Oxford Circus,63058,72976,Westminster
20240413,Saturday,Paddington,38488,38307,Westminster
20240413,Saturday,Piccadilly Circus,40830,39197,Westminster
20240413,Saturday,Pimlico,8133,7829,Westminster
20240413,Saturday,Queensway,9251,9787,Westminster
20240413,Saturday,Royal Oak,2736,2551,Westminster
20240413,Saturday,St James's Park,9752,10507,Westminster
20240413,Saturday,Temple,6377,7068,Westminster
20240413,Saturday,Victoria,77944,78223,Westminster
20240413,Saturday,Warwick Avenue,3906,4215,Westminster
20240413,Saturday,Westbourne Park,4802,4273,Westminster
20240413,Saturday,Westminster,29003,27400,Westminster
20240414,Sunday,Baker Street,18313,17704,Westminster
20240414,Sunday,Bayswater,4213,3471,Westminster
20240414,Sunday,Bond Street,25617,26701,Westminster
20240414,Sunday,Charing Cross,13963,12865,Westminster
20240414,Sunday,Covent Garden,12562,14496,Westminster
20240414,Sunday,Embankment,14451,14084,Westminster
20240414,Sunday,Great Portland Street,2612,2568,Westminster
20240414,Sunday,Green Park,18899,22081,Westminster
20240414,Sunday,Hyde Park Corner,4391,4618,Westminster
20240414,Sunday,Lancaster Gate,3856,3621,Westminster
20240414,Sunday,Leicester Square,30715,26567,Westminster
20240414,Sunday,Maida Vale,2393,2297,Westminster
20240414,Sunday,Marble Arch,8813,8750,Westminster
20240414,Sunday,Marylebone,9954,9633,Westminster
20240414,Sunday,Oxford Circus,35256,39274,Westminster
20240414,Sunday,Paddington,25397,22650,Westminster
20240414,Sunday,Piccadilly Circus,22731,20016,Westminster
20240414,Sunday,Pimlico,6007,6091,Westminster
20240414,Sunday,Queensway,6137,5644,Westminster
20240414,Sunday,Royal Oak,2030,1918,Westminster
20240414,Sunday,St James's Park,6245,7227,Westminster
20240414,Sunday,Temple,3106,3108,Westminster
20240414,Sunday,Victoria,45749,46367,Westminster
20240414,Sunday,Warwick Avenue,2667,2885,Westminster
20240414,Sunday,Westbourne Park,3121,3001,Westminster
20240414,Sunday,Westminster,14339,14341,Westminster
20240415,Monday,Baker Street,27664,27772,Westminster
20240415,Monday,Bayswater,4709,4442,Westminster
20240415,Monday,Bond Street,47188,50347,Westminster
20240415,Monday,Charing Cross,19090,18785,Westminster
20240415,Monday,Covent Garden,11498,12726,Westminster
20240415,Monday,Embankment,19817,19350,Westminster
20240415,Monday,Great Portland Street,7870,7985,Westminster
20240415,Monday,Green Park,35313,39747,Westminster
20240415,Monday,Hyde Park Corner,4029,4149,Westminster
20240415,Monday,Lancaster Gate,3456,3317,Westminster
20240415,Monday,Leicester Square,27699,25186,Westminster
20240415,Monday,Maida Vale,3840,3714,Westminster
20240415,Monday,Marble Arch,11086,10896,Westminster
20240415,Monday,Marylebone,10750,10805,Westminster
20240415,Monday,Oxford Circus,57694,63329,Westminster
20240415,Monday,Paddington,37080,36443,Westminster
20240415,Monday,Piccadilly Circus,28110,26862,Westminster
20240415,Monday,Pimlico,10636,10807,Westminster
20240415,Monday,Queensway,6495,6942,Westminster
20240415,Monday,Royal Oak,3035,2924,Westminster
20240415,Monday,St James's Park,13972,14306,Westminster
20240415,Monday,Temple,7598,7464,Westminster
20240415,Monday,Victoria,76959,83874,Westminster
20240415,Monday,Warwick Avenue,4228,4077,Westminster
20240415,Monday,Westbourne Park,5454,5093,Westminster
20240415,Monday,Westminster,23295,25005,Westminster
20240416,Tuesday,Baker Street,33502,33809,Westminster
20240416,Tuesday,Bayswater,4949,4787,Westminster
20240416,Tuesday,Bond Street,55683,57410,Westminster
20240416,Tuesday,Charing Cross,22680,22080,Westminster
20240416,Tuesday,Covent Garden,13829,15710,Westminster
20240416,Tuesday,Embankment,23556,23052,Westminster
20240416,Tuesday,Great Portland Street,10117,10293,Westminster
20240416,Tuesday,Green Park,42268,46333,Westminster
20240416,Tuesday,Hyde Park Corner,4599,5047,Westminster
20240416,Tuesday,Lancaster Gate,4241,4307,Westminster
20240416,Tuesday,Leicester Square,33715,29846,Westminster
20240416,Tuesday,Maida Vale,4476,4282,Westminster
20240416,Tuesday,Marble Arch,12554,12780,Westminster
20240416,Tuesday,Marylebone,12655,13152,Westminster
20240416,Tuesday,Oxford Circus,67436,74384,Westminster
20240416,Tuesday,Paddington,41111,41035,Westminster
20240416,Tuesday,Piccadilly Circus,32693,31732,Westminster
20240416,Tuesday,Pimlico,12348,12099,Westminster
20240416,Tuesday,Queensway,7136,7722,Westminster
20240416,Tuesday,Royal Oak,3395,3376,Westminster
20240416,Tuesday,St James's Park,17910,18379,Westminster
20240416,Tuesday,Temple,9759,10154,Westminster
20240416,Tuesday,Victoria,89600,93166,Westminster
20240416,Tuesday,Warwick Avenue,4891,4770,Westminster
20240416,Tuesday,Westbourne Park,5997,5524,Westminster
20240416,Tuesday,Westminster,27938,29424,Westminster
20240417,Wednesday,Baker Street,32350,37064,Westminster
20240417,Wednesday,Bayswater,5503,5195,Westminster
20240417,Wednesday,Bond Street,57960,60188,Westminster
20240417,Wednesday,Charing Cross,24738,23833,Westminster
20240417,Wednesday,Covent Garden,15564,17768,Westminster
20240417,Wednesday,Embankment,24846,24678,Westminster
20240417,Wednesday,Great Portland Street,9968,10258,Westminster
20240417,Wednesday,Green Park,44601,51747,Westminster
20240417,Wednesday,Hyde Park Corner,5369,5835,Westminster
20240417,Wednesday,Lancaster Gate,3897,3917,Westminster
20240417,Wednesday,Leicester Square,37208,33001,Westminster
20240417,Wednesday,Maida Vale,4422,4251,Westminster
20240417,Wednesday,Marble Arch,13658,13744,Westminster
20240417,Wednesday,Marylebone,13892,15084,Westminster
20240417,Wednesday,Oxford Circus,72527,79613,Westminster
20240417,Wednesday,Paddington,43530,43389,Westminster
20240417,Wednesday,Piccadilly Circus,36949,34391,Westminster
20240417,Wednesday,Pimlico,12370,12202,Westminster
20240417,Wednesday,Queensway,7989,8856,Westminster
20240417,Wednesday,Royal Oak,3591,3441,Westminster
20240417,Wednesday,St James's Park,19220,20734,Westminster
20240417,Wednesday,Temple,10694,10896,Westminster
20240417,Wednesday,Victoria,94797,98273,Westminster
20240417,Wednesday,Warwick Avenue,5058,4949,Westminster
20240417,Wednesday,Westbourne Park,6289,5888,Westminster
20240417,Wednesday,Westminster,30421,31009,Westminster
20240418,Thursday,Baker Street,36278,36512,Westminster
20240418,Thursday,Bayswater,6147,5886,Westminster
20240418,Thursday,Bond Street,60918,64713,Westminster
20240418,Thursday,Charing Cross,26272,25224,Westminster
20240418,Thursday,Covent Garden,16294,18367,Westminster
20240418,Thursday,Embankment,27223,27124,Westminster
20240418,Thursday,Great Portland Street,10675,11047,Westminster
20240418,Thursday,Green Park,46481,52147,Westminster
20240418,Thursday,Hyde Park Corner,5794,6278,Westminster
20240418,Thursday,Lancaster Gate,4364,4263,Westminster
20240418,Thursday,Leicester Square,39328,34407,Westminster
20240418,Thursday,Maida Vale,4734,4418,Westminster
20240418,Thursday,Marble Arch,13772,14694,Westminster
20240418,Thursday,Marylebone,13530,14897,Westminster
20240418,Thursday,Oxford Circus,75773,84174,Westminster
20240418,Thursday,Paddington,45968,46674,Westminster
20240418,Thursday,Piccadilly Circus,38887,37094,Westminster
20240418,Thursday,Pimlico,12642,12413,Westminster
20240418,Thursday,Queensway,8051,8632,Westminster
20240418,Thursday,Royal Oak,3696,3447,Westminster
20240418,Thursday,St James's Park,18895,19604,Westminster
20240418,Thursday,Temple,11108,11158,Westminster
20240418,Thursday,Victoria,100243,102368,Westminster
20240418,Thursday,Warwick Avenue,5118,5321,Westminster
20240418,Thursday,Westbourne Park,6268,6017,Westminster
20240418,Thursday,Westminster,29039,31262,Westminster
20240419,Friday,Baker Street,32542,33230,Westminster
20240419,Friday,Bayswater,6644,5873,Westminster
20240419,Friday,Bond Street,53356,57881,Westminster
20240419,Friday,Charing Cross,25235,24753,Westminster
20240419,Friday,Covent Garden,16064,20747,Westminster
20240419,Friday,Embankment,24058,24025,Westminster
20240419,Friday,Great Portland Street,8066,8283,Westminster
20240419,Friday,Green Park,42077,48325,Westminster
20240419,Friday,Hyde Park Corner,6137,5877,Westminster
20240419,Friday,Lancaster Gate,4573,4622,Westminster
20240419,Friday,Leicester Square,45183,39678,Westminster
20240419,Friday,Maida Vale,4390,4095,Westminster
20240419,Friday,Marble Arch,13804,14230,Westminster
20240419,Friday,Marylebone,11269,12561,Westminster
20240419,Friday,Oxford Circus,67610,77127,Westminster
20240419,Friday,Paddington,41806,42484,Westminster
20240419,Friday,Piccadilly Circus,40154,38988,Westminster
20240419,Friday,Pimlico,11757,11607,Westminster
20240419,Friday,Queensway,8423,8843,Westminster
20240419,Friday,Royal Oak,3527,3307,Westminster
20240419,Friday,St James's Park,14779,16542,Westminster
20240419,Friday,Temple,8211,8705,Westminster
20240419,Friday,Victoria,89031,89152,Westminster
20240419,Friday,Warwick Avenue,4886,4820,Westminster
20240419,Friday,Westbourne Park,6076,5550,Westminster
20240419,Friday,Westminster,28123,28585,Westminster
20240420,Saturday,Baker Street,33609,33740,Westminster
20240420,Saturday,Bayswater,6556,5856,Westminster
20240420,Saturday,Bond Street,58250,57004,Westminster
20240420,Saturday,Charing Cross,32664,32979,Westminster
20240420,Saturday,Covent Garden,23425,29465,Westminster
20240420,Saturday,Embankment,28682,28896,Westminster
20240420,Saturday,Great Portland Street,5827,5582,Westminster
20240420,Saturday,Green Park,37396,45593,Westminster
20240420,Saturday,Hyde Park Corner,10308,15379,Westminster
20240420,Saturday,Lancaster Gate,6265,5938,Westminster
20240420,Saturday,Leicester Square,63790,53629,Westminster
20240420,Saturday,Maida Vale,3770,3528,Westminster
20240420,Saturday,Marble Arch,18625,24018,Westminster
20240420,Saturday,Marylebone,11753,11987,Westminster
20240420,Saturday,Oxford Circus,69588,77924,Westminster
20240420,Saturday,Paddington,45590,43310,Westminster
20240420,Saturday,Piccadilly Circus,50409,46901,Westminster
20240420,Saturday,Pimlico,8179,8560,Westminster
20240420,Saturday,Queensway,10053,10367,Westminster
20240420,Saturday,Royal Oak,3067,2813,Westminster
20240420,Saturday,St James's Park,11611,13840,Westminster
20240420,Saturday,Temple,6734,7248,Westminster
20240420,Saturday,Victoria,97070,91645,Westminster
20240420,Saturday,Warwick Avenue,4039,4354,Westminster
20240420,Saturday,Westbourne Park,5454,4657,Westminster
20240420,Saturday,Westminster,30687,35358,Westminster
20240421,Sunday,Baker Street,24212,23099,Westminster
20240421,Sunday,Bayswater,5700,5024,Westminster
20240421,Sunday,Bond Street,30132,30774,Westminster
20240421,Sunday,Charing Cross,40124,22500,Westminster
20240421,Sunday,Covent Garden,16355,16069,Westminster
20240421,Sunday,Embankment,38136,17730,Westminster
20240421,Sunday,Great Portland Street,3994,3252,Westminster
20240421,Sunday,Green Park,32655,41311,Westminster
20240421,Sunday,Hyde Park Corner,4650,4672,Westminster
20240421,Sunday,Lancaster Gate,4945,4236,Westminster
20240421,Sunday,Leicester Square,46077,31324,Westminster
20240421,Sunday,Maida Vale,2649,2670,Westminster
20240421,Sunday,Marble Arch,10685,9704,Westminster
20240421,Sunday,Marylebone,8070,9278,Westminster
20240421,Sunday,Oxford Circus,41443,43822,Westminster
20240421,Sunday,Paddington,38019,37975,Westminster
20240421,Sunday,Piccadilly Circus,39795,26541,Westminster
20240421,Sunday,Pimlico,7329,7166,Westminster
20240421,Sunday,Queensway,7830,7365,Westminster
20240421,Sunday,Royal Oak,2473,2242,Westminster
20240421,Sunday,St James's Park,17506,34553,Westminster
20240421,Sunday,Temple,11193,8969,Westminster
20240421,Sunday,Victoria,81793,80154,Westminster
20240421,Sunday,Warwick Avenue,2988,3387,Westminster
20240421,Sunday,Westbourne Park,3563,3255,Westminster
20240421,Sunday,Westminster,37499,52680,Westminster
20240422,Monday,Baker Street,30331,30781,Westminster
20240422,Monday,Bayswater,5983,5288,Westminster
20240422,Monday,Bond Street,51452,51873,Westminster
20240422,Monday,Charing Cross,20670,19838,Westminster
20240422,Monday,Covent Garden,13012,14453,Westminster
20240422,Monday,Embankment,21843,21410,Westminster
20240422,Monday,Great Portland Street,8260,8198,Westminster
20240422,Monday,Green Park,39595,45215,Westminster
20240422,Monday,Hyde Park Corner,4439,4776,Westminster
20240422,Monday,Lancaster Gate,4249,4058,Westminster
20240422,Monday,Leicester Square,31313,27974,Westminster
20240422,Monday,Maida Vale,3965,3799,Westminster
20240422,Monday,Marble Arch,12795,12291,Westminster
20240422,Monday,Marylebone,10544,11295,Westminster
20240422,Monday,Oxford Circus,60953,68973,Westminster
20240422,Monday,Paddington,38185,37774,Westminster
20240422,Monday,Piccadilly Circus,32466,29812,Westminster
20240422,Monday,Pimlico,11385,11417,Westminster
20240422,Monday,Queensway,7544,7958,Westminster
20240422,Monday,Royal Oak,3328,3141,Westminster
20240422,Monday,St James's Park,16710,18305,Westminster
20240422,Monday,Temple,8981,9052,Westminster
20240422,Monday,Victoria,82217,87918,Westminster
20240422,Monday,Warwick Avenue,4453,4408,Westminster
20240422,Monday,Westbourne Park,5608,5180,Westminster
20240422,Monday,Westminster,28424,30030,Westminster
20240423,Tuesday,Baker Street,35091,35325,Westminster
20240423,Tuesday,Bayswater,5828,5512,Westminster
20240423,Tuesday,Bond Street,57089,59514,Westminster
20240423,Tuesday,Charing Cross,25078,24185,Westminster
20240423,Tuesday,Covent Garden,14624,16782,Westminster
20240423,Tuesday,Embankment,25405,25255,Westminster
20240423,Tuesday,Great Portland Street,10291,10590,Westminster
20240423,Tuesday,Green Park,44342,49980,Westminster
20240423,Tuesday,Hyde Park Corner,5159,5333,Westminster
20240423,Tuesday,Lancaster Gate,4945,4926,Westminster
20240423,Tuesday,Leicester Square,35616,31346,Westminster
20240423,Tuesday,Maida Vale,4608,4418,Westminster
20240423,Tuesday,Marble Arch,13673,13702,Westminster
20240423,Tuesday,Marylebone,13304,14168,Westminster
20240423,Tuesday,Oxford Circus,71532,78548,Westminster
20240423,Tuesday,Paddington,44882,43324,Westminster
20240423,Tuesday,Piccadilly Circus,36456,34699,Westminster
20240423,Tuesday,Pimlico,13103,12965,Westminster
20240423,Tuesday,Queensway,8276,8779,Westminster
20240423,Tuesday,Royal Oak,3767,3607,Westminster
20240423,Tuesday,St James's Park,19339,19712,Westminster
20240423,Tuesday,Temple,11154,11296,Westminster
20240423,Tuesday,Victoria,94970,100484,Westminster
20240423,Tuesday,Warwick Avenue,5011,4897,Westminster
20240423,Tuesday,Westbourne Park,6122,5737,Westminster
20240423,Tuesday,Westminster,32147,33316,Westminster
20240424,Wednesday,Baker Street,34775,34665,Westminster
20240424,Wednesday,Bayswater,6425,5957,Westminster
20240424,Wednesday,Bond Street,59276,62118,Westminster
20240424,Wednesday,Charing Cross,25275,24632,Westminster
20240424,Wednesday,Covent Garden,15877,18075,Westminster
20240424,Wednesday,Embankment,26069,26135,Westminster
20240424,Wednesday,Great Portland Street,10081,10346,Westminster
20240424,Wednesday,Green Park,46481,54521,Westminster
20240424,Wednesday,Hyde Park Corner,5728,6123,Westminster
20240424,Wednesday,Lancaster Gate,5043,5072,Westminster
20240424,Wednesday,Leicester Square,38496,32967,Westminster
20240424,Wednesday,Maida Vale,4654,4371,Westminster
20240424,Wednesday,Marble Arch,14340,14441,Westminster
20240424,Wednesday,Marylebone,13400,14348,Westminster
20240424,Wednesday,Oxford Circus,73028,80757,Westminster
20240424,Wednesday,Paddington,45153,44578,Westminster
20240424,Wednesday,Piccadilly Circus,39046,36941,Westminster
20240424,Wednesday,Pimlico,12464,12336,Westminster
20240424,Wednesday,Queensway,8779,9091,Westminster
20240424,Wednesday,Royal Oak,3731,3610,Westminster
20240424,Wednesday,St James's Park,19894,21250,Westminster
20240424,Wednesday,Temple,11029,11793,Westminster
20240424,Wednesday,Victoria,98161,102342,Westminster
20240424,Wednesday,Warwick Avenue,5312,5296,Westminster
20240424,Wednesday,Westbourne Park,6313,5830,Westminster
20240424,Wednesday,Westminster,31900,33686,Westminster
20240425,Thursday,Baker Street,37540,38075,Westminster
20240425,Thursday,Bayswater,6751,6265,Westminster
20240425,Thursday,Bond Street,61352,64400,Westminster
20240425,Thursday,Charing Cross,28080,27628,Westminster
20240425,Thursday,Covent Garden,17623,20467,Westminster
20240425,Thursday,Embankment,27576,27716,Westminster
20240425,Thursday,Great Portland Street,10709,11034,Westminster
20240425,Thursday,Green Park,47660,54496,Westminster
20240425,Thursday,Hyde Park Corner,6109,6246,Westminster
20240425,Thursday,Lancaster Gate,5335,5513,Westminster
20240425,Thursday,Leicester Square,42013,36622,Westminster
20240425,Thursday,Maida Vale,4678,4477,Westminster
20240425,Thursday,Marble Arch,14541,14344,Westminster
20240425,Thursday,Marylebone,14528,15445,Westminster
20240425,Thursday,Oxford Circus,79123,87481,Westminster
20240425,Thursday,Paddington,46927,48302,Westminster
20240425,Thursday,Piccadilly Circus,42911,41514,Westminster
20240425,Thursday,Pimlico,13372,13039,Westminster
20240425,Thursday,Queensway,9225,9270,Westminster
20240425,Thursday,Royal Oak,3813,3715,Westminster
20240425,Thursday,St James's Park,20186,20229,Westminster
20240425,Thursday,Temple,12341,12884,Westminster
20240425,Thursday,Victoria,103820,107828,Westminster
20240425,Thursday,Warwick Avenue,5443,5322,Westminster
20240425,Thursday,Westbourne Park,6510,6088,Westminster
20240425,Thursday,Westminster,32842,34338,Westminster
20240426,Friday,Baker Street,33623,35595,Westminster
20240426,Friday,Bayswater,6665,6008,Westminster
20240426,Friday,Bond Street,53966,57643,Westminster
20240426,Friday,Charing Cross,24667,23426,Westminster
20240426,Friday,Covent Garden,16548,20384,Westminster
20240426,Friday,Embankment,25489,25468,Westminster
20240426,Friday,Great Portland Street,8436,8518,Westminster
20240426,Friday,Green Park,42779,52081,Westminster
20240426,Friday,Hyde Park Corner,6699,6710,Westminster
20240426,Friday,Lancaster Gate,5264,5212,Westminster
20240426,Friday,Leicester Square,46808,39702,Westminster
20240426,Friday,Maida Vale,4383,4086,Westminster
20240426,Friday,Marble Arch,14600,14533,Westminster
20240426,Friday,Marylebone,10946,11530,Westminster
20240426,Friday,Oxford Circus,68513,77221,Westminster
20240426,Friday,Paddington,42760,43154,Westminster
20240426,Friday,Piccadilly Circus,42005,39971,Westminster
20240426,Friday,Pimlico,189,228,Westminster
20240426,Friday,Queensway,9131,9975,Westminster
20240426,Friday,Royal Oak,3491,3274,Westminster
20240426,Friday,St James's Park,15502,17068,Westminster
20240426,Friday,Temple,7688,6113,Westminster
20240426,Friday,Victoria,97936,98905,Westminster
20240426,Friday,Warwick Avenue,4862,4775,Westminster
20240426,Friday,Westbourne Park,6371,5752,Westminster
20240426,Friday,Westminster,30015,31925,Westminster
20240427,Saturday,Baker Street,35099,35185,Westminster
20240427,Saturday,Bayswater,6686,6342,Westminster
20240427,Saturday,Bond Street,54716,57671,Westminster
20240427,Saturday,Charing Cross,17577,17449,Westminster
20240427,Saturday,Covent Garden,22380,31083,Westminster
20240427,Saturday,Embankment,28131,27775,Westminster
20240427,Saturday,Great Portland Street,5760,5688,Westminster
20240427,Saturday,Green Park,37949,43596,Westminster
20240427,Saturday,Hyde Park Corner,8354,6315,Westminster
20240427,Saturday,Lancaster Gate,5958,6553,Westminster
20240427,Saturday,Leicester Square,66957,56536,Westminster
20240427,Saturday,Marble Arch,22101,15788,Westminster
20240427,Saturday,Marylebone,0,35,Westminster
20240427,Saturday,Oxford Circus,66402,75351,Westminster
20240427,Saturday,Paddington,37463,35441,Westminster
20240427,Saturday,Piccadilly Circus,39037,35540,Westminster
20240427,Saturday,Pimlico,8426,8618,Westminster
20240427,Saturday,Queensway,9770,10289,Westminster
20240427,Saturday,Royal Oak,3700,3205,Westminster
20240427,Saturday,St James's Park,10680,11219,Westminster
20240427,Saturday,Temple,6286,6401,Westminster
20240427,Saturday,Victoria,88785,88556,Westminster
20240427,Saturday,Warwick Avenue,2,1,Westminster
20240427,Saturday,Westbourne Park,6273,5283,Westminster
20240427,Saturday,Westminster,27587,38233,Westminster
20240428,Sunday,Baker Street,23492,23079,Westminster
20240428,Sunday,Bayswater,5722,4553,Westminster
20240428,Sunday,Bond Street,30487,32620,Westminster
20240428,Sunday,Charing Cross,9883,10193,Westminster
20240428,Sunday,Covent Garden,14737,18234,Westminster
20240428,Sunday,Embankment,16589,15645,Westminster
20240428,Sunday,Great Portland Street,3651,3513,Westminster
20240428,Sunday,Green Park,23085,27501,Westminster
20240428,Sunday,Hyde Park Corner,4276,4103,Westminster
20240428,Sunday,Lancaster Gate,4911,4847,Westminster
20240428,Sunday,Leicester Square,38556,34485,Westminster
20240428,Sunday,Marble Arch,11190,10294,Westminster
20240428,Sunday,Marylebone,0,27,Westminster
20240428,Sunday,Oxford Circus,37290,41156,Westminster
20240428,Sunday,Paddington,29697,25740,Westminster
20240428,Sunday,Piccadilly Circus,22759,20319,Westminster
20240428,Sunday,Pimlico,6207,6377,Westminster
20240428,Sunday,Queensway,7748,7397,Westminster
20240428,Sunday,Royal Oak,2553,2346,Westminster
20240428,Sunday,St James's Park,8087,9321,Westminster
20240428,Sunday,Temple,3552,3574,Westminster
20240428,Sunday,Victoria,57815,62111,Westminster
20240428,Sunday,Westbourne Park,4182,3687,Westminster
20240428,Sunday,Westminster,22447,21805,Westminster
20240429,Monday,Baker Street,31191,31407,Westminster
20240429,Monday,Bayswater,6059,5450,Westminster
20240429,Monday,Bond Street,51071,53310,Westminster
20240429,Monday,Charing Cross,20162,19907,Westminster
20240429,Monday,Covent Garden,13495,15552,Westminster
20240429,Monday,Embankment,21857,21409,Westminster
20240429,Monday,Great Portland Street,8243,8377,Westminster
20240429,Monday,Green Park,38756,45995,Westminster
20240429,Monday,Hyde Park Corner,5544,6114,Westminster
20240429,Monday,Lancaster Gate,4859,4509,Westminster
20240429,Monday,Leicester Square,33021,28728,Westminster
20240429,Monday,Maida Vale,3992,3928,Westminster
20240429,Monday,Marble Arch,12875,12475,Westminster
20240429,Monday,Marylebone,10520,11220,Westminster
20240429,Monday,Oxford Circus,61129,68111,Westminster
20240429,Monday,Paddington,38743,37246,Westminster
20240429,Monday,Piccadilly Circus,33449,30665,Westminster
20240429,Monday,Pimlico,10627,10771,Westminster
20240429,Monday,Queensway,8398,8717,Westminster
20240429,Monday,Royal Oak,3337,3133,Westminster
20240429,Monday,St James's Park,16985,18547,Westminster
20240429,Monday,Temple,8700,8782,Westminster
20240429,Monday,Victoria,79065,86157,Westminster
20240429,Monday,Warwick Avenue,4426,4440,Westminster
20240429,Monday,Westbourne Park,5821,5268,Westminster
20240429,Monday,Westminster,30921,33457,Westminster
20240430,Tuesday,Baker Street,35253,35760,Westminster
20240430,Tuesday,Bayswater,6023,5468,Westminster
20240430,Tuesday,Bond Street,57820,61310,Westminster
20240430,Tuesday,Charing Cross,23621,23633,Westminster
20240430,Tuesday,Covent Garden,14500,17396,Westminster
20240430,Tuesday,Embankment,26086,25325,Westminster
20240430,Tuesday,Great Portland Street,10408,10579,Westminster
20240430,Tuesday,Green Park,44414,49821,Westminster
20240430,Tuesday,Hyde Park Corner,5763,6073,Westminster
20240430,Tuesday,Lancaster Gate,5133,4849,Westminster
20240430,Tuesday,Leicester Square,35973,31321,Westminster
20240430,Tuesday,Maida Vale,4448,4279,Westminster
20240430,Tuesday,Marble Arch,14374,14069,Westminster
20240430,Tuesday,Marylebone,12475,13498,Westminster
20240430,Tuesday,Oxford Circus,71488,79369,Westminster
20240430,Tuesday,Paddington,44425,43542,Westminster
20240430,Tuesday,Piccadilly Circus,36026,33857,Westminster
20240430,Tuesday,Pimlico,12196,12372,Westminster
20240430,Tuesday,Queensway,8452,8940,Westminster
20240430,Tuesday,Royal Oak,3694,3539,Westminster
20240430,Tuesday,St James's Park,19328,20338,Westminster
20240430,Tuesday,Temple,10848,11080,Westminster
20240430,Tuesday,Victoria,94293,98407,Westminster
20240430,Tuesday,Warwick Avenue,5009,5024,Westminster
20240430,Tuesday,Westbourne Park,6327,5823,Westminster
20240430,Tuesday,Westminster,32419,34772,Westminster
20240501,Wednesday,Baker Street,35074,35474,Westminster
20240501,Wednesday,Bayswater,6271,5679,Westminster
20240501,Wednesday,Bond Street,58116,61228,Westminster
20240501,Wednesday,Charing Cross,27276,25271,Westminster
20240501,Wednesday,Covent Garden,15861,18754,Westminster
20240501,Wednesday,Embankment,27681,26096,Westminster
20240501,Wednesday,Great Portland Street,10070,10219,Westminster
20240501,Wednesday,Green Park,46879,53680,Westminster
20240501,Wednesday,Hyde Park Corner,5775,5823,Westminster
