date,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs,hgvs_2_rigid_axle,hgvs_3_rigid_axle,hgvs_4_or_more_rigid_axle,hgvs_3_or_4_articulated_axle,hgvs_5_articulated_axle,hgvs_6_articulated_axle,all_hgvs,all_motor_vehicles
2018-05-02,4.65,2.71,87.02,1.35,32.92,0.56,0.1,0.04,0.0,-0.0,-0.0,0.71,124.71
2018-05-03,20.95,8.61,118.14,60.77,62.55,5.9,1.4,2.56,0.18,-0.13,0.45,10.35,260.41
2018-05-04,36.86,14.18,142.92,108.14,86.01,10.24,2.45,4.58,0.33,-0.21,0.81,18.2,369.45
2018-05-05,52.31,19.4,160.91,142.6,102.82,13.52,3.24,6.06,0.43,-0.23,1.07,24.1,449.83
2018-05-06,67.24,24.22,171.63,163.24,112.54,15.66,3.73,6.98,0.51,-0.19,1.23,27.92,499.56
2018-05-07,81.57,28.62,174.6,169.19,114.71,16.59,3.91,7.3,0.53,-0.08,1.28,29.54,516.65
2018-05-08,95.23,32.54,169.35,159.54,108.86,16.23,3.78,6.97,0.52,0.09,1.22,28.8,499.1
2018-05-09,108.17,35.96,155.42,133.42,94.54,14.5,3.29,5.96,0.46,0.33,1.04,25.58,444.92
2018-05-10,119.49,39.22,137.01,93.53,74.61,11.66,2.51,4.37,0.36,0.63,0.75,20.29,364.67
2018-05-11,125.13,44.25,137.12,57.0,65.21,9.29,1.75,2.87,0.29,0.88,0.46,15.54,319.12
2018-05-12,122.08,52.36,174.61,39.66,79.95,8.82,1.31,2.07,0.31,0.97,0.25,13.73,360.31
2018-05-13,115.06,60.94,232.98,37.78,109.1,9.84,1.14,1.83,0.37,0.92,0.14,14.25,455.06
2018-05-14,110.68,66.42,286.94,42.73,137.11,11.45,1.15,1.82,0.44,0.77,0.09,15.72,548.92
2018-05-15,115.56,65.21,311.15,45.89,148.41,12.79,1.2,1.7,0.47,0.54,0.08,16.77,587.43
2018-05-16,136.33,53.73,280.31,38.62,127.44,12.96,1.19,1.15,0.4,0.27,0.08,16.04,516.15
2018-05-17,167.12,33.12,203.08,20.33,76.04,11.75,1.08,0.42,0.25,0.08,0.17,13.75,346.33
2018-05-18,166.79,19.15,188.87,14.66,49.4,11.09,1.16,1.4,0.27,0.3,0.64,14.87,286.95
2018-05-19,140.3,15.05,240.51,21.92,54.83,11.55,1.45,3.75,0.46,0.85,1.38,19.44,351.75
2018-05-20,107.25,19.75,325.68,34.58,83.33,13.19,1.88,6.44,0.73,1.51,2.14,25.9,489.26
2018-05-21,87.25,32.21,412.08,45.13,125.92,16.08,2.42,8.42,1.0,2.08,2.67,32.67,648.0
2018-05-22,94.4,50.84,473.88,47.9,174.06,20.13,2.99,8.92,1.19,2.4,2.79,38.42,785.1
2018-05-23,120.78,72.03,511.18,44.81,221.18,24.62,3.53,8.3,1.31,2.51,2.61,42.9,892.1
2018-05-24,152.96,91.67,530.58,39.63,261.17,28.71,4.0,7.21,1.38,2.5,2.29,46.08,969.12
2018-05-25,179.86,106.4,537.76,35.46,289.14,31.68,4.34,6.16,1.4,2.43,1.98,48.0,1016.76
2018-05-26,199.77,115.97,534.78,32.76,305.16,33.5,4.55,5.26,1.39,2.34,1.7,48.73,1037.4
2018-05-27,213.32,120.89,522.77,31.29,310.53,34.28,4.64,4.48,1.34,2.21,1.44,48.39,1033.89
2018-05-28,221.13,121.7,502.89,30.84,306.54,34.13,4.62,3.81,1.27,2.06,1.22,47.11,1009.08
2018-05-29,223.85,118.9,476.27,31.16,294.49,33.16,4.5,3.24,1.18,1.88,1.02,44.99,965.81
2018-05-30,222.09,113.02,444.07,32.03,275.67,31.5,4.28,2.76,1.07,1.7,0.85,42.15,906.95
2018-05-31,216.49,104.58,407.43,33.23,251.37,29.24,3.99,2.34,0.95,1.5,0.69,38.71,835.32
2018-06-01,207.68,94.09,367.49,34.53,222.9,26.51,3.62,1.98,0.81,1.29,0.56,34.77,753.79
2018-06-02,196.29,82.07,325.4,35.71,191.55,23.43,3.19,1.65,0.67,1.08,0.45,30.46,665.19
2018-06-03,182.95,69.04,282.31,36.53,158.61,20.09,2.7,1.35,0.52,0.87,0.35,25.89,572.37
2018-06-04,168.3,55.53,239.36,36.76,125.37,16.63,2.17,1.06,0.38,0.66,0.27,21.17,478.19
2018-06-05,152.95,42.05,197.69,36.19,93.14,13.15,1.61,0.76,0.24,0.47,0.2,16.42,385.49
2018-06-06,137.54,29.11,158.45,34.58,63.21,9.76,1.02,0.44,0.12,0.29,0.13,11.76,297.12
2018-06-07,122.71,17.25,122.79,31.71,36.87,6.58,0.42,0.08,-0.0,0.12,0.08,7.29,215.92
2018-06-08,108.95,6.88,91.62,27.45,15.15,3.71,-0.19,-0.31,-0.1,-0.02,0.04,3.13,144.24
2018-06-09,96.31,-1.91,64.94,22.08,-2.05,1.18,-0.78,-0.74,-0.18,-0.14,0.0,-0.65,82.41
2018-06-10,84.67,-9.14,42.52,16.0,-15.1,-0.99,-1.34,-1.16,-0.24,-0.23,-0.03,-4.0,30.28
2018-06-11,73.95,-14.82,24.14,9.57,-24.36,-2.8,-1.83,-1.56,-0.29,-0.31,-0.05,-6.85,-12.32
2018-06-12,64.04,-18.97,9.56,3.19,-30.21,-4.22,-2.25,-1.91,-0.32,-0.36,-0.07,-9.13,-45.56
2018-06-13,54.86,-21.6,-1.45,-2.75,-33.0,-5.25,-2.56,-2.19,-0.33,-0.39,-0.08,-10.8,-69.6
2018-06-14,46.31,-22.73,-9.11,-7.88,-33.1,-5.86,-2.74,-2.37,-0.32,-0.4,-0.09,-11.78,-84.6
2018-06-15,38.28,-22.36,-13.65,-11.81,-30.89,-6.04,-2.78,-2.43,-0.3,-0.39,-0.09,-12.02,-90.74
2018-06-16,30.7,-20.52,-15.31,-14.15,-26.74,-5.78,-2.65,-2.34,-0.26,-0.35,-0.08,-11.46,-88.18
2018-06-17,23.45,-17.21,-14.31,-14.53,-20.99,-5.06,-2.33,-2.07,-0.2,-0.3,-0.07,-10.03,-77.07
2018-06-18,16.45,-12.44,-10.89,-12.55,-14.04,-3.87,-1.79,-1.61,-0.12,-0.22,-0.05,-7.67,-57.59
2018-06-19,9.59,-6.25,-5.26,-7.84,-6.24,-2.19,-1.03,-0.93,-0.03,-0.12,-0.03,-4.32,-29.9
2018-06-20,2.79,1.38,2.33,0.0,2.04,0.0,0.0,0.0,0.08,0.0,0.0,0.08,5.83
2018-06-21,-3.85,10.25,12.0,10.98,10.55,2.65,1.27,1.17,0.21,0.14,0.03,5.47,49.25
2018-06-22,-9.4,19.59,25.15,23.67,19.48,5.51,2.63,2.45,0.34,0.28,0.07,11.28,99.17
2018-06-23,-12.75,28.44,43.53,36.29,29.16,8.27,3.9,3.67,0.46,0.41,0.11,16.81,154.23
2018-06-24,-12.76,35.85,68.88,47.04,39.9,10.61,4.88,4.68,0.54,0.52,0.14,21.38,213.05
2018-06-25,-8.31,40.87,102.96,54.12,52.02,12.24,5.4,5.31,0.59,0.58,0.17,24.29,274.26
2018-06-26,1.74,42.56,147.5,55.75,65.84,12.83,5.27,5.4,0.58,0.58,0.2,24.86,336.5
2018-06-27,18.5,39.96,204.25,50.13,81.67,12.08,4.29,4.79,0.5,0.5,0.21,22.38,398.38
2018-06-28,42.19,33.36,272.08,37.16,99.63,10.05,2.5,3.47,0.35,0.35,0.21,16.92,459.15
2018-06-29,69.33,28.0,338.33,23.5,119.08,8.21,0.75,2.04,0.21,0.21,0.21,11.62,520.54
2018-06-30,96.22,28.77,389.73,15.84,138.76,7.99,-0.11,1.12,0.15,0.16,0.21,9.51,582.62
2018-07-01,121.78,34.31,421.89,14.21,155.73,9.05,-0.17,0.7,0.17,0.18,0.21,10.14,636.29
2018-07-02,145.6,41.68,432.7,16.96,166.62,10.65,0.28,0.62,0.23,0.24,0.21,12.24,670.19
2018-07-03,167.28,47.93,420.03,22.43,168.06,12.01,0.94,0.73,0.31,0.3,0.2,14.49,672.95
2018-07-04,186.42,50.12,381.75,29.0,156.71,12.37,1.5,0.87,0.37,0.33,0.17,15.63,633.21
2018-07-05,202.27,46.33,319.08,35.19,131.28,11.26,1.73,0.92,0.4,0.3,0.11,14.73,546.61
2018-07-06,212.77,38.62,246.64,40.26,98.89,9.25,1.68,0.88,0.4,0.23,0.05,12.5,436.91
2018-07-07,215.55,30.07,182.39,43.64,68.74,7.23,1.47,0.79,0.37,0.14,0.0,10.01,334.85
2018-07-08,208.22,23.74,144.31,44.77,50.03,6.05,1.23,0.7,0.33,0.07,-0.02,8.36,271.21
2018-07-09,188.38,22.71,150.38,43.08,51.96,6.58,1.08,0.62,0.29,0.04,0.0,8.62,276.75
2018-07-10,155.04,29.01,211.58,38.32,80.26,9.38,1.11,0.61,0.26,0.08,0.07,11.51,370.68
2018-07-11,112.8,40.54,311.06,31.44,126.75,13.74,1.26,0.62,0.23,0.16,0.18,16.19,525.98
2018-07-12,67.63,54.12,425.0,23.71,179.79,18.62,1.46,0.63,0.21,0.25,0.29,21.46,704.08
2018-07-13,24.5,67.15,533.59,16.18,229.7,23.19,1.63,0.59,0.18,0.34,0.39,26.32,872.94
2018-07-14,-15.65,79.11,633.09,9.04,274.66,27.28,1.77,0.51,0.16,0.41,0.48,30.6,1026.51
2018-07-15,-52.9,90.05,723.76,2.31,314.85,30.9,1.87,0.38,0.13,0.47,0.55,34.31,1165.27
2018-07-16,-87.34,99.98,805.88,-4.04,350.42,34.08,1.94,0.22,0.11,0.53,0.6,37.47,1289.7
2018-07-17,-119.04,108.94,879.72,-10.01,381.54,36.82,1.98,0.01,0.08,0.57,0.64,40.1,1400.28
2018-07-18,-148.07,116.96,945.54,-15.61,408.36,39.16,1.98,-0.22,0.05,0.6,0.66,42.23,1497.48
2018-07-19,-174.53,124.07,1003.63,-20.85,431.06,41.09,1.96,-0.5,0.03,0.62,0.67,43.88,1581.79
2018-07-20,-198.48,130.3,1054.25,-25.74,449.79,42.65,1.91,-0.8,-0.0,0.63,0.67,45.06,1653.66
2018-07-21,-220.02,135.69,1097.67,-30.28,464.71,43.83,1.84,-1.13,-0.03,0.63,0.65,45.8,1713.6
2018-07-22,-239.2,140.26,1134.17,-34.49,475.99,44.67,1.74,-1.49,-0.06,0.63,0.63,46.12,1762.06
2018-07-23,-256.13,144.04,1164.01,-38.37,483.8,45.18,1.62,-1.87,-0.09,0.61,0.59,46.05,1799.53
2018-07-24,-270.87,147.06,1187.47,-41.93,488.28,45.36,1.47,-2.27,-0.11,0.59,0.55,45.59,1826.48
2018-07-25,-283.5,149.36,1204.82,-45.17,489.61,45.25,1.31,-2.69,-0.14,0.56,0.49,44.78,1843.39
2018-07-26,-294.11,150.96,1216.32,-48.12,487.94,44.85,1.13,-3.13,-0.17,0.53,0.43,43.63,1850.74
2018-07-27,-302.76,151.9,1222.25,-50.77,483.45,44.18,0.93,-3.59,-0.2,0.49,0.35,42.17,1849.0
2018-07-28,-309.55,152.2,1222.89,-53.13,476.28,43.26,0.72,-4.05,-0.23,0.44,0.28,40.42,1838.65
2018-07-29,-314.55,151.9,1218.49,-55.22,466.61,42.1,0.49,-4.53,-0.25,0.39,0.19,38.39,1820.17
2018-07-30,-317.84,151.03,1209.34,-57.04,454.59,40.72,0.26,-5.01,-0.28,0.33,0.1,36.11,1794.04
2018-07-31,-319.49,149.61,1195.7,-58.6,440.4,39.14,0.01,-5.5,-0.31,0.27,-0.0,33.61,1760.72
2018-08-01,-319.6,147.69,1177.85,-59.9,424.18,37.37,-0.25,-5.99,-0.33,0.2,-0.1,30.89,1720.7
2018-08-02,-318.22,145.28,1156.05,-60.96,406.1,35.42,-0.52,-6.49,-0.36,0.14,-0.21,27.99,1674.46
2018-08-03,-315.46,142.41,1130.58,-61.78,386.33,33.32,-0.79,-6.98,-0.38,0.07,-0.32,24.92,1622.46
2018-08-04,-311.38,139.13,1101.71,-62.38,365.03,31.08,-1.06,-7.46,-0.4,-0.01,-0.43,21.71,1565.2
2018-08-05,-306.06,135.46,1069.7,-62.76,342.36,28.71,-1.34,-7.94,-0.43,-0.08,-0.55,18.37,1503.14
2018-08-06,-299.58,131.43,1034.84,-62.92,318.48,26.24,-1.62,-8.41,-0.45,-0.16,-0.66,14.93,1436.75
2018-08-07,-292.03,127.07,997.39,-62.89,293.55,23.68,-1.9,-8.87,-0.47,-0.24,-0.78,11.41,1366.53
2018-08-08,-283.48,122.41,957.62,-62.66,267.74,21.04,-2.18,-9.32,-0.49,-0.32,-0.89,7.83,1292.94
2018-08-09,-274.0,117.48,915.81,-62.24,241.2,18.34,-2.46,-9.75,-0.51,-0.4,-1.01,4.21,1216.46
2018-08-10,-263.69,112.32,872.22,-61.65,214.11,15.59,-2.73,-10.17,-0.53,-0.47,-1.12,0.58,1137.57
2018-08-11,-252.61,106.94,827.12,-60.89,186.62,12.82,-2.99,-10.56,-0.54,-0.55,-1.23,-3.06,1056.75
2018-08-12,-240.85,101.4,780.8,-59.96,158.9,10.04,-3.25,-10.93,-0.56,-0.63,-1.34,-6.66,974.46
2018-08-13,-228.48,95.7,733.51,-58.89,131.1,7.27,-3.5,-11.27,-0.57,-0.7,-1.45,-10.23,891.2
2018-08-14,-215.59,89.89,685.53,-57.67,103.39,4.51,-3.74,-11.59,-0.58,-0.77,-1.55,-13.72,807.42
2018-08-15,-202.26,84.0,637.13,-56.32,75.94,1.79,-3.96,-11.88,-0.59,-0.84,-1.65,-17.13,723.62
2018-08-16,-188.55,78.05,588.58,-54.83,48.9,-0.87,-4.17,-12.13,-0.6,-0.91,-1.74,-20.43,640.27
2018-08-17,-174.56,72.08,540.16,-53.23,22.44,-3.47,-4.37,-12.36,-0.61,-0.97,-1.82,-23.6,557.85
2018-08-18,-160.36,66.12,492.13,-51.52,-3.29,-5.98,-4.55,-12.54,-0.61,-1.03,-1.9,-26.61,476.82
2018-08-19,-146.03,60.19,444.76,-49.71,-28.11,-8.39,-4.71,-12.69,-0.61,-1.08,-1.97,-29.46,397.67
2018-08-20,-131.65,54.33,398.33,-47.8,-51.87,-10.68,-4.85,-12.79,-0.62,-1.13,-2.04,-32.11,320.88
2018-08-21,-117.3,48.57,353.11,-45.81,-74.41,-12.84,-4.97,-12.85,-0.61,-1.18,-2.09,-34.54,246.92
2018-08-22,-103.05,42.94,309.36,-43.74,-95.55,-14.84,-5.07,-12.86,-0.61,-1.21,-2.13,-36.74,176.27
2018-08-23,-89.0,37.46,267.36,-41.6,-115.15,-16.69,-5.14,-12.83,-0.61,-1.25,-2.17,-38.68,109.4
2018-08-24,-75.2,32.18,227.39,-39.4,-133.03,-18.34,-5.19,-12.74,-0.6,-1.27,-2.19,-40.34,46.8
2018-08-25,-61.76,27.12,189.7,-37.15,-149.04,-19.8,-5.21,-12.61,-0.59,-1.29,-2.2,-41.7,-11.07
2018-08-26,-48.73,22.31,154.58,-34.86,-163.01,-21.05,-5.2,-12.41,-0.58,-1.3,-2.2,-42.74,-63.71
2018-08-27,-36.21,17.78,122.29,-32.53,-174.78,-22.07,-5.16,-12.16,-0.56,-1.3,-2.19,-43.44,-110.67
2018-08-28,-24.27,13.57,93.11,-30.17,-184.19,-22.83,-5.09,-11.85,-0.55,-1.29,-2.16,-43.77,-151.46
2018-08-29,-12.99,9.69,67.3,-27.8,-191.08,-23.34,-4.98,-11.48,-0.53,-1.27,-2.12,-43.72,-185.6
2018-08-30,-2.45,6.19,45.14,-25.41,-195.28,-23.57,-4.84,-11.04,-0.5,-1.24,-2.07,-43.26,-212.62
2018-08-31,7.27,3.09,26.89,-23.03,-196.63,-23.5,-4.66,-10.53,-0.48,-1.21,-2.0,-42.38,-232.05
2018-09-01,16.09,0.43,12.84,-20.65,-194.97,-23.12,-4.45,-9.96,-0.45,-1.16,-1.91,-41.05,-243.39
2018-09-02,23.94,-1.77,3.25,-18.28,-190.14,-22.41,-4.2,-9.31,-0.42,-1.1,-1.81,-39.25,-246.18
2018-09-03,30.73,-3.47,-1.62,-15.94,-181.97,-21.36,-3.9,-8.59,-0.39,-1.03,-1.68,-36.95,-239.95
2018-09-04,36.38,-4.64,-1.48,-13.63,-170.3,-19.95,-3.56,-7.79,-0.35,-0.95,-1.54,-34.15,-224.2
2018-09-05,40.82,-5.26,3.93,-11.36,-154.98,-18.17,-3.18,-6.92,-0.31,-0.85,-1.39,-30.81,-198.48
2018-09-06,43.97,-5.3,14.89,-9.13,-135.83,-15.99,-2.75,-5.96,-0.27,-0.75,-1.21,-26.92,-162.29
2018-09-07,45.75,-4.71,31.66,-6.97,-112.7,-13.41,-2.28,-4.92,-0.22,-0.63,-1.01,-22.46,-115.17
2018-09-08,46.07,-3.48,54.52,-4.87,-85.42,-10.4,-1.75,-3.79,-0.17,-0.49,-0.79,-17.39,-56.64
2018-09-09,44.86,-1.57,83.74,-2.84,-53.83,-6.95,-1.18,-2.58,-0.12,-0.34,-0.55,-11.71,13.78
2018-09-10,42.05,1.06,119.59,-0.9,-17.78,-3.04,-0.55,-1.27,-0.06,-0.18,-0.29,-5.4,96.57
2018-09-11,37.54,4.42,162.33,0.96,22.92,1.33,0.12,0.12,-0.0,-0.0,-0.0,1.58,192.21
2018-09-12,31.49,8.39,211.54,2.76,66.98,6.03,0.83,1.56,0.07,0.19,0.3,8.98,298.64
2018-09-13,24.88,12.19,263.89,4.72,107.49,10.19,1.45,2.77,0.16,0.34,0.56,15.46,403.75
2018-09-14,18.96,14.88,315.38,7.08,136.08,12.79,1.83,3.42,0.29,0.42,0.71,19.46,492.88
2018-09-15,14.62,15.72,359.81,9.88,146.29,13.11,1.87,3.29,0.47,0.38,0.71,19.84,551.54
2018-09-16,11.5,14.8,382.37,12.15,139.22,11.58,1.64,2.59,0.65,0.27,0.6,17.33,565.86
2018-09-17,8.95,12.39,366.07,12.71,117.86,8.91,1.25,1.65,0.73,0.14,0.42,13.11,522.14
2018-09-18,6.29,8.79,293.92,10.38,85.21,5.83,0.79,0.79,0.67,0.04,0.25,8.38,406.67
2018-09-19,3.42,4.61,164.43,5.01,46.15,3.03,0.39,0.26,0.41,0.01,0.12,4.22,224.43
2018-09-20,2.46,1.79,38.12,0.71,13.21,1.04,0.13,0.04,0.12,0.04,0.04,1.42,55.25
2018-09-21,5.49,2.1,-24.43,1.5,-2.35,0.24,0.07,0.06,-0.04,0.1,0.02,0.44,-22.74
2018-09-22,12.14,5.21,-24.5,6.96,-1.75,0.46,0.19,0.24,-0.09,0.18,0.03,1.02,-13.06
2018-09-23,21.42,10.3,21.2,15.56,10.64,1.43,0.42,0.53,-0.04,0.27,0.06,2.67,60.37
2018-09-24,32.36,16.53,95.94,25.74,30.45,2.84,0.71,0.87,0.07,0.35,0.11,4.95,173.61
2018-09-25,43.98,23.05,183.01,35.97,53.33,4.4,1.01,1.18,0.22,0.41,0.15,7.36,302.73
2018-09-26,55.28,29.04,265.69,44.71,74.91,5.83,1.25,1.41,0.35,0.43,0.18,9.45,423.81
2018-09-27,65.29,33.67,327.25,50.42,90.83,6.83,1.37,1.5,0.46,0.42,0.17,10.75,512.92
2018-09-28,73.09,36.24,355.01,51.94,97.78,7.19,1.35,1.4,0.5,0.35,0.11,10.91,551.89
2018-09-29,78.02,36.74,352.41,49.69,96.66,6.99,1.21,1.16,0.49,0.25,0.03,10.13,545.63
2018-09-30,79.48,35.28,326.93,44.44,89.44,6.37,0.98,0.84,0.44,0.13,-0.06,8.7,504.79
2018-10-01,76.87,31.98,286.05,37.0,78.07,5.49,0.71,0.5,0.36,0.01,-0.14,6.94,440.03
2018-10-02,69.59,26.97,237.23,28.14,64.52,4.51,0.46,0.2,0.27,-0.08,-0.2,5.15,362.02
2018-10-03,57.05,20.38,187.96,18.67,50.75,3.56,0.25,0.01,0.16,-0.12,-0.2,3.66,281.42
2018-10-04,38.65,12.32,145.71,9.38,38.71,2.82,0.14,-0.01,0.07,-0.1,-0.14,2.77,208.88
2018-10-05,13.79,2.92,117.96,1.04,30.38,2.42,0.17,0.21,-0.0,0.0,0.0,2.79,155.08
2018-10-06,-17.84,-7.68,110.56,-5.69,27.28,2.48,0.37,0.7,-0.04,0.2,0.24,3.96,128.43
2018-10-07,-55.44,-19.26,122.9,-10.78,29.29,2.99,0.73,1.46,-0.05,0.5,0.58,6.21,128.37
2018-10-08,-97.93,-31.57,152.74,-14.35,35.86,3.9,1.23,2.44,-0.04,0.88,0.99,9.41,152.1
2018-10-09,-144.2,-44.37,197.85,-16.51,46.43,5.16,1.85,3.61,0.0,1.32,1.47,13.42,196.82
2018-10-10,-193.19,-57.42,255.98,-17.38,60.45,6.7,2.58,4.94,0.06,1.82,2.0,18.1,259.72
