count_date,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs,hgvs_2_rigid_axle,hgvs_3_rigid_axle,hgvs_4_or_more_rigid_axle,hgvs_3_or_4_articulated_axle,hgvs_5_articulated_axle,hgvs_6_articulated_axle,all_hgvs,all_motor_vehicles,road_type
2018/4/26,112.07,52.49,407.04,48.53,143.95,16.37,2.87,3.76,0.62,0.64,0.13,24.39,812.8699999999999,Major
2018/4/27,111.88,52.41,406.66,48.47,143.81,16.35,2.87,3.76,0.62,0.64,0.13,24.37,811.97,Major
2018/4/28,111.68,52.34,406.28,48.4,143.68,16.34,2.87,3.76,0.62,0.64,0.13,24.36,811.0899999999999,Major
2018/4/29,111.48,52.26,405.9,48.34,143.55,16.32,2.87,3.76,0.62,0.64,0.14,24.35,810.21,Major
2018/4/30,111.28,52.19,405.52,48.28,143.41,16.3,2.86,3.75,0.61,0.64,0.14,24.3,809.2899999999998,Major
2018/5/1,111.09,52.11,405.14,48.21,143.28,16.29,2.86,3.75,0.61,0.64,0.14,24.29,808.4099999999999,Major
2018/5/2,110.89,52.04,404.76,48.15,143.14,16.27,2.86,3.75,0.61,0.64,0.14,24.27,807.52,Major
2018/5/3,110.69,51.96,404.38,48.09,143.01,16.25,2.86,3.75,0.61,0.64,0.14,24.25,806.63,Major
2018/5/4,110.5,51.89,404.01,48.02,142.88,16.23,2.85,3.75,0.61,0.63,0.14,24.21,805.74,Major
2018/5/5,110.3,51.81,403.63,47.96,142.75,16.22,2.85,3.75,0.61,0.63,0.14,24.2,804.8600000000001,Major
2018/5/6,110.11,51.74,403.26,47.9,142.61,16.2,2.85,3.75,0.61,0.63,0.15,24.19,803.99,Major
2018/5/7,109.92,51.66,402.88,47.84,142.48,16.18,2.84,3.75,0.61,0.63,0.15,24.16,803.1,Major
2018/5/8,109.72,51.59,402.51,47.77,142.35,16.17,2.84,3.75,0.6,0.63,0.15,24.14,802.2199999999999,Major
2018/5/9,109.53,51.52,402.14,47.71,142.22,16.15,2.84,3.75,0.6,0.63,0.15,24.12,801.3600000000001,Major
2018/5/10,109.34,51.44,401.76,47.65,142.09,16.13,2.84,3.75,0.6,0.63,0.15,24.1,800.48,Major
2018/5/11,109.14,51.37,401.39,47.59,141.96,16.12,2.83,3.75,0.6,0.63,0.15,24.08,799.6100000000001,Major
2018/5/12,108.95,51.29,401.02,47.53,141.82,16.1,2.83,3.75,0.6,0.62,0.15,24.05,798.7199999999999,Major
2018/5/13,108.76,51.22,400.65,47.46,141.69,16.09,2.83,3.75,0.6,0.62,0.16,24.05,797.87,Major
2018/5/14,108.57,51.15,400.28,47.4,141.56,16.07,2.83,3.75,0.6,0.62,0.16,24.03,797.0100000000001,Major
2018/5/15,108.38,51.08,399.92,47.34,141.43,16.05,2.82,3.75,0.6,0.62,0.16,24,796.1500000000001,Major
2018/5/16,108.19,51,399.55,47.28,141.3,16.04,2.82,3.75,0.6,0.62,0.16,23.99,795.29,Major
2018/5/17,108,50.93,399.18,47.22,141.17,16.02,2.82,3.75,0.6,0.62,0.16,23.97,794.4300000000001,Major
2018/5/18,107.81,50.86,398.82,47.16,141.04,16,2.81,3.74,0.59,0.62,0.16,23.92,793.55,Major
2018/5/19,107.62,50.79,398.45,47.09,140.92,15.99,2.81,3.74,0.59,0.62,0.16,23.91,792.6999999999999,Major
2018/5/20,107.43,50.71,398.09,47.03,140.79,15.97,2.81,3.74,0.59,0.62,0.17,23.9,791.8499999999999,Major
2018/5/21,107.24,50.64,397.73,46.97,140.66,15.96,2.81,3.74,0.59,0.62,0.17,23.89,791.01,Major
2018/5/22,107.05,50.57,397.37,46.91,140.53,15.94,2.8,3.74,0.59,0.61,0.17,23.85,790.14,Major
2018/5/23,106.86,50.5,397.01,46.85,140.4,15.92,2.8,3.74,0.59,0.61,0.17,23.83,789.29,Major
2018/5/24,106.68,50.43,396.65,46.79,140.27,15.91,2.8,3.74,0.59,0.61,0.17,23.82,788.4599999999999,Major
2018/5/25,106.49,50.36,396.29,46.73,140.15,15.89,2.8,3.74,0.59,0.61,0.17,23.8,787.6199999999999,Major
2018/5/26,106.3,50.28,395.93,46.67,140.02,15.88,2.79,3.74,0.59,0.61,0.17,23.78,786.7599999999999,Major
2018/5/27,106.12,50.21,395.57,46.61,139.89,15.86,2.79,3.74,0.58,0.61,0.18,23.76,785.92,Major
2018/5/28,105.93,50.14,395.21,46.55,139.77,15.85,2.79,3.74,0.58,0.61,0.18,23.75,785.0899999999999,Major
2018/5/29,105.75,50.07,394.86,46.49,139.64,15.83,2.79,3.74,0.58,0.61,0.18,23.73,784.2600000000001,Major
2018/5/30,105.56,50,394.5,46.43,139.51,15.81,2.78,3.74,0.58,0.61,0.18,23.7,783.3999999999999,Major
2018/5/31,105.38,49.93,394.15,46.37,139.39,15.8,2.78,3.74,0.58,0.6,0.18,23.68,782.5799999999999,Major
2018/6/1,105.19,49.86,393.79,46.31,139.26,15.78,2.78,3.74,0.58,0.6,0.18,23.66,781.73,Major
2018/6/2,105.01,49.79,393.44,46.25,139.14,15.77,2.77,3.74,0.58,0.6,0.18,23.64,780.91,Major
2018/6/3,104.82,49.72,393.09,46.19,139.01,15.75,2.77,3.74,0.58,0.6,0.19,23.63,780.08,Major
2018/6/4,104.64,49.65,392.74,46.13,138.89,15.74,2.77,3.74,0.58,0.6,0.19,23.62,779.2800000000001,Major
2018/6/5,104.46,49.58,392.39,46.07,138.76,15.72,2.77,3.74,0.58,0.6,0.19,23.6,778.4500000000002,Major
2018/6/6,104.28,49.51,392.04,46.01,138.64,15.71,2.76,3.73,0.57,0.6,0.19,23.56,777.6100000000002,Major
2018/6/7,104.09,49.45,391.69,45.95,138.51,15.69,2.76,3.73,0.57,0.6,0.19,23.54,776.7800000000002,Major
2018/6/8,103.91,49.38,391.34,45.89,138.39,15.68,2.76,3.73,0.57,0.6,0.19,23.53,775.97,Major
2018/6/9,103.73,49.31,390.99,45.83,138.26,15.66,2.76,3.73,0.57,0.59,0.19,23.5,775.1300000000001,Major
2018/6/10,103.55,49.24,390.65,45.77,138.14,15.65,2.75,3.73,0.57,0.59,0.2,23.49,774.33,Major
2018/6/11,103.37,49.17,390.3,45.71,138.02,15.63,2.75,3.73,0.57,0.59,0.2,23.47,773.5100000000002,Major
2018/6/12,103.19,49.1,389.95,45.65,137.9,15.62,2.75,3.73,0.57,0.59,0.2,23.46,772.7100000000002,Major
2018/6/13,103.01,49.03,389.61,45.59,137.77,15.6,2.75,3.73,0.57,0.59,0.2,23.44,771.8900000000003,Major
2018/6/14,102.83,48.97,389.27,45.53,137.65,15.59,2.74,3.73,0.57,0.59,0.2,23.42,771.09,Major
2018/6/15,102.65,48.9,388.93,45.48,137.53,15.57,2.74,3.73,0.57,0.59,0.2,23.4,770.2900000000002,Major
2018/6/16,102.48,48.83,388.58,45.42,137.41,15.56,2.74,3.73,0.56,0.59,0.2,23.38,769.4799999999999,Major
2018/6/17,102.3,48.76,388.24,45.36,137.28,15.54,2.74,3.73,0.56,0.59,0.21,23.37,768.67,Major
2018/6/18,102.12,48.7,387.9,45.3,137.16,15.53,2.73,3.73,0.56,0.59,0.21,23.35,767.87,Major
