count_point_id,direction_of_travel,year,count_date,hour,region_id,region_name,local_authority_id,local_authority_name,road_name,road_type,start_junction_road_name,end_junction_road_name,easting,northing,latitude,longitude,link_length_km,link_length_miles,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs,hgvs_2_rigid_axle,hgvs_3_rigid_axle,hgvs_4_or_more_rigid_axle,hgvs_3_or_4_articulated_axle,hgvs_5_articulated_axle,hgvs_6_articulated_axle,all_hgvs,all_motor_vehicles
6152,S,2018,2018-09-27,14,6,London,109,Westminster,A5,Major,Sussex Gdns,Seymour St,527500,181240,51.515704,-0.1639059,0.6,0.37,26,31,605,67,176,21,1,3,2,1,1,29,908
6152,S,2018,2018-09-27,15,6,London,109,Westminster,A5,Major,Sussex Gdns,Seymour St,527500,181240,51.515704,-0.1639059,0.6,0.37,43,40,644,70,167,10,2,1,0,0,0,13,934
6152,S,2018,2018-09-27,16,6,London,109,Westminster,A5,Major,Sussex Gdns,Seymour St,527500,181240,51.515704,-0.1639059,0.6,0.37,27,48,721,70,125,5,1,1,0,0,1,8,972
6152,S,2018,2018-09-27,17,6,London,109,Westminster,A5,Major,Sussex Gdns,Seymour St,527500,181240,51.515704,-0.1639059,0.6,0.37,48,52,618,75,105,5,1,0,0,0,0,6,856
6152,S,2018,2018-09-27,18,6,London,109,Westminster,A5,Major,Sussex Gdns,Seymour St,527500,181240,51.515704,-0.1639059,0.6,0.37,52,44,595,71,86,6,2,0,0,0,0,8,804
6152,N,2018,2018-09-27,18,6,London,109,Westminster,A5,Major,Sussex Gdns,Seymour St,527500,181240,51.515704,-0.1639059,0.6,0.37,28,40,653,56,126,19,0,0,0,2,0,21,896
6152,S,2018,2018-09-27,7,6,London,109,Westminster,A5,Major,Sussex Gdns,Seymour St,527500,181240,51.515704,-0.1639059,0.6,0.37,126,59,595,65,329,39,8,8,1,1,0,57,1105
6152,S,2018,2018-09-27,8,6,London,109,Westminster,A5,Major,Sussex Gdns,Seymour St,527500,181240,51.515704,-0.1639059,0.6,0.37,136,62,555,69,194,18,4,2,0,2,1,27,907
6152,S,2018,2018-09-27,9,6,London,109,Westminster,A5,Major,Sussex Gdns,Seymour St,527500,181240,51.515704,-0.1639059,0.6,0.37,69,34,408,81,161,36,1,7,3,1,1,49,733
6152,S,2018,2018-09-27,10,6,London,109,Westminster,A5,Major,Sussex Gdns,Seymour St,527500,181240,51.515704,-0.1639059,0.6,0.37,32,28,375,72,156,20,7,5,0,1,2,35,666
