count_date,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs,hgvs_2_rigid_axle,hgvs_3_rigid_axle,hgvs_4_or_more_rigid_axle,hgvs_3_or_4_articulated_axle,hgvs_5_articulated_axle,hgvs_6_articulated_axle,all_hgvs,all_motor_vehicles,road_type
2018/5/9,110.42,58.92,371.06,48.12,153.59,17.64,3.36,5.3,1.31,1.06,0.96,29.63,801.3699999999999,Major
2018/5/10,110.13,58.78,370.58,48.04,153.33,17.6,3.35,5.29,1.31,1.06,0.96,29.57,800,Major
2018/5/11,109.85,58.65,370.1,47.96,153.08,17.57,3.35,5.28,1.31,1.06,0.95,29.52,798.6800000000001,Major
2018/5/12,109.57,58.51,369.63,47.88,152.83,17.54,3.34,5.27,1.3,1.06,0.95,29.46,797.34,Major
2018/5/13,109.28,58.37,369.15,47.8,152.58,17.51,3.33,5.26,1.3,1.05,0.95,29.4,795.9899999999999,Major
2018/5/14,109,58.23,368.68,47.72,152.33,17.48,3.33,5.25,1.3,1.05,0.95,29.36,794.6700000000001,Major
2018/5/15,108.72,58.1,368.2,47.64,152.07,17.44,3.32,5.24,1.29,1.05,0.95,29.29,793.32,Major
2018/5/16,108.44,57.96,367.73,47.56,151.82,17.41,3.31,5.24,1.29,1.05,0.95,29.25,791.9999999999999,Major
2018/5/17,108.16,57.83,367.26,47.48,151.58,17.38,3.31,5.23,1.29,1.05,0.94,29.2,790.7,Major
2018/5/18,107.88,57.69,366.79,47.4,151.33,17.35,3.3,5.22,1.28,1.04,0.94,29.13,789.35,Major
2018/5/19,107.6,57.56,366.32,47.32,151.08,17.32,3.29,5.21,1.28,1.04,0.94,29.08,788.0400000000002,Major
2018/5/20,107.32,57.42,365.85,47.24,150.83,17.29,3.29,5.2,1.28,1.04,0.94,29.04,786.73,Major
2018/5/21,107.04,57.29,365.39,47.16,150.58,17.25,3.28,5.19,1.27,1.04,0.94,28.97,785.4000000000001,Major
2018/5/22,106.77,57.15,364.92,47.08,150.34,17.22,3.27,5.18,1.27,1.04,0.94,28.92,784.1,Major
2018/5/23,106.49,57.02,364.46,47,150.09,17.19,3.27,5.17,1.26,1.03,0.93,28.85,782.77,Major
2018/5/24,106.22,56.89,363.99,46.93,149.84,17.16,3.26,5.16,1.26,1.03,0.93,28.8,781.4799999999998,Major
2018/5/25,105.94,56.75,363.53,46.85,149.6,17.13,3.26,5.15,1.26,1.03,0.93,28.76,780.1899999999999,Major
2018/5/26,105.67,56.62,363.07,46.77,149.35,17.1,3.25,5.15,1.25,1.03,0.93,28.71,778.89,Major
2018/5/27,105.39,56.49,362.61,46.69,149.11,17.07,3.24,5.14,1.25,1.03,0.93,28.66,777.6,Major
2018/5/28,105.12,56.36,362.15,46.61,148.87,17.04,3.24,5.13,1.25,1.02,0.93,28.61,776.3199999999999,Major
2018/5/29,104.85,56.22,361.7,46.53,148.62,17.01,3.23,5.12,1.24,1.02,0.92,28.54,775.0099999999999,Major
2018/5/30,104.58,56.09,361.24,46.46,148.38,16.98,3.22,5.11,1.24,1.02,0.92,28.49,773.7300000000001,Major
