count_point_id,direction_of_travel,year,count_date,hour,region_id,region_name,local_authority_id,local_authority_name,road_name,road_type,start_junction_road_name,end_junction_road_name,easting,northing,latitude,longitude,link_length_km,link_length_miles,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs,hgvs_2_rigid_axle,hgvs_3_rigid_axle,hgvs_4_or_more_rigid_axle,hgvs_3_or_4_articulated_axle,hgvs_5_articulated_axle,hgvs_6_articulated_axle,all_hgvs,all_motor_vehicles
8618,E,2021,2021-07-06,7,6,London,174,City of London,A3211,Major,Fish St Hill,LA Boundary,533000,180669,51.509305,-0.08490362,0.6,0.37,92,49,329,0,169,52,5,7,6,0,2,72,619
8618,E,2021,2021-07-06,8,6,London,174,City of London,A3211,Major,Fish St Hill,LA Boundary,533000,180669,51.509305,-0.08490362,0.6,0.37,104,42,306,1,168,63,2,26,2,0,2,95,612
8618,E,2021,2021-07-06,9,6,London,174,City of London,A3211,Major,Fish St Hill,LA Boundary,533000,180669,51.509305,-0.08490362,0.6,0.37,61,19,289,1,212,86,6,40,5,0,5,142,663
8618,E,2021,2021-07-06,10,6,London,174,City of London,A3211,Major,Fish St Hill,LA Boundary,533000,180669,51.509305,-0.08490362,0.6,0.37,38,17,297,4,209,80,10,24,3,2,10,129,656
8618,E,2021,2021-07-06,11,6,London,174,City of London,A3211,Major,Fish St Hill,LA Boundary,533000,180669,51.509305,-0.08490362,0.6,0.37,32,24,259,0,245,102,5,23,1,3,4,138,666
8618,E,2021,2021-07-06,12,6,London,174,City of London,A3211,Major,Fish St Hill,LA Boundary,533000,180669,51.509305,-0.08490362,0.6,0.37,49,20,245,1,263,81,7,18,2,3,5,116,645
8618,E,2021,2021-07-06,13,6,London,174,City of London,A3211,Major,Fish St Hill,LA Boundary,533000,180669,51.509305,-0.08490362,0.6,0.37,43,24,219,2,196,72,4,36,1,1,10,124,565
8618,E,2021,2021-07-06,14,6,London,174,City of London,A3211,Major,Fish St Hill,LA Boundary,533000,180669,51.509305,-0.08490362,0.6,0.37,60,23,198,1,245,52,5,31,4,1,11,104,571
8618,E,2021,2021-07-06,15,6,London,174,City of London,A3211,Major,Fish St Hill,LA Boundary,533000,180669,51.509305,-0.08490362,0.6,0.37,88,47,198,1,248,51,7,34,2,0,3,97,591
8618,E,2021,2021-07-06,16,6,London,174,City of London,A3211,Major,Fish St Hill,LA Boundary,533000,180669,51.509305,-0.08490362,0.6,0.37,140,97,245,6,264,26,5,17,3,1,2,54,666
