date,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs,hgvs_2_rigid_axle,hgvs_3_rigid_axle,hgvs_4_or_more_rigid_axle,hgvs_3_or_4_articulated_axle,hgvs_5_articulated_axle,hgvs_6_articulated_axle,all_hgvs,all_motor_vehicles
2018-05-08,248.99,143.93,961.48,13.96,432.21,31.05,4.68,13.53,2.79,5.86,12.04,69.95,1621.54
2018-05-09,235.75,141.64,979.47,17.95,429.72,31.58,4.72,13.71,2.78,5.68,11.54,70.0,1638.78
2018-05-10,220.98,138.55,994.27,22.11,425.0,31.98,4.74,13.83,2.74,5.45,10.95,69.69,1649.62
2018-05-11,204.99,134.75,1005.66,26.35,418.17,32.25,4.75,13.88,2.69,5.19,10.27,69.03,1653.96
2018-05-12,188.06,130.32,1013.44,30.59,409.37,32.38,4.75,13.86,2.63,4.89,9.53,68.03,1651.75
2018-05-13,170.47,125.33,1017.38,34.75,398.72,32.35,4.73,13.78,2.56,4.57,8.73,66.71,1642.89
2018-05-14,152.52,119.87,1017.25,38.76,386.36,32.17,4.69,13.63,2.47,4.22,7.89,65.07,1627.32
2018-05-15,134.5,114.01,1012.86,42.53,372.42,31.82,4.63,13.4,2.37,3.86,7.03,63.12,1604.94
2018-05-16,116.7,107.83,1003.97,45.97,357.04,31.3,4.54,13.11,2.27,3.49,6.16,60.88,1575.69
2018-05-17,99.4,101.42,990.36,49.02,340.34,30.6,4.44,12.75,2.15,3.12,5.29,58.35,1539.48
2018-05-18,82.9,94.85,971.83,51.57,322.45,29.7,4.3,12.31,2.03,2.75,4.44,55.54,1496.24
2018-05-19,67.49,88.2,948.15,53.57,303.51,28.6,4.14,11.8,1.91,2.39,3.63,52.46,1445.89
2018-05-20,53.46,81.54,919.1,54.91,283.65,27.29,3.95,11.22,1.78,2.04,2.86,49.13,1388.34
2018-05-21,41.09,74.97,884.47,55.53,263.01,25.77,3.72,10.56,1.64,1.71,2.16,45.56,1323.53
2018-05-22,30.67,68.55,844.04,55.33,241.7,24.02,3.46,9.82,1.51,1.4,1.53,41.75,1251.37
2018-05-23,22.5,62.38,797.58,54.25,219.87,22.04,3.17,9.0,1.38,1.12,1.0,37.71,1171.79
2018-05-24,16.77,56.51,745.22,52.24,197.71,19.84,2.84,8.11,1.24,0.88,0.57,33.47,1085.15
2018-05-25,13.28,51.01,688.4,49.42,175.62,17.48,2.48,7.17,1.11,0.68,0.23,29.14,993.58
2018-05-26,11.76,45.92,628.88,45.97,154.07,15.05,2.12,6.2,0.98,0.5,-0.01,24.84,899.68
2018-05-27,11.9,41.3,568.44,42.06,133.54,12.64,1.76,5.24,0.86,0.36,-0.18,20.68,806.02
2018-05-28,13.43,37.2,508.85,37.85,114.49,10.33,1.42,4.31,0.75,0.25,-0.28,16.78,715.17
2018-05-29,16.05,33.66,451.9,33.53,97.39,8.21,1.1,3.45,0.65,0.16,-0.31,13.26,629.73
2018-05-30,19.48,30.74,399.34,29.25,82.7,6.38,0.84,2.68,0.56,0.1,-0.3,10.25,552.28
2018-05-31,23.42,28.48,352.95,25.19,70.9,4.9,0.63,2.02,0.48,0.06,-0.24,7.86,485.39
2018-06-01,27.6,26.94,314.51,21.52,62.46,3.88,0.5,1.52,0.41,0.05,-0.14,6.21,431.65
2018-06-02,31.72,26.17,285.78,18.41,57.85,3.39,0.45,1.19,0.37,0.06,-0.02,5.43,393.64
2018-06-03,35.49,26.22,268.55,16.03,57.52,3.53,0.5,1.06,0.34,0.08,0.11,5.62,373.94
2018-06-04,38.63,27.12,264.58,14.54,61.96,4.37,0.67,1.17,0.33,0.12,0.25,6.92,375.12
2018-06-05,40.9,28.89,274.72,14.06,71.31,5.97,0.95,1.52,0.35,0.18,0.39,9.36,398.33
2018-06-06,42.28,31.29,296.04,14.42,84.45,8.14,1.33,2.07,0.38,0.25,0.52,12.69,438.88
2018-06-07,42.83,34.02,324.73,15.38,99.94,10.68,1.77,2.74,0.42,0.33,0.65,16.58,490.65
2018-06-08,42.58,36.79,356.92,16.73,116.34,13.38,2.22,3.49,0.47,0.4,0.75,20.71,547.49
2018-06-09,41.56,39.31,388.78,18.24,132.22,16.01,2.66,4.24,0.52,0.47,0.84,24.74,603.29
2018-06-10,39.82,41.29,416.46,19.66,146.14,18.36,3.06,4.92,0.57,0.53,0.91,28.35,651.9
2018-06-11,37.4,42.44,436.13,20.79,156.65,20.22,3.36,5.47,0.61,0.58,0.95,31.19,687.21
2018-06-12,34.34,42.47,443.95,21.38,162.32,21.38,3.55,5.83,0.63,0.61,0.96,32.96,703.07
2018-06-13,30.68,41.09,436.06,21.21,161.71,21.61,3.58,5.93,0.64,0.61,0.94,33.31,693.37
2018-06-14,26.46,38.0,408.62,20.04,153.38,20.71,3.42,5.71,0.63,0.58,0.88,31.92,651.96
2018-06-15,21.76,33.07,359.64,17.75,136.56,18.55,3.04,5.13,0.58,0.53,0.77,28.6,575.63
2018-06-16,16.82,26.79,294.43,14.59,113.24,15.42,2.51,4.26,0.51,0.44,0.64,23.77,472.82
2018-06-17,11.95,19.79,220.14,10.91,86.04,11.68,1.87,3.21,0.41,0.34,0.48,17.99,354.87
2018-06-18,7.43,12.72,143.93,7.04,57.62,7.69,1.2,2.08,0.3,0.23,0.32,11.81,233.12
2018-06-19,3.54,6.22,72.96,3.35,30.61,3.85,0.55,0.97,0.16,0.11,0.15,5.79,118.93
2018-06-20,0.58,0.92,14.37,0.17,7.67,0.5,-0.0,-0.0,-0.0,-0.0,-0.0,0.5,23.62
2018-06-21,-1.23,-2.67,-26.17,-2.22,-9.11,-2.04,-0.41,-0.76,-0.17,-0.1,-0.13,-3.61,-43.79
2018-06-22,-1.99,-4.61,-49.09,-3.82,-19.71,-3.78,-0.68,-1.3,-0.34,-0.18,-0.23,-6.51,-83.74
2018-06-23,-1.84,-5.09,-56.3,-4.7,-24.7,-4.76,-0.82,-1.63,-0.49,-0.24,-0.31,-8.24,-99.03
2018-06-24,-0.95,-4.29,-49.7,-4.94,-24.6,-5.06,-0.84,-1.75,-0.6,-0.27,-0.35,-8.89,-92.42
2018-06-25,0.52,-2.42,-31.22,-4.6,-19.96,-4.75,-0.77,-1.68,-0.66,-0.28,-0.36,-8.5,-66.7
2018-06-26,2.42,0.33,-2.77,-3.77,-11.32,-3.87,-0.61,-1.42,-0.65,-0.26,-0.33,-7.14,-24.67
2018-06-27,4.59,3.77,33.73,-2.51,0.78,-2.5,-0.38,-0.98,-0.55,-0.2,-0.27,-4.87,30.91
2018-06-28,6.86,7.71,76.38,-0.89,15.81,-0.71,-0.09,-0.38,-0.34,-0.1,-0.16,-1.76,97.24
2018-06-29,9.08,11.96,123.25,1.0,33.21,1.46,0.25,0.37,0.0,0.04,0.0,2.12,171.54
2018-06-30,11.13,16.34,172.65,3.1,52.47,3.92,0.62,1.28,0.47,0.23,0.2,6.72,251.27
2018-07-01,12.99,20.75,223.79,5.34,73.14,6.62,1.01,2.29,1.05,0.44,0.44,11.86,334.87
2018-07-02,14.7,25.14,276.06,7.64,94.8,9.49,1.41,3.38,1.71,0.69,0.71,17.38,421.02
2018-07-03,16.28,29.43,328.91,9.92,117.02,12.45,1.82,4.51,2.41,0.94,0.98,23.12,508.39
2018-07-04,17.76,33.54,381.73,12.12,139.36,15.43,2.23,5.65,3.13,1.21,1.27,28.91,595.67
2018-07-05,19.17,37.42,433.96,14.17,161.42,18.38,2.62,6.75,3.83,1.46,1.54,34.58,681.54
2018-07-06,20.52,40.99,485.1,15.99,182.82,21.22,3.01,7.79,4.49,1.7,1.8,40.0,764.89
2018-07-07,21.83,44.26,535.02,17.6,203.5,23.95,3.37,8.76,5.1,1.92,2.04,45.13,845.5
2018-07-08,23.09,47.23,583.71,18.99,223.45,26.56,3.72,9.67,5.66,2.12,2.26,49.99,923.36
2018-07-09,24.3,49.91,631.13,20.17,242.68,29.07,4.04,10.51,6.18,2.3,2.46,54.57,998.46
2018-07-10,25.46,52.32,677.26,21.15,261.18,31.47,4.36,11.29,6.65,2.47,2.64,58.89,1070.79
2018-07-11,26.58,54.45,722.07,21.94,278.95,33.76,4.65,12.01,7.08,2.63,2.81,62.94,1140.35
2018-07-12,27.65,56.33,765.53,22.54,295.99,35.94,4.93,12.67,7.47,2.77,2.96,66.73,1207.12
2018-07-13,28.67,57.95,807.6,22.97,312.3,38.01,5.19,13.27,7.81,2.89,3.09,70.27,1271.1
2018-07-14,29.65,59.33,848.27,23.23,327.88,39.98,5.44,13.81,8.12,3.0,3.21,73.56,1332.28
2018-07-15,30.58,60.47,887.51,23.33,342.72,41.83,5.67,14.3,8.39,3.1,3.32,76.6,1390.64
2018-07-16,31.46,61.39,925.28,23.28,356.83,43.58,5.88,14.74,8.62,3.18,3.41,79.41,1446.19
2018-07-17,32.29,62.09,961.55,23.08,370.2,45.23,6.08,15.12,8.81,3.25,3.48,81.97,1498.91
2018-07-18,33.08,62.59,996.31,22.75,382.84,46.77,6.26,15.45,8.98,3.3,3.55,84.31,1548.79
2018-07-19,33.82,62.88,1029.52,22.29,394.73,48.2,6.43,15.74,9.1,3.35,3.6,86.41,1595.83
2018-07-20,34.52,62.98,1061.16,21.7,405.88,49.53,6.58,15.97,9.2,3.38,3.63,88.29,1640.02
2018-07-21,35.16,62.9,1091.19,21.0,416.29,50.76,6.72,16.16,9.26,3.4,3.66,89.96,1681.34
2018-07-22,35.76,62.65,1119.58,20.2,425.96,51.89,6.84,16.3,9.29,3.41,3.67,91.4,1719.79
2018-07-23,36.31,62.23,1146.32,19.29,434.88,52.91,6.95,16.4,9.3,3.41,3.67,92.64,1755.37
2018-07-24,36.82,61.66,1171.37,18.3,443.06,53.83,7.04,16.46,9.28,3.4,3.66,93.68,1788.06
2018-07-25,37.28,60.94,1194.69,17.22,450.48,54.65,7.12,16.48,9.23,3.39,3.64,94.51,1817.85
2018-07-26,37.69,60.08,1216.28,16.07,457.16,55.37,7.19,16.46,9.16,3.36,3.61,95.14,1844.74
2018-07-27,38.05,59.09,1236.09,14.86,463.09,55.99,7.24,16.4,9.06,3.32,3.57,95.59,1868.71
2018-07-28,38.37,57.99,1254.09,13.58,468.27,56.51,7.28,16.31,8.94,3.28,3.53,95.84,1889.77
2018-07-29,38.64,56.77,1270.27,12.25,472.69,56.93,7.31,16.18,8.8,3.22,3.47,95.91,1907.89
2018-07-30,38.87,55.44,1284.59,10.88,476.36,57.25,7.32,16.02,8.64,3.16,3.41,95.81,1923.08
2018-07-31,39.04,54.03,1297.02,9.47,479.28,57.48,7.32,15.82,8.46,3.1,3.34,95.52,1935.32
2018-08-01,39.17,52.52,1307.53,8.04,481.44,57.61,7.31,15.6,8.27,3.03,3.26,95.07,1944.6
2018-08-02,39.25,50.94,1316.11,6.58,482.83,57.64,7.29,15.35,8.05,2.95,3.18,94.46,1950.92
2018-08-03,39.29,49.29,1322.71,5.11,483.47,57.58,7.25,15.07,7.83,2.86,3.09,93.68,1954.27
2018-08-04,39.28,47.59,1327.31,3.64,483.35,57.42,7.21,14.77,7.59,2.78,2.99,92.74,1954.64
2018-08-05,39.22,45.83,1329.88,2.17,482.47,57.17,7.15,14.44,7.33,2.68,2.89,91.66,1952.01
2018-08-06,39.12,44.03,1330.4,0.71,480.82,56.82,7.08,14.09,7.07,2.58,2.79,90.42,1946.39
2018-08-07,38.97,42.2,1328.84,-0.72,478.41,56.38,7.0,13.72,6.79,2.48,2.68,89.05,1937.76
2018-08-08,38.77,40.34,1325.16,-2.14,475.23,55.85,6.9,13.32,6.51,2.38,2.57,87.53,1926.12
2018-08-09,38.52,38.47,1319.34,-3.52,471.28,55.22,6.8,12.91,6.22,2.27,2.45,85.88,1911.45
2018-08-10,38.23,36.59,1311.35,-4.85,466.56,54.5,6.69,12.49,5.92,2.16,2.34,84.1,1893.75
2018-08-11,37.89,34.72,1301.16,-6.14,461.08,53.7,6.56,12.05,5.62,2.05,2.22,82.2,1873.01
2018-08-12,37.51,32.85,1288.75,-7.36,454.82,52.8,6.43,11.59,5.31,1.94,2.1,80.17,1849.22
2018-08-13,37.08,31.0,1274.09,-8.53,447.78,51.81,6.29,11.12,5.0,1.83,1.97,78.03,1822.38
2018-08-14,36.6,29.19,1257.14,-9.61,439.98,50.73,6.13,10.65,4.69,1.71,1.85,75.77,1792.46
2018-08-15,36.07,27.41,1237.88,-10.62,431.39,49.57,5.97,10.16,4.38,1.6,1.73,73.41,1759.47
2018-08-16,35.5,25.67,1216.29,-11.54,422.03,48.31,5.8,9.66,4.07,1.49,1.61,70.94,1723.4
2018-08-17,34.88,23.99,1192.33,-12.36,411.9,46.97,5.62,9.16,3.77,1.37,1.49,68.38,1684.24
2018-08-18,34.22,22.38,1165.97,-13.08,400.98,45.55,5.43,8.65,3.46,1.26,1.37,65.72,1641.97
2018-08-19,33.51,20.84,1137.19,-13.68,389.28,44.03,5.23,8.15,3.16,1.15,1.25,62.97,1596.6
2018-08-20,32.75,19.37,1105.96,-14.16,376.8,42.43,5.02,7.63,2.87,1.05,1.13,60.14,1548.11
2018-08-21,31.95,18.0,1072.25,-14.52,363.53,40.75,4.81,7.12,2.58,0.94,1.02,57.22,1496.49
2018-08-22,31.09,16.73,1036.04,-14.74,349.48,38.98,4.58,6.61,2.31,0.84,0.91,54.23,1441.74
2018-08-23,30.2,15.56,997.29,-14.81,334.64,37.12,4.35,6.1,2.04,0.74,0.81,51.17,1383.84
2018-08-24,29.25,14.51,955.97,-14.74,319.01,35.19,4.12,5.6,1.78,0.65,0.71,48.04,1322.8
2018-08-25,28.26,13.59,912.06,-14.5,302.6,33.17,3.87,5.1,1.54,0.56,0.61,44.85,1258.59
2018-08-26,27.22,12.79,865.53,-14.1,285.39,31.07,3.62,4.61,1.31,0.48,0.52,41.59,1191.21
2018-08-27,26.14,12.15,816.35,-13.52,267.39,28.88,3.36,4.13,1.09,0.4,0.43,38.29,1120.66
2018-08-28,25.01,11.65,764.5,-12.76,248.6,26.62,3.09,3.66,0.89,0.32,0.35,34.93,1046.92
2018-08-29,23.83,11.31,709.94,-11.81,229.01,24.27,2.82,3.2,0.7,0.26,0.28,31.53,969.99
2018-08-30,22.61,11.14,652.65,-10.66,208.63,21.85,2.54,2.75,0.54,0.2,0.22,28.09,889.85
2018-08-31,21.34,11.15,592.59,-9.31,187.45,19.35,2.26,2.31,0.39,0.14,0.16,24.61,806.5
2018-09-01,20.02,11.35,529.75,-7.74,165.47,16.77,1.97,1.9,0.27,0.1,0.11,21.1,719.93
2018-09-02,18.66,11.74,464.09,-5.95,142.69,14.11,1.67,1.5,0.16,0.06,0.07,17.56,630.14
2018-09-03,17.25,12.33,395.58,-3.93,119.11,11.37,1.37,1.12,0.09,0.03,0.03,14.0,537.1
2018-09-04,15.79,13.14,324.2,-1.67,94.73,8.56,1.06,0.76,0.03,0.01,0.01,10.43,440.82
2018-09-05,14.29,14.17,249.92,0.83,69.54,5.67,0.75,0.42,0.0,0.0,0.0,6.83,341.29
2018-09-06,13.0,15.4,175.55,3.65,44.5,2.83,0.45,0.13,-0.01,-0.0,-0.0,3.4,242.5
2018-09-07,13.17,16.75,115.29,7.12,24.37,0.71,0.25,-0.0,-0.0,-0.0,-0.0,0.96,164.5
2018-09-08,15.92,18.1,82.38,11.5,13.62,-0.1,0.23,0.15,0.0,0.0,0.0,0.29,125.89
2018-09-09,20.77,19.43,74.8,16.49,11.62,0.3,0.37,0.55,0.01,0.01,0.01,1.25,123.59
2018-09-10,26.84,20.72,86.7,21.65,16.51,1.61,0.63,1.15,0.01,0.02,0.03,3.45,149.05
2018-09-11,33.25,21.96,112.27,26.55,26.44,3.54,0.97,1.87,0.03,0.05,0.07,6.53,193.75
2018-09-12,39.11,23.14,145.66,30.74,39.51,5.79,1.36,2.68,0.05,0.1,0.13,10.1,249.16
2018-09-13,43.54,24.25,181.04,33.79,53.88,8.08,1.75,3.5,0.08,0.17,0.21,13.79,306.75
2018-09-14,45.88,25.27,213.61,35.37,67.96,10.17,2.11,4.29,0.14,0.27,0.32,17.29,359.5
2018-09-15,46.28,26.22,242.65,35.6,81.39,12.01,2.43,5.03,0.2,0.39,0.45,20.52,406.38
2018-09-16,45.11,27.11,268.49,34.7,94.1,13.61,2.72,5.73,0.28,0.53,0.61,23.47,447.88
2018-09-17,42.75,27.96,291.45,32.89,106.04,14.99,2.98,6.36,0.36,0.68,0.77,26.15,484.48
2018-09-18,39.56,28.77,311.84,30.4,117.12,16.16,3.19,6.94,0.45,0.84,0.94,28.54,516.67
2018-09-19,35.92,29.56,329.99,27.46,127.29,17.13,3.38,7.46,0.54,1.0,1.11,30.63,544.93
2018-09-20,32.2,30.35,346.21,24.28,136.48,17.92,3.53,7.91,0.63,1.16,1.28,32.42,569.75
2018-09-21,28.77,31.15,360.83,21.09,144.62,18.53,3.64,8.28,0.72,1.31,1.43,33.91,591.6
2018-09-22,26.0,31.98,374.16,18.11,151.64,18.97,3.73,8.58,0.8,1.44,1.56,35.07,610.97
2018-09-23,24.26,32.84,386.53,15.58,157.49,19.26,3.77,8.79,0.86,1.54,1.67,35.91,628.35
2018-09-24,23.92,33.75,398.25,13.71,162.08,19.42,3.79,8.92,0.92,1.62,1.75,36.42,644.21
2018-09-25,25.26,34.72,409.57,12.67,165.39,19.44,3.78,8.95,0.95,1.67,1.79,36.59,658.95
2018-09-26,28.19,35.74,420.48,12.44,167.47,19.34,3.73,8.91,0.97,1.69,1.8,36.45,672.58
2018-09-27,32.51,36.79,430.86,12.93,168.41,19.14,3.66,8.79,0.98,1.68,1.78,36.02,685.01
2018-09-28,38.05,37.85,440.63,14.05,168.29,18.83,3.57,8.59,0.97,1.65,1.73,35.34,696.16
2018-09-29,44.62,38.91,449.68,15.73,167.2,18.43,3.45,8.34,0.95,1.59,1.65,34.42,705.94
2018-09-30,52.03,39.94,457.93,17.87,165.23,17.96,3.32,8.03,0.92,1.51,1.56,33.3,714.28
2018-10-01,60.09,40.94,465.28,20.39,162.47,17.41,3.17,7.68,0.89,1.42,1.44,32.0,721.09
2018-10-02,68.61,41.88,471.64,23.21,159.0,16.8,3.0,7.29,0.84,1.31,1.31,30.55,726.28
2018-10-03,77.41,42.75,476.89,26.25,154.9,16.14,2.83,6.86,0.79,1.19,1.17,28.98,729.78
2018-10-04,86.31,43.53,480.96,29.41,150.27,15.44,2.65,6.41,0.73,1.06,1.02,27.31,731.49
2018-10-05,95.11,44.2,483.75,32.63,145.18,14.71,2.46,5.94,0.67,0.93,0.87,25.58,731.33
2018-10-06,103.64,44.75,485.15,35.8,139.74,13.95,2.27,5.47,0.6,0.79,0.71,23.8,729.22
2018-10-07,111.69,45.15,485.07,38.85,134.01,13.18,2.08,4.99,0.54,0.66,0.56,22.0,725.08
2018-10-08,119.09,45.4,483.42,41.69,128.1,12.41,1.89,4.52,0.47,0.52,0.4,20.22,718.82
2018-10-09,125.65,45.46,480.11,44.24,122.08,11.64,1.71,4.06,0.41,0.4,0.26,18.47,710.36
2018-10-10,131.18,45.34,475.03,46.41,116.05,10.89,1.54,3.62,0.35,0.28,0.12,16.79,699.62
2018-10-11,135.5,45.0,468.08,48.13,110.08,10.17,1.38,3.21,0.29,0.17,-0.0,15.21,686.5
2018-10-12,138.46,44.44,459.22,49.31,104.26,9.48,1.23,2.83,0.24,0.07,-0.11,13.74,670.97
2018-10-13,140.1,43.66,448.51,49.99,98.58,8.82,1.09,2.49,0.19,-0.01,-0.2,12.38,653.12
2018-10-14,140.49,42.68,436.06,50.17,93.04,8.2,0.96,2.17,0.15,-0.08,-0.27,11.13,633.09
2018-10-15,139.71,41.51,421.98,49.91,87.64,7.6,0.85,1.89,0.12,-0.14,-0.33,9.99,611.02
2018-10-16,137.83,40.17,406.38,49.21,82.36,7.04,0.75,1.64,0.09,-0.19,-0.38,8.94,587.05
2018-10-17,134.95,38.65,389.37,48.11,77.2,6.5,0.66,1.41,0.06,-0.23,-0.42,7.98,561.32
2018-10-18,131.12,36.99,371.06,46.64,72.15,5.98,0.58,1.21,0.04,-0.26,-0.44,7.11,533.95
2018-10-19,126.43,35.18,351.56,44.84,67.2,5.49,0.5,1.03,0.02,-0.28,-0.46,6.31,505.1
2018-10-20,120.96,33.25,330.97,42.72,62.36,5.02,0.44,0.87,-0.0,-0.29,-0.46,5.59,474.89
2018-10-21,114.78,31.2,309.41,40.32,57.6,4.58,0.38,0.74,-0.01,-0.29,-0.45,4.94,443.46
2018-10-22,107.98,29.05,286.99,37.66,52.92,4.15,0.33,0.62,-0.02,-0.29,-0.44,4.34,410.96
2018-10-23,100.62,26.8,263.8,34.78,48.31,3.73,0.29,0.51,-0.03,-0.28,-0.42,3.8,377.51
2018-10-24,92.78,24.49,239.97,31.71,43.78,3.33,0.25,0.43,-0.03,-0.26,-0.39,3.31,343.26
2018-10-25,84.55,22.1,215.61,28.47,39.3,2.95,0.21,0.35,-0.04,-0.25,-0.36,2.87,308.35
2018-10-26,75.99,19.67,190.81,25.09,34.88,2.57,0.18,0.28,-0.04,-0.22,-0.32,2.46,272.9
2018-10-27,67.19,17.19,165.69,21.6,30.5,2.21,0.16,0.23,-0.03,-0.19,-0.28,2.09,237.07
2018-10-28,58.22,14.69,140.36,18.04,26.15,1.85,0.14,0.18,-0.03,-0.17,-0.24,1.74,200.98
2018-10-29,49.17,12.17,114.93,14.42,21.84,1.5,0.12,0.14,-0.03,-0.13,-0.19,1.41,164.77
2018-10-30,40.1,9.65,89.51,10.79,17.55,1.15,0.1,0.1,-0.02,-0.1,-0.14,1.09,128.59
2018-10-31,31.09,7.14,64.2,7.16,13.28,0.81,0.08,0.07,-0.01,-0.07,-0.1,0.78,92.57
2018-11-01,22.23,4.66,39.12,3.57,9.01,0.47,0.06,0.03,-0.01,-0.03,-0.05,0.48,56.84
2018-11-02,13.58,2.21,14.37,0.04,4.75,0.12,0.04,-0.0,0.0,0.0,0.0,0.17,21.54
2018-11-03,5.22,-0.19,-9.95,-3.39,0.48,-0.22,0.02,-0.04,0.01,0.03,0.05,-0.15,-13.21
2018-11-04,-2.85,-2.55,-33.83,-6.73,-3.79,-0.57,0.0,-0.08,0.01,0.06,0.09,-0.48,-47.38
2018-11-05,-10.63,-4.86,-57.26,-9.98,-8.07,-0.92,-0.02,-0.12,0.02,0.09,0.13,-0.81,-80.99
2018-11-06,-18.13,-7.12,-80.26,-13.13,-12.35,-1.27,-0.04,-0.16,0.03,0.12,0.17,-1.16,-114.02
2018-11-07,-25.34,-9.33,-102.82,-16.2,-16.63,-1.63,-0.06,-0.21,0.04,0.15,0.21,-1.51,-146.49
2018-11-08,-32.28,-11.49,-124.94,-19.17,-20.91,-1.98,-0.09,-0.26,0.04,0.17,0.24,-1.87,-178.39
2018-11-09,-38.94,-13.61,-146.63,-22.05,-25.19,-2.34,-0.11,-0.31,0.05,0.19,0.28,-2.24,-209.72
2018-11-10,-45.33,-15.68,-167.88,-24.84,-29.46,-2.7,-0.14,-0.36,0.06,0.22,0.31,-2.62,-240.49
2018-11-11,-51.46,-17.7,-188.7,-27.55,-33.73,-3.06,-0.17,-0.42,0.07,0.24,0.34,-3.0,-270.68
2018-11-12,-57.32,-19.68,-209.09,-30.16,-37.99,-3.42,-0.19,-0.48,0.07,0.26,0.37,-3.39,-300.31
2018-11-13,-62.92,-21.61,-229.05,-32.7,-42.24,-3.78,-0.22,-0.54,0.08,0.28,0.4,-3.78,-329.38
2018-11-14,-68.26,-23.5,-248.57,-35.14,-46.48,-4.14,-0.25,-0.6,0.09,0.29,0.42,-4.19,-357.88
2018-11-15,-73.35,-25.34,-267.67,-37.5,-50.71,-4.5,-0.28,-0.66,0.1,0.31,0.45,-4.59,-385.81
2018-11-16,-78.19,-27.13,-286.34,-39.78,-54.92,-4.87,-0.31,-0.73,0.1,0.33,0.47,-5.01,-413.18
2018-11-17,-82.79,-28.88,-304.59,-41.97,-59.12,-5.23,-0.34,-0.79,0.11,0.34,0.49,-5.42,-439.99
2018-11-18,-87.14,-30.58,-322.41,-44.09,-63.31,-5.59,-0.37,-0.86,0.12,0.35,0.51,-5.85,-466.24
2018-11-19,-91.25,-32.24,-339.81,-46.12,-67.47,-5.95,-0.41,-0.93,0.13,0.37,0.53,-6.27,-491.92
2018-11-20,-95.13,-33.86,-356.79,-48.07,-71.62,-6.32,-0.44,-1.0,0.13,0.38,0.54,-6.71,-517.04
2018-11-21,-98.78,-35.42,-373.34,-49.95,-75.74,-6.68,-0.47,-1.08,0.14,0.39,0.56,-7.14,-541.59
2018-11-22,-102.19,-36.95,-389.48,-51.74,-79.84,-7.04,-0.5,-1.15,0.15,0.4,0.57,-7.58,-565.59
2018-11-23,-105.39,-38.43,-405.2,-53.46,-83.92,-7.4,-0.54,-1.23,0.16,0.41,0.58,-8.02,-589.03
2018-11-24,-108.36,-39.87,-420.5,-55.1,-87.97,-7.76,-0.57,-1.3,0.16,0.41,0.59,-8.47,-611.91
2018-11-25,-111.11,-41.26,-435.39,-56.66,-91.99,-8.12,-0.61,-1.38,0.17,0.42,0.6,-8.91,-634.22
