date,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs,hgvs_2_rigid_axle,hgvs_3_rigid_axle,hgvs_4_or_more_rigid_axle,hgvs_3_or_4_articulated_axle,hgvs_5_articulated_axle,hgvs_6_articulated_axle,all_hgvs,all_motor_vehicles
2018-09-03,-59.85,62.53,498.97,49.58,148.94,22.41,2.97,7.6,1.4,1.58,1.52,37.48,797.51
2018-09-04,-41.59,54.97,437.57,41.73,132.06,19.47,2.66,6.73,1.14,1.36,1.32,32.69,699.02
2018-09-05,-20.63,46.95,371.62,33.58,113.98,16.29,2.31,5.71,0.86,1.13,1.1,27.41,593.54
2018-09-06,3.13,38.47,301.01,25.13,94.68,12.87,1.92,4.54,0.57,0.87,0.86,21.63,480.91
2018-09-07,29.79,29.5,225.63,16.38,74.13,9.21,1.5,3.21,0.25,0.58,0.58,15.33,360.96
2018-09-08,57.2,20.3,147.18,7.75,52.67,5.45,1.05,1.78,-0.05,0.29,0.3,8.81,236.71
2018-09-09,74.15,12.1,74.73,1.43,32.21,2.35,0.66,0.59,-0.2,0.06,0.09,3.55,124.02
2018-09-10,67.21,6.42,19.17,0.0,15.0,0.83,0.42,0.04,0.0,0.0,0.04,1.33,41.92
2018-09-11,33.17,4.69,-1.2,4.83,5.9,1.41,0.39,0.37,0.55,0.13,0.19,3.03,17.26
2018-09-12,9.83,8.21,61.69,12.33,20.12,2.94,0.54,1.04,0.77,0.23,0.27,5.79,108.15
2018-09-13,25.58,16.08,215.87,18.25,61.38,4.08,0.75,1.5,0.21,0.12,0.08,6.75,318.33
2018-09-14,42.18,20.98,320.84,20.92,88.99,4.39,0.82,1.68,-0.32,0.01,-0.09,6.5,458.23
2018-09-15,50.16,21.84,353.07,20.72,96.21,4.01,0.76,1.64,-0.6,-0.05,-0.19,5.57,497.4
2018-09-16,52.15,19.73,330.17,18.38,88.24,3.16,0.6,1.45,-0.69,-0.08,-0.22,4.21,460.72
2018-09-17,50.79,15.72,269.74,14.61,70.32,2.09,0.4,1.14,-0.64,-0.09,-0.21,2.69,373.08
2018-09-18,48.71,10.86,189.39,10.16,47.66,1.03,0.2,0.79,-0.5,-0.07,-0.16,1.29,259.36
2018-09-19,48.54,6.21,106.72,5.76,25.49,0.22,0.06,0.44,-0.31,-0.04,-0.1,0.27,144.44
2018-09-20,52.93,2.83,39.33,2.13,9.03,-0.11,0.02,0.16,-0.13,-0.02,-0.04,-0.11,53.2
2018-09-21,64.5,1.79,4.83,-0.0,3.5,0.29,0.13,0.0,-0.0,-0.0,0.0,0.42,10.54
2018-09-22,81.98,3.47,12.28,-0.22,11.04,1.42,0.38,-0.01,0.04,0.0,0.01,1.85,28.42
2018-09-23,88.44,5.58,36.57,0.52,21.41,2.39,0.6,0.05,0.02,0.0,0.01,3.08,67.15
2018-09-24,63.04,5.12,44.04,0.96,21.29,2.08,0.54,0.08,0.0,0.0,0.0,2.71,74.12
2018-09-25,2.62,0.92,16.75,0.12,4.62,0.08,0.12,-0.0,-0.0,-0.0,-0.0,0.21,22.62
2018-09-26,-40.51,-2.48,-10.45,-1.72,-10.63,-1.68,-0.23,-0.2,-0.01,-0.03,-0.02,-2.18,-27.45
2018-09-27,-57.56,-3.94,-26.88,-3.84,-19.52,-2.69,-0.42,-0.43,-0.03,-0.09,-0.07,-3.72,-57.9
2018-09-28,-55.03,-3.66,-31.84,-5.49,-22.12,-2.95,-0.47,-0.6,-0.05,-0.14,-0.11,-4.31,-67.43
2018-09-29,-39.41,-1.83,-24.64,-5.9,-18.56,-2.48,-0.38,-0.61,-0.06,-0.16,-0.12,-3.81,-54.73
2018-09-30,-17.21,1.37,-4.58,-4.29,-8.91,-1.28,-0.18,-0.37,-0.04,-0.12,-0.09,-2.09,-18.51
2018-10-01,5.08,5.75,29.04,0.08,6.71,0.63,0.12,0.21,0.0,0.0,0.0,0.96,42.54
2018-10-02,22.31,11.01,75.66,7.5,27.68,3.14,0.5,1.17,0.08,0.22,0.17,5.28,127.12
2018-10-03,34.71,16.41,129.64,16.23,51.28,5.79,0.89,2.29,0.18,0.48,0.37,9.99,223.55
2018-10-04,43.86,21.09,184.09,24.07,74.24,8.01,1.2,3.28,0.27,0.72,0.55,14.03,317.53
2018-10-05,51.33,24.21,232.12,28.79,93.33,9.21,1.38,3.88,0.33,0.87,0.67,16.33,394.79
2018-10-06,58.17,25.11,267.45,28.8,105.76,9.0,1.35,3.86,0.35,0.89,0.68,16.13,443.24
2018-10-07,63.25,23.96,286.19,24.94,110.62,7.67,1.17,3.35,0.32,0.79,0.6,13.9,459.61
2018-10-08,64.92,21.11,285.12,18.68,107.48,5.68,0.89,2.52,0.26,0.61,0.47,10.42,442.8
2018-10-09,61.54,16.94,260.96,11.48,95.9,3.47,0.58,1.56,0.17,0.39,0.3,6.48,391.75
2018-10-10,51.43,11.81,210.46,4.8,75.44,1.51,0.29,0.66,0.09,0.17,0.14,2.85,305.37
2018-10-11,32.96,6.08,130.37,0.13,45.67,0.25,0.08,0.0,0.0,-0.0,0.0,0.33,182.58
2018-10-12,11.12,3.04,47.79,0.12,17.87,0.62,0.17,-0.0,-0.0,0.0,0.0,0.79,69.62
2018-10-13,9.41,13.11,70.25,9.74,33.82,4.48,1.05,1.56,0.33,0.52,0.43,8.37,135.29
2018-10-14,25.11,31.44,171.83,24.53,81.21,10.19,2.37,3.98,0.86,1.32,1.1,19.82,328.83
2018-10-15,47.33,48.64,285.63,37.44,131.29,15.12,3.5,6.11,1.33,2.03,1.68,29.77,532.76
2018-10-16,65.17,55.3,344.77,41.37,155.33,16.65,3.82,6.78,1.49,2.25,1.87,32.86,629.63
2018-10-17,67.71,42.04,282.38,29.25,124.58,12.17,2.71,4.83,1.08,1.58,1.33,23.71,501.96
2018-10-18,51.21,7.75,84.58,0.54,33.79,1.46,0.13,0.17,0.08,-0.0,0.04,1.87,128.54
2018-10-19,35.1,-22.4,-93.14,-24.66,-47.48,-8.02,-2.16,-4.0,-0.81,-1.42,-1.11,-17.52,-205.21
2018-10-20,24.28,-42.52,-213.58,-41.67,-102.67,-14.52,-3.73,-6.91,-1.43,-2.43,-1.91,-30.92,-431.36
2018-10-21,18.23,-53.57,-282.29,-51.29,-134.32,-18.34,-4.65,-8.69,-1.8,-3.05,-2.4,-38.93,-560.39
2018-10-22,16.43,-56.55,-304.88,-54.3,-144.97,-19.76,-5.0,-9.45,-1.96,-3.34,-2.6,-42.11,-602.82
2018-10-23,18.36,-52.44,-286.93,-51.52,-137.18,-19.08,-4.84,-9.32,-1.92,-3.34,-2.56,-41.05,-569.12
2018-10-24,23.51,-42.22,-234.01,-43.74,-113.49,-16.58,-4.24,-8.43,-1.71,-3.08,-2.3,-36.34,-469.79
2018-10-25,31.35,-26.88,-151.7,-31.75,-76.45,-12.55,-3.27,-6.88,-1.37,-2.61,-1.86,-28.55,-315.33
2018-10-26,41.37,-7.4,-45.61,-16.36,-28.6,-7.29,-2.01,-4.82,-0.91,-1.96,-1.28,-18.26,-116.23
2018-10-27,53.04,15.24,78.7,1.64,27.5,-1.08,-0.52,-2.35,-0.36,-1.17,-0.58,-6.07,117.01
2018-10-28,65.85,40.05,215.64,21.44,89.31,5.79,1.13,0.4,0.25,-0.29,0.19,7.46,373.91
2018-10-29,79.27,66.05,359.63,42.26,154.29,13.02,2.87,3.31,0.89,0.64,1.01,21.73,643.96
2018-10-30,92.79,92.25,505.08,63.29,219.88,20.33,4.63,6.25,1.54,1.58,1.83,36.17,916.67
2018-10-31,105.98,117.84,647.35,83.87,283.96,27.48,6.35,9.13,2.18,2.51,2.64,50.29,1183.31
2018-11-01,118.75,142.65,785.55,103.87,346.13,34.43,8.02,11.92,2.8,3.41,3.42,64.0,1442.2
2018-11-02,131.1,166.71,919.71,123.3,406.41,41.16,9.64,14.63,3.4,4.28,4.18,77.3,1693.43
2018-11-03,143.05,190.01,1049.88,142.16,464.83,47.69,11.22,17.26,3.99,5.13,4.92,90.2,1937.07
2018-11-04,154.6,212.57,1176.1,160.46,521.39,54.02,12.74,19.8,4.55,5.95,5.63,102.7,2173.22
2018-11-05,165.75,234.38,1298.43,178.21,576.13,60.15,14.22,22.26,5.1,6.74,6.32,114.8,2401.95
2018-11-06,176.5,255.48,1416.89,195.4,629.06,66.08,15.66,24.64,5.63,7.51,6.99,126.52,2623.35
2018-11-07,186.87,275.85,1531.53,212.05,680.21,71.81,17.05,26.95,6.15,8.26,7.64,137.85,2837.5
2018-11-08,196.85,295.51,1642.4,228.17,729.6,77.35,18.39,29.17,6.65,8.98,8.26,148.8,3044.48
2018-11-09,206.46,314.47,1749.54,243.76,777.24,82.7,19.69,31.32,7.13,9.68,8.86,159.38,3244.38
2018-11-10,215.69,332.73,1853.0,258.82,823.16,87.87,20.94,33.39,7.6,10.35,9.44,169.58,3437.28
2018-11-11,224.55,350.31,1952.81,273.36,867.38,92.84,22.15,35.38,8.05,11.0,9.99,179.42,3623.27
2018-11-12,233.04,367.21,2049.02,287.39,909.92,97.63,23.31,37.3,8.49,11.63,10.53,188.89,3802.43
2018-11-13,241.18,383.45,2141.67,300.91,950.8,102.24,24.44,39.15,8.91,12.23,11.05,198.01,3974.83
2018-11-14,248.96,399.02,2230.8,313.93,990.04,106.67,25.52,40.92,9.31,12.81,11.54,206.77,4140.57
2018-11-15,256.39,413.95,2316.47,326.46,1027.67,110.93,26.56,42.62,9.7,13.37,12.01,215.19,4299.73
2018-11-16,263.47,428.23,2398.71,338.49,1063.7,115.0,27.55,44.25,10.07,13.9,12.47,223.26,4452.39
2018-11-17,270.21,441.88,2477.56,350.05,1098.16,118.91,28.51,45.82,10.43,14.42,12.9,230.98,4598.63
2018-11-18,276.62,454.9,2553.07,361.13,1131.07,122.64,29.43,47.31,10.77,14.91,13.32,238.38,4738.55
2018-11-19,282.69,467.31,2625.28,371.74,1162.45,126.21,30.31,48.73,11.1,15.38,13.71,245.44,4872.21
2018-11-20,288.44,479.11,2694.24,381.88,1192.31,129.61,31.14,50.09,11.42,15.83,14.09,252.17,4999.71
2018-11-21,293.87,490.31,2759.99,391.56,1220.69,132.85,31.94,51.38,11.72,16.25,14.45,258.58,5121.13
2018-11-22,298.97,500.91,2822.57,400.79,1247.59,135.92,32.7,52.6,12.01,16.66,14.79,264.68,5236.54
2018-11-23,303.77,510.94,2882.02,409.58,1273.05,138.84,33.43,53.76,12.28,17.05,15.11,270.46,5346.05
2018-11-24,308.26,520.39,2938.39,417.93,1297.09,141.6,34.11,54.86,12.54,17.41,15.41,275.93,5449.72
2018-11-25,312.44,529.28,2991.72,425.84,1319.72,144.2,34.76,55.89,12.78,17.76,15.7,281.09,5547.64
2018-11-26,316.33,537.61,3042.05,433.32,1340.96,146.65,35.37,56.86,13.02,18.09,15.96,285.96,5639.9
2018-11-27,319.93,545.39,3089.43,440.38,1360.84,148.96,35.95,57.77,13.24,18.4,16.21,290.53,5726.58
2018-11-28,323.23,552.63,3133.91,447.02,1379.38,151.11,36.49,58.63,13.44,18.69,16.45,294.81,5807.75
2018-11-29,326.25,559.34,3175.51,453.25,1396.6,153.12,37.0,59.42,13.64,18.96,16.66,298.8,5883.52
2018-11-30,329.0,565.53,3214.3,459.08,1412.52,154.98,37.48,60.15,13.82,19.21,16.87,302.51,5953.95
2018-12-01,331.46,571.21,3250.3,464.51,1427.17,156.71,37.92,60.83,13.99,19.45,17.05,305.94,6019.13
2018-12-02,333.66,576.38,3283.57,469.55,1440.55,158.29,38.32,61.45,14.14,19.67,17.22,309.1,6079.15
2018-12-03,335.59,581.05,3314.14,474.2,1452.7,159.74,38.7,62.02,14.29,19.87,17.37,311.99,6134.08
2018-12-04,337.27,585.24,3342.07,478.47,1463.63,161.05,39.04,62.53,14.42,20.05,17.51,314.61,6184.02
2018-12-05,338.69,588.94,3367.38,482.37,1473.37,162.24,39.35,62.99,14.54,20.21,17.63,316.98,6229.04
2018-12-06,339.85,592.18,3390.14,485.89,1481.94,163.29,39.64,63.4,14.65,20.36,17.74,319.09,6269.23
2018-12-07,340.77,594.95,3410.37,489.06,1489.35,164.22,39.89,63.76,14.75,20.5,17.84,320.94,6304.68
2018-12-08,341.45,597.27,3428.13,491.87,1495.63,165.02,40.11,64.06,14.84,20.61,17.92,322.55,6335.46
2018-12-09,341.9,599.14,3443.45,494.33,1500.81,165.69,40.3,64.32,14.92,20.71,17.98,323.92,6361.65
2018-12-10,342.11,600.58,3456.38,496.44,1504.89,166.25,40.46,64.52,14.99,20.8,18.03,325.05,6383.35
2018-12-11,342.1,601.59,3466.96,498.22,1507.91,166.69,40.59,64.68,15.04,20.87,18.07,325.95,6400.63
2018-12-12,341.86,602.18,3475.24,499.67,1509.88,167.01,40.7,64.8,15.09,20.93,18.1,326.62,6413.59
2018-12-13,341.41,602.36,3481.26,500.79,1510.83,167.22,40.78,64.86,15.13,20.97,18.11,327.06,6422.29
2018-12-14,340.74,602.13,3485.06,501.58,1510.77,167.31,40.83,64.89,15.15,20.99,18.11,327.29,6426.83
2018-12-15,339.87,601.51,3486.68,502.07,1509.73,167.3,40.86,64.87,15.17,21.01,18.1,327.3,6427.29
2018-12-16,338.79,600.51,3486.18,502.25,1507.72,167.18,40.86,64.8,15.18,21.0,18.07,327.09,6423.75
