date,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs,hgvs_2_rigid_axle,hgvs_3_rigid_axle,hgvs_4_or_more_rigid_axle,hgvs_3_or_4_articulated_axle,hgvs_5_articulated_axle,hgvs_6_articulated_axle,all_hgvs,all_motor_vehicles
2018-06-06,32.92,18.37,145.12,15.37,41.58,4.71,1.38,1.83,0.33,0.54,0.25,9.04,229.5
2018-06-07,8.17,11.29,248.46,14.79,65.5,6.0,0.96,0.62,0.58,0.17,0.21,8.54,348.58
2018-06-08,229.58,62.58,365.67,52.17,162.58,38.42,5.0,6.08,1.33,0.75,0.33,51.92,694.92
2018-06-09,388.47,100.56,452.18,77.16,226.86,59.0,7.77,10.06,1.74,1.18,0.45,80.19,936.95
2018-06-10,413.64,108.35,504.34,79.22,240.94,59.73,8.14,10.73,1.69,1.15,0.49,81.94,1014.79
2018-06-11,347.79,94.59,516.62,64.78,217.6,47.55,6.9,9.13,1.34,0.85,0.48,66.24,959.82
2018-06-12,233.61,67.91,483.49,40.24,169.6,29.37,4.82,6.28,0.83,0.43,0.44,42.17,803.4
2018-06-13,113.79,36.96,399.42,12.04,109.71,12.13,2.67,3.21,0.33,0.08,0.38,18.79,576.92
2018-06-14,24.32,9.49,267.28,-13.73,50.38,1.3,1.09,0.79,-0.03,-0.08,0.31,3.38,316.8
2018-06-15,-25.63,-10.23,123.52,-32.28,2.77,-3.35,0.16,-0.77,-0.23,-0.07,0.24,-4.02,79.75
2018-06-16,-33.56,-18.83,12.97,-39.14,-22.25,-3.53,-0.18,-1.4,-0.29,0.02,0.18,-5.21,-72.45
2018-06-17,3.0,-12.89,-19.52,-29.84,-13.82,-0.93,0.01,-1.06,-0.21,0.12,0.12,-1.95,-78.03
2018-06-18,86.53,10.94,70.89,0.08,38.89,2.75,0.67,0.33,0.0,0.17,0.06,3.97,124.78
2018-06-19,202.75,49.75,281.42,47.67,130.54,6.12,1.63,2.5,0.29,0.12,-0.0,10.67,520.04
2018-06-20,287.85,81.32,460.65,87.18,206.03,8.99,2.4,4.24,0.53,0.1,-0.04,16.21,851.4
2018-06-21,331.38,101.36,576.75,113.51,254.38,11.42,2.9,5.32,0.69,0.12,-0.06,20.37,1066.38
2018-06-22,340.44,111.65,639.63,128.54,279.71,13.46,3.17,5.85,0.78,0.17,-0.07,23.36,1182.89
2018-06-23,322.14,113.95,659.24,134.16,286.12,15.17,3.26,5.95,0.81,0.24,-0.06,25.37,1218.84
2018-06-24,283.57,110.03,645.52,132.26,277.72,16.61,3.21,5.71,0.81,0.34,-0.04,26.62,1192.15
2018-06-25,231.83,101.66,608.4,124.72,258.63,17.83,3.05,5.23,0.77,0.44,-0.01,27.32,1120.73
2018-06-26,174.02,90.61,557.81,113.43,232.96,18.9,2.84,4.64,0.72,0.55,0.03,27.68,1022.49
2018-06-27,117.24,78.64,503.7,100.28,204.81,19.87,2.61,4.03,0.67,0.66,0.07,27.91,915.34
2018-06-28,68.58,67.54,456.0,87.17,178.29,20.79,2.42,3.5,0.62,0.75,0.13,28.21,817.21
2018-06-29,33.64,58.73,422.76,75.64,156.77,21.72,2.28,3.15,0.6,0.83,0.18,28.76,742.65
2018-06-30,11.97,52.29,404.46,65.92,140.58,22.69,2.21,2.97,0.59,0.89,0.24,29.59,692.83
2018-07-01,1.6,47.96,399.7,57.9,129.31,23.7,2.2,2.95,0.61,0.94,0.3,30.7,665.57
2018-07-02,0.59,45.49,407.08,51.49,122.54,24.78,2.24,3.07,0.64,0.99,0.37,32.09,658.69
2018-07-03,6.96,44.62,425.21,46.58,119.86,25.95,2.34,3.3,0.68,1.03,0.44,33.75,670.02
2018-07-04,18.77,45.09,452.68,43.05,120.85,27.22,2.47,3.65,0.74,1.08,0.52,35.69,697.36
2018-07-05,34.06,46.65,488.08,40.81,125.11,28.62,2.65,4.07,0.81,1.13,0.61,37.9,738.55
2018-07-06,50.85,49.04,530.02,39.75,132.21,30.17,2.85,4.56,0.9,1.19,0.71,40.38,791.4
2018-07-07,67.54,52.04,577.29,39.77,141.79,31.87,3.09,5.1,0.99,1.26,0.81,43.12,854.01
2018-07-08,83.78,55.59,629.44,40.83,153.7,33.72,3.35,5.69,1.08,1.34,0.93,46.11,925.68
2018-07-09,99.57,59.66,686.24,42.88,167.84,35.72,3.63,6.32,1.19,1.44,1.05,49.35,1005.97
2018-07-10,114.93,64.22,747.44,45.88,184.1,37.85,3.94,6.99,1.3,1.54,1.18,52.81,1094.45
2018-07-11,129.84,69.26,812.78,49.79,202.37,40.12,4.27,7.7,1.42,1.66,1.32,56.49,1190.69
2018-07-12,144.31,74.75,882.03,54.56,222.57,42.5,4.62,8.45,1.55,1.79,1.46,60.37,1294.27
2018-07-13,158.34,80.65,954.93,60.16,244.57,45.0,4.99,9.23,1.68,1.93,1.61,64.43,1404.75
2018-07-14,171.92,86.96,1031.25,66.54,268.29,47.6,5.37,10.04,1.82,2.07,1.77,68.67,1521.71
2018-07-15,185.06,93.63,1110.72,73.66,293.62,50.3,5.78,10.88,1.97,2.23,1.93,73.08,1644.71
2018-07-16,197.77,100.66,1193.12,81.48,320.45,53.09,6.2,11.74,2.11,2.39,2.09,77.62,1773.33
2018-07-17,210.03,108.0,1278.18,89.97,348.69,55.95,6.63,12.63,2.27,2.56,2.26,82.31,1907.14
2018-07-18,221.84,115.64,1365.68,99.06,378.22,58.89,7.07,13.54,2.42,2.74,2.44,87.11,2045.71
2018-07-19,233.22,123.55,1455.34,108.74,408.95,61.9,7.53,14.47,2.58,2.92,2.62,92.03,2188.61
2018-07-20,244.15,131.71,1546.95,118.95,440.77,64.96,8.0,15.42,2.75,3.11,2.8,97.04,2335.41
2018-07-21,254.65,140.09,1640.23,129.64,473.58,68.07,8.48,16.38,2.92,3.3,2.98,102.13,2485.68
2018-07-22,264.7,148.67,1734.96,140.79,507.29,71.22,8.96,17.36,3.08,3.5,3.17,107.29,2638.99
2018-07-23,274.31,157.42,1830.88,152.35,541.77,74.4,9.46,18.34,3.26,3.7,3.36,112.5,2794.92
2018-07-24,283.48,166.31,1927.74,164.28,576.94,77.6,9.95,19.33,3.43,3.91,3.54,117.76,2953.03
2018-07-25,292.21,175.32,2025.31,176.53,612.69,80.82,10.45,20.33,3.6,4.11,3.73,123.05,3112.9
2018-07-26,300.5,184.43,2123.33,189.07,648.91,84.05,10.96,21.32,3.78,4.32,3.92,128.35,3274.09
2018-07-27,308.34,193.62,2221.55,201.85,685.51,87.27,11.46,22.32,3.95,4.53,4.11,133.65,3436.18
2018-07-28,315.75,202.84,2319.74,214.82,722.38,90.49,11.97,23.32,4.12,4.75,4.3,138.95,3598.74
2018-07-29,322.71,212.09,2417.64,227.96,759.42,93.69,12.47,24.31,4.3,4.96,4.49,144.22,3761.33
2018-07-30,329.24,221.34,2515.01,241.22,796.52,96.87,12.98,25.29,4.47,5.17,4.68,149.45,3923.54
2018-07-31,335.32,230.55,2611.6,254.55,833.58,100.01,13.47,26.27,4.64,5.38,4.86,154.64,4084.92
2018-08-01,340.97,239.71,2707.17,267.92,870.5,103.11,13.97,27.23,4.81,5.59,5.05,159.76,4245.06
2018-08-02,346.17,248.79,2801.46,281.28,907.18,106.16,14.46,28.18,4.98,5.8,5.23,164.8,4403.52
2018-08-03,350.93,257.77,2894.24,294.59,943.51,109.16,14.94,29.11,5.14,6.01,5.4,169.76,4559.87
2018-08-04,355.26,266.61,2985.25,307.81,979.39,112.09,15.41,30.02,5.3,6.21,5.58,174.61,4713.68
2018-08-05,359.14,275.3,3074.26,320.9,1014.72,114.95,15.87,30.91,5.46,6.41,5.74,179.35,4864.53
2018-08-06,362.58,283.82,3161.01,333.82,1049.39,117.72,16.32,31.78,5.62,6.61,5.91,183.95,5011.99
2018-08-07,365.59,292.12,3245.25,346.52,1083.31,120.41,16.76,32.62,5.77,6.8,6.07,188.42,5155.62
2018-08-08,368.15,300.2,3326.74,358.96,1116.37,122.99,17.19,33.43,5.91,6.99,6.22,192.72,5295.0
2018-08-09,370.28,308.02,3405.24,371.11,1148.46,125.48,17.6,34.21,6.05,7.17,6.37,196.86,5429.69
2018-08-10,371.96,315.56,3480.5,382.92,1179.48,127.84,17.99,34.96,6.19,7.34,6.51,200.82,5559.28
2018-08-11,373.21,322.8,3552.27,394.34,1209.33,130.09,18.37,35.67,6.31,7.5,6.64,204.58,5683.33
2018-08-12,374.01,329.7,3620.3,405.34,1237.92,132.2,18.72,36.34,6.44,7.66,6.77,208.14,5801.4
2018-08-13,374.38,336.26,3684.35,415.88,1265.12,134.18,19.06,36.97,6.55,7.81,6.89,211.47,5913.08
2018-08-14,374.31,342.43,3744.18,425.91,1290.85,136.01,19.38,37.56,6.66,7.96,7.0,214.56,6017.93
2018-08-15,373.79,348.19,3799.53,435.4,1315.0,137.69,19.67,38.11,6.76,8.09,7.1,217.41,6115.52
2018-08-16,372.84,353.53,3850.16,444.29,1337.46,139.2,19.94,38.6,6.85,8.21,7.19,220.0,6205.43
2018-08-17,371.45,358.41,3895.82,452.55,1358.14,140.55,20.18,39.05,6.94,8.32,7.27,222.31,6287.23
2018-08-18,369.63,362.8,3936.27,460.14,1376.92,141.71,20.4,39.44,7.01,8.43,7.35,224.34,6360.48
2018-08-19,367.36,366.7,3971.26,467.02,1393.72,142.69,20.59,39.78,7.08,8.52,7.41,226.06,6424.75
2018-08-20,364.65,370.06,4000.54,473.14,1408.42,143.47,20.75,40.06,7.13,8.59,7.46,227.47,6479.63
2018-08-21,361.51,372.86,4023.87,478.47,1420.92,144.05,20.88,40.29,7.18,8.66,7.5,228.55,6524.67
2018-08-22,357.93,375.09,4041.0,482.95,1431.11,144.42,20.98,40.45,7.21,8.71,7.52,229.3,6559.45
2018-08-23,353.91,376.71,4051.69,486.55,1438.91,144.57,21.05,40.54,7.24,8.75,7.54,229.68,6583.54
2018-08-24,349.45,377.7,4055.69,489.24,1444.19,144.49,21.08,40.57,7.25,8.77,7.54,229.7,6596.52
2018-08-25,344.55,378.03,4052.74,490.95,1446.87,144.18,21.08,40.53,7.25,8.78,7.53,229.35,6597.94
2018-08-26,339.22,377.68,4042.62,491.67,1446.84,143.62,21.04,40.41,7.24,8.77,7.51,228.59,6587.39
2018-08-27,333.44,376.62,4025.06,491.33,1443.99,142.81,20.96,40.23,7.22,8.75,7.47,227.43,6564.43
2018-08-28,327.23,374.83,3999.82,489.91,1438.22,141.74,20.85,39.96,7.18,8.71,7.41,225.86,6528.64
2018-08-29,320.59,372.29,3966.66,487.36,1429.42,140.41,20.69,39.62,7.13,8.65,7.34,223.84,6479.58
2018-08-30,313.5,368.96,3925.33,483.63,1417.51,138.79,20.49,39.2,7.06,8.58,7.26,221.39,6416.83
2018-08-31,305.98,364.83,3875.59,478.7,1402.37,136.9,20.25,38.69,6.99,8.48,7.16,218.47,6339.95
2018-09-01,298.01,359.87,3817.18,472.5,1383.89,134.71,19.97,38.1,6.89,8.37,7.04,215.08,6248.53
2018-09-02,289.62,354.05,3749.87,465.02,1361.99,132.22,19.64,37.41,6.78,8.24,6.91,211.2,6142.12
2018-09-03,280.78,347.35,3673.39,456.19,1336.55,129.42,19.26,36.64,6.66,8.09,6.76,206.83,6020.3
2018-09-04,271.51,339.74,3587.52,445.98,1307.47,126.31,18.84,35.77,6.52,7.91,6.59,201.94,5882.65
2018-09-05,261.8,331.2,3492.0,434.36,1274.65,122.87,18.36,34.81,6.36,7.72,6.4,196.53,5728.72
2018-09-06,251.65,321.7,3386.58,421.26,1237.98,119.1,17.84,33.75,6.19,7.5,6.2,190.58,5558.1
2018-09-07,241.07,311.22,3271.02,406.67,1197.37,114.99,17.26,32.59,6.0,7.26,5.97,184.08,5370.35
2018-09-08,230.05,299.73,3145.07,390.53,1152.7,110.53,16.63,31.33,5.79,7.0,5.72,177.01,5165.05
2018-09-09,218.59,287.21,3008.5,372.8,1103.89,105.71,15.95,29.96,5.57,6.72,5.46,169.36,4941.76
2018-09-10,206.7,273.63,2861.04,353.44,1050.81,100.53,15.21,28.48,5.32,6.41,5.17,161.13,4700.05
2018-09-11,194.37,258.97,2702.45,332.41,993.38,94.98,14.41,26.9,5.06,6.07,4.87,152.28,4439.51
2018-09-12,181.6,243.21,2532.49,309.67,931.49,89.04,13.56,25.2,4.77,5.72,4.54,142.82,4159.69
2018-09-13,168.4,226.31,2350.91,285.18,865.03,82.72,12.64,23.39,4.47,5.33,4.19,132.73,3860.17
2018-09-14,154.76,208.25,2157.47,258.89,793.91,75.99,11.67,21.45,4.15,4.92,3.82,122.0,3540.51
2018-09-15,140.69,189.01,1951.91,230.76,718.01,68.86,10.63,19.4,3.81,4.48,3.42,110.61,3200.3
2018-09-16,126.17,168.56,1733.99,200.75,637.25,61.32,9.53,17.23,3.44,4.01,3.0,98.54,2839.1
2018-09-17,111.23,146.88,1503.47,168.83,551.5,53.36,8.37,14.94,3.06,3.52,2.56,85.8,2456.48
2018-09-18,95.85,123.95,1260.1,134.94,460.68,44.97,7.14,12.51,2.65,3.0,2.09,72.35,2052.02
2018-09-19,80.03,99.72,1003.63,99.05,364.67,36.13,5.84,9.96,2.22,2.44,1.6,58.2,1625.28
2018-09-20,63.77,74.2,733.82,61.11,263.39,26.86,4.48,7.28,1.77,1.86,1.08,43.32,1175.83
2018-09-21,47.08,47.33,450.42,21.08,156.71,17.13,3.04,4.46,1.29,1.25,0.54,27.71,703.25
2018-09-22,30.61,20.11,163.31,-19.37,48.51,7.26,1.58,1.6,0.81,0.63,-0.01,11.87,224.43
2018-09-23,17.61,-2.48,-77.09,-51.8,-41.51,-1.07,0.34,-0.81,0.37,0.08,-0.46,-1.55,-174.42
2018-09-24,11.98,-14.46,-210.24,-66.05,-89.65,-5.89,-0.41,-2.18,0.05,-0.26,-0.69,-9.39,-389.78
2018-09-25,17.65,-9.85,-175.58,-51.98,-72.23,-5.21,-0.38,-1.94,-0.07,-0.3,-0.58,-8.48,-318.13
2018-09-26,38.5,17.33,87.42,0.58,34.42,2.96,0.71,0.5,0.08,0.08,-0.0,4.33,144.08
2018-09-27,61.42,48.21,394.33,58.79,158.46,12.92,2.0,3.38,0.33,0.58,0.67,19.88,679.67
2018-09-28,37.79,11.92,47.87,0.04,27.42,2.67,0.25,-0.0,-0.0,0.0,-0.0,2.92,90.17
2018-09-29,15.65,-21.83,-268.54,-55.18,-94.61,-7.02,-1.29,-3.02,-0.29,-0.54,-0.63,-12.79,-452.95
2018-09-30,7.54,-34.45,-374.3,-74.55,-137.07,-10.53,-1.77,-3.97,-0.37,-0.73,-0.84,-18.21,-638.59
2018-10-01,8.96,-32.0,-331.23,-68.32,-123.2,-9.65,-1.52,-3.46,-0.31,-0.67,-0.76,-16.36,-571.11
2018-10-02,15.43,-20.56,-201.17,-46.73,-76.22,-6.15,-0.85,-2.1,-0.16,-0.45,-0.51,-10.22,-354.9
2018-10-03,22.44,-6.2,-45.95,-20.05,-19.33,-1.82,-0.07,-0.5,0.01,-0.19,-0.21,-2.79,-94.31
2018-10-04,25.52,5.02,72.6,1.48,24.23,1.56,0.48,0.71,0.12,0.02,0.04,2.94,106.27
2018-10-05,21.64,8.66,109.4,10.24,37.56,2.69,0.59,1.09,0.15,0.11,0.14,4.77,170.64
2018-10-06,13.7,6.84,86.38,9.21,29.01,2.17,0.4,0.85,0.12,0.1,0.12,3.77,135.21
2018-10-07,6.07,3.31,42.23,3.98,13.24,1.12,0.16,0.39,0.05,0.05,0.05,1.82,64.58
2018-10-08,3.13,1.83,15.63,0.17,4.92,0.62,0.08,0.08,0.0,0.0,0.0,0.79,23.33
2018-10-09,7.78,5.07,34.57,1.93,14.54,1.47,0.35,0.21,-0.01,-0.01,0.01,2.02,58.13
2018-10-10,17.18,11.32,84.27,7.62,36.01,3.19,0.82,0.64,0.02,0.02,0.06,4.74,143.96
2018-10-11,27.0,17.78,139.27,14.16,59.07,4.97,1.3,1.14,0.05,0.05,0.12,7.64,237.92
2018-10-12,32.92,21.67,174.08,18.46,73.46,6.04,1.58,1.46,0.08,0.08,0.17,9.42,297.08
2018-10-13,31.7,20.88,169.48,18.19,71.44,5.8,1.52,1.43,0.09,0.09,0.17,9.09,289.09
2018-10-14,24.46,16.14,131.21,14.05,55.43,4.45,1.17,1.1,0.07,0.07,0.13,6.99,223.81
2018-10-15,13.35,8.84,71.25,7.5,30.35,2.38,0.62,0.59,0.04,0.04,0.07,3.74,121.68
2018-10-16,0.58,0.42,1.58,-0.0,1.13,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,3.12
2018-10-17,-12.04,-7.97,-67.8,-7.23,-28.13,-2.37,-0.62,-0.57,-0.04,-0.04,-0.07,-3.7,-114.83
2018-10-18,-24.16,-16.08,-134.93,-13.96,-56.6,-4.65,-1.21,-1.1,-0.07,-0.08,-0.14,-7.25,-228.82
2018-10-19,-35.79,-23.91,-199.84,-20.2,-84.29,-6.85,-1.78,-1.59,-0.11,-0.11,-0.21,-10.66,-338.9
2018-10-20,-46.92,-31.48,-262.54,-25.95,-111.22,-8.98,-2.33,-2.05,-0.14,-0.15,-0.28,-13.93,-445.11
2018-10-21,-57.57,-38.78,-323.06,-31.22,-137.38,-11.02,-2.86,-2.46,-0.18,-0.19,-0.35,-17.06,-547.5
2018-10-22,-67.74,-45.82,-381.43,-36.01,-162.79,-12.99,-3.36,-2.85,-0.21,-0.22,-0.42,-20.04,-646.11
2018-10-23,-77.43,-52.61,-437.68,-40.35,-187.46,-14.88,-3.84,-3.2,-0.24,-0.25,-0.48,-22.89,-740.99
2018-10-24,-86.67,-59.13,-491.84,-44.23,-211.39,-16.69,-4.3,-3.51,-0.27,-0.29,-0.55,-25.61,-832.19
2018-10-25,-95.44,-65.4,-543.92,-47.66,-234.59,-18.44,-4.74,-3.79,-0.3,-0.32,-0.61,-28.19,-919.76
2018-10-26,-103.76,-71.42,-593.96,-50.66,-257.07,-20.1,-5.16,-4.04,-0.32,-0.35,-0.67,-30.64,-1003.74
2018-10-27,-111.63,-77.2,-641.97,-53.22,-278.83,-21.7,-5.56,-4.26,-0.35,-0.38,-0.73,-32.96,-1084.18
2018-10-28,-119.06,-82.73,-688.0,-55.35,-299.89,-23.22,-5.93,-4.44,-0.37,-0.41,-0.79,-35.16,-1161.13
2018-10-29,-126.06,-88.03,-732.06,-57.08,-320.25,-24.67,-6.29,-4.59,-0.4,-0.44,-0.84,-37.23,-1234.64
2018-10-30,-132.64,-93.08,-774.18,-58.39,-339.92,-26.05,-6.63,-4.71,-0.42,-0.47,-0.9,-39.17,-1304.74
2018-10-31,-138.79,-97.9,-814.38,-59.3,-358.91,-27.37,-6.94,-4.8,-0.44,-0.49,-0.95,-40.99,-1371.49
2018-11-01,-144.52,-102.49,-852.7,-59.83,-377.22,-28.61,-7.24,-4.86,-0.46,-0.52,-1.01,-42.7,-1434.94
2018-11-02,-149.85,-106.86,-889.16,-59.96,-394.87,-29.79,-7.52,-4.89,-0.48,-0.54,-1.06,-44.28,-1495.13
2018-11-03,-154.78,-111.0,-923.78,-59.72,-411.86,-30.9,-7.78,-4.9,-0.5,-0.57,-1.11,-45.75,-1552.11
2018-11-04,-159.31,-114.92,-956.59,-59.11,-428.2,-31.95,-8.02,-4.87,-0.51,-0.59,-1.16,-47.11,-1605.93
2018-11-05,-163.46,-118.62,-987.62,-58.14,-443.89,-32.93,-8.25,-4.82,-0.53,-0.62,-1.21,-48.35,-1656.62
2018-11-06,-167.22,-122.1,-1016.89,-56.82,-458.95,-33.85,-8.45,-4.74,-0.54,-0.64,-1.25,-49.48,-1704.25
2018-11-07,-170.6,-125.38,-1044.44,-55.15,-473.38,-34.71,-8.64,-4.64,-0.56,-0.66,-1.3,-50.51,-1748.86
2018-11-08,-173.62,-128.45,-1070.28,-53.15,-487.19,-35.51,-8.81,-4.51,-0.57,-0.68,-1.34,-51.42,-1790.49
2018-11-09,-176.27,-131.31,-1094.44,-50.82,-500.39,-36.25,-8.97,-4.35,-0.58,-0.7,-1.39,-52.24,-1829.19
2018-11-10,-178.56,-133.97,-1116.95,-48.16,-512.99,-36.93,-9.11,-4.17,-0.59,-0.72,-1.43,-52.95,-1865.01
2018-11-11,-180.51,-136.43,-1137.83,-45.19,-524.99,-37.55,-9.23,-3.97,-0.6,-0.74,-1.47,-53.56,-1898.0
2018-11-12,-182.11,-138.7,-1157.12,-41.92,-536.4,-38.11,-9.33,-3.74,-0.61,-0.76,-1.51,-54.07,-1928.2
2018-11-13,-183.37,-140.77,-1174.83,-38.34,-547.23,-38.62,-9.42,-3.49,-0.62,-0.78,-1.55,-54.48,-1955.66
2018-11-14,-184.31,-142.66,-1191.0,-34.48,-557.49,-39.07,-9.5,-3.22,-0.63,-0.79,-1.59,-54.8,-1980.42
2018-11-15,-184.91,-144.36,-1205.64,-30.33,-567.18,-39.47,-9.56,-2.93,-0.63,-0.81,-1.62,-55.02,-2002.54
2018-11-16,-185.2,-145.87,-1218.79,-25.92,-576.32,-39.82,-9.6,-2.61,-0.64,-0.83,-1.66,-55.16,-2022.06
2018-11-17,-185.18,-147.21,-1230.48,-21.23,-584.91,-40.11,-9.63,-2.28,-0.64,-0.84,-1.69,-55.2,-2039.02
2018-11-18,-184.85,-148.37,-1240.72,-16.29,-592.95,-40.36,-9.65,-1.92,-0.65,-0.85,-1.72,-55.16,-2053.48
2018-11-19,-184.22,-149.36,-1249.54,-11.09,-600.46,-40.55,-9.65,-1.55,-0.65,-0.87,-1.76,-55.03,-2065.49
2018-11-20,-183.3,-150.18,-1256.98,-5.65,-607.45,-40.69,-9.64,-1.16,-0.65,-0.88,-1.79,-54.81,-2075.08
2018-11-21,-182.09,-150.83,-1263.05,0.02,-613.92,-40.79,-9.62,-0.75,-0.65,-0.89,-1.82,-54.52,-2082.3
2018-11-22,-180.61,-151.32,-1267.79,5.92,-619.88,-40.83,-9.58,-0.32,-0.65,-0.91,-1.85,-54.14,-2087.21
2018-11-23,-178.85,-151.65,-1271.22,12.04,-625.33,-40.84,-9.53,0.12,-0.65,-0.92,-1.87,-53.69,-2089.85
2018-11-24,-176.82,-151.82,-1273.36,18.37,-630.3,-40.79,-9.47,0.58,-0.65,-0.93,-1.9,-53.16,-2090.26
2018-11-25,-174.53,-151.84,-1274.24,24.9,-634.77,-40.7,-9.4,1.06,-0.65,-0.94,-1.92,-52.56,-2088.5
2018-11-26,-171.99,-151.7,-1273.89,31.63,-638.77,-40.57,-9.31,1.55,-0.65,-0.95,-1.95,-51.88,-2084.61
