count_date,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs,hgvs_2_rigid_axle,hgvs_3_rigid_axle,hgvs_4_or_more_rigid_axle,hgvs_3_or_4_articulated_axle,hgvs_5_articulated_axle,hgvs_6_articulated_axle,all_hgvs,all_motor_vehicles,road_type
2018/5/6,79.47,59.27,640.19,32.09,212.32,20.86,4.1,7.99,1.43,1.25,1.49,37.12,1097.58,Major
2018/5/7,79.37,59.22,639.88,32.06,212.19,20.88,4.1,7.98,1.43,1.25,1.49,37.13,1096.97,Major
2018/5/8,79.28,59.18,639.56,32.02,212.05,20.89,4.09,7.98,1.42,1.25,1.48,37.11,1096.32,Major
2018/5/9,79.19,59.13,639.25,31.99,211.91,20.91,4.09,7.97,1.42,1.24,1.48,37.11,1095.6999999999998,Major
2018/5/10,79.09,59.09,638.94,31.95,211.77,20.93,4.09,7.96,1.42,1.24,1.48,37.12,1095.0800000000002,Major
2018/5/11,79,59.04,638.63,31.91,211.64,20.94,4.09,7.95,1.42,1.24,1.48,37.12,1094.4599999999998,Major
2018/5/12,78.91,59,638.32,31.88,211.5,20.96,4.08,7.94,1.41,1.24,1.48,37.11,1093.84,Major
2018/5/13,78.82,58.95,638.01,31.84,211.37,20.98,4.08,7.94,1.41,1.24,1.48,37.13,1093.24,Major
2018/5/14,78.72,58.91,637.7,31.8,211.23,21,4.08,7.93,1.41,1.24,1.48,37.14,1092.6300000000003,Major
2018/5/15,78.63,58.86,637.39,31.77,211.09,21.01,4.08,7.92,1.41,1.23,1.48,37.13,1092.0000000000002,Major
2018/5/16,78.54,58.82,637.09,31.73,210.96,21.03,4.07,7.91,1.4,1.23,1.48,37.12,1091.3900000000003,Major
2018/5/17,78.45,58.77,636.78,31.7,210.82,21.05,4.07,7.9,1.4,1.23,1.48,37.13,1090.7800000000002,Major
2018/5/18,78.36,58.73,636.48,31.66,210.69,21.06,4.07,7.9,1.4,1.23,1.48,37.14,1090.1900000000003,Major
2018/5/19,78.26,58.68,636.17,31.63,210.55,21.08,4.07,7.89,1.4,1.23,1.48,37.15,1089.5700000000002,Major
2018/5/20,78.17,58.64,635.87,31.59,210.42,21.1,4.06,7.88,1.39,1.23,1.47,37.13,1088.9500000000003,Major
2018/5/21,78.08,58.59,635.57,31.56,210.28,21.11,4.06,7.87,1.39,1.22,1.47,37.12,1088.34,Major
2018/5/22,77.99,58.55,635.27,31.52,210.15,21.13,4.06,7.86,1.39,1.22,1.47,37.13,1087.75,Major
2018/5/23,77.9,58.51,634.97,31.48,210.02,21.15,4.06,7.86,1.39,1.22,1.47,37.15,1087.17,Major
2018/5/24,77.81,58.46,634.67,31.45,209.88,21.16,4.05,7.85,1.38,1.22,1.47,37.13,1086.5400000000002,Major
2018/5/25,77.71,58.42,634.37,31.41,209.75,21.18,4.05,7.84,1.38,1.22,1.47,37.14,1085.94,Major
2018/5/26,77.62,58.37,634.08,31.38,209.62,21.2,4.05,7.83,1.38,1.21,1.47,37.14,1085.3500000000001,Major
2018/5/27,77.53,58.33,633.78,31.34,209.48,21.21,4.05,7.82,1.38,1.21,1.47,37.14,1084.7400000000002,Major
2018/5/28,77.44,58.29,633.48,31.31,209.35,21.23,4.04,7.82,1.38,1.21,1.47,37.15,1084.17,Major
2018/5/29,77.35,58.24,633.19,31.27,209.22,21.25,4.04,7.81,1.37,1.21,1.47,37.15,1083.57,Major
2018/5/30,77.26,58.2,632.9,31.24,209.09,21.26,4.04,7.8,1.37,1.21,1.47,37.15,1082.99,Major
2018/5/31,77.17,58.16,632.6,31.21,208.96,21.28,4.04,7.79,1.37,1.21,1.47,37.16,1082.41,Major
2018/6/1,77.08,58.11,632.31,31.17,208.83,21.3,4.03,7.79,1.37,1.2,1.46,37.15,1081.8,Major
2018/6/2,76.99,58.07,632.02,31.14,208.69,21.31,4.03,7.78,1.36,1.2,1.46,37.14,1081.1999999999998,Major
