count_point_id,direction_of_travel,year,count_date,hour,region_id,region_name,local_authority_id,local_authority_name,road_name,road_type,start_junction_road_name,end_junction_road_name,easting,northing,latitude,longitude,link_length_km,link_length_miles,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs,hgvs_2_rigid_axle,hgvs_3_rigid_axle,hgvs_4_or_more_rigid_axle,hgvs_3_or_4_articulated_axle,hgvs_5_articulated_axle,hgvs_6_articulated_axle,all_hgvs,all_motor_vehicles
6094,N,2002,2002-06-17,7,6,London,103,Southwark,A2,Major,A3/A2198,A201/A100,532700,179360,51.49761428,-0.08971587,0.90,0.56,45,102,950,9,402,41,8,2,11,0,0,62,1525
6094,N,2002,2002-06-17,8,6,London,103,Southwark,A2,Major,A3/A2198,A201/A100,532700,179360,51.49761428,-0.08971587,0.90,0.56,77,121,990,9,244,32,7,0,4,0,0,43,1407
6094,N,2002,2002-06-17,9,6,London,103,Southwark,A2,Major,A3/A2198,A201/A100,532700,179360,51.49761428,-0.08971587,0.90,0.56,56,131,897,10,258,21,5,2,1,2,1,32,1328
6094,N,2002,2002-06-17,10,6,London,103,Southwark,A2,Major,A3/A2198,A201/A100,532700,179360,51.49761428,-0.08971587,0.90,0.56,25,46,368,10,197,18,2,0,1,2,1,24,645
6094,N,2002,2002-06-17,11,6,London,103,Southwark,A2,Major,A3/A2198,A201/A100,532700,179360,51.49761428,-0.08971587,0.90,0.56,19,24,474,7,138,13,1,0,1,0,0,15,658
6094,N,2002,2002-06-17,12,6,London,103,Southwark,A2,Major,A3/A2198,A201/A100,532700,179360,51.49761428,-0.08971587,0.90,0.56,6,24,405,8,110,7,2,1,2,0,0,12,559
6094,N,2002,2002-06-17,13,6,London,103,Southwark,A2,Major,A3/A2198,A201/A100,532700,179360,51.49761428,-0.08971587,0.90,0.56,4,32,429,11,153,19,1,4,0,0,0,24,649
6094,N,2002,2002-06-17,14,6,London,103,Southwark,A2,Major,A3/A2198,A201/A100,532700,179360,51.49761428,-0.08971587,0.90,0.56,5,22,375,9,124,17,1,4,1,0,0,23,553
6094,N,2002,2002-06-17,15,6,London,103,Southwark,A2,Major,A3/A2198,A201/A100,532700,179360,51.49761428,-0.08971587,0.90,0.56,15,21,507,15,130,7,0,3,2,0,0,12,685
6094,N,2002,2002-06-17,16,6,London,103,Southwark,A2,Major,A3/A2198,A201/A100,532700,179360,51.49761428,-0.08971587,0.90,0.56,11,25,467,9,113,6,0,0,2,0,0,8,622
6094,N,2002,2002-06-17,17,6,London,103,Southwark,A2,Major,A3/A2198,A201/A100,532700,179360,51.49761428,-0.08971587,0.90,0.56,14,18,599,7,96,7,1,0,0,1,0,9,729
6094,N,2002,2002-06-17,18,6,London,103,Southwark,A2,Major,A3/A2198,A201/A100,532700,179360,51.49761428,-0.08971587,0.90,0.56,10,20,654,9,47,1,0,0,0,0,0,1,731
6094,S,2002,2002-06-17,7,6,London,103,Southwark,A2,Major,A3/A2198,A201/A100,532700,179360,51.49761428,-0.08971587,0.90,0.56,6,3,201,6,63,6,3,3,0,0,1,13,286
6094,S,2002,2002-06-17,8,6,London,103,Southwark,A2,Major,A3/A2198,A201/A100,532700,179360,51.49761428,-0.08971587,0.90,0.56,8,13,246,11,82,16,2,2,1,0,0,21,373
6094,S,2002,2002-06-17,9,6,London,103,Southwark,A2,Major,A3/A2198,A201/A100,532700,179360,51.49761428,-0.08971587,0.90,0.56,6,11,261,13,71,17,4,3,0,0,0,24,380
6094,S,2002,2002-06-17,10,6,London,103,Southwark,A2,Major,A3/A2198,A201/A100,532700,179360,51.49761428,-0.08971587,0.90,0.56,11,18,220,11,104,17,2,2,1,1,1,24,377
6094,S,2002,2002-06-17,11,6,London,103,Southwark,A2,Major,A3/A2198,A201/A100,532700,179360,51.49761428,-0.08971587,0.90,0.56,4,15,257,8,137,21,2,0,1,1,1,26,443
6094,S,2002,2002-06-17,12,6,London,103,Southwark,A2,Major,A3/A2198,A201/A100,532700,179360,51.49761428,-0.08971587,0.90,0.56,9,27,304,7,109,26,1,2,2,0,0,31,478
6094,S,2002,2002-06-17,13,6,London,103,Southwark,A2,Major,A3/A2198,A201/A100,532700,179360,51.49761428,-0.08971587,0.90,0.56,8,34,306,6,120,20,2,3,0,0,0,25,491
6094,S,2002,2002-06-17,14,6,London,103,Southwark,A2,Major,A3/A2198,A201/A100,532700,179360,51.49761428,-0.08971587,0.90,0.56,17,31,378,6,146,22,2,0,3,0,1,28,589
6094,S,2002,2002-06-17,15,6,London,103,Southwark,A2,Major,A3/A2198,A201/A100,532700,179360,51.49761428,-0.08971587,0.90,0.56,20,50,474,10,181,27,0,2,2,0,2,33,748
6094,S,2002,2002-06-17,16,6,London,103,Southwark,A2,Major,A3/A2198,A201/A100,532700,179360,51.49761428,-0.08971587,0.90,0.56,40,75,516,9,179,17,0,0,0,0,0,17,796
6094,S,2002,2002-06-17,17,6,London,103,Southwark,A2,Major,A3/A2198,A201/A100,532700,179360,51.49761428,-0.08971587,0.90,0.56,61,104,636,7,142,10,0,0,0,0,0,10,899
6094,S,2002,2002-06-17,18,6,London,103,Southwark,A2,Major,A3/A2198,A201/A100,532700,179360,51.49761428,-0.08971587,0.90,0.56,81,95,585,10,97,11,0,0,0,0,0,11,798
6094,N,2003,2003-04-03,7,6,London,103,Southwark,A2,Major,A3/A2198,A201/A100,532700,179360,51.49761428,-0.08971587,0.90,0.56,44,121,422,21,321,20,3,1,7,2,0,33,918
6094,N,2003,2003-04-03,8,6,London,103,Southwark,A2,Major,A3/A2198,A201/A100,532700,179360,51.49761428,-0.08971587,0.90,0.56,73,147,556,12,227,30,2,1,2,0,0,35,977
6094,N,2003,2003-04-03,9,6,London,103,Southwark,A2,Major,A3/A2198,A201/A100,532700,179360,51.49761428,-0.08971587,0.90,0.56,63,88,463,23,193,25,3,0,3,2,0,33,800
6094,N,2003,2003-04-03,10,6,London,103,Southwark,A2,Major,A3/A2198,A201/A100,532700,179360,51.49761428,-0.08971587,0.90,0.56,23,39,253,17,157,19,1,5,2,2,0,29,495
6094,N,2003,2003-04-03,11,6,London,103,Southwark,A2,Major,A3/A2198,A201/A100,532700,179360,51.49761428,-0.08971587,0.90,0.56,14,19,231,14,122,21,1,0,2,1,1,26,412
6094,N,2003,2003-04-03,12,6,London,103,Southwark,A2,Major,A3/A2198,A201/A100,532700,179360,51.49761428,-0.08971587,0.90,0.56,9,37,244,15,86,13,3,3,0,0,0,19,401
6094,N,2003,2003-04-03,13,6,London,103,Southwark,A2,Major,A3/A2198,A201/A100,532700,179360,51.49761428,-0.08971587,0.90,0.56,20,28,296,14,109,18,1,2,0,1,0,22,469
6094,N,2003,2003-04-03,14,6,London,103,Southwark,A2,Major,A3/A2198,A201/A100,532700,179360,51.49761428,-0.08971587,0.90,0.56,14,26,230,12,93,15,1,1,0,0,0,17,378
6094,N,2003,2003-04-03,15,6,London,103,Southwark,A2,Major,A3/A2198,A201/A100,532700,179360,51.49761428,-0.08971587,0.90,0.56,18,23,315,13,94,11,0,1,0,0,0,12,457
6094,N,2003,2003-04-03,16,6,London,103,Southwark,A2,Major,A3/A2198,A201/A100,532700,179360,51.49761428,-0.08971587,0.90,0.56,12,29,301,17,81,11,0,1,2,1,0,15,443
6094,N,2003,2003-04-03,17,6,London,103,Southwark,A2,Major,A3/A2198,A201/A100,532700,179360,51.49761428,-0.08971587,0.90,0.56,7,25,377,11,45,7,0,2,0,0,0,9,467
6094,N,2003,2003-04-03,18,6,London,103,Southwark,A2,Major,A3/A2198,A201/A100,532700,179360,51.49761428,-0.08971587,0.90,0.56,10,27,538,11,60,8,0,2,0,0,0,10,646
6094,S,2003,2003-04-03,7,6,London,103,Southwark,A2,Major,A3/A2198,A201/A100,532700,179360,51.49761428,-0.08971587,0.90,0.56,6,4,89,7,47,11,2,3,1,0,1,18,165
6094,S,2003,2003-04-03,8,6,London,103,Southwark,A2,Major,A3/A2198,A201/A100,532700,179360,51.49761428,-0.08971587,0.90,0.56,9,10,177,13,60,15,1,7,0,0,1,24,284
6094,S,2003,2003-04-03,9,6,London,103,Southwark,A2,Major,A3/A2198,A201/A100,532700,179360,51.49761428,-0.08971587,0.90,0.56,7,16,222,19,81,20,5,4,0,1,0,30,368
6094,S,2003,2003-04-03,10,6,London,103,Southwark,A2,Major,A3/A2198,A201/A100,532700,179360,51.49761428,-0.08971587,0.90,0.56,6,19,176,9,87,22,4,6,1,0,1,34,325
6094,S,2003,2003-04-03,11,6,London,103,Southwark,A2,Major,A3/A2198,A201/A100,532700,179360,51.49761428,-0.08971587,0.90,0.56,4,22,190,11,107,29,0,5,1,0,1,36,366
6094,S,2003,2003-04-03,12,6,London,103,Southwark,A2,Major,A3/A2198,A201/A100,532700,179360,51.49761428,-0.08971587,0.90,0.56,10,30,206,9,127,7,2,4,0,0,0,13,385
6094,S,2003,2003-04-03,13,6,London,103,Southwark,A2,Major,A3/A2198,A201/A100,532700,179360,51.49761428,-0.08971587,0.90,0.56,16,21,249,14,133,20,0,4,2,0,3,29,446
6094,S,2003,2003-04-03,14,6,London,103,Southwark,A2,Major,A3/A2198,A201/A100,532700,179360,51.49761428,-0.08971587,0.90,0.56,14,32,237,12,121,20,1,4,2,0,1,28,430
