count_date,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs,hgvs_2_rigid_axle,hgvs_3_rigid_axle,hgvs_4_or_more_rigid_axle,hgvs_3_or_4_articulated_axle,hgvs_5_articulated_axle,hgvs_6_articulated_axle,all_hgvs,road_type
2018-05-16,104.69,56.53,426.57,42.44,152.52,18.63,3.75,9.99,0.84,0.94,0.98,35.129999999999995,Major
2018-05-17,104.6,56.5,426.0,42.39,152.44,18.62,3.75,9.98,0.84,0.94,0.98,35.11,Major
2018-05-18,104.52,56.47,425.43,42.35,152.35,18.6,3.74,9.97,0.84,0.94,0.98,35.07,Major
2018-05-19,104.43,56.45,424.87,42.3,152.27,18.59,3.74,9.96,0.84,0.94,0.97,35.04,Major
2018-05-20,104.34,56.42,424.3,42.26,152.18,18.58,3.74,9.94,0.84,0.94,0.97,35.01,Major
2018-05-21,104.26,56.39,423.74,42.21,152.1,18.56,3.73,9.93,0.84,0.94,0.96,34.96,Major
2018-05-22,104.17,56.36,423.18,42.17,152.01,18.55,3.73,9.92,0.84,0.94,0.96,34.940000000000005,Major
2018-05-23,104.09,56.33,422.62,42.12,151.93,18.53,3.72,9.91,0.84,0.94,0.96,34.9,Major
2018-05-24,104.0,56.31,422.06,42.07,151.84,18.52,3.72,9.9,0.84,0.94,0.95,34.870000000000005,Major
2018-05-25,103.92,56.28,421.5,42.03,151.76,18.5,3.72,9.88,0.83,0.94,0.95,34.82,Major
2018-05-26,103.83,56.25,420.94,41.98,151.67,18.49,3.71,9.87,0.83,0.94,0.94,34.779999999999994,Major
2018-05-27,103.75,56.22,420.38,41.94,151.59,18.47,3.71,9.86,0.83,0.94,0.94,34.74999999999999,Major
2018-05-28,103.66,56.19,419.82,41.89,151.5,18.46,3.7,9.85,0.83,0.94,0.94,34.71999999999999,Major
2018-05-29,103.58,56.17,419.27,41.85,151.42,18.45,3.7,9.84,0.83,0.94,0.93,34.69,Major
2018-05-30,103.49,56.14,418.71,41.8,151.33,18.43,3.7,9.82,0.83,0.94,0.93,34.65,Major
2018-05-31,103.41,56.11,418.16,41.76,151.25,18.42,3.69,9.81,0.83,0.94,0.93,34.62,Major
2018-06-01,103.32,56.08,417.6,41.71,151.16,18.4,3.69,9.8,0.83,0.94,0.92,34.58,Major
2018-06-02,103.24,56.05,417.05,41.67,151.08,18.39,3.68,9.79,0.83,0.94,0.92,34.55,Major
2018-06-03,103.16,56.02,416.5,41.62,150.99,18.38,3.68,9.78,0.83,0.94,0.92,34.529999999999994,Major
2018-06-04,103.07,56.0,415.95,41.58,150.91,18.36,3.68,9.76,0.83,0.94,0.91,34.47999999999999,Major
2018-06-05,102.99,55.97,415.4,41.53,150.83,18.35,3.67,9.75,0.83,0.94,0.91,34.449999999999996,Major
2018-06-06,102.9,55.94,414.85,41.49,150.74,18.34,3.67,9.74,0.83,0.94,0.9,34.419999999999995,Major
2018-06-07,102.82,55.91,414.3,41.44,150.66,18.32,3.67,9.73,0.83,0.94,0.9,34.39,Major
2018-06-08,102.73,55.88,413.76,41.4,150.57,18.31,3.66,9.72,0.83,0.94,0.9,34.35999999999999,Major
2018-06-09,102.65,55.86,413.21,41.35,150.49,18.3,3.66,9.71,0.83,0.94,0.89,34.33,Major
2018-06-10,102.57,55.83,412.67,41.31,150.41,18.28,3.65,9.69,0.83,0.94,0.89,34.279999999999994,Major
2018-06-11,102.48,55.8,412.12,41.27,150.32,18.27,3.65,9.68,0.83,0.94,0.89,34.26,Major
2018-06-12,102.4,55.77,411.58,41.22,150.24,18.25,3.65,9.67,0.83,0.94,0.88,34.22,Major
2018-06-13,102.31,55.74,411.04,41.18,150.16,18.24,3.64,9.66,0.83,0.94,0.88,34.19,Major
2018-06-14,102.23,55.72,410.5,41.13,150.07,18.23,3.64,9.65,0.83,0.94,0.88,34.17,Major
2018-06-15,102.15,55.69,409.95,41.09,149.99,18.22,3.63,9.64,0.83,0.94,0.87,34.129999999999995,Major
2018-06-16,102.06,55.66,409.41,41.04,149.91,18.2,3.63,9.63,0.83,0.94,0.87,34.099999999999994,Major
2018-06-17,101.98,55.63,408.88,41.0,149.82,18.19,3.63,9.61,0.83,0.94,0.87,34.06999999999999,Major
2018-06-18,101.9,55.6,408.34,40.95,149.74,18.18,3.62,9.6,0.83,0.94,0.86,34.029999999999994,Major
2018-06-19,101.81,55.57,407.8,40.91,149.66,18.16,3.62,9.59,0.83,0.94,0.86,34.0,Major
2018-06-20,101.73,55.55,407.26,40.87,149.57,18.15,3.62,9.58,0.83,0.94,0.86,33.98,Major
2018-06-21,101.64,55.52,406.73,40.82,149.49,18.14,3.61,9.57,0.83,0.94,0.85,33.94,Major
2018-06-22,101.56,55.49,406.2,40.78,149.41,18.12,3.61,9.56,0.82,0.94,0.85,33.9,Major
2018-06-23,101.48,55.46,405.66,40.73,149.33,18.11,3.6,9.55,0.82,0.94,0.85,33.87,Major
2018-06-24,101.4,55.43,405.13,40.69,149.24,18.1,3.6,9.54,0.82,0.94,0.84,33.84,Major
2018-06-25,101.31,55.4,404.6,40.65,149.16,18.09,3.6,9.52,0.82,0.94,0.84,33.81,Major
2018-06-26,101.23,55.38,404.07,40.6,149.08,18.07,3.59,9.51,0.82,0.94,0.84,33.77,Major
2018-06-27,101.15,55.35,403.54,40.56,149.0,18.06,3.59,9.5,0.82,0.94,0.83,33.739999999999995,Major
2018-06-28,101.06,55.32,403.01,40.52,148.91,18.05,3.59,9.49,0.82,0.94,0.83,33.72,Major
2018-06-29,100.98,55.29,402.48,40.47,148.83,18.04,3.58,9.48,0.82,0.94,0.83,33.69,Major
2018-06-30,100.9,55.26,401.95,40.43,148.75,18.02,3.58,9.47,0.82,0.94,0.82,33.65,Major
2018-07-01,100.81,55.23,401.43,40.38,148.67,18.01,3.57,9.46,0.82,0.94,0.82,33.620000000000005,Major
2018-07-02,100.73,55.21,400.9,40.34,148.58,18.0,3.57,9.45,0.82,0.94,0.82,33.6,Major
2018-07-03,100.65,55.18,400.38,40.3,148.5,17.99,3.57,9.44,0.82,0.94,0.81,33.57,Major
2018-07-04,100.57,55.15,399.85,40.25,148.42,17.97,3.56,9.43,0.82,0.94,0.81,33.53,Major
2018-07-05,100.48,55.12,399.33,40.21,148.34,17.96,3.56,9.41,0.82,0.94,0.81,33.5,Major
2018-07-06,100.4,55.09,398.81,40.17,148.26,17.95,3.56,9.4,0.82,0.94,0.8,33.46999999999999,Major
2018-07-07,100.32,55.06,398.29,40.12,148.17,17.94,3.55,9.39,0.82,0.94,0.8,33.44,Major
2018-07-08,100.24,55.04,397.77,40.08,148.09,17.93,3.55,9.38,0.82,0.94,0.8,33.419999999999995,Major
2018-07-09,100.16,55.01,397.25,40.04,148.01,17.91,3.55,9.37,0.82,0.94,0.79,33.379999999999995,Major
2018-07-10,100.07,54.98,396.73,39.99,147.93,17.9,3.54,9.36,0.82,0.94,0.79,33.349999999999994,Major
2018-07-11,99.99,54.95,396.21,39.95,147.85,17.89,3.54,9.35,0.82,0.94,0.79,33.33,Major
2018-07-12,99.91,54.92,395.69,39.91,147.77,17.88,3.53,9.34,0.82,0.94,0.78,33.29,Major
2018-07-13,99.83,54.89,395.18,39.87,147.69,17.87,3.53,9.33,0.82,0.94,0.78,33.27,Major
2018-07-14,99.75,54.87,394.66,39.82,147.6,17.85,3.53,9.32,0.82,0.94,0.78,33.24,Major
2018-07-15,99.66,54.84,394.15,39.78,147.52,17.84,3.52,9.31,0.82,0.94,0.78,33.21,Major
2018-07-16,99.58,54.81,393.64,39.74,147.44,17.83,3.52,9.3,0.82,0.94,0.77,33.18,Major
2018-07-17,99.5,54.78,393.12,39.69,147.36,17.82,3.52,9.29,0.82,0.94,0.77,33.160000000000004,Major
2018-07-18,99.42,54.75,392.61,39.65,147.28,17.81,3.51,9.27,0.82,0.94,0.77,33.120000000000005,Major
2018-07-19,99.34,54.72,392.1,39.61,147.2,17.8,3.51,9.26,0.82,0.94,0.76,33.089999999999996,Major
2018-07-20,99.26,54.69,391.59,39.57,147.12,17.78,3.51,9.25,0.81,0.94,0.76,33.05,Major
2018-07-21,99.17,54.67,391.08,39.52,147.04,17.77,3.5,9.24,0.81,0.94,0.76,33.019999999999996,Major
2018-07-22,99.09,54.64,390.58,39.48,146.96,17.76,3.5,9.23,0.81,0.94,0.75,32.99,Major
2018-07-23,99.01,54.61,390.07,39.44,146.88,17.75,3.5,9.22,0.81,0.94,0.75,32.97,Major
2018-07-24,98.93,54.58,389.56,39.4,146.8,17.74,3.49,9.21,0.81,0.94,0.75,32.94,Major
2018-07-25,98.85,54.55,389.06,39.35,146.72,17.73,3.49,9.2,0.81,0.94,0.74,32.91,Major
2018-07-26,98.77,54.52,388.55,39.31,146.64,17.72,3.48,9.19,0.81,0.94,0.74,32.88,Major
2018-07-27,98.69,54.5,388.05,39.27,146.56,17.71,3.48,9.18,0.81,0.94,0.74,32.86,Major
2018-07-28,98.61,54.47,387.55,39.23,146.48,17.7,3.48,9.17,0.81,0.94,0.74,32.84,Major
2018-07-29,98.53,54.44,387.05,39.19,146.4,17.68,3.47,9.16,0.81,0.94,0.73,32.78999999999999,Major
2018-07-30,98.44,54.41,386.55,39.14,146.32,17.67,3.47,9.15,0.81,0.94,0.73,32.769999999999996,Major
2018-07-31,98.36,54.38,386.05,39.1,146.24,17.66,3.47,9.14,0.81,0.94,0.73,32.74999999999999,Major
2018-08-01,98.28,54.35,385.55,39.06,146.16,17.65,3.46,9.13,0.81,0.94,0.72,32.71,Major
2018-08-02,98.2,54.32,385.05,39.02,146.08,17.64,3.46,9.12,0.81,0.94,0.72,32.69,Major
2018-08-03,98.12,54.3,384.55,38.98,146.0,17.63,3.46,9.11,0.81,0.94,0.72,32.67,Major
2018-08-04,98.04,54.27,384.05,38.93,145.92,17.62,3.45,9.1,0.81,0.94,0.72,32.64,Major
2018-08-05,97.96,54.24,383.56,38.89,145.84,17.61,3.45,9.09,0.81,0.94,0.71,32.61,Major
2018-08-06,97.88,54.21,383.06,38.85,145.76,17.6,3.45,9.08,0.81,0.94,0.71,32.59,Major
2018-08-07,97.8,54.18,382.57,38.81,145.68,17.59,3.44,9.07,0.81,0.94,0.71,32.56,Major
2018-08-08,97.72,54.15,382.08,38.77,145.6,17.58,3.44,9.06,0.81,0.94,0.7,32.53,Major
2018-08-09,97.64,54.12,381.59,38.72,145.52,17.57,3.44,9.05,0.81,0.94,0.7,32.510000000000005,Major
2018-08-10,97.56,54.1,381.09,38.68,145.44,17.56,3.43,9.04,0.81,0.94,0.7,32.48,Major
2018-08-11,97.48,54.07,380.6,38.64,145.36,17.55,3.43,9.03,0.81,0.94,0.7,32.46,Major
2018-08-12,97.4,54.04,380.11,38.6,145.28,17.54,3.43,9.02,0.81,0.94,0.69,32.43,Major
2018-08-13,97.32,54.01,379.62,38.56,145.2,17.53,3.42,9.01,0.81,0.94,0.69,32.4,Major
2018-08-14,97.24,53.98,379.14,38.52,145.12,17.52,3.42,9.0,0.81,0.93,0.69,32.37,Major
2018-08-15,97.16,53.95,378.65,38.48,145.04,17.51,3.42,8.99,0.81,0.93,0.68,32.34,Major
2018-08-16,97.08,53.92,378.16,38.44,144.97,17.5,3.41,8.98,0.8,0.93,0.68,32.300000000000004,Major
2018-08-17,97.0,53.9,377.68,38.39,144.89,17.49,3.41,8.97,0.8,0.93,0.68,32.28,Major
2018-08-18,96.92,53.87,377.19,38.35,144.81,17.48,3.41,8.96,0.8,0.93,0.68,32.260000000000005,Major
2018-08-19,96.84,53.84,376.71,38.31,144.73,17.47,3.4,8.95,0.8,0.93,0.67,32.22,Major
2018-08-20,96.77,53.81,376.23,38.27,144.65,17.46,3.4,8.94,0.8,0.93,0.67,32.199999999999996,Major
2018-08-21,96.69,53.78,375.75,38.23,144.57,17.45,3.39,8.93,0.8,0.93,0.67,32.17,Major
2018-08-22,96.61,53.75,375.27,38.19,144.5,17.44,3.39,8.92,0.8,0.93,0.67,32.15,Major
2018-08-23,96.53,53.72,374.78,38.15,144.42,17.43,3.39,8.91,0.8,0.93,0.66,32.12,Major
2018-08-24,96.45,53.69,374.31,38.11,144.34,17.42,3.38,8.9,0.8,0.93,0.66,32.09,Major
2018-08-25,96.37,53.67,373.83,38.07,144.26,17.41,3.38,8.89,0.8,0.93,0.66,32.07,Major
2018-08-26,96.29,53.64,373.35,38.03,144.18,17.4,3.38,8.88,0.8,0.93,0.66,32.05,Major
2018-08-27,96.21,53.61,372.87,37.98,144.1,17.39,3.37,8.87,0.8,0.93,0.65,32.010000000000005,Major
2018-08-28,96.13,53.58,372.4,37.94,144.03,17.38,3.37,8.86,0.8,0.93,0.65,31.99,Major
2018-08-29,96.05,53.55,371.92,37.9,143.95,17.37,3.37,8.85,0.8,0.93,0.65,31.970000000000002,Major
2018-08-30,95.98,53.52,371.45,37.86,143.87,17.36,3.36,8.84,0.8,0.93,0.65,31.939999999999998,Major
2018-08-31,95.9,53.49,370.97,37.82,143.79,17.35,3.36,8.83,0.8,0.93,0.64,31.91,Major
2018-09-01,95.82,53.47,370.5,37.78,143.72,17.34,3.36,8.83,0.8,0.93,0.64,31.900000000000002,Major
2018-09-02,95.74,53.44,370.03,37.74,143.64,17.33,3.35,8.82,0.8,0.93,0.64,31.87,Major
2018-09-03,95.66,53.41,369.56,37.7,143.56,17.32,3.35,8.81,0.8,0.93,0.64,31.850000000000005,Major
2018-09-04,95.58,53.38,369.09,37.66,143.48,17.31,3.35,8.8,0.8,0.93,0.63,31.82,Major
2018-09-05,95.51,53.35,368.62,37.62,143.41,17.3,3.35,8.79,0.8,0.93,0.63,31.8,Major
2018-09-06,95.43,53.32,368.15,37.58,143.33,17.29,3.34,8.78,0.8,0.93,0.63,31.769999999999996,Major
2018-09-07,95.35,53.29,367.69,37.54,143.25,17.29,3.34,8.77,0.8,0.93,0.63,31.759999999999998,Major
2018-09-08,95.27,53.26,367.22,37.5,143.18,17.28,3.34,8.76,0.8,0.93,0.62,31.730000000000004,Major
2018-09-09,95.19,53.24,366.75,37.46,143.1,17.27,3.33,8.75,0.8,0.93,0.62,31.700000000000003,Major
2018-09-10,95.12,53.21,366.29,37.42,143.02,17.26,3.33,8.74,0.8,0.93,0.62,31.680000000000007,Major
2018-09-11,95.04,53.18,365.82,37.38,142.95,17.25,3.33,8.73,0.8,0.93,0.62,31.66,Major
2018-09-12,94.96,53.15,365.36,37.34,142.87,17.24,3.32,8.72,0.8,0.93,0.61,31.62,Major
2018-09-13,94.88,53.12,364.9,37.3,142.79,17.23,3.32,8.71,0.79,0.93,0.61,31.59,Major
2018-09-14,94.81,53.09,364.44,37.26,142.72,17.22,3.32,8.71,0.79,0.93,0.61,31.58,Major
2018-09-15,94.73,53.06,363.98,37.22,142.64,17.21,3.31,8.7,0.79,0.93,0.61,31.549999999999997,Major
2018-09-16,94.65,53.03,363.52,37.18,142.56,17.21,3.31,8.69,0.79,0.93,0.6,31.53,Major
2018-09-17,94.57,53.01,363.06,37.14,142.49,17.2,3.31,8.68,0.79,0.93,0.6,31.509999999999998,Major
2018-09-18,94.5,52.98,362.6,37.1,142.41,17.19,3.3,8.67,0.79,0.93,0.6,31.480000000000004,Major
2018-09-19,94.42,52.95,362.14,37.06,142.33,17.18,3.3,8.66,0.79,0.93,0.6,31.46,Major
2018-09-20,94.34,52.92,361.69,37.02,142.26,17.17,3.3,8.65,0.79,0.93,0.59,31.430000000000003,Major
2018-09-21,94.27,52.89,361.23,36.98,142.18,17.16,3.29,8.64,0.79,0.93,0.59,31.4,Major
2018-09-22,94.19,52.86,360.78,36.94,142.11,17.16,3.29,8.63,0.79,0.93,0.59,31.389999999999997,Major
2018-09-23,94.11,52.83,360.32,36.9,142.03,17.15,3.29,8.62,0.79,0.93,0.59,31.369999999999994,Major
2018-09-24,94.04,52.8,359.87,36.86,141.95,17.14,3.28,8.62,0.79,0.93,0.59,31.349999999999998,Major
2018-09-25,93.96,52.78,359.42,36.82,141.88,17.13,3.28,8.61,0.79,0.93,0.58,31.319999999999997,Major
2018-09-26,93.88,52.75,358.97,36.79,141.8,17.12,3.28,8.6,0.79,0.93,0.58,31.299999999999997,Major
2018-09-27,93.81,52.72,358.52,36.75,141.73,17.11,3.27,8.59,0.79,0.93,0.58,31.269999999999996,Major
2018-09-28,93.73,52.69,358.07,36.71,141.65,17.11,3.27,8.58,0.79,0.92,0.58,31.25,Major
2018-09-29,93.65,52.66,357.62,36.67,141.58,17.1,3.27,8.57,0.79,0.92,0.57,31.220000000000002,Major
2018-09-30,93.58,52.63,357.17,36.63,141.5,17.09,3.26,8.56,0.79,0.92,0.57,31.190000000000005,Major
2018-10-01,93.5,52.6,356.72,36.59,141.43,17.08,3.26,8.55,0.79,0.92,0.57,31.169999999999998,Major
2018-10-02,93.43,52.57,356.28,36.55,141.35,17.07,3.26,8.55,0.79,0.92,0.57,31.16,Major
2018-10-03,93.35,52.55,355.83,36.51,141.28,17.07,3.26,8.54,0.79,0.92,0.57,31.15,Major
2018-10-04,93.27,52.52,355.38,36.47,141.2,17.06,3.25,8.53,0.79,0.92,0.56,31.109999999999996,Major
2018-10-05,93.2,52.49,354.94,36.43,141.13,17.05,3.25,8.52,0.79,0.92,0.56,31.09,Major
2018-10-06,93.12,52.46,354.5,36.4,141.05,17.04,3.25,8.51,0.79,0.92,0.56,31.069999999999997,Major
2018-10-07,93.05,52.43,354.06,36.36,140.98,17.04,3.24,8.5,0.79,0.92,0.56,31.05,Major
2018-10-08,92.97,52.4,353.61,36.32,140.9,17.03,3.24,8.49,0.79,0.92,0.55,31.020000000000007,Major
2018-10-09,92.89,52.37,353.17,36.28,140.83,17.02,3.24,8.49,0.78,0.92,0.55,31.000000000000004,Major
2018-10-10,92.82,52.34,352.73,36.24,140.75,17.01,3.23,8.48,0.78,0.92,0.55,30.970000000000006,Major
2018-10-11,92.74,52.32,352.3,36.2,140.68,17.01,3.23,8.47,0.78,0.92,0.55,30.960000000000004,Major
2018-10-12,92.67,52.29,351.86,36.16,140.6,17.0,3.23,8.46,0.78,0.92,0.55,30.940000000000005,Major
2018-10-13,92.59,52.26,351.42,36.13,140.53,16.99,3.22,8.45,0.78,0.92,0.54,30.9,Major
2018-10-14,92.52,52.23,350.98,36.09,140.45,16.98,3.22,8.44,0.78,0.92,0.54,30.880000000000003,Major
2018-10-15,92.44,52.2,350.55,36.05,140.38,16.98,3.22,8.44,0.78,0.92,0.54,30.880000000000003,Major
2018-10-16,92.37,52.17,350.11,36.01,140.31,16.97,3.22,8.43,0.78,0.92,0.54,30.86,Major
2018-10-17,92.29,52.14,349.68,35.97,140.23,16.96,3.21,8.42,0.78,0.92,0.54,30.830000000000005,Major
2018-10-18,92.22,52.11,349.25,35.93,140.16,16.96,3.21,8.41,0.78,0.92,0.53,30.810000000000006,Major
2018-10-19,92.14,52.08,348.81,35.9,140.08,16.95,3.21,8.4,0.78,0.92,0.53,30.790000000000006,Major
2018-10-20,92.07,52.06,348.38,35.86,140.01,16.94,3.2,8.39,0.78,0.92,0.53,30.760000000000005,Major
2018-10-21,91.99,52.03,347.95,35.82,139.94,16.93,3.2,8.39,0.78,0.92,0.53,30.750000000000004,Major
2018-10-22,91.92,52.0,347.52,35.78,139.86,16.93,3.2,8.38,0.78,0.92,0.53,30.740000000000002,Major
2018-10-23,91.84,51.97,347.09,35.74,139.79,16.92,3.19,8.37,0.78,0.92,0.52,30.700000000000006,Major
2018-10-24,91.77,51.94,346.66,35.71,139.72,16.91,3.19,8.36,0.78,0.92,0.52,30.680000000000003,Major
2018-10-25,91.7,51.91,346.24,35.67,139.64,16.91,3.19,8.35,0.78,0.92,0.52,30.670000000000005,Major
2018-10-26,91.62,51.88,345.81,35.63,139.57,16.9,3.19,8.35,0.78,0.92,0.52,30.66,Major
2018-10-27,91.55,51.85,345.38,35.59,139.5,16.89,3.18,8.34,0.78,0.92,0.52,30.630000000000003,Major
2018-10-28,91.47,51.83,344.96,35.55,139.42,16.89,3.18,8.33,0.78,0.92,0.51,30.610000000000003,Major
2018-10-29,91.4,51.8,344.54,35.52,139.35,16.88,3.18,8.32,0.78,0.92,0.51,30.590000000000003,Major
2018-10-30,91.33,51.77,344.11,35.48,139.28,16.87,3.17,8.31,0.78,0.92,0.51,30.560000000000006,Major
2018-10-31,91.25,51.74,343.69,35.44,139.2,16.87,3.17,8.31,0.78,0.92,0.51,30.560000000000006,Major
2018-11-01,91.18,51.71,343.27,35.4,139.13,16.86,3.17,8.3,0.78,0.91,0.51,30.530000000000005,Major
2018-11-02,91.1,51.68,342.85,35.37,139.06,16.85,3.16,8.29,0.78,0.91,0.51,30.500000000000004,Major
2018-11-03,91.03,51.65,342.43,35.33,138.99,16.85,3.16,8.28,0.78,0.91,0.5,30.48,Major
2018-11-04,90.96,51.62,342.01,35.29,138.91,16.84,3.16,8.27,0.78,0.91,0.5,30.46,Major
2018-11-05,90.88,51.59,341.59,35.25,138.84,16.83,3.16,8.27,0.77,0.91,0.5,30.439999999999998,Major
2018-11-06,90.81,51.57,341.17,35.22,138.77,16.83,3.15,8.26,0.77,0.91,0.5,30.419999999999995,Major
2018-11-07,90.74,51.54,340.76,35.18,138.7,16.82,3.15,8.25,0.77,0.91,0.5,30.4,Major
2018-11-08,90.66,51.51,340.34,35.14,138.62,16.82,3.15,8.24,0.77,0.91,0.49,30.38,Major
2018-11-09,90.59,51.48,339.92,35.1,138.55,16.81,3.14,8.24,0.77,0.91,0.49,30.359999999999996,Major
2018-11-10,90.52,51.45,339.51,35.07,138.48,16.8,3.14,8.23,0.77,0.91,0.49,30.34,Major
2018-11-11,90.45,51.42,339.1,35.03,138.41,16.8,3.14,8.22,0.77,0.91,0.49,30.330000000000002,Major
2018-11-12,90.37,51.39,338.68,34.99,138.34,16.79,3.14,8.21,0.77,0.91,0.49,30.31,Major
2018-11-13,90.3,51.36,338.27,34.96,138.26,16.79,3.13,8.2,0.77,0.91,0.49,30.289999999999996,Major
2018-11-14,90.23,51.34,337.86,34.92,138.19,16.78,3.13,8.2,0.77,0.91,0.48,30.27,Major
2018-11-15,90.15,51.31,337.45,34.88,138.12,16.77,3.13,8.19,0.77,0.91,0.48,30.249999999999996,Major
2018-11-16,90.08,51.28,337.04,34.85,138.05,16.77,3.12,8.18,0.77,0.91,0.48,30.23,Major
2018-11-17,90.01,51.25,336.63,34.81,137.98,16.76,3.12,8.17,0.77,0.91,0.48,30.210000000000004,Major
2018-11-18,89.94,51.22,336.22,34.77,137.9,16.76,3.12,8.17,0.77,0.91,0.48,30.210000000000004,Major
2018-11-19,89.86,51.19,335.82,34.74,137.83,16.75,3.12,8.16,0.77,0.91,0.48,30.19,Major
2018-11-20,89.79,51.16,335.41,34.7,137.76,16.75,3.11,8.15,0.77,0.91,0.47,30.159999999999997,Major
2018-11-21,89.72,51.13,335.0,34.66,137.69,16.74,3.11,8.14,0.77,0.91,0.47,30.139999999999997,Major
2018-11-22,89.65,51.1,334.6,34.63,137.62,16.73,3.11,8.14,0.77,0.91,0.47,30.13,Major
2018-11-23,89.58,51.08,334.2,34.59,137.55,16.73,3.1,8.13,0.77,0.91,0.47,30.11,Major
2018-11-24,89.5,51.05,333.79,34.55,137.48,16.72,3.1,8.12,0.77,0.91,0.47,30.089999999999996,Major
2018-11-25,89.43,51.02,333.39,34.52,137.41,16.72,3.1,8.11,0.77,0.91,0.47,30.08,Major
2018-11-26,89.36,50.99,332.99,34.48,137.34,16.71,3.1,8.11,0.77,0.91,0.46,30.060000000000002,Major
2018-11-27,89.29,50.96,332.59,34.44,137.26,16.71,3.09,8.1,0.77,0.91,0.46,30.04,Major
2018-11-28,89.22,50.93,332.19,34.41,137.19,16.7,3.09,8.09,0.77,0.91,0.46,30.02,Major
2018-11-29,89.15,50.9,331.79,34.37,137.12,16.7,3.09,8.09,0.77,0.91,0.46,30.02,Major
2018-11-30,89.07,50.87,331.39,34.33,137.05,16.69,3.08,8.08,0.77,0.91,0.46,29.990000000000002,Major
2018-12-01,89.0,50.84,330.99,34.3,136.98,16.69,3.08,8.07,0.76,0.9,0.46,29.960000000000004,Major
2018-12-02,88.93,50.82,330.6,34.26,136.91,16.68,3.08,8.06,0.76,0.9,0.45,29.93,Major
2018-12-03,88.86,50.79,330.2,34.23,136.84,16.68,3.08,8.06,0.76,0.9,0.45,29.93,Major
2018-12-04,88.79,50.76,329.81,34.19,136.77,16.67,3.07,8.05,0.76,0.9,0.45,29.900000000000002,Major
2018-12-05,88.72,50.73,329.41,34.15,136.7,16.67,3.07,8.04,0.76,0.9,0.45,29.89,Major
2018-12-06,88.65,50.7,329.02,34.12,136.63,16.66,3.07,8.04,0.76,0.9,0.45,29.88,Major
2018-12-07,88.58,50.67,328.63,34.08,136.56,16.66,3.07,8.03,0.76,0.9,0.45,29.869999999999997,Major
2018-12-08,88.51,50.64,328.23,34.05,136.49,16.65,3.06,8.02,0.76,0.9,0.45,29.839999999999996,Major
