date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2020-03-27,5.9,1.2,11.5,,,29,18.8,38.9,1024.1,
2020-03-28,5.8,3,9.8,,,28,26.8,51.8,1028.6,
2020-03-29,3.2,0.6,5.8,,,21,28.1,57.4,1037.5,
2020-03-30,3.4,0.2,6.7,,,8,16.9,37,1034.7,
2020-03-31,5.1,1.9,8.5,,,42,15.9,31.5,1031.5,
2020-04-01,4.3,-0.5,8.4,,,340,7.6,22.2,1024.3,
2020-04-02,6.9,2.8,10.9,,,280,12.4,31.5,1016.2,
2020-04-03,7.3,4.2,10.5,,,268,9,24.1,1017.4,
2020-04-04,8.4,3.7,13.7,,,169,11.6,27.8,1020.1,
2020-04-05,12.3,6.5,19,,,143,16.9,37,1014.6,
2020-04-06,12.6,8.6,16.1,,,228,12.7,31.5,1016.7,
2020-04-07,11.1,5.1,17.3,,,83,8.6,24.1,1028.8,
2020-04-08,13.6,8.4,20.2,,,72,8.8,20.4,1024.9,
2020-04-09,14,8.8,20.7,,,77,11.4,29.6,1024.8,
2020-04-10,14,8.9,20.7,,,98,13,29.6,1024.7,
2020-04-11,15.6,9.4,22.9,,,146,8.3,20.4,1022.3,
2020-04-12,15.5,9.7,21.8,,,213,9,27.8,1015.2,
2020-04-13,8.2,3.5,11.2,,,43,24.1,44.5,1024.7,
2020-04-14,6.1,2.2,11,,,64,10.3,24.1,1028.6,
2020-04-15,8.9,3.3,15.3,,,104,9.3,25.9,1023.4,
2020-04-16,11.8,5.3,19.2,,,87,10,22.2,1016.4,
2020-04-17,10.1,7.3,14.4,,,66,17.7,35.2,1016.6,
2020-04-18,9.3,6.5,13.6,,,42,14.1,29.6,1017.1,
2020-04-19,10.3,5.9,15.9,,,38,15.8,35.2,1019.9,
2020-04-20,10.5,6.2,15.5,,,52,22.2,46.3,1017.6,
2020-04-21,11.6,7.5,16.4,,,57,22.2,42.6,1016.9,
2020-04-22,12.9,7.6,19.4,,,52,18,35.2,1019.5,
2020-04-23,13.9,7.4,22,,,60,12.3,25.9,1019.7,
2020-04-24,13.3,7.6,20.4,,,57,8.9,22.2,1016.3,
2020-04-25,11,6.9,16.2,,,96,10.3,22.2,1015.2,
2020-04-26,11.7,5.3,18.7,,,168,7.5,20.4,1012.3,
2020-04-27,12.3,7.3,17.2,,,247,8.3,24.1,1007.6,
2020-04-28,8.3,6.6,10.4,,,50,16.5,35.2,1004.5,
2020-04-29,9.3,6.4,12.1,,,191,12.8,35.2,1002,
2020-04-30,8.9,6.5,10.8,,,217,20.2,38.9,995.5,
2020-05-01,9.9,6.5,14,,,255,18.8,40.8,999.3,
2020-05-02,10,5.7,14,,,269,14.4,33.3,1009.8,
2020-05-03,11.1,6.8,15.7,,,163,8,20.4,1016.4,
2020-05-04,11,7.6,14.9,,,68,11.9,29.6,1019.2,
2020-05-05,9.1,6,13,,,75,19.9,38.9,1021.2,
2020-05-06,9.7,4,15.7,,,73,12.8,25.9,1025.5,
2020-05-07,13.1,5.9,19.9,,,143,9.1,24.1,1023,
2020-05-08,16.1,9.6,21.7,,,176,6.6,18.5,1018.1,
2020-05-09,16.8,10.5,22.8,,,78,10.3,27.8,1012.8,
2020-05-10,12.2,6.1,17.7,,,28,21.7,51.8,1010.1,
2020-05-11,7.1,4.1,10,,,28,27.9,53.7,1019.6,
2020-05-12,7.7,2.1,12.2,,,324,8.5,24.1,1021.2,
2020-05-13,7.6,4.7,10.8,,,11,16.1,38.9,1017.4,
2020-05-14,6.9,2.1,11,,,31,14.5,31.5,1023,
2020-05-15,10,2.9,15.9,,,333,7.9,24.1,1023.9,
2020-05-16,10.6,6,14.6,,,297,9.3,25.9,1024.4,
2020-05-17,12.5,7,17.4,,,259,9.8,29.6,1023.8,
2020-05-18,14.9,8.7,21.1,,,257,14.9,35.2,1023.5,
2020-05-19,16.6,10.4,22.8,,,269,11.1,25.9,1023.1,
2020-05-20,18.6,11.8,24.8,,,221,9.4,27.8,1021.6,
2020-05-21,19.3,13.5,25,,,207,9.3,24.1,1019.2,
2020-05-22,16.9,12.3,19.9,,,224,21.7,51.8,1015.2,
2020-05-23,13.2,9.2,17.2,,,250,25.5,59.3,1021.9,
2020-05-24,14.2,8.7,19.3,,,277,17.9,37,1029.6,
2020-05-25,16.8,9.5,23.6,,,273,8.1,24.1,1034.4,
2020-05-26,17.4,10.9,23.4,,,302,8.2,24.1,1035.4,
2020-05-27,17.9,12.6,23.2,,,74,7.9,25.9,1035.4,
2020-05-28,15.1,10.6,20.1,,,83,13.2,31.5,1034.3,
2020-05-29,15.1,8.9,21.6,,,82,13.3,29.6,1028.3,
2020-05-30,15.8,8.5,22.9,,,70,14.1,33.3,1023.7,
2020-05-31,16.8,10.5,23.4,,,71,16.2,37,1022.8,
2020-06-01,16.8,10.4,23.2,,,53,14.6,29.6,1022.9,
2020-06-02,16.7,10.6,22.8,,,6,11.8,25.9,1019.4,
2020-06-03,14.4,11.7,16.9,,,34,11.5,29.6,1009.1,
2020-06-04,11.6,9.4,14.3,,,328,17.3,33.3,1003.7,
2020-06-05,11.3,8.4,13.7,,,285,20.2,46.3,997.1,
2020-06-06,9.6,5.4,12.3,,,265,22.5,51.8,999.1,
2020-06-07,11.6,7.2,15.7,,,307,12.4,27.8,1008.3,
2020-06-08,11.2,8.3,14.1,,,6,13.8,29.6,1018.5,
2020-06-09,12,8.1,15.9,,,70,6.2,18.5,1020.4,
2020-06-10,12,10.7,13.4,,,172,8.7,22.2,1015.6,
2020-06-11,13.1,10.1,16.6,,,56,17,37,1011.8,
2020-06-12,15.1,11.5,18.5,,,71,17.8,38.9,1006.1,
2020-06-13,16.9,13.2,20.9,,,111,14.1,37,1008.5,
2020-06-14,16.7,12.5,20.5,,,160,10.7,27.8,1013.9,
2020-06-15,16.6,11.3,21.5,,,222,8.6,22.2,1016.2,
2020-06-16,16.5,12.8,20.2,,,187,8.9,22.2,1014.4,
2020-06-17,16.2,12.1,20.1,,,130,7.2,22.2,1012.7,
2020-06-18,15,13.2,17.5,,,264,10.2,27.8,1010.2,
2020-06-19,14.6,12.7,17.1,,,212,15.7,37,1013.8,
2020-06-20,15.4,11.2,19.5,,,207,12.8,29.6,1019.2,
2020-06-21,16.2,13,19.9,,,223,17.3,38.9,1017,
2020-06-22,15.1,8.4,20.9,,,227,13.6,31.5,1024.4,
2020-06-23,19.1,11.7,25.8,,,169,11.4,27.8,1023.8,
2020-06-24,22.3,15.6,29.5,,,99,14.7,35.2,1020.5,
2020-06-25,23.2,16.7,30,,,92,15.2,35.2,1016,
2020-06-26,20.9,16.8,25.9,,,207,12.7,35.2,1009.3,
2020-06-27,16.4,14.1,19,,,203,19.7,51.8,1005.5,
2020-06-28,15.1,11.3,18.6,,,237,24.3,53.7,1009.3,
2020-06-29,14.5,10.6,18.1,,,244,25,55.5,1009.6,
2020-06-30,14.7,10.9,17.7,,,239,16.8,33.3,1007.3,
2020-07-01,16.7,13.8,19.7,,,243,17.7,37,1005.4,
2020-07-02,15.4,10.8,19.2,,,260,14.1,31.5,1010.7,
2020-07-03,15,10.5,19.2,,,247,21.2,50,1015.5,
2020-07-04,17.3,14.8,19.9,,,235,26.1,50,1011.1,
2020-07-05,17.4,12.6,19.8,,,254,29.1,51.8,1010.7,
2020-07-06,14.4,9.3,18.8,,,288,20.5,40.8,1018.3,
2020-07-07,14.3,9.3,18.4,,,262,12.3,33.3,1020.2,
2020-07-08,15.6,13.6,17.7,,,253,13.3,25.9,1014.7,
2020-07-09,16.4,14.3,18.6,,,252,16.7,35.2,1012.1,
2020-07-10,14.3,11.7,17.1,,,324,17.1,35.2,1017.1,
2020-07-11,13.6,8.1,18.3,,,325,11.9,27.8,1026.2,
2020-07-12,15.8,9.3,21.5,,,284,6.4,20.4,1028.3,
2020-07-13,16.8,10.4,22.7,,,242,12.8,33.3,1023.4,
2020-07-14,16,13.8,18.6,,,311,11.3,27.8,1016.6,
2020-07-15,14.7,11,17.5,,,295,10.3,24.1,1015.9,
2020-07-16,17,13.3,21.1,,,302,13.4,29.6,1019.4,
2020-07-17,19.9,14.9,25.3,,,274,10.5,29.6,1020.5,
2020-07-18,18,12.6,23.2,,,267,13.2,31.5,1018.5,
2020-07-19,16.1,13.6,18.6,,,340,9.9,24.1,1017.7,
2020-07-20,15.1,9.9,20.3,,,353,11.2,25.9,1022.9,
2020-07-21,14.8,9.3,19.6,,,0,8.6,22.2,1026,
2020-07-22,17.3,11.4,22.8,,,209,10.3,29.6,1023.6,
2020-07-23,17.2,11.4,22.5,,,241,14.6,35.2,1016.4,
2020-07-24,18.3,13.9,23,,,257,14,31.5,1012.4,
2020-07-25,17.6,15.4,19.9,,,222,17.8,38.9,1007.8,
2020-07-26,16.6,12.2,20.6,,,247,18.5,42.6,1009.8,
2020-07-27,17.1,14.4,19.8,,,208,19.4,48.2,1007.9,
2020-07-28,15.6,11.4,19.2,,,277,17.7,40.8,1013.6,
2020-07-29,15.3,8.6,20.8,,,256,10.5,27.8,1020.1,
2020-07-30,19.4,12.6,26.2,,,183,9.6,25.9,1018.5,
2020-07-31,23.7,15.9,32.1,,,147,15.1,37,1012.3,
2020-08-01,19.5,15.4,23.7,,,261,15.5,33.3,1014.8,
2020-08-02,16.6,11.3,21.5,,,273,14.3,33.3,1016.2,
2020-08-03,16,12.1,20,,,332,12.3,31.5,1015.6,
2020-08-04,16.1,10.6,21,,,243,12.5,37,1016,
2020-08-05,18.6,14.3,23.2,,,213,19.2,42.6,1012.9,
2020-08-06,20.8,16.5,26.1,,,203,12.2,25.9,1016.8,
2020-08-07,24.4,15.9,33.2,,,132,8.6,25.9,1018.2,
2020-08-08,25,19.2,31.9,,,41,12.7,31.5,1018.9,
2020-08-09,23.6,17.3,31.4,,,53,16.6,35.2,1017.7,
2020-08-10,24.6,19.1,31.6,,,76,14.7,35.2,1014.2,
2020-08-11,25.2,19.4,31.9,,,97,9,25.9,1014.6,
2020-08-12,25.5,19.7,32.2,,,86,10.1,29.6,1013.4,
2020-08-13,21.7,18.6,25.5,,,27,11.5,29.6,1012.4,
2020-08-14,19,16.9,21.9,,,352,11.9,24.1,1013,
2020-08-15,18.9,16.7,22.1,,,27,10.9,24.1,1014.5,
2020-08-16,19.5,16.9,23.1,,,122,8.3,20.4,1011,
2020-08-17,17.4,14.8,20.1,,,218,9.6,24.1,1008.2,
2020-08-18,17.5,14.7,20.9,,,216,13.4,29.6,1008.9,
2020-08-19,17.8,15.5,19.6,,,161,14.4,37,1004,
2020-08-20,19.3,16.1,22.7,,,200,15.7,35.2,1002.5,
2020-08-21,19.1,16.5,22,,,208,28,63,1003.2,
2020-08-22,17.3,14.6,20.5,,,236,23.6,48.2,1011.3,
2020-08-23,16.2,12.8,19.9,,,260,18.8,33.3,1015.7,
2020-08-24,15.4,11.3,19.2,,,249,13.4,27.8,1015.5,
2020-08-25,17,15.6,20,,,206,28.6,68.5,1002.8,
2020-08-26,16.9,13.9,20.4,,,272,27.9,63,1010.6,
2020-08-27,14.4,11.8,17,,,219,9.3,24.1,1012.2,
2020-08-28,13.3,11.8,15.4,,,291,11.6,42.6,1001.1,
2020-08-29,12,10.7,14.4,,,337,26.5,48.2,1007.8,
2020-08-30,12.5,10.2,15.5,,,353,20.9,42.6,1016.9,
2020-08-31,12.3,8.6,16.2,,,354,7.2,18.5,1022,
2020-09-01,13.3,9,17.5,,,61,5.5,16.7,1021.1,
2020-09-02,14.4,10.6,18.4,,,199,10,27.8,1019.2,
2020-09-03,17.2,14.6,19.9,,,236,20.2,40.8,1015.8,
2020-09-04,14.5,11.1,18,,,259,14.2,33.3,1020.7,
2020-09-05,13,9.5,16.3,,,281,13.2,31.5,1021.1,
2020-09-06,13,8.2,17.7,,,261,9.3,24.1,1020.9,
2020-09-07,14.1,9.7,17.8,,,252,12,31.5,1023.1,
2020-09-08,17.7,13.9,22.1,,,253,14.4,29.6,1024.4,
2020-09-09,16.9,13.2,20.6,,,287,13.2,27.8,1023.3,
2020-09-10,13.3,9,17.9,,,332,8.4,20.4,1023.4,
2020-09-11,13.7,9,18.7,,,225,11,33.3,1017.2,
2020-09-12,14.8,10.8,19.3,,,241,13,29.6,1019.2,
2020-09-13,16.9,12.4,22.5,,,218,13.2,31.5,1023.3,
2020-09-14,18.9,12.2,26.4,,,125,8.8,24.1,1021.9,
2020-09-15,21.1,15.8,27.7,,,11,9.7,25.9,1018.3,
2020-09-16,19.5,15.4,24,,,22,13.9,31.5,1023.2,
2020-09-17,15.3,12.1,19.7,,,51,16.4,33.3,1028.5,
2020-09-18,14.9,10.7,19.7,,,52,17.7,37,1023.1,
2020-09-19,16.8,13,21.7,,,46,19.6,38.9,1017.6,
2020-09-20,17.2,13.7,22.5,,,36,16.7,33.3,1018.4,
2020-09-21,16.2,11.1,22.5,,,352,8.5,22.2,1017.7,
2020-09-22,17.5,13.4,22.7,,,227,11.6,37,1010,
2020-09-23,15.1,11.1,17.1,,,221,15.1,31.5,1000.9,
2020-09-24,10.9,8.2,14.2,,,216,15.4,38.9,996.7,
2020-09-25,9.4,7.4,12.1,,,314,25.9,64.8,1000.9,
2020-09-26,8.5,5.9,10.3,,,317,26.9,51.8,1010.5,
2020-09-27,10.9,8.8,13.3,,,329,26.2,48.2,1011.6,
2020-09-28,12.1,8.8,16.2,,,299,13.7,29.6,1013.4,
2020-09-29,13.9,11.8,16.5,,,270,8.9,24.1,1015.1,
2020-09-30,13.4,10.2,16.3,,,188,14.5,37,1008.3,
2020-10-01,11.6,9.9,13.6,,,238,11.8,29.6,998,
2020-10-02,11.5,10.3,12.2,,,68,19.8,40.8,988.7,
2020-10-03,12.6,11.1,13.5,,,129,14.1,38.9,986.2,
2020-10-04,9.7,9.1,10.8,,,223,19.8,42.6,982,
2020-10-05,11.4,8.4,14.5,,,260,17.4,37,994.2,
2020-10-06,12.1,10.5,14.3,,,253,20.4,46.3,998,
2020-10-07,11.6,9.5,14.4,,,259,17.4,40.8,1012,
2020-10-08,13.8,9.2,16.2,,,254,18.9,46.3,1011.5,
2020-10-09,8.7,6.1,12.3,,,259,10.8,35.2,1018.7,
2020-10-10,8,4.6,11.6,,,277,16,40.8,1022,
2020-10-11,8.8,6.7,12,,,318,13.5,33.3,1024.8,
2020-10-12,8.4,5.7,10.8,,,224,7.9,22.2,1020,
2020-10-13,7.8,6,8.9,,,337,13.5,29.6,1010.6,
2020-10-14,9.4,7.9,11.9,,,28,16.6,35.2,1020.1,
2020-10-15,8.4,6.7,11.1,,,6,15.5,37,1024.5,
2020-10-16,8.3,5.7,11.6,,,14,9.9,24.1,1024.9,
2020-10-17,9,7.7,11.4,,,351,7.9,18.5,1022.8,
2020-10-18,8.8,6.3,11.9,,,290,6.1,16.7,1023.9,
2020-10-19,10.3,7.7,13.2,,,159,12.5,33.3,1016.2,
2020-10-20,13.8,11.2,16.4,,,176,17.1,37,1002.2,
2020-10-21,13.7,12.7,14.4,,,186,14.4,35.2,997.2,
2020-10-22,12.5,10.2,15.2,,,228,16.6,37,1008,
2020-10-23,11.4,8.3,14,,,218,12.7,33.3,1008.7,
2020-10-24,11.7,7.4,14.9,,,200,21.1,51.8,1003.1,
2020-10-25,10,8.2,12.4,,,214,17,37,996.3,
2020-10-26,8.6,6.5,11.8,,,232,14.4,37,997.4,
2020-10-27,8.8,6.4,11.6,,,212,16.1,35.2,998.3,
2020-10-28,8.9,7.7,11.2,,,233,19.8,44.5,1002.7,
2020-10-29,10.6,7.4,13.8,,,229,20.1,40.8,1011.9,
2020-10-30,14.4,13.5,15.6,,,224,22.3,46.3,1016.2,
2020-10-31,12.3,9.7,13.8,,,204,20.1,48.2,1012.1,
2020-11-01,13.8,9.7,16.6,,,209,26.5,61.1,1003.6,
2020-11-02,13.2,7.1,16.7,,,238,31.4,66.7,1005.4,
2020-11-03,6.8,3.7,9.3,,,241,17.1,46.3,1019,
2020-11-04,4.8,1.5,9.4,,,290,6.6,20.4,1033.3,
2020-11-05,5,2.1,8.7,,,267,4.8,14.8,1038.4,
2020-11-06,6.7,3.9,10.3,,,85,10.7,29.6,1029.7,
2020-11-07,9.8,6.3,14,,,100,9.3,20.4,1020.4,
2020-11-08,11.8,10.1,13.7,,,131,7.4,18.5,1018.6,
2020-11-09,12.5,11.5,14,,,140,9.1,22.2,1019.6,
2020-11-10,11.1,9.1,13.1,,,183,8.3,20.4,1023.3,
2020-11-11,10.5,8.7,12.3,,,172,15,37,1018.3,
2020-11-12,10.1,8.8,11.9,,,219,16.6,40.8,1013.2,
2020-11-13,10.2,8.2,12.1,,,207,12.7,29.6,1012.1,
2020-11-14,11.7,8.5,13.1,,,180,20.1,42.6,1007.3,
2020-11-15,10.8,7.9,13,,,213,23.4,46.3,996.7,
2020-11-16,9.7,8.2,11.6,,,244,21.6,38.9,1012.1,
2020-11-17,12.1,11.2,13.6,,,222,19.9,38.9,1020.2,
2020-11-18,11.2,7.7,13.8,,,210,20.5,40.8,1016.4,
2020-11-19,6.3,3,7.9,,,287,19.3,46.3,1025.8,
2020-11-20,5.5,1.5,9.4,,,216,12.1,29.6,1032.8,
2020-11-21,10.2,8.7,11.7,,,232,19.3,40.8,1026.7,
2020-11-22,8.4,4.7,10.7,,,266,9,27.8,1026.4,
2020-11-23,5.9,2.8,8.9,,,206,8.1,22.2,1026.8,
2020-11-24,9.1,7.7,10.5,,,186,14.4,29.6,1017.2,
2020-11-25,9,5.9,11.3,,,213,11.1,24.1,1012.9,
2020-11-26,4.6,3.3,6.8,,,15,7.2,16.7,1021.1,
2020-11-27,3.6,1.7,5.5,,,45,10,20.4,1019.2,
2020-11-28,7.6,5.8,9.9,,,79,10.4,22.2,1018.4,
2020-11-29,6.1,5.2,7.7,,,25,7.3,18.5,1026.2,
2020-11-30,6.7,5.6,8.1,,,264,14.8,35.2,1024.1,
2020-12-01,4.1,2.8,5.8,,,327,15.7,31.5,1025.4,
2020-12-02,3.4,1.2,5.5,,,270,8.6,20.4,1018.2,
2020-12-03,4.3,2.8,5.7,,,192,10.3,27.8,990.3,
2020-12-04,3.5,2.4,4.2,,,260,17.3,35.2,977.3,
2020-12-05,3.6,1.8,5.4,,,106,13.8,27.8,991.5,
2020-12-06,2.1,1.3,3.7,,,13,11,25.9,1001.8,
2020-12-07,1.2,0.2,2.5,,,25,6.5,16.7,999.3,
2020-12-08,1.3,-0.1,2.7,,,270,6.1,18.5,1003.6,
2020-12-09,3.8,2.7,5,,,231,11.2,25.9,1006,
2020-12-10,5.9,4.7,7.4,,,137,14.7,27.8,999.4,
2020-12-11,7.7,6.4,8.9,,,211,9.6,27.8,987.3,
2020-12-12,6,3.4,7.4,,,286,13.3,33.3,999.1,
2020-12-13,5.8,1.9,10.1,,,180,16.1,37,1002.5,
2020-12-14,9.7,7.7,10.8,,,201,18.3,37,999.2,
2020-12-15,7.8,6.9,9.4,,,191,12.7,27.8,1005.8,
2020-12-16,8,6.8,8.9,,,167,16.8,37,1007.4,
2020-12-17,7.6,5.5,9.6,,,209,14.4,33.3,1013.9,
2020-12-18,10.4,9.1,11,,,187,23.6,42.6,1010.8,
2020-12-19,9.3,7.6,10.2,,,194,20.2,38.9,1005.4,
2020-12-20,7.2,5.7,8.9,,,215,16.3,37,1012.5,
2020-12-21,10.3,6.1,12.8,,,198,20.5,42.6,1007.1,
2020-12-22,10,8.3,12.4,,,232,13.2,46.3,1010.9,
2020-12-23,9.6,7.5,10.6,,,188,10.8,29.6,1005.2,
2020-12-24,3.9,1.9,6.9,,,339,24.4,42.6,1020.4,
2020-12-25,0.9,-0.4,2.3,,,305,15.1,38.9,1030.5,
2020-12-26,5.8,1,9.3,,,232,23.2,64.8,1016.2,
2020-12-27,5.7,1.9,9,,,234,23.4,70.4,977.5,
2020-12-28,1.6,-0.2,2.8,,,68,9.1,25.9,974.4,
2020-12-29,1.3,0.1,2,,,310,11.4,24.1,989.8,
2020-12-30,1.2,0.1,3.2,,,287,9.3,22.2,1002.5,
2020-12-31,-0.7,-2.4,1.2,,,322,8.5,22.2,1005.6,
