date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2019-02-02,1.6,0.3,4,,,335,16.5,33.3,1007.4,
2019-02-03,1.4,-3.1,5.2,,,245,10.5,27.8,1022.6,
2019-02-04,6.5,3.3,9.6,,,223,16,38.9,1017.9,
2019-02-05,6.2,2.6,9.4,,,169,11.5,31.5,1022.4,
2019-02-06,8.9,6.9,10.3,,,203,10.9,29.6,1016.2,
2019-02-07,7,5.7,9,,,235,25.3,55.5,1005.9,
2019-02-08,8.9,7,10.4,,,212,29.5,64.8,998.7,
2019-02-09,8,6.7,10.2,,,230,27.3,61.1,1000,
2019-02-10,5.7,3.9,7,,,258,14.6,38.9,998,
2019-02-11,5.1,2.6,8.6,,,287,8.7,24.1,1023.1,
2019-02-12,6.7,2.8,10.8,,,219,9.8,27.8,1032.8,
2019-02-13,7.8,4.7,10.9,,,196,10.3,27.8,1032.7,
2019-02-14,6.2,2.8,11.9,,,153,7.2,20.4,1031.7,
2019-02-15,6.9,2.3,13,,,166,8.5,24.1,1026.7,
2019-02-16,9.5,6.3,12.7,,,196,12,27.8,1022,
2019-02-17,9.9,6.9,13.4,,,182,14.5,33.3,1015.3,
2019-02-18,8.1,5.8,10,,,206,12.2,27.8,1014.8,
2019-02-19,7.4,4.6,10.5,,,226,13.7,31.5,1018.2,
2019-02-20,9.2,7.5,11.4,,,207,15.4,33.3,1019.4,
2019-02-21,9.9,7.5,13.8,,,220,11.3,25.9,1026.1,
2019-02-22,8.6,5.4,13.3,,,153,6.6,18.5,1034.1,
2019-02-23,10.2,7,15.7,,,135,8.3,22.2,1033.5,
2019-02-24,8.6,4.6,15.2,,,84,5.9,20.4,1035.3,
2019-02-25,8.6,2.5,16.4,,,97,6.2,18.5,1035.9,
2019-02-26,9.6,4,17,,,92,6.6,20.4,1032.3,
2019-02-27,9.6,4.7,16.5,,,206,5.8,20.4,1025,
2019-02-28,8.6,5.9,11.2,,,247,12.7,31.5,1016.1,
2019-03-01,9,7.5,11.7,,,265,9.4,22.2,1017.9,
2019-03-02,10.2,7.7,12.5,,,213,18.5,44.5,1009.9,
2019-03-03,10.3,8.6,11.5,,,216,26.3,57.4,998.3,
2019-03-04,6.8,4.6,9,,,250,20.5,44.5,994.2,
2019-03-05,7.6,4.3,10.9,,,217,17.9,37,1001.7,
2019-03-06,10.1,8.6,11.9,,,187,22,40.8,989,
2019-03-07,7.7,5.8,9.9,,,249,25.5,59.3,992.6,
2019-03-08,7.3,4.4,9.5,,,241,16.4,35.2,1010.1,
2019-03-09,9,6.8,12,,,249,21.8,51.8,1012.3,
2019-03-10,7.3,4.1,9.5,,,254,24.9,64.8,1010.1,
2019-03-11,6.6,3.2,10.3,,,261,21.4,42.6,1022.5,
2019-03-12,7.4,5.6,9.1,,,225,28.3,51.8,1006.2,
2019-03-13,8.2,5.2,11.3,,,265,30.2,59.3,1007.9,
2019-03-14,9.8,7.3,12.8,,,258,26.2,53.7,1006.6,
2019-03-15,11.5,9.7,13.8,,,253,25.5,51.8,1007.7,
2019-03-16,10.6,8.3,12.4,,,228,30.4,63,1002.5,
2019-03-17,6.6,3.8,9.4,,,266,20.8,44.5,1005,
2019-03-18,6.7,3.6,9.6,,,275,11,24.1,1020.4,
2019-03-19,8.6,4.7,12.5,,,237,8.6,20.4,1027.1,
2019-03-20,10.7,8.3,13.9,,,232,10.1,22.2,1032,
2019-03-21,10.6,7.8,13.7,,,236,7,16.7,1033.1,
2019-03-22,10.4,8.4,13,,,207,10.7,25.9,1028.5,
2019-03-23,8.7,6.3,11.5,,,9,8.7,20.4,1031.6,
2019-03-24,8.3,4.5,12.2,,,324,8.7,25.9,1031.3,
2019-03-25,8,4.7,12.1,,,336,12.1,29.6,1032.1,
2019-03-26,7.7,2.7,12.2,,,296,7.6,22.2,1034.6,
2019-03-27,8.9,5,12.5,,,318,6.8,18.5,1035.4,
2019-03-28,9.2,4.5,14,,,253,4.8,14.8,1035.7,
2019-03-29,10.2,4.9,16,,,177,6.2,20.4,1029.3,
2019-03-30,11.2,5.6,17,,,190,5.2,18.5,1021.7,
2019-03-31,9.1,6,11.2,,,52,17.7,38.9,1024.4,
2019-04-01,7.8,3.4,12.9,,,66,13.2,27.8,1020.9,
2019-04-02,5.9,4,8,,,269,9.2,27.8,1005.4,
2019-04-03,4.5,1.4,8.2,,,275,6.9,20.4,999.1,
2019-04-04,5,1.8,7.7,,,143,15.6,38.9,994.5,
2019-04-05,8.2,5.3,11.3,,,112,16.9,33.3,1001.3,
2019-04-06,8,5.3,10.9,,,57,15.7,29.6,1005.3,
2019-04-07,9.3,6.3,12.8,,,29,9.6,22.2,1007.9,
2019-04-08,10,7.2,13.2,,,328,5.8,14.8,1010.9,
2019-04-09,8.9,7,11,,,37,14.5,31.5,1013.7,
2019-04-10,7.2,4.5,10.5,,,44,19.9,37,1019.7,
2019-04-11,5.8,1.4,10.2,,,48,13,25.9,1025.9,
2019-04-12,5.8,2.1,9.2,,,49,11.5,24.1,1027.2,
2019-04-13,5.5,1.7,8.8,,,58,13.1,27.8,1027.8,
2019-04-14,5.3,0.9,9.4,,,72,14.1,31.5,1025.8,
2019-04-15,8,3.1,12.7,,,90,17.6,38.9,1020.3,
2019-04-16,10.4,7.1,14.4,,,38,8.9,22.2,1015.3,
2019-04-17,11.4,6,17.2,,,43,7.3,20.4,1019.9,
2019-04-18,13.6,8.6,19.2,,,68,15.5,35.2,1022.8,
2019-04-19,14.8,9,21.5,,,49,12.4,27.8,1028.3,
2019-04-20,14.7,8.1,22,,,39,9.9,24.1,1030,
2019-04-21,14.8,7.9,21.9,,,67,7.9,22.2,1020.9,
2019-04-22,15.4,8.5,22.4,,,84,9.9,25.9,1006.6,
2019-04-23,15.6,11,21.4,,,66,11.5,27.8,997.7,
2019-04-24,12.6,9.5,15.9,,,137,11.7,31.5,994.1,
2019-04-25,10.9,8.8,13.8,,,161,15,35.2,998.8,
2019-04-26,10.3,6.9,13.9,,,200,16.2,38.9,1008.9,
2019-04-27,8.5,6.3,10.3,,,253,31.2,64.8,1009.3,
2019-04-28,9.1,6.2,12.2,,,319,20.1,42.6,1019,
2019-04-29,9.1,4.7,13.3,,,62,8.3,20.4,1025.7,
2019-04-30,10.2,5.3,15.6,,,100,7.2,18.5,1024.5,
2019-05-01,11.1,6.6,15.8,,,238,6.8,20.4,1018.3,
2019-05-02,10.7,8.2,14,,,306,13.1,33.3,1014,
2019-05-03,8.8,6.2,12.5,,,347,9.3,25.9,1014.4,
2019-05-04,6.4,3.7,9.3,,,358,20.6,46.3,1018.6,
2019-05-05,6.5,2.3,9.8,,,327,13,27.8,1025.5,
2019-05-06,7.5,3.9,10.5,,,272,10.7,27.8,1021.9,
2019-05-07,9.4,5.3,13.1,,,189,9.2,25.9,1014.9,
2019-05-08,10,8.1,12.1,,,173,15.4,37,995.8,
2019-05-09,10,7.5,12.8,,,297,8.8,27.8,997.4,
2019-05-10,9.7,6.3,13.5,,,238,7.6,22.2,1008.8,
2019-05-11,9.3,6.2,12.3,,,18,9.3,25.9,1018.9,
2019-05-12,9.7,4.7,14.7,,,43,7.9,22.2,1035.4,
2019-05-13,9.7,4.5,14.9,,,82,9.6,25.9,1039.7,
2019-05-14,10.8,5.3,16.1,,,73,12.2,29.6,1034.7,
2019-05-15,11.7,6.1,17.6,,,78,10.9,25.9,1027.2,
2019-05-16,11.1,6.5,16,,,64,14.1,35.2,1019.9,
2019-05-17,10.3,7.4,13.1,,,36,14.8,29.6,1009.6,
2019-05-18,12.1,8.7,15.8,,,16,6.9,18.5,1006.8,
2019-05-19,12.6,8.7,15.7,,,24,7.7,20.4,1009.4,
2019-05-20,13.8,9.8,17.8,,,340,10.5,25.9,1012.3,
2019-05-21,13.6,8.7,18.6,,,329,12.7,29.6,1017.8,
2019-05-22,13,7.5,17.9,,,271,9.6,25.9,1019.4,
2019-05-23,14.2,8.8,19.2,,,246,9.7,27.8,1016.8,
2019-05-24,15.1,9.9,20,,,312,11.7,25.9,1017.2,
2019-05-25,15.5,10.9,20.2,,,301,12,29.6,1018.1,
2019-05-26,15.3,11.9,18.3,,,256,16.4,38.9,1013.5,
2019-05-27,13.1,8.9,17,,,269,15,37,1010.5,
2019-05-28,11.6,7.9,15,,,323,13.4,31.5,1012,
2019-05-29,11.9,8,15.4,,,193,12,35.2,1018.3,
2019-05-30,16.1,12.6,20.4,,,248,18.4,37,1020.1,
2019-05-31,15.6,11.5,19.5,,,235,14.5,31.5,1023.1,
2019-06-01,17.5,10.8,23.9,,,197,10.1,25.9,1019.6,
2019-06-02,18.6,13.9,23.9,,,202,15.8,38.9,1010.3,
2019-06-03,14.3,9.6,18.3,,,236,15.1,35.2,1012.3,
2019-06-04,13.9,9.4,17.1,,,152,11.4,31.5,1006.7,
2019-06-05,13.5,10,16.9,,,220,12.7,29.6,1005.8,
2019-06-06,13,8.7,17,,,215,13.6,33.3,1010.1,
2019-06-07,13,10.3,15.4,,,94,15.5,37,1003.5,
2019-06-08,12.7,10.1,15.7,,,249,24.3,55.5,1009.9,
2019-06-09,12.8,7.3,17.3,,,220,9.9,22.2,1020.3,
2019-06-10,10.8,10,11.8,,,1,14,33.3,1014.8,
2019-06-11,12.3,10,15.3,,,41,12.1,33.3,1011.1,
2019-06-12,12,9.8,14.3,,,45,9.7,24.1,1009.8,
2019-06-13,11.8,10.5,12.9,,,204,17,38.9,1005.6,
2019-06-14,13.8,11.2,16.9,,,195,16.1,37,1010.2,
2019-06-15,13.7,10.7,16.8,,,194,13.5,35.2,1012.8,
2019-06-16,13.7,9.6,17.3,,,205,16.8,42.6,1016.4,
2019-06-17,15.3,11.8,19,,,206,14.5,33.3,1017.6,
2019-06-18,14.7,10.1,18.4,,,152,6.9,18.5,1014,
2019-06-19,15.3,12.9,18.1,,,332,10.7,24.1,1007.9,
2019-06-20,14.4,10.6,17.4,,,265,15.2,35.2,1012.4,
2019-06-21,13.8,8.3,18.1,,,259,11,27.8,1019.1,
2019-06-22,15.5,10.3,20,,,120,10.6,29.6,1021.4,
2019-06-23,17.5,11.1,22.7,,,79,14,31.5,1017,
2019-06-24,20.7,17.5,24,,,146,10.4,22.2,1015.2,
2019-06-25,19.3,16.8,23.1,,,0,11.4,25.9,1018,
2019-06-26,17.3,14,20.4,,,37,18.4,37,1026.5,
2019-06-27,16.4,12.1,21.1,,,58,20.9,38.9,1028.6,
2019-06-28,17.4,11.9,23.1,,,80,17.7,33.3,1024.5,
2019-06-29,22.5,14,31.1,,,122,13,31.5,1015.8,
2019-06-30,19.3,15.2,23.1,,,273,19.5,38.9,1015.3,
2019-07-01,16.5,12,20.9,,,285,17,35.2,1019.6,
2019-07-02,14.9,9.9,19.6,,,350,11.7,25.9,1024.6,
2019-07-03,15.7,11.1,20.2,,,42,9.6,24.1,1026.4,
2019-07-04,17.2,10.2,23.8,,,10,7.2,22.2,1025.1,
2019-07-05,19.1,13.4,24.9,,,294,9.8,24.1,1018.9,
2019-07-06,17.9,13.5,21.9,,,323,11.1,24.1,1013.5,
2019-07-07,15.4,13,17.2,,,82,10.4,22.2,1016.4,
2019-07-08,15.4,11,19.6,,,115,8.2,24.1,1020.9,
2019-07-09,16.8,13.4,20.2,,,190,9.5,20.4,1021.1,
2019-07-10,18.7,14.7,23.1,,,230,11.5,27.8,1018.1,
2019-07-11,18.8,14.1,23.5,,,261,11.8,29.6,1012.6,
2019-07-12,18.5,14.7,22.8,,,306,15.8,38.9,1014.3,
2019-07-13,17.5,12.9,22.2,,,349,13.1,25.9,1020.9,
2019-07-14,16.2,13.3,20.2,,,32,12,29.6,1023,
2019-07-15,15.1,11.1,19.8,,,25,9.6,22.2,1022.5,
2019-07-16,17.5,11.2,23.6,,,229,7.9,22.2,1019.2,
2019-07-17,18.9,13.3,24,,,216,10.3,25.9,1014.3,
2019-07-18,17.9,14.5,22.5,,,250,14.1,33.3,1010.1,
2019-07-19,16.1,11.7,19.1,,,219,14.5,35.2,1011.1,
2019-07-20,18.6,15.6,22.1,,,231,19.4,44.5,1008.2,
2019-07-21,17.1,11.9,21.5,,,241,14.4,31.5,1019.5,
2019-07-22,20.4,15.2,26.4,,,225,17.1,37,1021.3,
2019-07-23,23.1,15.6,30.7,,,140,11.7,33.3,1018,
2019-07-24,24.6,20.1,30.2,,,197,13.4,31.5,1012.2,
2019-07-25,26.4,18.9,34.8,,,121,13,37,1010.8,
2019-07-26,22.5,19,26.4,,,279,12.8,27.8,1010.1,
2019-07-27,17.1,15.3,18.4,,,308,14,29.6,1006.8,
2019-07-28,16.4,13.9,19.1,,,288,18.5,40.8,1005.8,
2019-07-29,18,11.8,23.7,,,199,12.6,29.6,1008.7,
2019-07-30,17.6,16.1,19.3,,,161,21.2,50,1005.4,
2019-07-31,17.8,15.3,21,,,249,21.8,44.5,1011.4,
2019-08-01,17.8,13,22.9,,,302,11.9,24.1,1016.8,
2019-08-02,18.1,14.2,22.6,,,4,12.2,25.9,1019.1,
2019-08-03,18.1,14,22.6,,,111,7.5,20.4,1019,
2019-08-04,19,15,22.9,,,150,11.1,27.8,1013.7,
2019-08-05,18.1,14.9,22.3,,,230,15.7,37,1009.8,
2019-08-06,17.3,13.3,20.9,,,224,17.5,38.9,1008.1,
2019-08-07,17.4,13.7,21.6,,,239,18.3,40.8,1006.1,
2019-08-08,17.4,12.1,22.4,,,214,11.5,24.1,1009.5,
2019-08-09,19.8,17.4,22.7,,,180,20.8,48.2,1001.3,
2019-08-10,18.1,15.3,20.5,,,226,34.8,72.2,1003.3,
2019-08-11,16.6,13.6,20.2,,,232,21.5,44.5,1011,
2019-08-12,14.3,11.2,17.4,,,279,10,25.9,1014.2,
2019-08-13,13.4,8.6,18.1,,,271,13.1,31.5,1018.1,
2019-08-14,14.4,10.5,16.6,,,203,14.5,35.2,1012.9,
2019-08-15,17,13.5,20.8,,,270,20.6,46.3,1011.4,
2019-08-16,14.8,11.3,17.3,,,212,18,42.6,1011.8,
2019-08-17,17.6,14.6,20.4,,,236,19.8,40.8,1004.4,
2019-08-18,16.1,13.2,19.7,,,237,16.4,40.8,1005.1,
2019-08-19,15,11.5,18.5,,,243,17.7,38.9,1013.3,
2019-08-20,14.3,9.5,19.2,,,262,13.4,31.5,1022.1,
2019-08-21,15.4,10.3,20.4,,,220,11.1,27.8,1026.5,
2019-08-22,16.6,10.8,22.3,,,228,13.5,33.3,1024.5,
2019-08-23,18.6,13.4,24.5,,,197,9.3,25.9,1024.2,
2019-08-24,20.2,13.2,27.7,,,119,10.2,27.8,1019.4,
2019-08-25,22.6,15.9,30.4,,,124,9.8,27.8,1017.8,
2019-08-26,23,16.4,30.6,,,150,8.8,24.1,1017.8,
2019-08-27,23.1,16.9,30.6,,,131,8.6,25.9,1014.4,
2019-08-28,18.8,15.9,22.7,,,247,12.8,33.3,1013.5,
2019-08-29,16.7,11.4,21.8,,,255,14.7,35.2,1018.9,
2019-08-30,17,12.3,22.5,,,219,15.6,35.2,1020.5,
2019-08-31,16.4,12.9,20.8,,,228,13.9,37,1012.6,
2019-09-01,13.8,9.4,18.4,,,290,12.6,31.5,1017.1,
2019-09-02,13.9,7.5,19.3,,,255,13.1,33.3,1023.3,
2019-09-03,16.1,11.8,20.7,,,250,16,35.2,1022.5,
2019-09-04,16.1,12.1,19.1,,,257,20.5,44.5,1015.5,
2019-09-05,12.8,9.3,17,,,310,16.3,33.3,1023.9,
2019-09-06,12.6,8.1,16.3,,,253,16.1,44.5,1022.1,
2019-09-07,12.3,9,16.5,,,336,14.2,33.3,1022.7,
2019-09-08,11.3,6.8,16.6,,,337,10.6,25.9,1023.5,
2019-09-09,11.6,9.8,13.5,,,167,9.3,24.1,1013.8,
2019-09-10,13.4,8.7,18.2,,,307,8.3,24.1,1018,
2019-09-11,15.5,11.8,19.4,,,240,18.1,40.8,1019.6,
2019-09-12,17.1,12.6,21.8,,,246,16.1,38.9,1026.4,
2019-09-13,15.6,12.3,19.4,,,1,11.8,24.1,1033.3,
2019-09-14,14.8,8.6,21.3,,,115,6.5,18.5,1032.5,
2019-09-15,16.2,9.8,23,,,275,9.8,25.9,1024.7,
2019-09-16,16,13.6,18.1,,,317,9,20.4,1021.8,
2019-09-17,13.3,9.8,17.5,,,355,11.1,27.8,1025,
2019-09-18,12,6.7,17.6,,,33,7.9,22.2,1029.6,
2019-09-19,14,8.7,20.4,,,47,5.9,20.4,1030.9,
2019-09-20,14.5,10.2,19.4,,,93,12.5,35.2,1026,
2019-09-21,17,11.8,23.1,,,109,15.1,35.2,1013.2,
2019-09-22,17.4,14.2,19.8,,,160,11.2,25.9,1004.8,
2019-09-23,15.2,12.7,18.1,,,203,15.5,33.3,1009.8,
2019-09-24,16,14.5,17.5,,,200,17.1,35.2,1002,
2019-09-25,15.7,14.2,18.3,,,227,16.4,33.3,999.9,
2019-09-26,16.1,13.8,18.3,,,224,19.5,42.6,1003,
2019-09-27,14.1,12.1,16.1,,,224,20.6,42.6,1003.8,
2019-09-28,14.4,11.5,17.7,,,233,22.5,48.2,1008.1,
2019-09-29,15.4,12,17.7,,,234,25.6,48.2,997.3,
2019-09-30,13.1,9.5,15.7,,,229,13.1,29.6,1009,
2019-10-01,14.5,10.7,16.5,,,252,15.1,33.3,999.6,
2019-10-02,8.9,5.9,12.4,,,328,14.8,33.3,1016.6,
2019-10-03,8.7,4.4,12.2,,,191,9.8,29.6,1017.1,
2019-10-04,12.2,10.1,14.2,,,257,15.2,33.3,1004.8,
2019-10-05,11.7,9.7,14.1,,,75,9.2,22.2,1013.7,
2019-10-06,12.8,10.8,14.5,,,271,18.4,46.3,1010.6,
2019-10-07,11.6,9.1,13.5,,,240,12,31.5,1014.9,
2019-10-08,12.4,10.2,15.1,,,243,18,42.6,1007,
2019-10-09,11.1,8.9,13.8,,,245,18,40.8,1005.1,
2019-10-10,11.7,8.1,14.9,,,241,20.8,44.5,1010.4,
2019-10-11,14.7,12.9,16,,,225,25.1,50,1006.5,
2019-10-12,11,10.1,12.1,,,203,7.6,22.2,1007.4,
2019-10-13,12.7,10,15.5,,,183,13.6,42.6,1004.3,
2019-10-14,11.6,9.7,13.9,,,124,12.2,33.3,1006.3,
2019-10-15,12.1,10.4,14.8,,,217,11.8,27.8,1003.6,
2019-10-16,12.1,8.3,14.6,,,214,12.8,29.6,1003.3,
2019-10-17,9.9,6.8,12.8,,,197,10.8,27.8,1005.9,
2019-10-18,11.1,9.7,13,,,208,19.4,44.5,1000,
2019-10-19,10.6,7.2,13.3,,,225,14.4,35.2,1000.8,
2019-10-20,8.1,5.6,10.8,,,338,11.4,29.6,1009.8,
2019-10-21,9.3,7.9,11,,,346,16.8,35.2,1017.9,
2019-10-22,8.1,4.9,12.3,,,252,6.5,16.7,1023.4,
2019-10-23,9.4,5.9,12.9,,,84,7.6,20.4,1014.1,
2019-10-24,10.7,8.6,12,,,269,7.7,22.2,1005.2,
2019-10-25,11.7,8.2,15.3,,,206,20.1,55.5,1011.7,
2019-10-26,13.8,7.8,15.9,,,233,27.1,57.4,1008.2,
2019-10-27,6.4,3.8,10.3,,,300,9.6,24.1,1022.7,
2019-10-28,5.8,2.6,9.2,,,20,9.3,22.2,1025,
2019-10-29,7.2,5,10,,,51,13.1,27.8,1025.4,
2019-10-30,7.7,6.5,10.2,,,78,14.6,31.5,1024.2,
2019-10-31,8.2,6.8,9.9,,,98,13.7,27.8,1018.7,
2019-11-01,12.2,8.4,14.2,,,180,14.4,31.5,999.5,
2019-11-02,11.1,9.7,13.7,,,220,27.8,57.4,980.9,
2019-11-03,8.8,7.2,11.1,,,226,10.7,31.5,981.4,
2019-11-04,8.6,7.2,10.8,,,171,8.4,20.4,984,
2019-11-05,8.2,7.1,9.9,,,353,15.4,31.5,996.6,
2019-11-06,5.9,3.5,8,,,352,10.1,29.6,1003.3,
2019-11-07,6.5,4,8.2,,,215,12.4,33.3,992.8,
2019-11-08,4.3,2.6,7.1,,,342,11.3,25.9,1006.3,
2019-11-09,3.8,0.3,6.1,,,145,10.3,25.9,1006.4,
2019-11-10,6.5,5,9,,,67,11,25.9,1010.8,
2019-11-11,5.9,3.6,7.4,,,248,19.1,46.3,1002.1,
2019-11-12,4.5,2.9,6,,,261,20.2,40.8,998.7,
2019-11-13,5,3.1,7.1,,,235,11.8,27.8,998.3,
2019-11-14,4.5,2.5,5.9,,,62,8.3,29.6,995.5,
2019-11-15,4.8,3.1,6.4,,,2,18.6,40.8,1003,
2019-11-16,4.8,3.3,6.5,,,73,7.6,27.8,1006.1,
2019-11-17,4.3,2.6,6.6,,,17,6.2,20.4,1011.4,
2019-11-18,4.5,1,6.9,,,330,14.8,35.2,1015.5,
2019-11-19,2.3,-1,4.8,,,173,6.8,18.5,1016.8,
2019-11-20,4.3,3.6,6.1,,,126,14.2,31.5,1012.6,
2019-11-21,4.7,3.5,6.3,,,108,15.4,29.6,1003.8,
2019-11-22,7,5.9,8.1,,,132,15.8,31.5,996,
2019-11-23,8.3,7.6,9.5,,,85,14.7,33.3,994.2,
2019-11-24,8.3,6.6,10.4,,,162,8.2,20.4,1003.3,
2019-11-25,9.3,7.9,10.1,,,153,13.4,27.8,1002.3,
2019-11-26,10.3,9.2,12,,,181,14.4,35.2,995.7,
2019-11-27,8.9,8.1,10,,,218,11.1,29.6,983.9,
2019-11-28,7.4,5.7,8.7,,,302,16.4,33.3,995.2,
2019-11-29,3.5,0.3,6.1,,,1,8.8,20.4,1015.3,
2019-11-30,2.6,-0.1,5.6,,,78,10.2,24.1,1021.5,
2019-12-01,3.3,0.9,5.5,,,20,15,33.3,1023.6,
2019-12-02,1.4,-1.1,4.7,,,307,9.4,24.1,1030.8,
2019-12-03,3.9,1.5,7.1,,,224,7.3,18.5,1027.8,
2019-12-04,3.4,1.8,5.6,,,191,5.9,16.7,1021.3,
2019-12-05,4.4,1,8.5,,,229,15.2,40.8,1018.7,
2019-12-06,9.6,7.5,11.2,,,245,25.2,46.3,1006,
2019-12-07,7.6,5.7,9.4,,,241,16.6,37,1012,
2019-12-08,8.7,6.4,11,,,241,31.1,59.3,999.5,
2019-12-09,5.3,1.1,7.6,,,290,22.2,53.7,1008.1,
2019-12-10,6.1,1.4,9.7,,,207,23.8,61.1,1014.1,
2019-12-11,4.3,1.7,6.6,,,234,12.8,29.6,1005.1,
2019-12-12,4.3,0.7,7.2,,,201,15.9,38.9,989.5,
2019-12-13,5.9,4.9,7.3,,,266,24.2,50,979,
2019-12-14,5.1,3.8,6.4,,,247,24.5,55.5,989.4,
2019-12-15,5.6,3.8,7.4,,,224,22.6,46.3,994.7,
2019-12-16,6.6,5.8,7.6,,,173,10.2,35.2,999.7,
2019-12-17,5.3,4,6.3,,,316,8.6,20.4,1000.3,
2019-12-18,5.9,2.9,9,,,168,14.9,37,1007.6,
2019-12-19,9.9,9.1,11.1,,,167,19.6,37,997.2,
2019-12-20,7.8,5.8,9.1,,,211,13.3,35.2,981.6,
2019-12-21,7.5,6.2,9.1,,,173,15.7,35.2,979.9,
2019-12-22,7.1,5.1,8.2,,,257,17,35.2,984.3,
2019-12-23,6.6,5.5,8.9,,,247,18,38.9,1006.4,
2019-12-24,8,6.3,10.2,,,245,20.2,48.2,1008.2,
2019-12-25,4.4,2.8,6.8,,,267,10.9,29.6,1023,
2019-12-26,5.7,3,8.1,,,171,15.3,35.2,1017.3,
2019-12-27,6.3,5,8.1,,,340,9.3,29.6,1028.3,
2019-12-28,7,5.5,8.5,,,170,9.1,20.4,1036.3,
2019-12-29,5.8,4.3,8.2,,,184,11.2,24.1,1033.7,
2019-12-30,6.2,4.1,9.9,,,223,11.7,25.9,1029.4,
2019-12-31,6.2,4.1,8.5,,,71,11,25.9,1031.4,
