Date,NO_weighted_value(ug m-3)
2021-04-21,9.033333333333333
2021-04-22,10.366666666666665
2021-04-23,16.466666666666665
2021-04-24,16.7
2021-04-25,13.5
2021-04-26,19.566666666666666
2021-04-27,16.0
2021-04-28,31.65
2021-04-29,27.400000000000002
2021-04-30,26.35
2021-05-01,30.35
2021-05-02,25.85
2021-05-03,43.75
2021-05-04,33.7
2021-05-05,21.450000000000003
2021-05-06,16.8
2021-05-07,19.4
2021-05-08,38.1
2021-05-09,42.75
2021-05-10,35.7
2021-05-11,21.35
2021-05-12,30.150000000000002
2021-05-13,25.549999999999997
2021-05-14,31.7
2021-05-15,26.75
2021-05-16,29.05
2021-05-17,29.1
2021-05-18,35.6
2021-05-19,25.6
2021-05-20,26.049999999999997
2021-05-21,35.55
2021-05-22,41.5
2021-05-23,42.150000000000006
2021-05-24,51.75
2021-05-25,36.8
2021-05-26,16.3
2021-05-27,15.65
2021-05-28,29.3
2021-05-29,37.6
2021-05-30,29.85
2021-05-31,29.45
2021-06-01,29.200000000000003
2021-06-02,25.15
2021-06-03,23.1
2021-06-04,27.3
2021-06-05,28.25
2021-06-06,23.15
2021-06-07,17.549999999999997
2021-06-08,22.9
2021-06-09,16.95
2021-06-10,28.45
2021-06-11,18.549999999999997
2021-06-12,41.849999999999994
2021-06-13,27.4
2021-06-14,20.05
2021-06-15,26.35
2021-06-16,21.5
2021-06-17,26.15
2021-06-18,27.75
2021-06-19,41.05
2021-06-20,36.65
2021-06-21,34.2
2021-06-22,21.75
2021-06-23,16.599999999999998
2021-06-24,20.3
2021-06-25,35.0
2021-06-26,17.25
2021-06-27,10.950000000000001
2021-06-28,14.4
2021-06-29,17.5
2021-06-30,12.05
2021-07-01,16.85
2021-07-02,27.6
2021-07-03,14.2
2021-07-04,18.549999999999997
2021-07-05,32.1
2021-07-06,33.15
2021-07-07,15.5
2021-07-08,17.0
2021-07-09,27.9
2021-07-10,37.05
2021-07-11,37.15
2021-07-12,25.95
2021-07-13,22.2
2021-07-14,18.05
2021-07-15,25.75
2021-07-16,36.5
2021-07-17,51.6
2021-07-18,35.6
2021-07-19,25.2
2021-07-20,21.0
2021-07-21,26.0
2021-07-22,31.75
2021-07-23,27.75
2021-07-24,33.8
2021-07-25,23.95
2021-07-26,31.35
2021-07-27,32.7
2021-07-28,19.65
2021-07-29,16.35
2021-07-30,19.75
2021-07-31,31.5
2021-08-01,31.6
2021-08-02,36.4
2021-08-03,23.75
2021-08-04,20.0
2021-08-05,22.2
2021-08-06,31.55
2021-08-07,39.2
2021-08-08,31.8
2021-08-09,36.3
2021-08-10,38.05
2021-08-11,30.0
2021-08-12,32.05
2021-08-13,36.8
2021-08-14,20.0
2021-08-15,23.9
2021-08-16,29.8
2021-08-17,35.5
2021-08-18,32.1
2021-08-19,27.85
2021-08-20,35.25
2021-08-21,31.0
2021-08-22,42.65
2021-08-23,28.95
2021-08-24,20.6
2021-08-25,23.55
2021-08-26,21.35
2021-08-27,23.45
2021-08-28,30.3
2021-08-29,35.4
2021-08-30,34.85
2021-08-31,28.950000000000003
2021-09-01,21.15
2021-09-02,24.200000000000003
2021-09-03,35.35
2021-09-04,33.8
2021-09-05,37.9
2021-09-06,38.0
2021-09-07,32.35
2021-09-08,31.9
2021-09-09,18.15
2021-09-10,39.25
2021-09-11,34.0
2021-09-12,45.85
2021-09-13,54.300000000000004
2021-09-14,44.85
2021-09-15,33.65
2021-09-16,30.3
2021-09-17,22.35
2021-09-18,24.6
2021-09-19,29.299999999999997
2021-09-20,14.0
2021-09-21,17.3
2021-09-22,23.15
2021-09-23,27.3
2021-09-24,47.599999999999994
2021-09-25,57.45
2021-09-26,48.300000000000004
2021-09-27,47.85
2021-09-28,28.2
2021-09-29,36.9
2021-09-30,33.7
2021-10-01,35.25
2021-10-02,33.349999999999994
2021-10-03,49.4
2021-10-04,50.05
2021-10-05,32.05
2021-10-06,30.849999999999998
2021-10-07,42.95
2021-10-08,51.45
2021-10-09,38.45
2021-10-10,31.9
2021-10-11,17.200000000000003
2021-10-12,20.05
2021-10-13,14.9
2021-10-14,23.6
2021-10-15,38.1
2021-10-16,34.75
2021-10-17,39.7
2021-10-18,29.6
2021-10-19,64.55
2021-10-20,76.3
2021-10-21,38.85
2021-10-22,64.9
2021-10-23,44.35
2021-10-24,61.35
2021-10-25,35.05
2021-10-26,25.0
2021-10-27,36.5
2021-10-28,45.35
2021-10-29,34.55
2021-10-30,25.4
2021-10-31,34.0
2021-11-01,49.0
2021-11-02,58.35
2021-11-03,33.05
2021-11-04,26.55
2021-11-05,62.150000000000006
2021-11-06,39.95
2021-11-07,29.5
2021-11-08,45.8
2021-11-09,23.2
2021-11-10,30.700000000000003
2021-11-11,31.200000000000003
2021-11-12,29.700000000000003
2021-11-13,42.05
2021-11-14,28.8
2021-11-15,40.8
2021-11-16,37.75
2021-11-17,58.15
2021-11-18,34.25
2021-11-19,48.949999999999996
2021-11-20,28.4
2021-11-21,35.650000000000006
2021-11-22,64.75
2021-11-23,28.85
2021-11-24,35.4
2021-11-25,24.15
2021-11-26,44.45
2021-11-27,39.25
2021-11-28,28.0
2021-11-29,40.4
2021-11-30,52.400000000000006
2021-12-01,28.95
2021-12-02,62.75
2021-12-03,56.400000000000006
2021-12-04,98.15
2021-12-05,63.099999999999994
2021-12-06,38.95
2021-12-07,34.85
2021-12-08,24.5
2021-12-09,27.2
2021-12-10,32.8
2021-12-11,67.05
2021-12-12,27.5
2021-12-13,31.25
2021-12-14,39.65
2021-12-15,22.5
2021-12-16,39.85
2021-12-17,58.9
2021-12-18,18.7
2021-12-19,22.4
2021-12-20,48.2
2021-12-21,23.1
2021-12-22,40.45
2021-12-23,37.900000000000006
2021-12-24,37.5
2021-12-25,32.3
2021-12-26,32.2
2021-12-27,117.80000000000001
2021-12-28,76.25
2021-12-29,41.0
2021-12-30,56.7
2021-12-31,23.65
2022-01-01,28.799999999999997
2022-01-02,32.4
2022-01-03,35.9
2022-01-04,47.95
2022-01-05,33.849999999999994
2022-01-06,30.349999999999998
2022-01-07,34.45
2022-01-08,32.2
2022-01-09,31.95
2022-01-10,59.95
2022-01-11,34.75
2022-01-12,22.45
2022-01-13,13.0
2022-01-14,16.35
2022-01-15,44.75
2022-01-16,20.75
2022-01-17,37.5
2022-01-18,46.0
2022-01-19,45.5
2022-01-20,90.05
2022-01-21,127.80000000000001
2022-01-22,85.15
2022-01-23,48.6
2022-01-24,101.15
2022-01-25,46.45
2022-01-26,23.75
2022-01-27,19.55
2022-01-28,35.8
2022-01-29,42.8
2022-01-30,85.2
2022-01-31,52.650000000000006
2022-02-01,26.099999999999998
2022-02-02,30.4
2022-02-03,38.25
2022-02-04,42.25
2022-02-05,58.3
2022-02-06,63.5
2022-02-07,30.599999999999998
2022-02-08,21.85
2022-02-09,15.399999999999999
2022-02-10,22.799999999999997
2022-02-11,38.05
2022-02-12,50.8
2022-02-13,30.85
2022-02-14,44.8
2022-02-15,41.15
2022-02-16,30.15
2022-02-17,24.549999999999997
2022-02-18,37.6
2022-02-19,57.46666666666667
2022-02-20,40.733333333333334
2022-02-21,46.9
2022-02-22,28.866666666666664
2022-02-23,24.333333333333332
2022-02-24,31.099999999999998
2022-02-25,40.43333333333333
2022-02-26,52.56666666666666
2022-02-27,66.89999999999999
2022-02-28,27.166666666666668
2022-03-01,21.7
2022-03-02,22.0
2022-03-03,24.566666666666666
2022-03-04,28.5
2022-03-05,27.733333333333334
2022-03-06,37.266666666666666
2022-03-07,38.6
2022-03-08,39.06666666666667
2022-03-09,21.700000000000003
2022-03-10,21.200000000000003
2022-03-11,23.15
2022-03-12,26.549999999999997
2022-03-13,31.099999999999998
2022-03-14,18.133333333333333
2022-03-15,17.1
2022-03-16,28.433333333333334
2022-03-17,17.433333333333334
2022-03-18,23.566666666666666
2022-03-19,26.633333333333336
2022-03-20,37.699999999999996
2022-03-21,39.93333333333333
2022-03-22,30.899999999999995
2022-03-23,18.3
2022-03-24,18.866666666666667
2022-03-25,29.866666666666664
2022-03-26,37.9
2022-03-27,25.366666666666664
2022-03-28,31.633333333333336
2022-03-29,24.599999999999998
2022-03-30,28.433333333333334
2022-03-31,17.2
2022-04-01,18.033333333333335
2022-04-02,22.233333333333334
2022-04-03,22.400000000000002
2022-04-04,10.966666666666667
2022-04-05,13.799999999999999
2022-04-06,10.4
2022-04-07,21.96666666666667
2022-04-08,36.43333333333333
2022-04-09,20.266666666666666
2022-04-10,12.933333333333332
2022-04-11,31.866666666666664
2022-04-12,30.400000000000002
2022-04-13,24.7
2022-04-14,13.4
2022-04-15,10.5
2022-04-16,21.766666666666666
2022-04-17,16.15
2022-04-18,9.2
2022-04-19,19.0
2022-04-20,20.96666666666667
2022-04-21,9.033333333333333
2022-04-22,10.366666666666665
2022-04-23,16.466666666666665
2022-04-24,16.7
2022-04-25,13.5
2022-04-26,19.566666666666666
2022-04-27,16.0
2022-04-28,31.65
2022-04-29,27.400000000000002
2022-04-30,26.35
2022-05-01,30.35
2022-05-02,25.85
2022-05-03,43.75
2022-05-04,33.7
2022-05-05,21.450000000000003
2022-05-06,16.8
2022-05-07,19.4
2022-05-08,38.1
2022-05-09,42.75
2022-05-10,35.7
2022-05-11,21.35
2022-05-12,30.150000000000002
2022-05-13,25.549999999999997
2022-05-14,31.7
2022-05-15,26.75
2022-05-16,29.05
2022-05-17,29.1
2022-05-18,35.6
2022-05-19,25.6
2022-05-20,26.049999999999997
2022-05-21,35.55
2022-05-22,41.5
2022-05-23,42.150000000000006
2022-05-24,51.75
2022-05-25,36.8
2022-05-26,16.3
2022-05-27,15.65
2022-05-28,29.3
2022-05-29,37.6
2022-05-30,29.85
2022-05-31,29.45
2022-06-01,29.200000000000003
2022-06-02,25.15
2022-06-03,23.1
2022-06-04,27.3
2022-06-05,28.25
2022-06-06,23.15
2022-06-07,17.549999999999997
2022-06-08,22.9
2022-06-09,16.95
2022-06-10,28.45
2022-06-11,18.549999999999997
2022-06-12,41.849999999999994
2022-06-13,27.4
2022-06-14,20.05
2022-06-15,26.35
2022-06-16,21.5
2022-06-17,26.15
2022-06-18,27.75
2022-06-19,41.05
2022-06-20,36.65
2022-06-21,34.2
2022-06-22,21.75
2022-06-23,16.599999999999998
2022-06-24,20.3
2022-06-25,35.0
2022-06-26,17.25
2022-06-27,10.950000000000001
2022-06-28,14.4
2022-06-29,17.5
2022-06-30,12.05
2022-07-01,16.85
2022-07-02,27.6
2022-07-03,14.2
2022-07-04,18.549999999999997
2022-07-05,32.1
2022-07-06,33.15
2022-07-07,15.5
2022-07-08,17.0
2022-07-09,27.9
2022-07-10,37.05
2022-07-11,37.15
2022-07-12,25.95
2022-07-13,22.2
2022-07-14,18.05
2022-07-15,25.75
2022-07-16,36.5
2022-07-17,51.6
2022-07-18,35.6
2022-07-19,25.2
2022-07-20,21.0
2022-07-21,26.0
2022-07-22,31.75
2022-07-23,27.75
2022-07-24,33.8
2022-07-25,23.95
2022-07-26,31.35
2022-07-27,32.7
2022-07-28,19.65
2022-07-29,16.35
2022-07-30,19.75
2022-07-31,31.5
2022-08-01,31.6
2022-08-02,36.4
2022-08-03,23.75
2022-08-04,20.0
2022-08-05,22.2
2022-08-06,31.55
2022-08-07,39.2
2022-08-08,31.8
2022-08-09,36.3
2022-08-10,38.05
2022-08-11,30.0
2022-08-12,32.05
2022-08-13,36.8
2022-08-14,20.0
2022-08-15,23.9
2022-08-16,29.8
2022-08-17,35.5
2022-08-18,32.1
2022-08-19,27.85
2022-08-20,35.25
2022-08-21,31.0
2022-08-22,42.65
2022-08-23,28.95
2022-08-24,20.6
2022-08-25,23.55
2022-08-26,21.35
2022-08-27,23.45
2022-08-28,30.3
2022-08-29,35.4
2022-08-30,34.85
2022-08-31,28.950000000000003
2022-09-01,21.15
2022-09-02,24.200000000000003
2022-09-03,35.35
2022-09-04,33.8
2022-09-05,37.9
2022-09-06,38.0
2022-09-07,32.35
2022-09-08,31.9
2022-09-09,18.15
2022-09-10,39.25
2022-09-11,34.0
2022-09-12,45.85
2022-09-13,54.300000000000004
2022-09-14,44.85
2022-09-15,33.65
2022-09-16,30.3
2022-09-17,22.35
2022-09-18,24.6
2022-09-19,29.299999999999997
2022-09-20,14.0
2022-09-21,17.3
2022-09-22,23.15
2022-09-23,27.3
2022-09-24,47.599999999999994
2022-09-25,57.45
2022-09-26,48.300000000000004
2022-09-27,47.85
2022-09-28,28.2
2022-09-29,36.9
2022-09-30,33.7
2022-10-01,35.25
2022-10-02,33.349999999999994
2022-10-03,49.4
2022-10-04,50.05
2022-10-05,32.05
2022-10-06,30.849999999999998
2022-10-07,42.95
2022-10-08,51.45
2022-10-09,38.45
2022-10-10,31.9
2022-10-11,17.200000000000003
2022-10-12,20.05
2022-10-13,14.9
2022-10-14,23.6
2022-10-15,38.1
2022-10-16,34.75
2022-10-17,39.7
2022-10-18,29.6
2022-10-19,64.55
2022-10-20,76.3
2022-10-21,38.85
2022-10-22,64.9
2022-10-23,44.35
2022-10-24,61.35
2022-10-25,35.05
2022-10-26,25.0
2022-10-27,36.5
2022-10-28,45.35
2022-10-29,34.55
2022-10-30,25.4
2022-10-31,34.0
2022-11-01,49.0
2022-11-02,58.35
2022-11-03,33.05
2022-11-04,26.55
2022-11-05,62.150000000000006
2022-11-06,39.95
2022-11-07,29.5
2022-11-08,45.8
2022-11-09,23.2
2022-11-10,30.700000000000003
2022-11-11,31.200000000000003
2022-11-12,29.700000000000003
2022-11-13,42.05
2022-11-14,28.8
2022-11-15,40.8
2022-11-16,37.75
2022-11-17,58.15
2022-11-18,34.25
2022-11-19,48.949999999999996
2022-11-20,28.4
2022-11-21,35.650000000000006
2022-11-22,64.75
2022-11-23,28.85
2022-11-24,35.4
2022-11-25,24.15
2022-11-26,44.45
2022-11-27,39.25
2022-11-28,28.0
2022-11-29,40.4
2022-11-30,52.400000000000006
2022-12-01,28.95
2022-12-02,62.75
2022-12-03,56.400000000000006
2022-12-04,98.15
2022-12-05,63.099999999999994
2022-12-06,38.95
2022-12-07,34.85
2022-12-08,24.5
2022-12-09,27.2
2022-12-10,32.8
2022-12-11,67.05
2022-12-12,27.5
2022-12-13,31.25
2022-12-14,39.65
2022-12-15,22.5
2022-12-16,39.85
2022-12-17,58.9
2022-12-18,18.7
2022-12-19,22.4
2022-12-20,48.2
2022-12-21,23.1
2022-12-22,40.45
2022-12-23,37.900000000000006
2022-12-24,37.5
2022-12-25,32.3
2022-12-26,32.2
2022-12-27,117.80000000000001
2022-12-28,76.25
2022-12-29,41.0
2022-12-30,56.7
2022-12-31,23.65
2023-01-01,28.799999999999997
2023-01-02,32.4
2023-01-03,35.9
2023-01-04,47.95
2023-01-05,33.849999999999994
2023-01-06,30.349999999999998
2023-01-07,34.45
2023-01-08,32.2
2023-01-09,31.95
2023-01-10,59.95
2023-01-11,34.75
2023-01-12,22.45
2023-01-13,13.0
2023-01-14,16.35
2023-01-15,44.75
2023-01-16,20.75
2023-01-17,37.5
2023-01-18,46.0
2023-01-19,45.5
2023-01-20,90.05
2023-01-21,127.80000000000001
2023-01-22,85.15
2023-01-23,48.6
2023-01-24,101.15
2023-01-25,46.45
2023-01-26,23.75
2023-01-27,19.55
2023-01-28,35.8
2023-01-29,42.8
2023-01-30,85.2
2023-01-31,52.650000000000006
2023-02-01,26.099999999999998
2023-02-02,30.4
2023-02-03,38.25
2023-02-04,42.25
2023-02-05,58.3
2023-02-06,63.5
2023-02-07,30.599999999999998
2023-02-08,21.85
2023-02-09,15.399999999999999
2023-02-10,22.799999999999997
2023-02-11,38.05
2023-02-12,50.8
2023-02-13,30.85
2023-02-14,44.8
2023-02-15,41.15
2023-02-16,30.15
2023-02-17,24.549999999999997
2023-02-18,37.6
2023-02-19,57.46666666666667
2023-02-20,40.733333333333334
2023-02-21,46.9
2023-02-22,28.866666666666664
2023-02-23,24.333333333333332
2023-02-24,31.099999999999998
2023-02-25,40.43333333333333
2023-02-26,52.56666666666666
2023-02-27,66.89999999999999
2023-02-28,27.166666666666668
2023-03-01,21.7
2023-03-02,22.0
2023-03-03,24.566666666666666
2023-03-04,28.5
2023-03-05,27.733333333333334
2023-03-06,37.266666666666666
2023-03-07,38.6
2023-03-08,39.06666666666667
2023-03-09,21.700000000000003
2023-03-10,21.200000000000003
2023-03-11,23.15
2023-03-12,26.549999999999997
2023-03-13,31.099999999999998
2023-03-14,18.133333333333333
2023-03-15,17.1
2023-03-16,28.433333333333334
2023-03-17,17.433333333333334
2023-03-18,23.566666666666666
2023-03-19,26.633333333333336
2023-03-20,37.699999999999996
2023-03-21,39.93333333333333
2023-03-22,30.899999999999995
2023-03-23,18.3
2023-03-24,18.866666666666667
2023-03-25,29.866666666666664
2023-03-26,37.9
2023-03-27,25.366666666666664
2023-03-28,31.633333333333336
2023-03-29,24.599999999999998
2023-03-30,28.433333333333334
2023-03-31,17.2
2023-04-01,18.033333333333335
2023-04-02,22.233333333333334
2023-04-03,22.400000000000002
2023-04-04,10.966666666666667
2023-04-05,13.799999999999999
2023-04-06,10.4
2023-04-07,21.96666666666667
2023-04-08,36.43333333333333
2023-04-09,20.266666666666666
2023-04-10,12.933333333333332
2023-04-11,31.866666666666664
2023-04-12,30.400000000000002
2023-04-13,24.7
2023-04-14,13.4
2023-04-15,10.5
2023-04-16,21.766666666666666
2023-04-17,16.15
2023-04-18,9.2
2023-04-19,19.0
2023-04-20,20.96666666666667
2023-04-21,9.033333333333333
2023-04-22,10.366666666666665
2023-04-23,16.466666666666665
2023-04-24,16.7
2023-04-25,13.5
2023-04-26,19.566666666666666
2023-04-27,16.0
2023-04-28,31.65
2023-04-29,27.400000000000002
2023-04-30,26.35
2023-05-01,30.35
2023-05-02,25.85
2023-05-03,43.75
2023-05-04,33.7
2023-05-05,21.450000000000003
2023-05-06,16.8
2023-05-07,19.4
2023-05-08,38.1
2023-05-09,42.75
2023-05-10,35.7
2023-05-11,21.35
2023-05-12,30.150000000000002
2023-05-13,25.549999999999997
2023-05-14,31.7
2023-05-15,26.75
2023-05-16,29.05
2023-05-17,29.1
2023-05-18,35.6
2023-05-19,25.6
2023-05-20,26.049999999999997
2023-05-21,35.55
2023-05-22,41.5
2023-05-23,42.150000000000006
2023-05-24,51.75
2023-05-25,36.8
2023-05-26,16.3
2023-05-27,15.65
2023-05-28,29.3
2023-05-29,37.6
2023-05-30,29.85
2023-05-31,29.45
2023-06-01,29.200000000000003
2023-06-02,25.15
2023-06-03,23.1
2023-06-04,27.3
2023-06-05,28.25
2023-06-06,23.15
2023-06-07,17.549999999999997
2023-06-08,22.9
2023-06-09,16.95
2023-06-10,28.45
2023-06-11,18.549999999999997
2023-06-12,41.849999999999994
2023-06-13,27.4
2023-06-14,20.05
2023-06-15,26.35
2023-06-16,21.5
2023-06-17,26.15
2023-06-18,27.75
2023-06-19,41.05
2023-06-20,36.65
2023-06-21,34.2
2023-06-22,21.75
2023-06-23,16.599999999999998
2023-06-24,20.3
2023-06-25,35.0
2023-06-26,17.25
2023-06-27,10.950000000000001
2023-06-28,14.4
2023-06-29,17.5
2023-06-30,12.05
2023-07-01,16.85
2023-07-02,27.6
2023-07-03,14.2
2023-07-04,18.549999999999997
2023-07-05,32.1
2023-07-06,33.15
2023-07-07,15.5
2023-07-08,17.0
2023-07-09,27.9
2023-07-10,37.05
2023-07-11,37.15
2023-07-12,25.95
2023-07-13,22.2
2023-07-14,18.05
2023-07-15,25.75
2023-07-16,36.5
2023-07-17,51.6
2023-07-18,35.6
2023-07-19,25.2
2023-07-20,21.0
2023-07-21,26.0
2023-07-22,31.75
2023-07-23,27.75
2023-07-24,33.8
2023-07-25,23.95
2023-07-26,31.35
2023-07-27,32.7
2023-07-28,19.65
2023-07-29,16.35
2023-07-30,19.75
2023-07-31,31.5
2023-08-01,31.6
2023-08-02,36.4
2023-08-03,23.75
2023-08-04,20.0
2023-08-05,22.2
2023-08-06,31.55
2023-08-07,39.2
2023-08-08,31.8
2023-08-09,36.3
2023-08-10,38.05
2023-08-11,30.0
2023-08-12,32.05
2023-08-13,36.8
2023-08-14,20.0
2023-08-15,23.9
2023-08-16,29.8
2023-08-17,35.5
2023-08-18,32.1
2023-08-19,27.85
2023-08-20,35.25
2023-08-21,31.0
2023-08-22,42.65
2023-08-23,28.95
2023-08-24,20.6
2023-08-25,23.55
2023-08-26,21.35
2023-08-27,23.45
2023-08-28,30.3
2023-08-29,35.4
2023-08-30,34.85
2023-08-31,28.950000000000003
2023-09-01,21.15
2023-09-02,24.200000000000003
2023-09-03,35.35
2023-09-04,33.8
2023-09-05,37.9
2023-09-06,38.0
2023-09-07,32.35
2023-09-08,31.9
2023-09-09,18.15
2023-09-10,39.25
2023-09-11,34.0
2023-09-12,45.85
2023-09-13,54.300000000000004
2023-09-14,44.85
2023-09-15,33.65
2023-09-16,30.3
2023-09-17,22.35
2023-09-18,24.6
2023-09-19,29.299999999999997
2023-09-20,14.0
2023-09-21,17.3
2023-09-22,23.15
2023-09-23,27.3
2023-09-24,47.599999999999994
2023-09-25,57.45
2023-09-26,48.300000000000004
2023-09-27,47.85
2023-09-28,28.2
2023-09-29,36.9
2023-09-30,33.7
2023-10-01,35.25
2023-10-02,33.349999999999994
2023-10-03,49.4
2023-10-04,50.05
2023-10-05,32.05
2023-10-06,30.849999999999998
2023-10-07,42.95
2023-10-08,51.45
2023-10-09,38.45
2023-10-10,31.9
2023-10-11,17.200000000000003
2023-10-12,20.05
2023-10-13,14.9
2023-10-14,23.6
2023-10-15,38.1
2023-10-16,34.75
2023-10-17,39.7
2023-10-18,29.6
2023-10-19,64.55
2023-10-20,76.3
2023-10-21,38.85
2023-10-22,64.9
2023-10-23,44.35
2023-10-24,61.35
2023-10-25,35.05
2023-10-26,25.0
2023-10-27,36.5
2023-10-28,45.35
2023-10-29,34.55
2023-10-30,25.4
2023-10-31,34.0
2023-11-01,49.0
2023-11-02,58.35
2023-11-03,33.05
2023-11-04,26.55
2023-11-05,62.150000000000006
2023-11-06,39.95
2023-11-07,29.5
2023-11-08,45.8
2023-11-09,23.2
2023-11-10,30.700000000000003
2023-11-11,31.200000000000003
2023-11-12,29.700000000000003
2023-11-13,42.05
2023-11-14,28.8
2023-11-15,40.8
2023-11-16,37.75
2023-11-17,58.15
2023-11-18,34.25
2023-11-19,48.949999999999996
2023-11-20,28.4
2023-11-21,35.650000000000006
2023-11-22,64.75
2023-11-23,28.85
2023-11-24,35.4
2023-11-25,24.15
2023-11-26,44.45
2023-11-27,39.25
2023-11-28,28.0
2023-11-29,40.4
2023-11-30,52.400000000000006
2023-12-01,28.95
2023-12-02,62.75
2023-12-03,56.400000000000006
2023-12-04,98.15
2023-12-05,63.099999999999994
2023-12-06,38.95
2023-12-07,34.85
2023-12-08,24.5
2023-12-09,27.2
2023-12-10,32.8
2023-12-11,67.05
2023-12-12,27.5
2023-12-13,31.25
2023-12-14,39.65
2023-12-15,22.5
2023-12-16,39.85
2023-12-17,58.9
2023-12-18,18.7
2023-12-19,22.4
2023-12-20,48.2
2023-12-21,23.1
2023-12-22,40.45
2023-12-23,37.900000000000006
2023-12-24,37.5
2023-12-25,32.3
2023-12-26,32.2
2023-12-27,117.80000000000001
2023-12-28,76.25
2023-12-29,41.0
2023-12-30,56.7
2023-12-31,23.65
2024-01-01,28.799999999999997
2024-01-02,32.4
2024-01-03,35.9
2024-01-04,47.95
2024-01-05,33.849999999999994
2024-01-06,30.349999999999998
2024-01-07,34.45
2024-01-08,32.2
2024-01-09,31.95
2024-01-10,59.95
2024-01-11,34.75
2024-01-12,22.45
2024-01-13,13.0
2024-01-14,16.35
2024-01-15,44.75
2024-01-16,20.75
2024-01-17,37.5
2024-01-18,46.0
2024-01-19,45.5
2024-01-20,90.05
2024-01-21,127.80000000000001
2024-01-22,85.15
2024-01-23,48.6
2024-01-24,101.15
2024-01-25,46.45
2024-01-26,23.75
2024-01-27,19.55
2024-01-28,35.8
2024-01-29,42.8
2024-01-30,85.2
2024-01-31,52.650000000000006
2024-02-01,26.099999999999998
2024-02-02,30.4
2024-02-03,38.25
2024-02-04,42.25
2024-02-05,58.3
2024-02-06,63.5
2024-02-07,30.599999999999998
2024-02-08,21.85
2024-02-09,15.399999999999999
2024-02-10,22.799999999999997
2024-02-11,38.05
2024-02-12,50.8
2024-02-13,30.85
2024-02-14,44.8
2024-02-15,41.15
2024-02-16,30.15
2024-02-17,24.549999999999997
2024-02-18,37.6
2024-02-19,57.46666666666667
2024-02-20,40.733333333333334
2024-02-21,46.9
2024-02-22,28.866666666666664
2024-02-23,24.333333333333332
2024-02-24,31.099999999999998
2024-02-25,40.43333333333333
2024-02-26,52.56666666666666
2024-02-27,66.89999999999999
2024-02-28,27.166666666666668
2024-02-29,17.0
2024-03-01,21.7
2024-03-02,22.0
2024-03-03,24.566666666666666
2024-03-04,28.5
2024-03-05,27.733333333333334
2024-03-06,37.266666666666666
2024-03-07,38.6
2024-03-08,39.06666666666667
2024-03-09,21.700000000000003
2024-03-10,21.200000000000003
2024-03-11,23.15
2024-03-12,26.549999999999997
2024-03-13,31.099999999999998
2024-03-14,18.133333333333333
2024-03-15,17.1
2024-03-16,28.433333333333334
2024-03-17,17.433333333333334
2024-03-18,23.566666666666666
2024-03-19,26.633333333333336
2024-03-20,37.699999999999996
2024-03-21,39.93333333333333
2024-03-22,30.899999999999995
2024-03-23,18.3
2024-03-24,18.866666666666667
2024-03-25,29.866666666666664
2024-03-26,37.9
2024-03-27,25.366666666666664
2024-03-28,31.633333333333336
2024-03-29,24.599999999999998
2024-03-30,28.433333333333334
2024-03-31,17.2
2024-04-01,18.033333333333335
2024-04-02,22.233333333333334
2024-04-03,22.400000000000002
2024-04-04,10.966666666666667
2024-04-05,13.799999999999999
2024-04-06,10.4
2024-04-07,21.96666666666667
2024-04-08,36.43333333333333
2024-04-09,20.266666666666666
2024-04-10,12.933333333333332
2024-04-11,31.866666666666664
2024-04-12,30.400000000000002
2024-04-13,24.7
2024-04-14,13.4
2024-04-15,10.5
2024-04-16,21.766666666666666
2024-04-17,16.15
2024-04-18,9.2
2024-04-19,19.0
2024-04-20,20.96666666666667
2024-04-21,9.033333333333333
2024-04-22,10.366666666666665
2024-04-23,16.466666666666665
2024-04-24,16.7
2024-04-25,13.5
2024-04-26,19.566666666666666
2024-04-27,16.0
2024-04-28,31.65
2024-04-29,27.400000000000002
2024-04-30,26.35
2024-05-01,30.35
2024-05-02,25.85
2024-05-03,43.75
2024-05-04,33.7
2024-05-05,21.450000000000003
2024-05-06,16.8
2024-05-07,19.4
2024-05-08,38.1
2024-05-09,42.75
2024-05-10,35.7
2024-05-11,21.35
2024-05-12,30.150000000000002
2024-05-13,25.549999999999997
2024-05-14,31.7
2024-05-15,26.75
2024-05-16,29.05
2024-05-17,29.1
2024-05-18,35.6
2024-05-19,25.6
2024-05-20,26.049999999999997
2024-05-21,35.55
2024-05-22,41.5
2024-05-23,42.150000000000006
2024-05-24,51.75
2024-05-25,36.8
2024-05-26,16.3
2024-05-27,15.65
2024-05-28,29.3
2024-05-29,37.6
2024-05-30,29.85
2024-05-31,29.45
2024-06-01,29.200000000000003
2024-06-02,25.15
2024-06-03,23.1
2024-06-04,27.3
2024-06-05,28.25
2024-06-06,23.15
2024-06-07,17.549999999999997
2024-06-08,22.9
2024-06-09,16.95
2024-06-10,28.45
2024-06-11,18.549999999999997
2024-06-12,41.849999999999994
2024-06-13,27.4
2024-06-14,20.05
2024-06-15,26.35
2024-06-16,21.5
2024-06-17,26.15
2024-06-18,27.75
2024-06-19,41.05
2024-06-20,36.65
2024-06-21,34.2
2024-06-22,21.75
2024-06-23,16.599999999999998
2024-06-24,20.3
2024-06-25,35.0
2024-06-26,17.25
2024-06-27,10.950000000000001
2024-06-28,14.4
